產品名稱,廠商名稱,遊戲平台,級別,情節,上市日期
PC DEAD OR ALIVE 5 Last Round,臺灣光榮特庫摩股份有限公司,PC單機,限,"性,暴力",2015-03-31
Call of Duty: Black OPS III,Activision,PS3,限,"暴力,恐怖,不當言語",2015-11-06
Call of Duty: Black OPS III,Activision,PS4,限,"暴力,恐怖,不當言語",2015-11-06
Call of Duty: Black OPS III,Activision,Xbox360,限,"暴力,恐怖,不當言語",2015-11-06
Call of Duty: Black OPS III,Activision,XboxOne,限,"暴力,恐怖,不當言語",2015-11-06
Call of Duty: Black OPS III,Activision,PC單機,限,"暴力,恐怖,不當言語",2015-11-06
Just Cause3,台灣萬代南夢宮娛樂股份有限公司,PS4,限,"暴力,反社會性",2015-12-01
Just Cause3,台灣萬代南夢宮娛樂股份有限公司,XboxOne,限,"暴力,反社會性",2015-12-01
Just Cause3,台灣萬代南夢宮娛樂股份有限公司,PC單機,限,"暴力,反社會性",2015-12-01
The Peanuts Movie: Snoopys Grand Adventure,Activision,XboxOne,普,未涉及任何情節,2015-12-31
極限競速 6,台灣微軟,XboxOne,普,未涉及任何情節,2015-09-15
太鼓達人,台灣索尼互動娛樂股份有限公司,PSVITA,普,未涉及任何情節,2015-07-09
迪士尼 幻甜 夢 點,Disney,其他,普,棋牌益智,2015-08-27
Abyss,Game Troopers,手機遊戲,普,未涉及任何情節,2015-07-26
懶得連連看,酷樂石軟體股份有限公司,手機遊戲,普,未涉及任何情節,2015-02-20
Clash,FennecFox Entertainment,XboxOne,護,暴力,2015-08-21
小小恐龍世界,玩拾科技股份有限公司,手機遊戲,護,暴力,2015-08-01
Beyond Eyes,Team17 Digital Ltd.,XboxOne,護,未涉及任何情節,2015-08-25
ZHEROS,Rimlight Studios,XboxOne,護,未涉及任何情節,2016-01-16
Nova-111,Curve Digital,XboxOne,護,未涉及任何情節,2015-08-28
NHL 16 (DIGITAL FULL GAME),Electronic Arts Asia Pacific Pte Ltd,XboxOne,輔12,暴力,2015-09-15
合金英雄,移動新幹線,手機遊戲,輔12,"暴力,恐怖",2015-09-01
The Last Door,Game Troopers,手機遊戲,輔12,"暴力,恐怖",2015-07-23
CSI: SLOTS,Gameloft,手機遊戲,輔12,"暴力,菸酒,毒品",2015-08-28
CSI: SLOTS,Gameloft,PC單機,輔12,"暴力,菸酒,毒品",2015-08-28
Lovers in a Dangerous Spacetime,Asteroid Base Inc.,XboxOne,輔12,暴力,2015-09-09
TRANSFORMERS: Devastation,Activision,PS3,輔12,暴力,2015-10-08
TRANSFORMERS: Devastation,Activision,PS4,輔12,暴力,2015-10-08
TRANSFORMERS: Devastation,Activision,Xbox360,輔12,暴力,2015-10-08
TRANSFORMERS: Devastation,Activision,XboxOne,輔12,暴力,2015-10-08
TEMBO THE BADASS ELEPHANT,世雅育樂股份有限公司,XboxOne,輔12,"暴力,不當言語",2015-07-22
TEMBO THE BADASS ELEPHANT,世雅育樂股份有限公司,PC單機,輔12,"暴力,不當言語",2015-07-22
Pixel Piracy,505 Games,XboxOne,輔12,"暴力,菸酒,不當言語",2015-09-04
仙劍客棧,奧爾資訊多媒體股份有限公司,手機遊戲,輔12,未涉及任何情節,2015-09-15
蒼之騎士團,奧爾資訊多媒體股份有限公司,手機遊戲,輔12,未涉及任何情節,2015-09-01
星城Online - HD俠盜王子手機包 49元,網銀國際股份有限公司,手機遊戲,輔12,棋牌益智,2015-10-28
PERSONA4 DANCING ALL NIGHT,世雅育樂股份有限公司,PSVITA,輔12,"性,不當言語",2015-09-29
湛藍秘石(2048RPG),創樂遊戲股份有限公司,手機遊戲,輔12,棋牌益智,2015-07-18
武俠風雲傳,Enjoymobile Technology Limited,手機遊戲,輔12,未涉及任何情節,2015-09-03
Sid Meier\'s Civilization: Beyond Earth Rising Tide (文明帝國：超越地球 - 潮起),Take-Two Asia Pte Ltd,PC單機,輔12,"暴力,菸酒,不當言語",2015-10-09
俠客風雲傳,河洛遊戲有限公司,PC單機,輔15,"暴力,菸酒,虛擬戀愛或結婚",2015-07-28
乖離性百萬亞瑟王,遊戲怪獸股份有限公司,手機遊戲,輔15,暴力,2015-07-13
Tony Hawks Pro-Skater 5,Activision,PS4,輔15,暴力,2015-09-29
Tony Hawks Pro-Skater 5,Activision,XboxOne,輔15,暴力,2015-09-29
不可能的任務：失控國度,上癮科技股份有限公司,手機遊戲,輔15,"暴力,恐怖,不當言語",2015-07-15
The Sims™ 4 Spa Day Game Pack,Electronic Arts Asia Pacific Pte Ltd,PC單機,輔15,"性,暴力,虛擬戀愛或結婚",2015-07-14
Top Speed: Drag &amp; Fast Racing,T-Bull sp. z o. o.,PC單機,輔15,未涉及任何情節,2015-07-23
蒼穹紀元,黑馬數位科技股份有限公司,手機遊戲,輔15,未涉及任何情節,2015-09-16
魔壊神 TRILLION (日文版),台灣索尼互動娛樂股份有限公司,PSVITA,輔15,暴力,2015-07-23
魔物獵人Frontier G 激武包狩獵包 (中文版),台灣索尼互動娛樂股份有限公司,PSVITA,輔15,暴力,2015-07-24
仙劍奇俠傳六,星宇互動娛樂科技股份有限公司,PC單機,輔15,"暴力,虛擬戀愛或結婚",2015-07-08
FINAL FANTASY TYPE-0 HD,台灣萬代南夢宮娛樂股份有限公司,PC單機,輔15,"性,暴力",2016-12-31
"Guns, Gore and Cannoli",Intragames,PS4,輔15,暴力,2015-12-09
仙劍奇俠傳,優勢領航科技有限公司,手機遊戲,輔15,菸酒,2015-07-30
冤罪殺機: 決定版,Epicsoft (Hong Kong) Limited,PS4,限,"暴力,恐怖,不當言語",2015-08-25
冤罪殺機: 決定版,Epicsoft (Hong Kong) Limited,XboxOne,限,"暴力,恐怖,不當言語",2015-08-25
XCOM: Enemy Unknown Plus (XCOM: 未知敵人 Plus),Take-Two Asia Pte Ltd,PSVITA,限,"暴力,不當言語",2015-09-29
Luckyo Casino Summer,AE Mobile,手機遊戲,限,棋牌益智,2015-02-06
Rare 精選輯,台灣微軟,XboxOne,限,"暴力,不當言語,反社會性",2015-08-04
戰爭機器 究極版,台灣微軟,XboxOne,限,"暴力,恐怖",2015-08-25
絕對絕望少女 槍彈辯駁 Another Episode(中日文合版),台灣索尼互動娛樂股份有限公司,PSVITA,限,"暴力,不當言語",2015-07-24
聖鎧 (Steam數位版),傑仕登股份有限公司,PC單機,限,"暴力,恐怖,不當言語",2014-09-23
約會大作戰 Twin Edition (日文版),台灣索尼互動娛樂股份有限公司,PSVITA,限,虛擬戀愛或結婚,2015-07-30
聖鎧 (數位版),傑仕登股份有限公司,PS4,限,"暴力,恐怖,不當言語",2015-09-30
The Peanuts Movie: Snoopys Grand Adventure,Activision,Xbox360,普,未涉及任何情節,2015-11-05
The Peanuts Movie: Snoopys Grand Adventure,Activision,WiiU,普,未涉及任何情節,2015-11-05
The Peanuts Movie: Snoopys Grand Adventure,Activision,N3DS,普,未涉及任何情節,2015-11-05
Twins Minigame,Game Troopers,手機遊戲,普,未涉及任何情節,2015-08-12
Grow Home,Ubisoft Limited,PS4,普,未涉及任何情節,2015-08-05
Grow Home,Ubisoft Limited,PC單機,普,未涉及任何情節,2015-08-05
极速赛车,AE Mobile,手機遊戲,普,未涉及任何情節,2015-08-07
GTO Racing,AE Mobile,手機遊戲,普,未涉及任何情節,2015-08-07
我是喉科小医生 - 拯救喉咙,AE Mobile,手機遊戲,普,未涉及任何情節,2015-08-07
愛門羅,League of Geeks,PS4,護,暴力,2015-09-01
千題百怪大冒險,香港商科科科技股份有限公司,手機遊戲,護,未涉及任何情節,2015-10-15
EA SPORTS™ FIFA 16 (Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,PC單機,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16豪華版(Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,PC單機,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16超級豪華版 (Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,PC單機,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16 (Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,XboxOne,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16豪華版 (Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,XboxOne,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16超級豪華版(Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,XboxOne,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16 (Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,PS4,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16豪華版(Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,PS4,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16超級豪華版(Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,PS4,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16 (Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,PS3,護,未涉及任何情節,2015-09-25
EA SPORTS™ FIFA 16豪華版 (Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,PS3,護,未涉及任何情節,2015-09-25
EA SPORTS™ FIFA 16超級豪華版(Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,PS3,護,未涉及任何情節,2015-09-25
EA SPORTS™ FIFA 16,Electronic Arts Asia Pacific Pte Ltd,PS4,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16豪華版,Electronic Arts Asia Pacific Pte Ltd,PS4,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16,Electronic Arts Asia Pacific Pte Ltd,PS3,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16豪華版,Electronic Arts Asia Pacific Pte Ltd,PS3,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16,Electronic Arts Asia Pacific Pte Ltd,XboxOne,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16豪華版,Electronic Arts Asia Pacific Pte Ltd,XboxOne,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16,Electronic Arts Asia Pacific Pte Ltd,Xbox360,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16豪華版,Electronic Arts Asia Pacific Pte Ltd,Xbox360,護,未涉及任何情節,2015-09-22
EA SPORTS™ FIFA 16 (Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,Xbox360,護,未涉及任何情節,2015-09-22
NBA 2K16,Take-Two Asia Pte Ltd,Xbox360,護,未涉及任何情節,2015-09-29
NBA 2K16,Take-Two Asia Pte Ltd,XboxOne,護,未涉及任何情節,2015-09-29
NBA 2K16,Take-Two Asia Pte Ltd,PS3,護,未涉及任何情節,2015-09-29
NBA 2K16,Take-Two Asia Pte Ltd,PS4,護,未涉及任何情節,2015-09-29
NBA 2K16,Take-Two Asia Pte Ltd,PC單機,護,未涉及任何情節,2015-09-29
Inside My Radio,Iceberg Interactive,XboxOne,護,未涉及任何情節,2015-09-18
Battle Islands,505 Games,XboxOne,輔12,暴力,2015-08-28
Battle Islands,505 Games,PS4,輔12,暴力,2015-08-19
星城Online - 奪寶傳奇包 49元,網銀國際股份有限公司,PC線上,輔12,棋牌益智,2014-10-01
星城Online - HD水果盤包 49元,網銀國際股份有限公司,手機遊戲,輔12,棋牌益智,2015-01-28
星城Online - 炫光魔法包 49元,網銀國際股份有限公司,PC線上,輔12,棋牌益智,2015-02-04
星城Online - HD聊齋手機包 49元,網銀國際股份有限公司,手機遊戲,輔12,棋牌益智,2015-04-22
星城Online - HD聊齋PC包 49元,網銀國際股份有限公司,PC線上,輔12,棋牌益智,2015-05-13
星城Online - HD賓果彈珠台 49元,網銀國際股份有限公司,手機遊戲,輔12,棋牌益智,2015-07-15
星城Online - HD雅典娜PC包 49元,網銀國際股份有限公司,PC線上,輔12,棋牌益智,2015-08-05
蒼翼默示錄 刻之幻影 擴充版 中文版,沛亞企業有限公司,PSVITA,輔12,暴力,2015-07-21
混沌與秩序2：末日救贖,Gameloft,手機遊戲,輔12,暴力,2015-09-02
混沌與秩序2：末日救贖,Gameloft,PC單機,輔12,暴力,2015-09-02
中二病拯救世界,熱酷科技有限公司,手機遊戲,輔12,未涉及任何情節,2015-08-30
愛養成2,果合資訊有限公司,手機遊戲,輔12,虛擬戀愛或結婚,2015-08-01
射鵰英雄傳,艾玩天地互動娛樂科技股份有限公司,PC線上,輔15,"性,暴力,菸酒,不當言語,虛擬戀愛或結婚",2015-08-20
Arma Tactics,Bohemia Interactive a.s.,XboxOne,輔15,"暴力,不當言語",2015-10-31
喚靈師 Fellowship of Evil,Codemasters Software Company Limited,XboxOne,輔15,暴力,2015-09-30
心靈判官: 沒有選擇的幸福,台灣微軟,XboxOne,限,"暴力,毒品,反社會性",2015-12-08
Words Guess,AE Mobile,手機遊戲,普,未涉及任何情節,2015-08-07
Johnny\'s Payday Panic,Office Create Corp.,N3DS,普,未涉及任何情節,2015-09-14
MagNets: Fully Charged,Total Monkery Ltd,XboxOne,普,未涉及任何情節,2015-10-05
Coin Mania - Lucky Dozer,AE Mobile,手機遊戲,普,未涉及任何情節,2015-08-14
Pumped BMX +,Curve Digital,XboxOne,普,暴力,2015-09-15
Just Dance Disney Party 2,Ubisoft Limited,PS4,普,未涉及任何情節,2015-10-22
Just Dance Disney Party 2,Ubisoft Limited,XboxOne,普,未涉及任何情節,2015-10-22
羅馬傳奇SLOTS,好玩家股份有限公司,手機遊戲,護,棋牌益智,2015-08-27
皇家水果盤,達克遊戲股份有限公司,手機遊戲,護,棋牌益智,2015-02-12
格鬥寶貝,艾玩天地互動娛樂科技股份有限公司,手機遊戲,護,暴力,2015-09-10
Goat Simulator: Mmore Goatz Edition,Double Eleven Limited,Xbox,輔12,暴力,2015-08-26
Kings Quest: Adventures of Graham,Activision,XboxOne,輔12,暴力,2015-08-11
Kings Quest: Adventures of Graham,Activision,Xbox360,輔12,暴力,2015-08-12
Kings Quest: Adventures of Graham,Activision,PS3,輔12,暴力,2015-08-12
Kings Quest: Adventures of Graham,Activision,PS4,輔12,暴力,2015-08-12
PSV 蘇菲的鍊金工房 ～不可思議書的鍊金術士～,臺灣光榮特庫摩股份有限公司,PSVITA,輔12,性,2015-11-19
PS4 蘇菲的鍊金工房 ～不可思議書的鍊金術士～,臺灣光榮特庫摩股份有限公司,PS4,輔12,性,2015-11-19
TRANSFORMERS: Devastation,Activision,PC單機,輔12,暴力,2015-10-08
火鳳燎原大戰,香港商智傲有限公司台灣分公司,手機遊戲,輔12,"暴力,棋牌益智",2014-05-06
三國大亨,NEXON KOREA,手機遊戲,輔12,未涉及任何情節,2015-09-15
Awesomenauts Assemble!,Ronimo Games,XboxOne,輔12,"暴力,不當言語",2015-11-01
澳門老虎機,果合資訊有限公司,手機遊戲,輔15,棋牌益智,2015-08-31
新瑪奇英雄傳,台灣競舞娛樂有限公司,PC線上,輔15,暴力,2015-08-25
BLADE ARCUS from Shining EX,世雅育樂股份有限公司,PS3,輔15,性,2015-11-26
BLADE ARCUS from Shining EX,世雅育樂股份有限公司,PS4,輔15,性,2015-11-26
UD,樂意傳播股份有限公司,PC線上,輔15,"性,暴力",2015-10-07
BLADE-刀鋒戰記,台灣競舞娛樂有限公司,手機遊戲,輔15,暴力,2015-09-24
HERO穿越英雄,台灣競舞娛樂有限公司,手機遊戲,輔15,暴力,2015-09-03
魔女異聞錄,星宇互動娛樂科技股份有限公司,手機遊戲,輔15,"性,暴力,棋牌益智",2015-10-31
PS4 無夜國度,臺灣光榮特庫摩股份有限公司,PS4,輔15,性,2015-10-01
PS4 戰國無雙４ Empires,臺灣光榮特庫摩股份有限公司,PS4,輔15,"暴力,菸酒",2015-09-17
PSV 戰國無雙４ Empires,臺灣光榮特庫摩股份有限公司,PSVITA,輔15,"暴力,菸酒",2015-09-17
PS4 亞爾斯蘭戰記 × 無雙,臺灣光榮特庫摩股份有限公司,PS4,輔15,"性,暴力,菸酒,反社會性",2015-10-01
黑潮來襲,茂為歐買尬數位科技股份有限公司,PC線上,輔15,暴力,2015-10-15
Tony Hawks Pro-Skater 5,Activision,PS3,輔15,暴力,2015-09-29
Tony Hawks Pro-Skater 5,Activision,Xbox360,輔15,暴力,2015-09-29
古惑仔ONLINE,香港商智傲有限公司台灣分公司,手機遊戲,輔15,暴力,2015-01-09
WWE 2K16,Take-Two Asia Pte Ltd,Xbox360,輔15,"暴力,菸酒,不當言語",2015-10-30
WWE 2K16,Take-Two Asia Pte Ltd,XboxOne,輔15,"暴力,菸酒,不當言語",2015-10-30
WWE 2K16,Take-Two Asia Pte Ltd,PS3,輔15,"暴力,菸酒,不當言語",2015-10-30
WWE 2K16,Take-Two Asia Pte Ltd,PS4,輔15,"暴力,菸酒,不當言語",2015-10-30
野蠻世界老虎機 HUGA Slots,聖祐遊戲股份有限公司,手機遊戲,輔15,棋牌益智,2015-11-23
PS3 無夜國度,臺灣光榮特庫摩股份有限公司,PS3,輔15,性,2015-10-01
PSV 無夜國度,臺灣光榮特庫摩股份有限公司,PSVITA,輔15,性,2015-10-01
喚靈師 Fellowship of Evil,Codemasters Software Company Limited,PC單機,輔15,暴力,2015-09-30
喚靈師 Fellowship of Evil,Codemasters Software Company Limited,PS4,輔15,暴力,2015-09-30
最後一戰 5：守護者,台灣微軟,XboxOne,限,"暴力,不當言語",2015-10-27
爆炸頭武士 2：熊劍士復仇記第 1 輯,Versus Evil,XboxOne,限,"性,暴力,菸酒,毒品,不當言語,反社會性",2015-09-22
絕地戰兵 (中英文合版),台灣索尼互動娛樂股份有限公司,PS4,限,暴力,2015-08-18
直到黎明 (中英文合版),台灣索尼互動娛樂股份有限公司,PS4,限,"性,暴力,不當言語",2015-08-25
閃亂神樂：少女們的抉擇 (繁體中文版),台灣索尼互動娛樂股份有限公司,PSVITA,限,性,2015-08-27
閃亂神樂：少女們的抉擇 (繁體中文版),台灣索尼互動娛樂股份有限公司,PS4,限,性,2015-08-27
Evolve: Ultimate Edition,Take-Two Asia Pte Ltd,PS4,限,"暴力,恐怖,不當言語",2015-11-24
Evolve: Ultimate Edition,Take-Two Asia Pte Ltd,XboxOne,限,"暴力,恐怖,不當言語",2015-11-24
EVOLVE: Ultimate Edition,Take-Two Asia Pte Ltd,PC單機,限,"暴力,恐怖,不當言語",2015-11-24
Just Dance Disney Party 2,Ubisoft Limited,Xbox360,普,未涉及任何情節,2015-10-22
勇者跑跳碰,晨宇光科技股份有限公司,手機遊戲,普,未涉及任何情節,2014-11-27
XBIKE(藍芽互動式健身車版),晨宇光科技股份有限公司,手機遊戲,普,未涉及任何情節,2014-11-27
Candy Crush Soda Saga,King.com Limited,PC單機,普,未涉及任何情節,2015-09-01
笨鸟先飞,AE Mobile,手機遊戲,普,未涉及任何情節,2015-09-01
iO,Gamious B.V.,XboxOne,普,未涉及任何情節,2015-09-20
太鼓之達人 V VERSION,台灣萬代南夢宮娛樂股份有限公司,PSVITA,普,未涉及任何情節,2015-07-09
星光繼承者,Disney,手機遊戲,普,未涉及任何情節,2015-09-17
基因特色比對,Chung-E Wang,PC單機,普,未涉及任何情節,2015-09-15
Barbie and Her Sisters Puppy Rescue,Little Orbit LLC,Xbox360,普,未涉及任何情節,2015-11-03
探險活寶: Finn and Jake Investigations,Little Orbit LLC,XboxOne,護,暴力,2015-10-23
探險活寶: Finn and Jake Investigations,Little Orbit LLC,Xbox360,護,暴力,2015-10-23
劍與魔法王國 遠古的女神,台灣競舞娛樂有限公司,手機遊戲,護,暴力,2015-09-30
水晶契約：Magic ＆ Cannon,DeNA HONG KONG LIMITED,手機遊戲,護,未涉及任何情節,2015-09-16
EA SPORTS™ FIFA 16 下載試玩版,Electronic Arts Asia Pacific Pte Ltd,PC單機,護,未涉及任何情節,2015-09-08
EA SPORTS™ FIFA 16 下載試玩版,Electronic Arts Asia Pacific Pte Ltd,Xbox360,護,未涉及任何情節,2015-09-08
EA SPORTS™ FIFA 16 下載試玩版,Electronic Arts Asia Pacific Pte Ltd,XboxOne,護,未涉及任何情節,2015-09-08
EA SPORTS™ FIFA 16 下載試玩版,Electronic Arts Asia Pacific Pte Ltd,PS3,護,未涉及任何情節,2015-09-09
EA SPORTS™ FIFA 16 下載試玩版,Electronic Arts Asia Pacific Pte Ltd,PS4,護,未涉及任何情節,2015-09-08
功夫熊貓 Showdown of Legendary Legends,Little Orbit LLC,Xbox360,護,暴力,2015-11-20
功夫熊貓 Showdown of Legendary Legends,Little Orbit LLC,XboxOne,護,暴力,2015-11-20
MouseCraft,Crunching Koalas K. Lesiecki Sp. K.,XboxOne,護,未涉及任何情節,2015-09-29
J群星 勝利對決 繁體中文版,台灣萬代南夢宮娛樂股份有限公司,PS4,輔12,"暴力,虛擬戀愛或結婚",2015-06-25
Inside My Radio,Seaven Studio,XboxOne,輔12,暴力,2015-09-18
神之契約,中華網龍股份有限公司,手機遊戲,輔12,棋牌益智,2015-08-20
符文重生,咯得趣數位娛樂實業社,手機遊戲,輔12,"暴力,恐怖",2015-03-29
深海惡夢 : 被詛咒的心,台灣微軟,XboxOne,輔12,"暴力,菸酒",2015-09-04
拳皇98 終極之戰 OL,阿達馬數位公司,手機遊戲,輔12,暴力,2015-10-13
Gems of War,505 Games,XboxOne,輔12,暴力,2015-10-16
J群星 勝利對決 繁體中文版,台灣萬代南夢宮娛樂股份有限公司,PSVITA,輔12,"暴力,虛擬戀愛或結婚",2015-06-25
哥吉拉 VS,台灣萬代南夢宮娛樂股份有限公司,PS4,輔12,暴力,2015-07-16
微光神獵,台灣萬代南夢宮娛樂股份有限公司,PSVITA,輔12,"性,暴力,虛擬戀愛或結婚",2015-07-30
怪物殺機,酷樂石軟體股份有限公司,手機遊戲,輔12,暴力,2015-08-25
IRONFALL -Invasion-,"Agatsuma Entertainment Co.,Ltd.",N3DS,輔12,恐怖,2015-10-07
Lucky Table,網銀國際股份有限公司,PC線上,輔12,棋牌益智,2015-10-31
Lucky Table,網銀國際股份有限公司,手機遊戲,輔12,棋牌益智,2015-09-30
有殺氣童話,晶綺科技股份有限公司,手機遊戲,輔15,"性,暴力",2015-09-15
老子有錢Online-雷神連爆包(實體),向上國際科技股份有限公司,WEB,輔15,棋牌益智,2015-09-23
老子有錢Online-好運福袋包(實體),向上國際科技股份有限公司,WEB,輔15,棋牌益智,2015-09-23
PS3 亞爾斯蘭戰記 × 無雙,臺灣光榮特庫摩股份有限公司,PS3,輔15,"性,暴力,菸酒,反社會性",2015-10-01
PSV 真・三國無雙７ Empires,臺灣光榮特庫摩股份有限公司,PSVITA,輔15,"暴力,菸酒",2015-11-26
金鑽樂園,茂為歐買尬數位科技股份有限公司,手機遊戲,輔15,棋牌益智,2015-09-02
鋼鐵華爾茲,移動新幹線,手機遊戲,輔15,暴力,2015-10-01
武魂2,香港商雲起遊戲代理有限公司台灣分公司,PC線上,輔15,"暴力,恐怖,虛擬戀愛或結婚",2015-08-28
天使之戀Online流焰緋語,遊戲新幹線,PC線上,輔15,"暴力,虛擬戀愛或結婚",2015-10-08
This War of Mine: The Little Ones,Koch Media GmbH,PS4,限,"暴力,菸酒,不當言語",2016-01-29
This War of Mine: The Little Ones,Koch Media GmbH,XboxOne,限,"暴力,菸酒,不當言語",2016-01-29
Risen 3: Titan Lords - Enhanced Edition,Koch Media GmbH,PS4,限,"性,暴力,菸酒,不當言語",2015-08-28
荒野遊俠 2 導演剪輯版,H2 Interactive,PS4,限,"暴力,不當言語",2015-10-13
潛龍諜影V幻痛(PC數位下載版),科樂美數碼娛樂有限公司,PC單機,限,"性,暴力,恐怖,菸酒",2015-09-02
Borderlands Triple Pack (邊緣禁地 三部曲),Take-Two Asia Pte Ltd,Xbox360,限,"性,暴力,不當言語",2015-11-24
Borderlands Triple Pack (邊緣禁地 三部曲),Take-Two Asia Pte Ltd,PS3,限,"性,暴力,不當言語",2015-11-24
惡靈古堡 0 HD Remaster,傑仕登股份有限公司,PS4,限,"暴力,恐怖",2016-01-21
惡靈古堡 0 HD Remaster,傑仕登股份有限公司,XboxOne,限,"暴力,恐怖",2016-01-21
惡靈古堡 0 HD Remaster,傑仕登股份有限公司,PC單機,限,"暴力,恐怖",2016-01-21
惡靈古堡 起源精選集,傑仕登股份有限公司,PS4,限,"暴力,恐怖",2016-01-21
Cubot - The Complexity of Simplicity,Nicoplv Games,XboxOne,普,未涉及任何情節,2016-01-08
龍族好友,InnoSpark Inc.,手機遊戲,普,未涉及任何情節,2015-02-17
我是耳朵小医生 - 拯救耳朵,AE Mobile,手機遊戲,普,未涉及任何情節,2015-09-11
我是鼻科小医生 - 拯救鼻子,AE Mobile,手機遊戲,普,未涉及任何情節,2015-09-14
敲敲打打,冰河覺醒股份有限公司,手機遊戲,普,未涉及任何情節,2015-09-10
填字游戏,Gavin Cheung,手機遊戲,普,未涉及任何情節,2015-09-12
我是喉科小医生 - 治疗喉咙,AE Mobile,手機遊戲,普,未涉及任何情節,2015-09-16
Sky Cue Club: 8 &amp; 9 Ball Pool + Billiards + Snooker,Gubics Zoltán,手機遊戲,普,未涉及任何情節,2015-09-21
里奥的财富,1337 &amp; Senri LLC,Xbox,普,未涉及任何情節,2015-10-08
Zombie X Snake,歐洛拉科技有限公司,手機遊戲,護,未涉及任何情節,2015-09-10
ANSWERS 聖諭叛魂,冰河覺醒股份有限公司,WEB,護,未涉及任何情節,2013-12-05
迪士尼無限世界 3.0 新手入門包,華星科藝股份有限公司,Xbox360,護,暴力,2015-09-17
迪士尼無限世界 3.0 新手入門包,華星科藝股份有限公司,XboxOne,護,暴力,2015-09-17
迪士尼無限世界 3.0 新手入門包,華星科藝股份有限公司,PS3,護,暴力,2015-09-17
迪士尼無限世界 3.0 新手入門包,華星科藝股份有限公司,PS4,護,暴力,2015-09-17
迪士尼無限世界 3.0 遊戲組合 腦筋急轉彎,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 艾斯納,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 驚驚,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 凱南,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 紅褲米奇,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 米妮,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 花木蘭,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 歐比王,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 雪寶,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 柯拉,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 薩繽,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 憂憂,華星科藝股份有限公司,其他,護,暴力,2015-09-17
迪士尼無限世界 3.0 公仔 山姆費林,華星科藝股份有限公司,其他,護,暴力,2015-09-17
火影忍者 疾風傳 終極風暴4,台灣萬代南夢宮娛樂股份有限公司,PS4,輔12,暴力,2016-02-02
火影忍者 疾風傳 終極風暴 4,台灣萬代南夢宮娛樂股份有限公司,XboxOne,輔12,暴力,2016-02-05
The Escapists: The Walking Dead,Team17 Digital Ltd.,XboxOne,輔12,暴力,2015-09-30
天天炫舞,迪諾遊戲有限公司,手機遊戲,輔12,虛擬戀愛或結婚,2014-01-01
狂野飙车 极速版,Gameloft,PC線上,輔12,暴力,2015-10-15
狂野飙车 极速版,Gameloft,手機遊戲,輔12,暴力,2015-10-15
天龍八部 Web,優勢領航科技有限公司,WEB,輔15,未涉及任何情節,2015-09-08
