committee,lgno,name,term,sessionPeriod,isCoChairman,
國防委員會,00030,李鳴皋,4,5,N,
國防委員會,00033,李慶華,4,5,N,
國防委員會,00067,周正之,4,5,N,
國防委員會,00081,洪奇昌,4,5,N,
國防委員會,00082,洪昭男,4,5,N,
國防委員會,00088,唐碧娥,4,5,N,
國防委員會,00100,梁牧養,4,5,N,
國防委員會,00109,郭榮振,4,5,N,
國防委員會,00122,張學舜,4,5,N,
國防委員會,00128,陳忠信,4,5,Y,
國防委員會,00146,曾永權,4,5,N,
國防委員會,00159,黃昭順,4,5,N,
國防委員會,00181,鄭金玲,4,5,N,
國防委員會,00188,蔡明憲,4,5,N,
國防委員會,00205,盧秀燕,4,5,N,
國防委員會,00218,蕭金蘭,4,5,Y,
預算及決算委員會,00040,何智輝,4,5,N,
預算及決算委員會,00042,余政道,4,5,Y,
預算及決算委員會,00048,林忠正,4,5,N,
預算及決算委員會,00049,林明義,4,5,N,
預算及決算委員會,00057,林國華,4,5,N,
預算及決算委員會,00110,章仁香,4,5,N,
預算及決算委員會,00113,張世良,4,5,Y,
預算及決算委員會,00117,張俊宏,4,5,N,
預算及決算委員會,00120,張福興,4,5,N,
預算及決算委員會,00160,黃敏惠,4,5,N,
預算及決算委員會,00166,楊吉雄,4,5,N,
預算及決算委員會,00169,楊瓊瓔,4,5,N,
預算及決算委員會,00176,廖福本,4,5,N,
預算及決算委員會,00180,鄭永金,4,5,N,
預算及決算委員會,00190,蔡煌瑯,4,5,N,
預算及決算委員會,00197,劉政鴻,4,5,N,
預算及決算委員會,00199,劉盛良,4,5,N,
預算及決算委員會,00202,賴士葆,4,5,N,
預算及決算委員會,00210,謝啟大,4,5,N,
司法委員會,00015,伍澤元,4,5,N,
司法委員會,00059,林進春,4,5,Y,
司法委員會,00060,林源山,4,5,N,
司法委員會,00061,林瑞圖,4,5,N,
司法委員會,00064,林耀興,4,5,N,
司法委員會,00070,周雅淑,4,5,Y,
司法委員會,00089,高育仁,4,5,N,
司法委員會,00132,陳振雄,4,5,N,
司法委員會,00155,彭紹瑾,4,5,N,
司法委員會,00162,黃爾璇,4,5,N,
司法委員會,00196,劉炳偉,4,5,N,
司法委員會,00198,劉俊雄,4,5,N,
司法委員會,00200,劉銓忠,4,5,N,
司法委員會,00206,盧逸峰,4,5,N,
法制委員會,00010,王金平,4,5,N,
法制委員會,00022,沈智慧,4,5,N,
法制委員會,00032,李慶雄,4,5,N,
法制委員會,00062,林濁水,4,5,N,
法制委員會,00078,洪玉欽,4,5,N,
法制委員會,00150,游月霞,4,5,Y,
法制委員會,00167,楊作洲,4,5,Y,
法制委員會,00194,劉光華,4,5,N,
法制委員會,00212,戴振耀,4,5,Y,
內政委員會,00002,方醫良,4,6,N,
內政委員會,00038,吳清池,4,6,N,
內政委員會,00050,林炳坤,4,6,Y,
內政委員會,00087,侯惠仙,4,6,N,
內政委員會,00090,高揚昇,4,6,N,
內政委員會,00110,章仁香,4,6,N,
內政委員會,00113,張世良,4,6,N,
內政委員會,00117,張俊宏,4,6,N,
內政委員會,00119,張清芳,4,6,N,
內政委員會,00122,張學舜,4,6,N,
內政委員會,00143,陳學聖,4,6,Y,
內政委員會,00148,曾華德,4,6,N,
內政委員會,00165,楊仁福,4,6,N,
內政委員會,00171,葉宜津,4,6,Y,
內政委員會,00183,鄭朝明,4,6,N,
內政委員會,00189,蔡家福,4,6,N,
內政委員會,00196,劉炳偉,4,6,N,
內政委員會,00201,劉憲同,4,6,N,
內政委員會,00208,營志宏,4,6,N,
經濟委員會,00015,伍澤元,4,6,N,
經濟委員會,00019,朱鳳芝,4,6,N,
經濟委員會,00047,林宗男,4,6,N,
經濟委員會,00060,林源山,4,6,N,
經濟委員會,00081,洪奇昌,4,6,N,
經濟委員會,00088,唐碧娥,4,6,Y,
經濟委員會,00095,徐成焜,4,6,N,
經濟委員會,00116,張明雄,4,6,N,
經濟委員會,00132,陳振雄,4,6,Y,
經濟委員會,00149,曾蔡美佐,4,6,N,
經濟委員會,00155,彭紹瑾,4,6,N,
經濟委員會,00157,黃秀孟,4,6,N,
經濟委員會,00175,廖婉汝,4,6,Y,
經濟委員會,00200,劉銓忠,4,6,N,
經濟委員會,00216,鍾紹和,4,6,N,
經濟委員會,00219,蕭苑瑜,4,6,N,
財政委員會,00006,王令麟,4,6,Y,
財政委員會,00012,王雪峯,4,6,N,
財政委員會,00013,瓦歷斯．貝林,4,6,N,
財政委員會,00025,李先仁,4,6,N,
財政委員會,00036,吳光訓,4,6,N,
財政委員會,00042,余政道,4,6,N,
財政委員會,00043,林文郎,4,6,Y,
財政委員會,00049,林明義,4,6,N,
財政委員會,00055,林重謨,4,6,N,
財政委員會,00068,周伯倫,4,6,N,
財政委員會,00073,邱太三,4,6,N,
財政委員會,00102,許添財,4,6,N,
財政委員會,00107,郭廷才,4,6,N,
財政委員會,00127,陳其邁,4,6,N,
財政委員會,00139,陳傑儒,4,6,N,
財政委員會,00169,楊瓊瓔,4,6,N,
財政委員會,00192,蔡豪,4,6,N,
財政委員會,00222,羅明才,4,6,N,
財政委員會,00223,羅福助,4,6,Y,
教育及文化委員會,00031,李慶安,4,6,N,
教育及文化委員會,00045,林宏宗,4,6,N,
教育及文化委員會,00070,周雅淑,4,6,N,
教育及文化委員會,00078,洪玉欽,4,6,N,
教育及文化委員會,00079,洪秀柱,4,6,Y,
教育及文化委員會,00080,洪性榮,4,6,N,
教育及文化委員會,00099,翁重鈞,4,6,N,
教育及文化委員會,00104,許舒博,4,6,Y,
教育及文化委員會,00123,曹啟鴻,4,6,N,
教育及文化委員會,00138,陳景峻,4,6,N,
教育及文化委員會,00159,黃昭順,4,6,N,
教育及文化委員會,00173,葉憲修,4,6,N,
教育及文化委員會,00174,廖風德,4,6,N,
教育及文化委員會,00207,穆閩珠,4,6,N,
教育及文化委員會,00209,謝言信,4,6,N,
教育及文化委員會,00213,韓國瑜,4,6,N,
教育及文化委員會,00226,王麗萍,4,6,Y,
交通委員會,00009,王拓,4,6,N,
交通委員會,00011,王昱婷,4,6,N,
交通委員會,00039,呂新民,4,6,N,
交通委員會,00052,林建榮,4,6,N,
交通委員會,00054,林春德,4,6,N,
交通委員會,00065,卓榮泰,4,6,Y,
交通委員會,00071,周慧瑛,4,6,N,
交通委員會,00094,徐少萍,4,6,N,
交通委員會,00097,徐慶元,4,6,N,
交通委員會,00106,許鍾碧霞,4,6,N,
交通委員會,00111,張川田,4,6,N,
交通委員會,00131,陳振盛,4,6,N,
交通委員會,00133,陳根德,4,6,N,
交通委員會,00134,陳清寶,4,6,Y,
交通委員會,00141,陳進丁,4,6,N,
交通委員會,00168,楊秋興,4,6,N,
社會福利及衛生環境委員會,00021,沈富雄,4,6,N,
社會福利及衛生環境委員會,00026,李全教,4,6,N,
社會福利及衛生環境委員會,00028,李俊毅,4,6,Y,
社會福利及衛生環境委員會,00064,林耀興,4,6,N,
社會福利及衛生環境委員會,00069,周清玉,4,6,N,
社會福利及衛生環境委員會,00075,邱創良,4,6,N,
社會福利及衛生環境委員會,00093,徐中雄,4,6,N,
社會福利及衛生環境委員會,00121,張蔡美,4,6,N,
社會福利及衛生環境委員會,00136,陳朝容,4,6,Y,
社會福利及衛生環境委員會,00142,陳榮盛,4,6,N,
社會福利及衛生環境委員會,00170,靳曾珍麗,4,6,Y,
社會福利及衛生環境委員會,00178,趙永清,4,6,N,
社會福利及衛生環境委員會,00180,鄭永金,4,6,N,
社會福利及衛生環境委員會,00191,蔡鈴蘭,4,6,N,
社會福利及衛生環境委員會,00195,劉松藩,4,6,N,
社會福利及衛生環境委員會,00203,賴勁麟,4,6,N,
社會福利及衛生環境委員會,00206,盧逸峰,4,6,N,
社會福利及衛生環境委員會,00218,蕭金蘭,4,6,N,
程序委員會,00009,王拓,4,6,N,
程序委員會,00014,江綺雯,4,6,N,
程序委員會,00019,朱鳳芝,4,6,N,
程序委員會,00020,宋煦光,4,6,Y,
程序委員會,00024,李正宗,4,6,N,
程序委員會,00026,李全教,4,6,Y,
程序委員會,00028,李俊毅,4,6,Y,
程序委員會,00038,吳清池,4,6,N,
程序委員會,00043,林文郎,4,6,N,
程序委員會,00048,林忠正,4,6,N,
程序委員會,00055,林重謨,4,6,N,
程序委員會,00081,洪奇昌,4,6,N,
程序委員會,00083,洪讀,4,6,N,
程序委員會,00094,徐少萍,4,6,N,
程序委員會,00113,張世良,4,6,N,
程序委員會,00114,張旭成,4,6,N,
程序委員會,00119,張清芳,4,6,N,
程序委員會,00124,曹爾忠,4,6,N,
程序委員會,00128,陳忠信,4,6,N,
程序委員會,00135,陳健治,4,6,N,
程序委員會,00136,陳朝容,4,6,N,
程序委員會,00159,黃昭順,4,6,N,
程序委員會,00160,黃敏惠,4,6,N,
程序委員會,00166,楊吉雄,4,6,N,
程序委員會,00182,鄭逢時,4,6,N,
程序委員會,00190,蔡煌瑯,4,6,N,
程序委員會,00192,蔡豪,4,6,N,
程序委員會,00193,劉文雄,4,6,N,
程序委員會,00194,劉光華,4,6,N,
程序委員會,00210,謝啟大,4,6,N,
程序委員會,00220,簡錫堦,4,6,N,
紀律委員會,00006,王令麟,4,6,N,
紀律委員會,00028,李俊毅,4,6,N,
紀律委員會,00043,林文郎,4,6,Y,
紀律委員會,00048,林忠正,4,6,N,
紀律委員會,00050,林炳坤,4,6,N,
紀律委員會,00056,林益世,4,6,N,
紀律委員會,00065,卓榮泰,4,6,N,
紀律委員會,00079,洪秀柱,4,6,Y,
紀律委員會,00086,范揚盛,4,6,Y,
紀律委員會,00088,唐碧娥,4,6,N,
紀律委員會,00104,許舒博,4,6,N,
紀律委員會,00109,郭榮振,4,6,N,
紀律委員會,00114,張旭成,4,6,N,
紀律委員會,00115,張秀珍,4,6,Y,
紀律委員會,00128,陳忠信,4,6,N,
紀律委員會,00132,陳振雄,4,6,N,
紀律委員會,00134,陳清寶,4,6,N,
紀律委員會,00136,陳朝容,4,6,N,
紀律委員會,00140,陳勝宏,4,6,N,
紀律委員會,00143,陳學聖,4,6,Y,
紀律委員會,00156,黃木添,4,6,N,
紀律委員會,00158,黃明和,4,6,N,
紀律委員會,00170,靳曾珍麗,4,6,Y,
紀律委員會,00171,葉宜津,4,6,N,
紀律委員會,00175,廖婉汝,4,6,Y,
紀律委員會,00176,廖福本,4,6,Y,
紀律委員會,00181,鄭金玲,4,6,Y,
紀律委員會,00193,劉文雄,4,6,Y,
紀律委員會,00197,劉政鴻,4,6,N,
紀律委員會,00199,劉盛良,4,6,Y,
紀律委員會,00202,賴士葆,4,6,Y,
紀律委員會,00212,戴振耀,4,6,N,
紀律委員會,00221,關沃暖,4,6,N,
紀律委員會,00223,羅福助,4,6,N,
紀律委員會,00226,王麗萍,4,6,N,
經費稽核委員會,00014,江綺雯,4,6,N,
經費稽核委員會,00022,沈智慧,4,6,N,
經費稽核委員會,00043,林文郎,4,6,N,
經費稽核委員會,00057,林國華,4,6,N,
經費稽核委員會,00110,章仁香,4,6,N,
經費稽核委員會,00115,張秀珍,4,6,N,
經費稽核委員會,00124,曹爾忠,4,6,N,
經費稽核委員會,00128,陳忠信,4,6,N,
經費稽核委員會,00132,陳振雄,4,6,N,
經費稽核委員會,00143,陳學聖,4,6,N,
經費稽核委員會,00154,馮滬祥,4,6,N,
經費稽核委員會,00191,蔡鈴蘭,4,6,N,
經費稽核委員會,00221,關沃暖,4,6,N,
經費稽核委員會,00223,羅福助,4,6,N,
外交及僑務委員會,00077,施明德,4,6,N,
外交及僑務委員會,00083,洪讀,4,6,N,
外交及僑務委員會,00114,張旭成,4,6,Y,
外交及僑務委員會,00167,楊作洲,4,6,N,
外交及僑務委員會,00187,蔡同榮,4,6,N,
外交及僑務委員會,00221,關沃暖,4,6,Y,
外交及僑務委員會,00225,饒穎奇,4,6,N,
科技及資訊委員會,00001,丁守中,4,6,N,
科技及資訊委員會,00008,王幸男,4,6,N,
科技及資訊委員會,00010,王金平,4,6,N,
科技及資訊委員會,00029,李嘉進,4,6,N,
科技及資訊委員會,00040,何智輝,4,6,N,
科技及資訊委員會,00046,林志嘉,4,6,N,
科技及資訊委員會,00051,林南生,4,6,N,
科技及資訊委員會,00056,林益世,4,6,Y,
科技及資訊委員會,00058,林國龍,4,6,N,
科技及資訊委員會,00063,林豐喜,4,6,N,
科技及資訊委員會,00076,邱鏡淳,4,6,N,
科技及資訊委員會,00105,許榮淑,4,6,N,
科技及資訊委員會,00115,張秀珍,4,6,Y,
科技及資訊委員會,00137,陳超明,4,6,N,
科技及資訊委員會,00151,游淮銀,4,6,N,
科技及資訊委員會,00158,黃明和,4,6,Y,
科技及資訊委員會,00163,黃顯洲,4,6,N,
科技及資訊委員會,00177,廖學廣,4,6,N,
科技及資訊委員會,00179,潘維剛,4,6,N,
科技及資訊委員會,00190,蔡煌瑯,4,6,N,
科技及資訊委員會,00224,蘇煥智,4,6,N,
國防委員會,00004,王天競,4,6,N,
國防委員會,00014,江綺雯,4,6,N,
國防委員會,00023,李文忠,4,6,N,
國防委員會,00030,李鳴皋,4,6,N,
國防委員會,00033,李慶華,4,6,N,
國防委員會,00037,吳克清,4,6,N,
國防委員會,00067,周正之,4,6,N,
國防委員會,00072,周錫瑋,4,6,N,
國防委員會,00082,洪昭男,4,6,N,
國防委員會,00091,秦慧珠,4,6,N,
國防委員會,00100,梁牧養,4,6,N,
國防委員會,00109,郭榮振,4,6,Y,
國防委員會,00128,陳忠信,4,6,Y,
國防委員會,00130,陳昭南,4,6,N,
國防委員會,00146,曾永權,4,6,N,
國防委員會,00150,游月霞,4,6,N,
國防委員會,00181,鄭金玲,4,6,Y,
國防委員會,00188,蔡明憲,4,6,N,
國防委員會,00205,盧秀燕,4,6,N,
預算及決算委員會,00003,巴燕．達魯,4,6,N,
預算及決算委員會,00005,王世勛,4,6,N,
預算及決算委員會,00016,朱立倫,4,6,N,
預算及決算委員會,00017,朱星羽,4,6,N,
預算及決算委員會,00024,李正宗,4,6,N,
預算及決算委員會,00032,李慶雄,4,6,N,
預算及決算委員會,00035,李顯榮,4,6,N,
預算及決算委員會,00048,林忠正,4,6,Y,
預算及決算委員會,00057,林國華,4,6,N,
預算及決算委員會,00120,張福興,4,6,N,
預算及決算委員會,00124,曹爾忠,4,6,N,
預算及決算委員會,00125,陳宏昌,4,6,N,
預算及決算委員會,00144,陳鴻基,4,6,N,
預算及決算委員會,00166,楊吉雄,4,6,N,
預算及決算委員會,00184,鄭龍水,4,6,N,
預算及決算委員會,00197,劉政鴻,4,6,Y,
預算及決算委員會,00199,劉盛良,4,6,Y,
預算及決算委員會,00210,謝啟大,4,6,N,
預算及決算委員會,00217,顏錦福,4,6,N,
司法委員會,00044,林正二,4,6,N,
司法委員會,00059,林進春,4,6,N,
司法委員會,00061,林瑞圖,4,6,N,
司法委員會,00089,高育仁,4,6,N,
司法委員會,00103,許登宮,4,6,N,
司法委員會,00112,張文儀,4,6,N,
司法委員會,00140,陳勝宏,4,6,Y,
司法委員會,00145,陳瓊讚,4,6,N,
司法委員會,00152,湯金全,4,6,N,
司法委員會,00176,廖福本,4,6,Y,
司法委員會,00198,劉俊雄,4,6,N,
法制委員會,00018,朱惠良,4,6,N,
法制委員會,00022,沈智慧,4,6,N,
法制委員會,00027,李炷烽,4,6,N,
法制委員會,00062,林濁水,4,6,N,
法制委員會,00129,陳明文,4,6,N,
法制委員會,00154,馮滬祥,4,6,N,
法制委員會,00156,黃木添,4,6,Y,
法制委員會,00162,黃爾璇,4,6,N,
法制委員會,00185,鄭寶清,4,6,N,
法制委員會,00194,劉光華,4,6,N,
法制委員會,00202,賴士葆,4,6,Y,
法制委員會,00212,戴振耀,4,6,Y,
法制委員會,00220,簡錫堦,4,6,N,
內政委員會,00035,李慶華,5,1,N,
內政委員會,00044,周伯倫,5,1,N,
內政委員會,00071,邱創進,5,1,N,
內政委員會,00075,邱議瑩,5,1,N,
內政委員會,00077,侯彩鳳,5,1,N,
內政委員會,00102,張昌財,5,1,N,
內政委員會,00105,張清芳,5,1,N,
內政委員會,00108,曹原彰,5,1,N,
內政委員會,00123,陳其邁,5,1,N,
內政委員會,00129,陳建銘,5,1,N,
內政委員會,00142,陳學聖,5,1,N,
內政委員會,00149,曾華德,5,1,N,
內政委員會,00155,馮定國,5,1,Y,
內政委員會,00185,蔡家福,5,1,N,
內政委員會,00212,藍美津,5,1,N,
內政委員會,00213,顏清標,5,1,N,
經濟委員會,00012,朱鳳芝,5,1,Y,
經濟委員會,00030,李俊毅,5,1,N,
經濟委員會,00038,李顯榮,5,1,N,
經濟委員會,00046,周雅淑,5,1,N,
經濟委員會,00048,周錫瑋,5,1,Y,
經濟委員會,00066,林豐喜,5,1,N,
經濟委員會,00069,邱垂貞,5,1,Y,
經濟委員會,00073,邱毅,5,1,N,
經濟委員會,00079,柯淑敏,5,1,N,
經濟委員會,00082,洪奇昌,5,1,N,
經濟委員會,00085,唐碧娥,5,1,N,
經濟委員會,00094,高志鵬,5,1,N,
經濟委員會,00096,高孟定,5,1,N,
經濟委員會,00113,許舒博,5,1,N,
經濟委員會,00126,陳杰,5,1,N,
經濟委員會,00141,陳劍松,5,1,N,
經濟委員會,00144,章仁香,5,1,N,
經濟委員會,00150,曾蔡美佐,5,1,N,
經濟委員會,00156,黃宗源,5,1,N,
財政委員會,00007,王雪峯,5,1,N,
財政委員會,00011,朱星羽,5,1,Y,
財政委員會,00019,余政道,5,1,N,
財政委員會,00033,李嘉進,5,1,N,
財政委員會,00040,沈富雄,5,1,N,
財政委員會,00058,林重謨,5,1,N,
財政委員會,00067,邱太三,5,1,N,
財政委員會,00092,殷乃平,5,1,N,
財政委員會,00103,張花冠,5,1,N,
財政委員會,00112,許登宮,5,1,N,
財政委員會,00130,陳茂男,5,1,N,
財政委員會,00166,楊瓊瓔,5,1,N,
財政委員會,00180,劉銓忠,5,1,N,
財政委員會,00181,劉憶如,5,1,Y,
財政委員會,00183,蔡正元,5,1,Y,
財政委員會,00189,蔡豪,5,1,N,
財政委員會,00194,鄭美蘭,5,1,N,
財政委員會,00196,鄭逢時,5,1,N,
教育及文化委員會,00006,王淑慧,5,1,N,
教育及文化委員會,00015,江綺雯,5,1,N,
教育及文化委員會,00029,李明憲,5,1,N,
教育及文化委員會,00034,李慶安,5,1,N,
教育及文化委員會,00039,杜文卿,5,1,N,
教育及文化委員會,00052,林岱樺,5,1,N,
教育及文化委員會,00055,林春德,5,1,N,
教育及文化委員會,00081,洪秀柱,5,1,N,
教育及文化委員會,00098,高金素梅,5,1,N,
教育及文化委員會,00109,曹啟鴻,5,1,N,
教育及文化委員會,00118,郭添財,5,1,N,
教育及文化委員會,00143,陳麗惠,5,1,N,
教育及文化委員會,00147,彭添富,5,1,N,
教育及文化委員會,00154,程振隆,5,1,N,
教育及文化委員會,00192,鄭志龍,5,1,N,
教育及文化委員會,00195,鄭國忠,5,1,N,
教育及文化委員會,00201,穆閩珠,5,1,N,
教育及文化委員會,00208,謝鈞惠,5,1,N,
教育及文化委員會,00217,羅文嘉,5,1,N,
教育及文化委員會,00218,羅世雄,5,1,N,
教育及文化委員會,00219,羅志明,5,1,N,
社會福利及衛生環境委員會,00010,瓦歷斯．貝林,5,1,N,
社會福利及衛生環境委員會,00037,李鎮楠,5,1,N,
社會福利及衛生環境委員會,00045,周清玉,5,1,Y,
社會福利及衛生環境委員會,00051,林育生,5,1,N,
社會福利及衛生環境委員會,00061,林惠官,5,1,N,
社會福利及衛生環境委員會,00063,林進興,5,1,N,
社會福利及衛生環境委員會,00076,侯水盛,5,1,N,
社會福利及衛生環境委員會,00088,徐中雄,5,1,N,
社會福利及衛生環境委員會,00089,徐少萍,5,1,N,
社會福利及衛生環境委員會,00106,張蔡美,5,1,Y,
社會福利及衛生環境委員會,00161,黃義交,5,1,N,
社會福利及衛生環境委員會,00167,楊麗環,5,1,N,
社會福利及衛生環境委員會,00169,廖本煙,5,1,N,
社會福利及衛生環境委員會,00171,廖國棟,5,1,N,
社會福利及衛生環境委員會,00173,趙永清,5,1,Y,
社會福利及衛生環境委員會,00188,蔡鈴蘭,5,1,N,
社會福利及衛生環境委員會,00190,鄭三元,5,1,N,
社會福利及衛生環境委員會,00203,賴勁麟,5,1,N,
社會福利及衛生環境委員會,00204,賴清德,5,1,N,
社會福利及衛生環境委員會,00211,簡肇棟,5,1,N,
程序委員會,00003,王拓,5,1,Y,
程序委員會,00015,江綺雯,5,1,N,
程序委員會,00024,呂學樟,5,1,N,
程序委員會,00026,李永萍,5,1,N,
程序委員會,00027,李全教,5,1,N,
程序委員會,00031,李桐豪,5,1,N,
程序委員會,00037,李鎮楠,5,1,N,
程序委員會,00039,杜文卿,5,1,N,
程序委員會,00059,林益世,5,1,N,
程序委員會,00063,林進興,5,1,N,
程序委員會,00068,邱永仁,5,1,N,
程序委員會,00073,邱毅,5,1,N,
程序委員會,00084,紀國棟,5,1,N,
程序委員會,00093,秦慧珠,5,1,Y,
程序委員會,00094,高志鵬,5,1,N,
程序委員會,00103,張花冠,5,1,N,
程序委員會,00111,許淵國,5,1,N,
程序委員會,00118,郭添財,5,1,N,
程序委員會,00124,陳宗義,5,1,N,
程序委員會,00127,陳金德,5,1,N,
程序委員會,00129,陳建銘,5,1,N,
程序委員會,00136,陳景峻,5,1,N,
程序委員會,00146,傅崐萁,5,1,N,
程序委員會,00148,曾永權,5,1,N,
程序委員會,00150,曾蔡美佐,5,1,Y,
程序委員會,00152,湯火聖,5,1,N,
程序委員會,00160,黃敏惠,5,1,N,
程序委員會,00169,廖本煙,5,1,N,
程序委員會,00171,廖國棟,5,1,N,
程序委員會,00188,蔡鈴蘭,5,1,N,
程序委員會,00202,蕭美琴,5,1,N,
程序委員會,00205,錢林慧君,5,1,N,
程序委員會,00220,羅明才,5,1,N,
程序委員會,00221,關沃暖,5,1,N,
紀律委員會,00009,尤清,5,1,N,
紀律委員會,00011,朱星羽,5,1,Y,
紀律委員會,00012,朱鳳芝,5,1,N,
紀律委員會,00018,何智輝,5,1,N,
紀律委員會,00021,吳東昇,5,1,N,
紀律委員會,00041,沈智慧,5,1,Y,
紀律委員會,00045,周清玉,5,1,Y,
紀律委員會,00048,周錫瑋,5,1,Y,
紀律委員會,00050,林志隆,5,1,N,
紀律委員會,00060,林國華,5,1,Y,
紀律委員會,00062,林進春,5,1,N,
紀律委員會,00065,林濁水,5,1,N,
紀律委員會,00069,邱垂貞,5,1,N,
紀律委員會,00074,邱鏡淳,5,1,Y,
紀律委員會,00087,孫國華,5,1,N,
紀律委員會,00100,張旭成,5,1,N,
紀律委員會,00106,張蔡美,5,1,N,
紀律委員會,00107,張學舜,5,1,N,
紀律委員會,00109,曹啟鴻,5,1,Y,
紀律委員會,00120,陳文茜,5,1,Y,
紀律委員會,00125,陳忠信,5,1,Y,
紀律委員會,00131,陳唐山,5,1,N,
紀律委員會,00132,陳根德,5,1,Y,
紀律委員會,00145,章孝嚴,5,1,N,
紀律委員會,00151,游月霞,5,1,N,
紀律委員會,00155,馮定國,5,1,Y,
紀律委員會,00158,黃昭順,5,1,Y,
紀律委員會,00168,葉宜津,5,1,N,
紀律委員會,00173,趙永清,5,1,N,
紀律委員會,00181,劉憶如,5,1,N,
紀律委員會,00183,蔡正元,5,1,N,
紀律委員會,00187,蔡煌瑯,5,1,N,
紀律委員會,00201,穆閩珠,5,1,N,
紀律委員會,00209,鍾紹和,5,1,N,
紀律委員會,00219,羅志明,5,1,N,
紀律委員會,00225,顧崇廉,5,1,N,
修憲委員會,00002,王幸男,5,1,N,
修憲委員會,00003,王拓,5,1,Y,
修憲委員會,00007,王雪峯,5,1,N,
修憲委員會,00008,王鍾渝,5,1,N,
修憲委員會,00009,尤清,5,1,Y,
修憲委員會,00010,瓦歷斯．貝林,5,1,N,
修憲委員會,00011,朱星羽,5,1,N,
修憲委員會,00012,朱鳳芝,5,1,N,
修憲委員會,00014,江昭儀,5,1,N,
修憲委員會,00017,何敏豪,5,1,N,
修憲委員會,00021,吳東昇,5,1,Y,
修憲委員會,00022,吳敦義,5,1,N,
修憲委員會,00024,呂學樟,5,1,N,
修憲委員會,00025,李文忠,5,1,N,
修憲委員會,00026,李永萍,5,1,N,
修憲委員會,00030,李俊毅,5,1,N,
修憲委員會,00033,李嘉進,5,1,Y,
修憲委員會,00034,李慶安,5,1,N,
修憲委員會,00035,李慶華,5,1,N,
修憲委員會,00037,李鎮楠,5,1,N,
修憲委員會,00039,杜文卿,5,1,N,
修憲委員會,00040,沈富雄,5,1,Y,
修憲委員會,00042,卓伯源,5,1,N,
修憲委員會,00047,周慧瑛,5,1,N,
修憲委員會,00048,周錫瑋,5,1,N,
修憲委員會,00049,林正二,5,1,N,
修憲委員會,00050,林志隆,5,1,N,
修憲委員會,00051,林育生,5,1,N,
修憲委員會,00054,林政義,5,1,N,
修憲委員會,00056,林炳坤,5,1,N,
修憲委員會,00057,林郁方,5,1,N,
修憲委員會,00059,林益世,5,1,N,
修憲委員會,00062,林進春,5,1,N,
修憲委員會,00065,林濁水,5,1,Y,
修憲委員會,00068,邱永仁,5,1,N,
修憲委員會,00069,邱垂貞,5,1,N,
修憲委員會,00071,邱創進,5,1,N,
修憲委員會,00073,邱毅,5,1,N,
修憲委員會,00077,侯彩鳳,5,1,N,
修憲委員會,00078,柯建銘,5,1,N,
修憲委員會,00080,段宜康,5,1,N,
修憲委員會,00081,洪秀柱,5,1,N,
修憲委員會,00083,洪昭男,5,1,N,
修憲委員會,00084,紀國棟,5,1,N,
修憲委員會,00087,孫國華,5,1,N,
修憲委員會,00088,徐中雄,5,1,N,
修憲委員會,00089,徐少萍,5,1,N,
修憲委員會,00091,徐耀昌,5,1,N,
修憲委員會,00094,高志鵬,5,1,N,
修憲委員會,00095,高育仁,5,1,Y,
修憲委員會,00097,高明見,5,1,N,
修憲委員會,00099,張川田,5,1,N,
修憲委員會,00101,張秀珍,5,1,N,
修憲委員會,00105,張清芳,5,1,N,
修憲委員會,00108,曹原彰,5,1,N,
修憲委員會,00109,曹啟鴻,5,1,N,
修憲委員會,00111,許淵國,5,1,Y,
修憲委員會,00114,許榮淑,5,1,N,
修憲委員會,00115,郭正亮,5,1,N,
修憲委員會,00116,郭玟成,5,1,N,
修憲委員會,00117,郭俊銘,5,1,N,
修憲委員會,00118,郭添財,5,1,N,
修憲委員會,00127,陳金德,5,1,N,
修憲委員會,00129,陳建銘,5,1,N,
修憲委員會,00133,陳健民,5,1,N,
修憲委員會,00136,陳景峻,5,1,N,
修憲委員會,00138,陳進丁,5,1,N,
修憲委員會,00139,陳進興,5,1,Y,
修憲委員會,00142,陳學聖,5,1,N,
修憲委員會,00144,章仁香,5,1,N,
修憲委員會,00145,章孝嚴,5,1,N,
修憲委員會,00146,傅崐萁,5,1,N,
修憲委員會,00148,曾永權,5,1,Y,
修憲委員會,00154,程振隆,5,1,N,
修憲委員會,00155,馮定國,5,1,N,
修憲委員會,00156,黃宗源,5,1,N,
修憲委員會,00157,黃政哲,5,1,N,
修憲委員會,00158,黃昭順,5,1,N,
修憲委員會,00159,黃健庭,5,1,N,
修憲委員會,00161,黃義交,5,1,N,
修憲委員會,00162,黃德福,5,1,N,
修憲委員會,00166,楊瓊瓔,5,1,N,
修憲委員會,00168,葉宜津,5,1,N,
修憲委員會,00169,廖本煙,5,1,N,
修憲委員會,00170,廖風德,5,1,N,
修憲委員會,00171,廖國棟,5,1,N,
修憲委員會,00172,廖婉汝,5,1,N,
修憲委員會,00173,趙永清,5,1,N,
修憲委員會,00177,劉松藩,5,1,N,
修憲委員會,00184,蔡同榮,5,1,N,
修憲委員會,00185,蔡家福,5,1,N,
修憲委員會,00187,蔡煌瑯,5,1,N,
修憲委員會,00188,蔡鈴蘭,5,1,N,
修憲委員會,00193,鄭金玲,5,1,N,
