國際普通名稱,普通名稱,作物類別,容許量ppm,備註
"Boscalid","白克列","洋蔥","0.5","殺菌劑"
"Boscalid","白克列","紅豆","0.1","殺菌劑"
"Boscalid","白克列","胡瓜","0.5","殺菌劑"
"Boscalid","白克列","胡蘿蔔","0.5","殺菌劑"
"Boscalid","白克列","茄子","1.2","殺菌劑"
"Boscalid","白克列","香瓜","0.5","殺菌劑"
"Boscalid","白克列","香瓜茄","1.2","殺菌劑"
"Boscalid","白克列","香蕉","0.2","殺菌劑"
"Boscalid","白克列","栗","0.05","殺菌劑"
"Boscalid","白克列","桃","2.5","殺菌劑"
"Boscalid","白克列","草莓","3","殺菌劑"
"Boscalid","白克列","馬鈴薯","0.05","殺菌劑"
"Boscalid","白克列","豇豆(鮮)","1","殺菌劑"
"Boscalid","白克列","啤酒花","35","殺菌劑"
"Boscalid","白克列","梅","2.5","殺菌劑"
"Boscalid","白克列","梨","1","殺菌劑"
"Boscalid","白克列","甜椒","1.2","殺菌劑"
"Boscalid","白克列","野茄","1.2","殺菌劑"
"Boscalid","白克列","番茄","1.2","殺菌劑"
"Boscalid","白克列","結球萵苣","2","殺菌劑"
"Boscalid","白克列","萊豆","1","殺菌劑"
"Boscalid","白克列","菜豆","1","殺菌劑"
"Bromopropylate","新殺蟎","大豆","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","大豆芽","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","小黃瓜","0.5","殺蟎劑"
"Bromopropylate","新殺蟎","瓜果類(西瓜除外)","0.5","殺蟎劑"
"Bromopropylate","新殺蟎","芒果","2","殺蟎劑"
"Bromopropylate","新殺蟎","果菜類","1","殺蟎劑"
"Bromopropylate","新殺蟎","枇杷","0.5","殺蟎劑"
"Bromopropylate","新殺蟎","芝麻","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","花豆(乾)","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","花豆(鮮)","1","殺蟎劑"
"Bromopropylate","新殺蟎","扁豆","1","殺蟎劑"
"Bromopropylate","新殺蟎","柑桔類","3","殺蟎劑"
"Bromopropylate","新殺蟎","胡瓜","0.5","殺蟎劑"
"Bromopropylate","新殺蟎","苜蓿芽","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","夏南瓜","0.5","殺蟎劑"
"Bromopropylate","新殺蟎","草莓","2","殺蟎劑"
"Bromopropylate","新殺蟎","豇豆(乾)","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","豇豆(鮮)","1","殺蟎劑"
"Bromopropylate","新殺蟎","馬鞭草","0.5","殺蟎劑"
"Bromopropylate","新殺蟎","其他梨果類(枇杷除外)","2","殺蟎劑"
"Bromopropylate","新殺蟎","菊花","1","殺蟎劑"
"Bromopropylate","新殺蟎","菜豆","1","殺蟎劑"
"Bromopropylate","新殺蟎","萊豆","1","殺蟎劑"
"Bromopropylate","新殺蟎","落花生芽","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","葡萄","2","殺蟎劑"
"Bromopropylate","新殺蟎","綠豆","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","綠豆芽","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","豌豆","1","殺蟎劑"
"Buprofezin","布芬淨","冬瓜","0.5","殺蟲劑"
"Buprofezin","布芬淨","包葉菜類","1","殺蟲劑"
"Buprofezin","布芬淨","瓜果類","0.5","殺蟲劑"
"Buprofezin","布芬淨","瓜菜類","0.5","殺蟲劑"
"Buprofezin","布芬淨","印度棗","0.5","殺蟲劑"
"Buprofezin","布芬淨","米類","0.5","殺蟲劑"
"Buprofezin","布芬淨","李","2","殺蟲劑"
"Buprofezin","布芬淨","杏仁","0.05","殺蟲劑"
"Buprofezin","布芬淨","豆菜類","1","殺蟲劑"
"Buprofezin","布芬淨","咖啡豆","0.1","殺蟲劑"
"Buprofezin","布芬淨","油桃","1","殺蟲劑"
"Buprofezin","布芬淨","玫瑰","1","殺蟲劑"
"Buprofezin","布芬淨","南瓜","0.5","殺蟲劑"
"Buprofezin","布芬淨","扁蒲","0.5","殺蟲劑"
"Buprofezin","布芬淨","柑桔類","0.5","殺蟲劑"
"Buprofezin","布芬淨","柿","1","殺蟲劑"
"Buprofezin","布芬淨","苦瓜","0.5","殺蟲劑"
"Buprofezin","布芬淨","茉莉花","1","殺蟲劑"
"Buprofezin","布芬淨","夏南瓜","0.5","殺蟲劑"
"Buprofezin","布芬淨","核果類","1","殺蟲劑"
"Buprofezin","布芬淨","桂花","1","殺蟲劑"
"Buprofezin","布芬淨","桃","1","殺蟲劑"
"Buprofezin","布芬淨","茶類","1","殺蟲劑"
"Buprofezin","布芬淨","隼人瓜","0.5","殺蟲劑"
"Buprofezin","布芬淨","啤酒花","5","殺蟲劑"
"Buprofezin","布芬淨","梅","2","殺蟲劑"
"Buprofezin","布芬淨","梨","1","殺蟲劑"
"Buprofezin","布芬淨","甜椒","2","殺蟲劑"
"Buprofezin","布芬淨","番茄","1","殺蟲劑"
"Buprofezin","布芬淨","紫蘇(乾)","1","殺蟲劑"
"Captan","蓋普丹","杏","10","殺菌劑"
"Captan","蓋普丹","杏仁","0.3","殺菌劑"
"Captan","蓋普丹","其他瓜果類(洋香瓜除外)","0.05","殺菌劑"
"Captan","蓋普丹","其他莓(草莓除外)","20","殺菌劑"
"Captan","蓋普丹","油桃","3","殺菌劑"
"Captan","蓋普丹","柿","3","殺菌劑"
"Captan","蓋普丹","洋香瓜","5","殺菌劑"
"Captan","蓋普丹","胡瓜","3","殺菌劑"
"Captan","蓋普丹","香辛植物(根莖)","0.05","殺菌劑"
"Captan","蓋普丹","草莓","8","殺菌劑"
"Captan","蓋普丹","梨","25","殺菌劑"
"Captan","蓋普丹","桃","20","殺菌劑"
"Captan","蓋普丹","馬鈴薯","0.05","殺菌劑"
"Captan","蓋普丹","番茄","3","殺菌劑"
"Captan","蓋普丹","葡萄","25","殺菌劑"
"Captan","蓋普丹","蘋果","25","殺菌劑"
"Captan","蓋普丹","鳳梨","1","殺菌劑"
"Captan","蓋普丹","櫻桃","25","殺菌劑"
"Captan","蓋普丹","其他(蔬果類)*","0.01*","殺菌劑"
"Captan","蓋普丹","其他(穀類)*","0.01*","殺菌劑"
"Captan","蓋普丹","其他(茶類)*","0.05*","殺菌劑"
"Carbaryl","加保利","大漿果類","0.1","殺蟲劑"
"Carbaryl","加保利","小葉菜類","0.8","殺蟲劑"
"Carbaryl","加保利","小漿果類","0.5","殺蟲劑"
"Carbaryl","加保利","包葉菜類","0.5","殺蟲劑"
"Carbaryl","加保利","瓜菜類","0.3","殺蟲劑"
"Carbaryl","加保利","米類","0.5","殺蟲劑"
"Carbaryl","加保利","豆菜類","0.5","殺蟲劑"
"Carbaryl","加保利","果菜類","0.5","殺蟲劑"
"Carbaryl","加保利","柑桔類","1","殺蟲劑"
"Carbendazim","貝芬替","胡椒","0.1","殺菌劑"
"Carbendazim","貝芬替","香辛植物(果實)","0.1","殺菌劑"
"Carbendazim","貝芬替","香辛植物(根莖)","0.1","殺菌劑"
"Carbendazim","貝芬替","香蜂草","1","殺菌劑"
"Carbendazim","貝芬替","核果類","2","殺菌劑"
"Carbendazim","貝芬替","根莖菜類","0.2","殺菌劑"
"Carbendazim","貝芬替","桂花","0.1","殺菌劑"
"Carbendazim","貝芬替","草莓","3","殺菌劑"
"Carbendazim","貝芬替","茶類","1","殺菌劑"
"Carbendazim","貝芬替","其他乾豆類(油菜籽、落花生除外)","0.5","殺菌劑"
"Carbendazim","貝芬替","啤酒花","0.1","殺菌劑"
"Carbendazim","貝芬替","堅果類","0.1","殺菌劑"
"Carbendazim","貝芬替","紫蘇(乾)","1","殺菌劑"
"Carbendazim","貝芬替","絞股藍","1","殺菌劑"
"Carbendazim","貝芬替","葡萄","3","殺菌劑"
"Carbendazim","貝芬替","其他梨果類(印度棗及櫻桃除外)","3","殺菌劑"
"Carbendazim","貝芬替","菊花","1","殺菌劑"
"Carbendazim","貝芬替","黑麥","0.1","殺菌劑"
"Carbendazim","貝芬替","奧勒岡草","1","殺菌劑"
"Carbendazim","貝芬替","澳洲胡桃","0.1","殺菌劑"
"Carbendazim","貝芬替","蕈菜類","0.5","殺菌劑"
"Carbendazim","貝芬替","檸檬","5","殺菌劑"
"Carbendazim","貝芬替","櫻桃","5","殺菌劑"
"Carbendazim","貝芬替","其他(蔬果類)*","0.01*","殺菌劑"
"Carbendazim","貝芬替","其他(穀類)*","0.02*","殺菌劑"
"Carbendazim","貝芬替","其他(茶類)*","0.05*","殺菌劑"
"Carbofuran","加保扶","大漿果類","0.5","殺蟲劑"
"Carbofuran","加保扶","小葉菜類","1","殺蟲劑"
"Carfentrazone-ethyl","乙基克繁草","馬鈴薯","0.1","除草劑"
"Carfentrazone-ethyl","乙基克繁草","啤酒花","0.1","除草劑"
"Carfentrazone-ethyl","乙基克繁草","榛果","0.1","除草劑"
"Carfentrazone-ethyl","乙基克繁草","藍莓","0.1","除草劑"
"Carfentrazone-ethyl","乙基克繁草","覆盆子","0.1","除草劑"
"Carfentrazone-ethyl","乙基克繁草","櫻桃","0.1","除草劑"
"Carpropamid","加普胺","米類","1","殺菌劑"
"Carpropamid","加普胺","其他(蔬果類)*","0.01*","殺菌劑"
"Carpropamid","加普胺","其他(穀類)*","0.02*","殺菌劑"
"Carpropamid","加普胺","其他(茶類)*","0.05*","殺菌劑"
"Cartap","培丹","小葉菜類","2","殺蟲劑"
"Cartap","培丹","包葉菜類","2","殺蟲劑"
"Cartap","培丹","米類","1","殺蟲劑"
"Cartap","培丹","柑桔類","3","殺蟲劑"
"Cartap","培丹","茉莉花","1","殺蟲劑"
"Cartap","培丹","風茹草","1","殺蟲劑"
"Cartap","培丹","根莖菜類","0.1","殺蟲劑"
"Cartap","培丹","茶類","1","殺蟲劑"
"Cartap","培丹","菊花","1","殺蟲劑"
"Cartap","培丹","薏仁","0.2","殺蟲劑"
"Chinomethionat","蟎離丹","大漿果類","0.1","殺蟎劑"
"Chinomethionat","蟎離丹","小漿果類","0.2","殺蟎劑"
"Chinomethionat","蟎離丹","瓜果類","0.1","殺蟎劑"
"Chinomethionat","蟎離丹","瓜菜類","0.2","殺蟎劑"
"Chinomethionat","蟎離丹","果菜類","0.2","殺蟎劑"
"Chinomethionat","蟎離丹","柑桔類","0.5","殺蟎劑"
"Chinomethionat","蟎離丹","茶類","0.2","殺蟎劑"
"Chinomethionat","蟎離丹","蘋果","0.2","殺蟎劑"
"Chlorantraniliprole","剋安勃","果菜類","0.5","殺蟲劑"
"Chlorantraniliprole","剋安勃","油桃","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","油菜籽","2","殺蟲劑"
"Chlorantraniliprole","剋安勃","狗尾草根","0.02","殺蟲劑"
"Chlorantraniliprole","剋安勃","花豆(鮮)","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","花豆(乾)","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","芳香萬壽菊","3","殺蟲劑"
"Chlorantraniliprole","剋安勃","芹菜","5","殺蟲劑"
"Chlorantraniliprole","剋安勃","青花菜","4","殺蟲劑"
"Chlorantraniliprole","剋安勃","青蔥","4","殺蟲劑"
"Chlorantraniliprole","剋安勃","扁豆","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","枸杞葉","3","殺蟲劑"
"Chlorantraniliprole","剋安勃","柑桔類","0.5","殺蟲劑"
"Chlorantraniliprole","剋安勃","洋香瓜","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","紅豆","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","紅鳳菜","3","殺蟲劑"
"Chlorantraniliprole","剋安勃","美洲胡桃","0.05","殺蟲劑"
"Chlorantraniliprole","剋安勃","胡瓜","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","胡蘿蔔","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","韭菜","4","殺蟲劑"
"Chlorantraniliprole","剋安勃","韭菜花","4","殺蟲劑"
"Chlorantraniliprole","剋安勃","韭黃","4","殺蟲劑"
"Chlorantraniliprole","剋安勃","香瓜","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","香椿","3","殺蟲劑"
"Chlorantraniliprole","剋安勃","其他根莖菜類(胡蘿蔔除外)","0.02","殺蟲劑"
"Chlorantraniliprole","剋安勃","桃","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","葡萄","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","葵花籽","2","殺蟲劑"
"Chlorantraniliprole","剋安勃","酪梨","0.5","殺蟲劑"
"Chlorantraniliprole","剋安勃","綠豆","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","蒜","4","殺蟲劑"
"Chlorantraniliprole","剋安勃","辣椒","0.5","殺蟲劑"
"Chlorantraniliprole","剋安勃","辣椒(乾)","5","殺蟲劑"
"Chlorantraniliprole","剋安勃","蔓越莓","2","殺蟲劑"
"Chlorantraniliprole","剋安勃","豌豆","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","樹豆(鮮)","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","樹豆(乾)","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","蕈菜類","0.6","殺蟲劑"
"Chlorantraniliprole","剋安勃","龍鬚菜","3","殺蟲劑"
"Chlorantraniliprole","剋安勃","翼豆","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","闊包菊","3","殺蟲劑"
"Chlorantraniliprole","剋安勃","闊葉大豆根","0.02","殺蟲劑"
"Chlorantraniliprole","剋安勃","藍莓","2","殺蟲劑"
"Chlorantraniliprole","剋安勃","覆盆子","1.8","殺蟲劑"
"Chlorantraniliprole","剋安勃","其他雜糧類(高粱除外)","0.02","殺蟲劑"
"Chlorantraniliprole","剋安勃","蘋果","0.5","殺蟲劑"
"Chlorantraniliprole","剋安勃","櫻桃","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","蘿蔔","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","蠶豆(鮮)","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","鷹嘴豆","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","其他(蔬果類)*","0.01*","殺蟲劑"
"Chlorantraniliprole","剋安勃","其他(穀類)*","0.02*","殺蟲劑"
"Chlorfenapyr","克凡派","茼蒿","1","殺蟲劑"
"Chlorfenapyr","克凡派","豇豆(鮮)","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","馬鈴薯","0.05","殺蟲劑"
"Chlorfenapyr","克凡派","梅","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","梨","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","甜椒","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","番石榴","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","番茄","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","菜豆","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","菠菜","1","殺蟲劑"
"Chlorfenapyr","克凡派","萊豆","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","楊桃","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","葉用豌豆","1","殺蟲劑"
"Chlorfenapyr","克凡派","葡萄","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","辣椒","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","蓮霧","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","豌豆","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","樹豆(鮮)","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","樹番茄","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","翼豆","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","闊葉大豆根","0.05","殺蟲劑"
"Chlorfenapyr","克凡派","蘋果","1","殺蟲劑"
"Chlorfenapyr","克凡派","櫻桃","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","蠶豆(鮮)","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","鷹嘴豆","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","其他(蔬果類)*","0.01*","殺蟲劑"
"Chlorfenapyr","克凡派","其他(穀類)*","0.02*","殺蟲劑"
"Chlorfenapyr","克凡派","其他(茶類)*","0.1*","殺蟲劑"
"Chlorothalonil","四氯異苯腈","其他小葉菜類(十字花科小葉菜類除外)","2","殺菌劑"
"Chlorothalonil","四氯異苯腈","其他小漿果類(草莓、藍莓除外)","0.7","殺菌劑"
"Chlorothalonil","四氯異苯腈","毛豆","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","瓜果類","1","殺菌劑"
"Chlorothalonil","四氯異苯腈","瓜菜類","0.5","殺菌劑"
"Chlorothalonil","四氯異苯腈","艾草","2","殺菌劑"
"Chlorothalonil","四氯異苯腈","杏仁","0.05","殺菌劑"
"Chlorothalonil","四氯異苯腈","其他乾豆類(落花生除外)","0.1","殺菌劑"
"Chlorothalonil","四氯異苯腈","果菜類","1","殺菌劑"
"Chlorothalonil","四氯異苯腈","油桃","1","殺菌劑"
"Chlorothalonil","四氯異苯腈","花豆(鮮)","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","扁豆","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","柑桔類","3","殺菌劑"
"Chlorothalonil","四氯異苯腈","洋甘菊","2","殺菌劑"
"Chlorothalonil","四氯異苯腈","風茹草","2","殺菌劑"
"Chlorothalonil","四氯異苯腈","其他根莖菜類(人參除外)","0.5","殺菌劑"
"Chlorothalonil","四氯異苯腈","桃","1","殺菌劑"
"Chlorothalonil","四氯異苯腈","茶","2","殺菌劑"
"Chlorothalonil","四氯異苯腈","草莓","2.5","殺菌劑"
"Chlorothalonil","四氯異苯腈","豇豆(鮮)","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","啤酒花","20","殺菌劑"
"Chlorothalonil","四氯異苯腈","結球萵苣","1","殺菌劑"
"Chlorothalonil","四氯異苯腈","菊花","2","殺菌劑"
"Chlorothalonil","四氯異苯腈","菜豆","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","萊豆","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","落花生","0.05","殺菌劑"
"Chlorothalonil","四氯異苯腈","榛果","0.05","殺菌劑"
"Chlorpyrifos","陶斯松","米類","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","杏仁","0.05","殺蟲劑"
"Chlorpyrifos","陶斯松","豆薯","0.01","殺蟲劑"
"Chlorpyrifos","陶斯松","其他梨果類(印度棗除外)","1","殺蟲劑"
"Chlorpyrifos","陶斯松","咖啡豆","0.2","殺蟲劑"
"Chlorpyrifos","陶斯松","果菜類","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","狗尾草根","0.01","殺蟲劑"
"Chlorpyrifos","陶斯松","枇杷","1","殺蟲劑"
"Chlorpyrifos","陶斯松","玫瑰(鮮)","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","玫瑰(乾)","2","殺蟲劑"
"Chlorpyrifos","陶斯松","花椰菜","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","芥菜","1","殺蟲劑"
"Chlorpyrifos","陶斯松","花豆(鮮)","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","花豆(乾)","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","金盞花","0.05","殺蟲劑"
"Chlorpyrifos","陶斯松","扁豆","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","柑桔類","1","殺蟲劑"
"Chlorpyrifos","陶斯松","洋甘菊","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","洋蔥","0.2","殺蟲劑"
"Chlorpyrifos","陶斯松","洛神葵(乾)","2","殺蟲劑"
"Chlorpyrifos","陶斯松","紅豆","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","美洲胡桃","0.05","殺蟲劑"
"Chlorpyrifos","陶斯松","胡桃","0.05","殺蟲劑"
"Chlorpyrifos","陶斯松","胡椒","1","殺蟲劑"
"Chlorpyrifos","陶斯松","胡蘿蔔","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","茉莉花","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","食用玉米油","0.2","殺蟲劑"
"Chlorpyrifos","陶斯松","香辛植物(果實)","1","殺蟲劑"
"Chlorpyrifos","陶斯松","樹豆(乾)","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","龍眼","1","殺蟲劑"
"Chlorpyrifos","陶斯松","翼豆","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","薄荷","0.8","殺蟲劑"
"Chlorpyrifos","陶斯松","闊葉大豆根","0.01","殺蟲劑"
"Chlorpyrifos","陶斯松","雜糧類","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","羅勒","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","蘆筍","0.05","殺蟲劑"
"Chlorpyrifos","陶斯松","蠶豆(鮮)","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","蠶豆(乾)","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","鷹嘴豆","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","其他(蔬果類)*","0.01*","殺蟲劑"
"Chlorpyrifos","陶斯松","其他(穀類)*","0.02*","殺蟲劑"
"Chlorpyrifos","陶斯松","其他(茶類)*","0.05*","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","大麥","3","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","小麥","5","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","米類","0.1","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","香辛植物(果實)","0.3","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","香辛植物(根莖)","5","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","香辛植物(種子)","1","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","草莓","0.06","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","馬鈴薯","0.01","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","高粱","3","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","葡萄","1","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","燕麥","3","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","其他(蔬果類)*","0.01*","殺蟲劑"
"Clethodim","剋草同","食用棉籽油","0.5","除草劑"
"Clethodim","剋草同","馬鈴薯","0.5","除草劑"
"Clethodim","剋草同","其他乾豆類(油菜籽、棉籽、落花生、葵花籽除外)","2","除草劑"
"Clethodim","剋草同","啤酒花","0.1","除草劑"
"Clethodim","剋草同","甜菜根","0.1","除草劑"
"Clethodim","剋草同","棉籽","0.5","除草劑"
"Clethodim","剋草同","棉籽原油","0.5","除草劑"
"Clethodim","剋草同","番茄","1","除草劑"
"Clethodim","剋草同","菜籽原油","0.5","除草劑"
"Clethodim","剋草同","落花生","5","除草劑"
"Clethodim","剋草同","葵花籽","0.5","除草劑"
"Clethodim","剋草同","葵花籽原油","0.1","除草劑"
"Clethodim","剋草同","精製大豆油","0.5","除草劑"
"Clethodim","剋草同","蒜頭","0.5","除草劑"
"Clofentezine","克芬蟎","大漿果類","2","殺蟎劑"
"Clofentezine","克芬蟎","小黃瓜","0.5","殺蟎劑"
"Clofentezine","克芬蟎","其他瓜果類(西瓜除外)","0.1","殺蟎劑"
"Clofentezine","克芬蟎","西瓜","0.5","殺蟎劑"
"Clofentezine","克芬蟎","杏仁","0.2","殺蟎劑"
"Clofentezine","克芬蟎","油桃","0.5","殺蟎劑"
"Clofentezine","克芬蟎","柑桔類","2","殺蟎劑"
"Clofentezine","克芬蟎","胡瓜","0.5","殺蟎劑"
"Clofentezine","克芬蟎","桃","0.5","殺蟎劑"
"Clofentezine","克芬蟎","草莓","2","殺蟎劑"
"Clofentezine","克芬蟎","堅果類","0.2","殺蟎劑"
"Clofentezine","克芬蟎","梨果類","0.5","殺蟎劑"
"Clofentezine","克芬蟎","番茄","0.5","殺蟎劑"
"Clofentezine","克芬蟎","葡萄","2","殺蟎劑"
"Clofentezine","克芬蟎","葡萄(乾)","2","殺蟎劑"
"Clothianidin","可尼丁","玉米","0.02","殺蟲劑"
"Clothianidin","可尼丁","其他瓜果類(西瓜、洋香瓜、香瓜除外)","0.02","殺蟲劑"
"Clothianidin","可尼丁","其他瓜菜類(小黃瓜、冬瓜、南瓜、扁蒲、胡瓜、苦瓜、夏南瓜、隼人瓜、絲瓜、越瓜除外)","0.02","殺蟲劑"
"Clothianidin","可尼丁","甘蔗","0.4","殺蟲劑"
"Clothianidin","可尼丁","白鳳菜","0.5","殺蟲劑"
"Clothianidin","可尼丁","印度棗","1","殺蟲劑"
"Clothianidin","可尼丁","百香果","0.2","殺蟲劑"
"Clothianidin","可尼丁","米類","0.05","殺蟲劑"
"Clothianidin","可尼丁","西瓜","0.5","殺蟲劑"
"Clothianidin","可尼丁","李","1","殺蟲劑"
"Clothianidin","可尼丁","杏","1","殺蟲劑"
"Clothianidin","可尼丁","芒果","0.5","殺蟲劑"
"Clothianidin","可尼丁","其他豆菜類(刀豆、毛豆、花豆、扁豆、豇豆、菜豆、萊豆、豌豆、樹豆、翼豆、蠶豆、鷹嘴豆除外)","0.01","殺蟲劑"
"Clothianidin","可尼丁","豆薯","0.02","殺蟲劑"
"Clothianidin","可尼丁","咖啡豆","0.05","殺蟲劑"
"Clothianidin","可尼丁","枇杷","1","殺蟲劑"
"Clothianidin","可尼丁","其他果菜類(番茄除外)","0.05","殺蟲劑"
"Clothianidin","可尼丁","油桃","1","殺蟲劑"
"Clothianidin","可尼丁","狗尾草根","0.02","殺蟲劑"
"Clothianidin","可尼丁","花豆(鮮)","0.02","殺蟲劑"
"Clothianidin","可尼丁","芳香萬壽菊","0.5","殺蟲劑"
"Clothianidin","可尼丁","芹菜","0.5","殺蟲劑"
"Clothianidin","可尼丁","青蔥","0.5","殺蟲劑"
"Clothianidin","可尼丁","南瓜","0.1","殺蟲劑"
"Clothianidin","可尼丁","扁豆","0.02","殺蟲劑"
"Clothianidin","可尼丁","扁蒲","0.1","殺蟲劑"
"Clothianidin","可尼丁","柑桔類","1","殺蟲劑"
"Clothianidin","可尼丁","菊花","5","殺蟲劑"
"Clothianidin","可尼丁","菜豆","0.02","殺蟲劑"
"Clothianidin","可尼丁","菠菜","1","殺蟲劑"
"Clothianidin","可尼丁","萊豆","0.02","殺蟲劑"
"Clothianidin","可尼丁","越瓜","0.1","殺蟲劑"
"Clothianidin","可尼丁","黃金果","0.5","殺蟲劑"
"Clothianidin","可尼丁","葉用甘藷","0.5","殺蟲劑"
"Clothianidin","可尼丁","葉用豌豆","0.5","殺蟲劑"
"Clothianidin","可尼丁","葡萄","1","殺蟲劑"
"Clothianidin","可尼丁","葡萄(乾)","1","殺蟲劑"
"Clothianidin","可尼丁","葡萄汁","0.2","殺蟲劑"
"Clothianidin","可尼丁","酪梨","0.2","殺蟲劑"
"Clothianidin","可尼丁","榴槤蜜","0.5","殺蟲劑"
"Clothianidin","可尼丁","綠竹筍","0.02","殺蟲劑"
"Clothianidin","可尼丁","辣椒(乾)","0.5","殺蟲劑"
"Clothianidin","可尼丁","鳳梨","0.01","殺蟲劑"
"Clothianidin","可尼丁","蓮霧","1","殺蟲劑"
"Clothianidin","可尼丁","豌豆","0.02","殺蟲劑"
"Clothianidin","可尼丁","樹豆(鮮)","0.02","殺蟲劑"
"Clothianidin","可尼丁","蕈菜類","0.05","殺蟲劑"
"Clothianidin","可尼丁","翼豆","0.02","殺蟲劑"
"Clothianidin","可尼丁","闊包菊","0.5","殺蟲劑"
"Clothianidin","可尼丁","闊葉大豆根","0.02","殺蟲劑"
"Clothianidin","可尼丁","蕹菜","0.5","殺蟲劑"
"Clothianidin","可尼丁","羅勒","0.5","殺蟲劑"
