燈號,標題名稱,內容,附檔,更新日期
"黃燈","食品藥物管理局說明瑞士Grünenthal Pharma AG公司回收1批Zaldiar, Brausetabletten（tramadoli hydrochloridum, paracetamolum）藥品，國內並未輸入該批回收產品。","事件過程: ◎瑞士Swissmedic於101年8月21日發布藥品回收訊息，說明Grünenthal Pharma AG公司回收1批Zaldiar, Brausetabletten（tramadoli hydrochloridum, paracetamolum）藥品（批號：00155C），回收原因為經檢驗分析，其中成分tramadol 之含量略低，基於民眾用藥安全，故進行藥品回收。經查，國內並未輸入該公司此次所回收批號之產品，請民眾放心。 ◎衛生署核准嬌生股份有限公司之「ACETAMINOPHEN (EQ TO PARACETAMOL), TRAMADOL HCL 」成分藥品許可證2張，分別為「及通安錠 ULTRACET TABLETS（衛署藥輸字第023917號）」，製造廠為韓國JANSSEN KOREA LTD.；「＂瑞士＂及通安錠 Ultracet Tablets（衛署藥輸字第024581號）」，主製造廠為瑞士GILAG AG ，次製造廠為瑞士GRUNENTHAL PHARMA AG ，適應症皆為「使用非鴉片類止痛劑無效的中度及嚴重性疼痛」。經查目前嬌生股份有限公司於市面上販售之該藥品，許可證字號為衛署藥輸字第023917號，製造廠為韓國JANSSEN KOREA LTD.，與案內回收藥品之製造廠不同，案內回收批號之藥品並未進口國內，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100，網站： http://adr.doh.gov.tw。如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2012-08-23"
"黃燈","食品藥物管理局說明英國GlaxoSmithKline UK 公司回收部份批號Zovirax (Aciclovir)Suspension 200mg/5ml 藥品，國內無安全疑慮。","事件過程: ◎英國MHRA於101年8月22日發布藥品回收訊息，英國GlaxoSmithKline UK公司回收部份批號Zovirax (Aciclovir)Suspension 200mg/5ml藥品（批號：B0749I、B0820E、B0850G、B0880I、B4450L、B3371C、B5951D、B6691G、B2711F、B8361G、B1561L、B4312A、B0462C），回收原因為該等批號藥品包裝內附之「病患用藥需知」刊載之指示劑量標示錯誤，基於民眾用藥安全，故進行藥品回收。經查，此不正確的文件僅附於英國國內之藥品包裝內，並未使用於其他國家。 ◎經查衛生署核准品名為「熱威樂素懸液劑(ZOVIRAX SUSPENSION ) 」藥品（許可證字號：衛署藥輸字第017161號），為治療皰疹病毒引起之感染用藥，申請廠商為荷商葛蘭素史克藥廠股份有限公司台灣分公司 。另查，所回收之錯誤刊載之「病患用藥需知」並未輸入國內，請民眾放心。為確保民眾用藥安全，請確實遵循醫師處方，謹慎使用藥品。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100，網站： http://adr.doh.gov.tw。如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2012-09-03"
"紅燈","新加坡商赫士睿股份有限公司台灣分公司主動回收一批「依瑞諾丁濃縮注射液Irinotecan Injection Concentrate, 100mg/5ml（衛署藥輸字第024617號）」藥品（批號為Y073775AA）事宜。","事件過程: ◎新加坡商赫士睿股份有限公司台灣分公司通報食品藥物管理局，說明將主動預防性回收1批「依瑞諾丁濃縮注射液Irinotecan Injection Concentrate, 100mg/5ml（衛署藥輸字第024617號）」藥品（批號為Y073775A）。因該批藥品封蓋過程處理不當，藥瓶瓶頸易產生裂痕，可能會導致醫護人員在使用藥物時受傷，並影響藥品的無菌狀態，故主動進行預防性回收。食品藥物管理局已請廠商儘速完成回收，並透過緊急聯絡網通知相關醫療機構，請醫療院所配合回收。 ◎經查，衛生署核准品名為「依瑞諾丁濃縮注射液Irinotecan Injection Concentrate（衛署藥輸字第024617號）」之藥品，許可證持有廠商為新加坡商赫士睿股份有限公司台灣分公司，製造廠為澳洲Hospira Australia PTY LTD.藥廠，所核適應症為：「晚期性大腸直腸癌之第一線治療藥物，與5-FU及folinic acid合併、使用於未曾接受過化學治療之患者、單獨使用於曾接受5-FU療程治療無效之患者」。經查，全球預防性回收該產品之批號為Y073775A及Y083775A，台灣僅輸入批號為Y073775AA之產品（由Y073775A再包裝），其餘批號均未輸入台灣。 ◎該藥品部分批號在生產過程中封蓋的過程中處理不當，藥瓶瓶頸易產生裂痕，可能會導致醫護人員在使用藥物時受傷，並影響藥品的無菌狀態。 ◎廠商評估說明，該產品最外層有熱塑保護層，若瓶內藥物外漏，操作人員不會直接接觸到藥物，另仿單已詳載操作指示，教導如何正確操作該產品，雖危害風險低，但為確保病人及醫療人員用藥安全，仍儘速預防性回收該等批號之產品，其中包括進口台灣之產品（批號Y073775AA，銷售總數量1199瓶）。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100，網站： http://adr.doh.gov.tw。如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。;;處置建議:自公告日起醫療機構、藥局停止調劑、販售並配合回收，並通知縣市衛生局。","","2012-09-14"
"黃燈","Roche Hong Kong Ltd.公司主動通報回收1批Cellcept Tab 500mg藥品（批號：M1365B01），國內並未輸入該批回收藥品。","事件過程: ◎據外電報導，Roche Hong Kong Ltd.公司主動通報回收1批Cellcept Tab 500mg藥品（批號：M1365B01），回收原因為該批號藥品包裝填充量檢測不符合規格，故進行藥品回收。經查，國內並未輸入該公司此次所回收批號之產品，請民眾放心。 ◎經查，衛生署核准品名為「山喜多膜衣錠500毫克 (CELLCEPT F.C. TABLETS 500MG ) 」藥品（許可證字號：衛署藥輸字第024215號），所核適應症為「與CYCLOSPORIN和類固醇合併使用，以預防或緩解腎臟移植之急性器官排斥、預防心臟和肝臟移植之急性器官排斥」，許可證持有藥商為羅氏大藥廠股份有限公司，製造廠為義大利ROCHE SPA藥廠 。另查，案內回收批號之藥品為瓶裝，與我國輸入之鋁箔盒裝並不相同，且瓶裝藥品僅銷售於美國，並未進口國內，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100，網站： http://adr.doh.gov.tw。如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2012-09-24"
"黃燈","美國Ethicon, Inc.公司主動回收數批Evicel液劑藥品，國內尚未輸入該公司回收之產品。","事件過程: ◎美國FDA於101年9月26日發布藥品回收訊息，說明美國Ethicon, Inc.公司主動回收數個批號之Fibrin Sealant (Human) EVICEL及Thrombin Topical (Human) EVITHROM藥品，製造廠為以色列Omrix Biopharmaceuticals LTD.，回收原因為該等批號藥品製程方面有缺失，可能導致藥品效力降低，故主動回收。經查，案內回收產品尚未輸入國內，請民眾放心。 ◎經查，衛生署核准品名為「愛微止纖維蛋白凝合劑組 EVICEL Fibrin Sealant（衛署菌疫輸字第000910號）」藥品，申請廠商為英商壯生和壯生（香港）股份有限公司臺灣分公司，製造廠為以色列Omrix Biopharmaceuticals LTD.，主成分為Human Thrombin及Fibrinogen Human， 所核適應症為「用於手術中使用標準外科止血技術仍無法有效控制出血時之輔助性治療，協助止血」。該張藥品許可證自核准起至今尚無藥品輸入國內，另衛生署並未核准Thrombin Topical (Human) EVITHROM藥品，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100，網站：http://adr.doh.gov.tw。如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站：http://recall.doh.gov.tw。;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2012-10-05"
"黃燈","GlaxoSmithKline Ltd. (GSK)公司主動通報回收數批Infanrix Hexa、Infanrix IPV及Infanrix IPV+Hib疫苗，國內並未輸入該等回收批號之產品。","事件過程: ◎荷商葛蘭素史克藥廠股份有限公司（GlaxoSmithKline Ltd.）主動回收數批Infanrix Hexa、Infanrix IPV及Infanrix IPV+Hib疫苗，其製造廠為比利時GlaxoSmithKline Biologicals藥廠，回收原因為在其環境監測（environmental monitoring）時，發現有一批號Infanrix Hexa疫苗（批號AC21B334）不符合規格，可能增加微生物污染的風險。雖產品本身並未受污染，但為確保品質標準，主動預防性回收使用同一批號抗原之疫苗，包括Infanrix Hexa、Infanrix IPV及Infanrix IPV+Hib。經查，國內並未輸入該公司此次所回收批號之產品，請民眾放心。 ◎經查，衛生署核准嬰護寧六合一疫苗Infanrix Hexa（衛署菌疫輸字第000797號），適應症為「6週大以上嬰兒的基礎免疫接種及追加免疫接種，以對抗白喉、破傷風、百日咳、B型肝炎、小兒麻痺及B型嗜血桿菌」；嬰護寧安痺威疫苗Infanrix IPV（衛署菌疫輸字第000748號），適應症為「2個月大以上嬰幼兒對白喉、破傷風、百日咳及小兒麻痺之主動免疫，先前已接種過DTP及小兒麻痺抗原的兒童亦可使用作為追加劑」；嬰護寧五合一疫苗Infanrix IPV+Hib（衛署菌疫輸字第000702號），適應症為「2個月以上嬰幼兒白喉、百日咳、破傷風、小兒麻痺及B型流行性感冒嗜血桿菌之主動免疫」，許可證持有藥商皆為荷商葛蘭素史克藥廠股份有限公司台灣分公司，製造廠為比利時GlaxoSmithKline Biologicals S.A.藥廠。另查，案內回收批號之產品並未進口國內，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100，網站：http://adr.doh.gov.tw。如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2012-10-11"
"綠燈","羅氏大藥廠股份有限公司通報有兩個批號之Rocephin 250mg vial藥品（批號：B0001 (B1132)及B0002 (B1133)），於國外進行持續性安定性試驗結果未符規格，國內並未輸入該等未符規格批號之藥品。","事件過程: ◎羅氏大藥廠股份有限公司通報食品藥物管理局，有兩個批號之Rocephin 250mg vial藥品（批號：B0001 (B1132)及B0002 (B1133)，製造廠為瑞士Roche Kaiseraugst藥廠）於國外進行持續性安定性試驗結果，在第30個月30℃/75% r.h.條件下未符規格。經查，國內並未輸入該等未符規格批號之藥品，請民眾放心。 ◎經查，衛生署僅核准品名為「＂羅氏＂ 羅氏芬靜脈注射劑500毫克　ROCEPHIN ＂ROCHE＂ FOR I.V. INJECTION 500MG（衛署藥輸字第015031號）、＂羅氏＂ 羅氏芬靜脈注射劑1公克 ROCEPHIN ＂ROCHE＂ FOR I.V. INJECTION 1g（衛署藥輸字第015040號）」藥品，所核適應症為葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症，申請廠商為羅氏大藥廠股份有限公司，製造廠皆為瑞士F.HOFFMANN- LA ROCHE LTD.藥廠。另查，案內未符規格批號之藥品含量為250毫克，衛生署並未核准其藥品許可證，案內未符規格批號之藥品並未輸入國內，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100，網站：http://adr.doh.gov.tw。如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2012-10-12"
"黃燈","外電報導義大利、瑞士等地衛生主管機關下令停止諾華公司（Novartis）銷售Influpozzi sub unita®、Influpozzi adiuvato®、Agrippal® 與 Fluad®季節性流感疫苗，國內並未輸入該四種流感疫苗。","事件過程:◎據外電報導，義大利、瑞士等地之衛生主管機關下令停止諾華公司（Novartis）銷售Influpozzi sub unita®、Influpozzi adiuvato®、Agrippal® 與 Fluad®季節性流感疫苗（義大利製造廠），原因為該等疫苗可能有不明微粒，故預防性暫停其銷售。經查，國內並未輸入該新聞所述之流感疫苗製劑，請民眾放心。 ◎經查，衛生署101-102年度季節性流感疫苗接種計畫，自101年10月1日開始，使用疫苗為AdimFlu-S®(國光生物科技股份有限公司)、Vaxigrip®(賽諾菲安萬特股份有限公司)、及Fluvirin®(台灣諾華股份有限公司)。其中台灣諾華股份有限公司之「服樂維靈流感疫苗Fluvirin Suspension for injection 」（許可證字號：衛署菌疫輸字第000889號），製造廠為英國NOVARTIS VACCINES AND DIAGNOSTICS LIMITED 藥廠 ，僅供應台灣、英國及美國，與案內新聞所述之四種流感疫苗並不相同，且製造廠亦不相同，國外停止銷售之四種流感疫苗並未輸入國內，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100 ，網站：http://adr.doh.gov.tw 。 如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。 ;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2012-10-26"
"綠燈","美國Mylan LLC.公司主動回收數批Mylan, Tacrolimus Capsules 0.5 mg, 100 count bottle藥品，國內並未核准該公司回收之藥品。","事件過程: ◎美國FDA於101年1月9日發布藥品回收訊息，美國Mylan LLC.公司主動回收數批Mylan, Tacrolimus Capsules 0.5 mg, 100 count bottle藥品(批號：3027684、3027688)，其製造廠為美國Mylan Pharmaceuticals Inc.藥廠，回收原因為該等批號產品含量均一度不符規格，故藥廠進行主動回收。經查，衛生署核准含tacrolimus之藥品製造廠非美國Mylan LLC.，案內回收藥品並未輸入國內，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100 ，網站：http://adr.doh.gov.tw 。 如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。 ;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2013-01-15"
"綠燈","美國Advance Pharmaceutical Inc.公司主動回收一批Ferrous Sulfate Tablets, 325 mg藥品，國內並未核准該公司回收之藥品","事件過程: ◎美國FDA於102年1月17日發布藥品回收訊息，美國Advance Pharmaceutical Inc.公司主動回收一批Ferrous Sulfate Tablets, 325 mg藥品(批號：12G468)，其製造及包裝廠為美國Advance Pharmaceutical Inc.藥廠，回收原因為該批號部份產品之藥瓶中被發現參雜有其他種類的藥品，故藥廠進行主動回收。經查，衛生署核准含Ferrous Sulfate之藥品製造廠非美國Advance Pharmaceutical Inc.，案內回收藥品並未輸入國內，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100 ，網站：http://adr.doh.gov.tw 。 如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。 ;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2013-01-23"
"綠燈","美國West-Ward Pharmaceutical Corporation公司主動回收數批Prednisone tablets, 10mg藥品，國內並未核准該公司回收之藥品","事件過程: ◎美國FDA於102年1月23日發布藥品回收訊息，美國West-Ward Pharmaceutical Corporation公司主動回收數批Prednisone tablets, 10mg藥品(批號：2DV1238、2CV0623、 2CV0625、2DV1239、 2CV0627)，其製造廠為美國West-Ward Pharmaceutical Corporation藥廠，回收原因為該等批號藥品遭到食品級潤滑劑汙染，故藥廠進行主動回收。經查，衛生署核准含Prednisone之藥品製造廠非美國West-Ward Pharmaceutical Corporation，案內回收藥品並未輸入國內，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100 ，網站：http://adr.doh.gov.tw 。 如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。 ;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2013-01-28"
"黃燈","美國Pfizer Inc.公司主動回收部份批號之Torisel Concentrate and diluent for solution for infusion (Torisel Kit Injection) 藥品，國內並未輸入該等回收批號之產品。","事件過程: ◎美國FDA於102年4月4日發布藥品回收訊息，美國Pfizer Inc.公司主動回收部份批號之Torisel Concentrate and diluent for solution for infusion (Torisel Kit Injection) 藥品(批號：P00025A; P00027B)，成分為temsirolimus 25 mg/mL，製造廠為法國Pierre Fabre Medicament Production，回收原因為該等批號Torisel Kit Injection包裝內附之稀釋劑滅菌試驗結果未符規格，基於民眾用藥安全，故進行藥品回收。經查，國內並未輸入此次回收之稀釋劑 (批號AGMV/1) 產品，請民眾放心。 ◎衛生署核准品名為「特癌適濃縮注射劑　(Torisel Concentrate and diluent for solution for infusion) 」藥品（許可證字號：衛署藥輸字第024853號）為治療晚期腎細胞癌用藥，申請廠商為美商惠氏藥廠（亞洲）股份有限公司台灣分公司，製造廠為法國Pierre Fabre Medicament Production。另查，案內Torisel Kit Injection之稀釋劑回收批號並未輸入國內，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100 ，網站：http://adr.doh.gov.tw 。 如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。 ;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2013-04-09"
"綠燈","香港衛生署指令香港藥物批發商圖南科技有限公司回收Celonol 50藥丸之所有批次產品，國內並未輸入該項產品。","事件過程:◎香港衛生署於102年4月5日指令香港藥物批發商圖南科技有限公司回收Celonol 50 藥丸 (註冊編號HK-57702) 所有批次產品，該藥品用於治療高血壓，屬醫師處方藥品，製造廠為Celogen Pharma Pvt. Ltd，回收原因為香港衛生署對該產品進行抽驗，發現其細菌總數超出規定標準，基於民眾用藥安全，故進行全面性藥品回收。經查，國內並未輸入品名Celonol 50藥丸，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100 ，網站：http://adr.doh.gov.tw 。 如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。 ;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2013-04-05"
"綠燈","102年4月19日國際藥品回收警訊","事件過程: 燈號 產品名稱 廠商 製造廠 批號 國內情況 事件簡述 許可證 有無進口 綠燈 アジルバ錠 ２０ｍｇ(Azilsartan) 武田薬品工業株式会社本社 武田薬品工業株式会社 大阪工場 O011 無 無 使用期限標示錯誤，廠商主動回收。 綠燈 Dexamethasone Sodium Phosphate Injection USP 10mg/mL Sandoz Canada Inc. 未明示 CH1607 無 無 產品疑有顆粒物，廠商主動回收。 綠燈 A-Lices Scalp Hygiene Shampoo 1% 浩宇藥品（香港）有限公司 未明示 所有批號 無 無 廠商抽驗發現主成分馬拉硫磷之含量低於規定標準，故主動回收所有批次產品作為預防措施。 綠燈 Cefdinir for Oral Suspension 125 mg/5 mL Teva Pharmaceuticals USA, Inc. 未明示 30304253A 30304144A 30304477A 無 無 因藥瓶不當密封，廠商主動回收。 綠燈 Portia (levonorgestrel and ethinyl estradiol) Tablets,USP 0.15 mg/0.03 mg Teva Pharmaceuticals USA, Inc. Barr Laboratorie, Inc., Pomona NY 33801951A 33802189A 無 無 產品外觀未符規格，廠商主動回收。 綠燈 Jolessa (levonorgestrel/ ethinyl estradiol) Tablets 0.15 mg/0.03 mg, Teva Pharmaceuticals USA, Sellersville, PA Barr Laboratories, Inc., Pomona, NY 33803603A 33803604A 33803996A 33803997A 無 無 產品外觀未符規格，廠商主動回收。 綠燈 Lisinopril and Hydrochlorothiazide Tablets, USP 20 mg/25 mg GSMS Inc., Camarillo, CA 未明示 60429-046-10 (69393A1 69395A1 69495A1 69496A1 69524A1 69524A2 69525A1 69525A2) 60429-046-01 (69497A1) 無 無 錠劑中含不銹鋼微粒，廠商主動回收。 ;;處置建議:衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2013-05-16"
"黃燈","102年5月16日國際藥品回收警訊(黃燈)","事件過程: 燈號 產品名稱 廠商 製造廠 批號 國內情況 事件簡述 許可證 有無進口 黃燈 Plavix 75 mg 保栓通膜衣錠 75公絲 (30 粒/瓶) Physicians Total Care, Inc. Bristol-Meyers Squibb, Bridgewater, NJ 67JV l 衛署藥輸字第022932 l 廠商:賽諾菲股份有限公司 l 製造廠: Sanofi Winthrop Industrie 無 l 案內產品因化學污染(2,4,6-tribromoanisole)而出現霉味，故國外進行主動回收。 l 國內核准輸入之Plavix 75 mg產品係由法國製造廠(Sanofi Winthrop Industrie) 所製造，與案內回收產品之美國製造廠不同，請民眾放心。 ;;處置建議:衛生署將持續監控國內販售批號藥品是否發生相同不良品情形。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=3471&type=0","2013-05-31"
"綠燈","102年5月16日國際藥品回收警訊 (綠燈)","事件過程: 燈號 產品名稱 廠商 製造廠 批號 國內情況 事件簡述 許可證 有無進口 綠燈 Liothyronine Sodium Tablets, USP, 5 mcg L. Perrigo Co. 未明示 12K714 12K715 (Exp. 12/13) 無 無 3個月之產品穩定測試的雜質項目不符規範，故進行主動回收。 綠燈 Diazepam Injection, USP 5 mg/mL, 10 mL, (Multiple-dose fliptop vial) Hospira Inc. 未明示 05-585-EV (Exp. 05/13) 無 無 缺乏無菌保證，故進行主動回收。 綠燈 Furosemide Injection, USP, 40 mg/4 mL (Single-dose vial) Hospira Inc. 未明示 20-564-DK (Exp. 02/14) 無 無 缺乏無菌保證，故進行主動回收。 綠燈 Quelicin Injection (Succinylcholine chloride), USP, 200 mg (20 mg/mL,10 mL) Hospira Inc. 未明示 21-480-EV (Exp.12/13) 無 無 缺乏無菌保證，故進行主動回收。 綠燈 Sodium Acetate Injection, USP, 40 mEq/20 ml (Single-dose fliptop) Hospira Inc. 未明示 23-320-DK 23-321-DK (Exp. 11/14) 無 無 缺乏無菌保證，故進行主動回收。 綠燈 腦癇症藥丸「Phenytoin 100mg」（苯妥英鈉） 華潤化工國際有限公司 上海「信誼黃河製藥」 未明示 無 無 國外醫院發現4瓶治療腦癇症藥丸「Phenytoin 100mg」（苯妥英鈉），混雜了4粒在港無註冊之「Metamizole」 （安乃近）退燒藥。 ;;處置建議:衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=3472&type=0","2013-05-31"
"綠燈","有關2012年5月6日廣東食品藥品監督管理局公告回收抽驗結果不合格藥品乙案，國內並未輸入該等回收藥品。","事件過程:◎廣東省今 (102) 年 5月6日發布101年第四季藥品質量公告，該省食品藥品監督管理局共抽驗1050項 (6872批次) 藥品，其中156項 (510批次) 不合格應予回收。經查，該等藥品無我國核發之藥品許可證，請民眾放心。 ◎為確保藥物安全與醫療效能，衛生署已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用（服用）藥品導致不良反應之發生，請立即通報衛生署所建置之全國藥物不良反應通報中心，藥物不良反應通報專線 02-2396-0100 ，網站：http://adr.doh.gov.tw 。 如發現藥物不良品時，請立即通報衛生署所建置之全國藥物不良品通報中心，藥物不良品通報專線 02-2396-0100，網站： http://recall.doh.gov.tw。 ;;處置建議:為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2013-06-03"
