審查機關,產品類別,廣告品名,申請廠商,廣告核准字號,核准起始日期,核准結束日期,廣告類別
"臺北市","醫療器材","1、羅氏速讚採血筆 專用採血針(滅菌) 2、羅氏速讚採血筆(未滅菌)","台灣羅氏醫療診斷設備股份有限公司","北市衛器廣字106030080","1060302","1070301","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","1.曼秀雷敦軟膏2.曼秀雷敦止癢消炎乳膏3.曼秀雷敦舒效消炎藥膠布(油性基劑)4.曼秀雷敦舒效消炎水性藥膠布","台灣曼秀雷敦股份有限公司","北市衛藥廣字106030103","1060302","1070301","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","淨脈舒丸(消痔丸)","辰田實業有限公司","北市衛藥廣字106030123","1060302","1070317","電台"
"臺北市","藥品","淨脈舒丸(消痔丸)","辰田實業有限公司","北市衛藥廣字106030124","1060302","1070317","電台"
"臺北市","藥品","腦速通膜衣錠","辰田實業有限公司","北市衛藥廣字106040001","1060302","1070401","電影、電視"
"臺北市","醫療器材","珂朗清矽水膠日拋軟性隱形眼鏡,珂朗清矽水膠散光日拋隱形眼鏡,珂朗清矽水膠日拋軟性隱形眼鏡,珂朗清矽水膠散光日拋隱形眼鏡,珂朗清矽水膠漸進多焦點每日拋隱形眼鏡","酷柏光學股份有限公司","北市衛器廣字106030148","1060302","1070305","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","淨脈舒持續性藥效錠","扶陞貿易有限公司","北市衛藥廣字106040003","1060302","1070401","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","淨脈舒持續性藥效錠","扶陞貿易有限公司","北市衛藥廣字106040002","1060302","1070401","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","循利寧膜衣錠,循利寧滴劑","扶陞貿易有限公司","北市衛藥廣字106030130","1060302","1070322","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂愛視爾全視線＂矯正鏡片(未滅菌)","依視路寶利徠光學股份有限公司","北市衛器廣字106040006","1060302","1070401","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"高雄市","醫療器材","＂美適＂凱威普醫療器械用表面消毒劑(未滅菌)","泰爾貿易有限公司","高市衛醫器字10603002","1060302","1070302","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","藥品","抗癌妥靜脈輸注濃縮液","輝瑞大藥廠股份有限公司","北衛藥廣字10603001","1060302","1070302","學術性醫療刊物"
"臺南市","藥品","“正和”鎮痛寧軟膏10公絲/公克(吲哚美洒辛)","正和製藥股份有限公司新營廠","南市衛藥廣字1060310003","1060318","1070318","電影、電視(秒數:20秒);;電台(秒數:20秒秒);;網路"
"臺南市","藥品","〝萌髮〞生髮液2％,“萌髮”生髮液5％","正和製藥股份有限公司新營廠","南市衛藥廣字1060310004","1060324","1070324","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","醫療器材","“亞星”攜帶式電療器","亞星健康科技有限公司","南市衛醫器廣字1060310001","1060331","1070331","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"桃園縣","醫療器材","＂優尼克斯＂氣壓式按摩器","聖邁國際有限公司","桃衛器字10602017","1060302","1070302","網路"
"衛福部","醫療器材","“金福隆”醫療彈性襪(未滅菌)","金福隆實業股份有限公司","衛部器廣字10603004","1060303","1070303","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","飛宜得凝膠 (未滅菌)","新加坡商美納里尼醫藥有限公司台灣分公司","北市衛器廣字106050124","1060425","1070512","網路"
"臺北市","醫療器材","飛宜得凝膠 (未滅菌)","新加坡商美納里尼醫藥有限公司台灣分公司","北市衛器廣字106050125","1060425","1070512","網路"
"臺北市","藥品","大幸正露丸,大幸正露糖衣錠","日商大幸股份有限公司台灣分公司","北市衛藥廣字106050129","1060425","1070524","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","大幸正露丸,大幸正露糖衣錠","日商大幸股份有限公司台灣分公司","北市衛藥廣字106050130","1060425","1070509","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","大幸正露丸,大幸正露糖衣錠","日商大幸股份有限公司台灣分公司","北市衛藥廣字106050131","1060425","1070509","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂犬印＂醫療用束帶(未滅菌)","奧格股份有限公司","北市衛器廣字106010060","1060114","1070113","網路"
"臺北市","醫療器材","1.＂犬印＂醫療用束帶(未滅菌)2.＂犬印＂醫療用束帶(未滅菌)","奧格股份有限公司","北市衛器廣字106010061","1060114","1070113","網路"
"臺北市","醫療器材","＂美德凡司＂北極日體溫調節系統、＂美德凡司＂北極日溫控傳遞墊等2項產品","巴德股份有限公司","北市衛器廣字106010065","1060114","1070113","學術性醫療刊物"
"臺北市","藥品","安炎寧口內炎漱劑","元聖企業股份有限公司","北市衛藥廣字106010159","1060114","1070113","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","安炎寧口內炎漱劑","元聖企業股份有限公司","北市衛藥廣字106010159","1060114","1070113","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","＂晟德＂易復樂內服液劑","晟德大藥廠股份有限公司","北市衛藥廣字106010199","1060115","1070114","學術性醫療刊物"
"臺北市","藥品","＂晟德＂易復樂內服液劑","晟德大藥廠股份有限公司","北市衛藥廣字106010199","1060115","1070114","學術性醫療刊物"
"衛福部","藥品","1. 痢舒能膠囊、2. 懷適樂顆粒","佐藤製藥股份有限公司","衛部藥廣字10601007","1060124","1070208","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","藥品","利伏抗膜衣錠100毫克","中國化學製藥股份有限公司新豐工廠","衛部藥廣字10601009","1060126","1070126","學術性醫療刊物"
"臺北市","醫療器材","羅氏穩讚醫療級權全式採血器(滅菌)","台灣羅氏醫療診斷設備股份有限公司","北市衛器廣字106010029","1060116","1070115","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","羅氏穩讚醫療級權全式採血器(滅菌)","台灣羅氏醫療診斷設備股份有限公司","北市衛器廣字106010029","1060116","1070115","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","大正百保能感冒顆粒","台灣大正製藥股份有限公司","北市衛藥廣字106010202","1060116","1070115","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","司多安止咳膜衣錠","佐藤製藥股份有限公司","北市衛藥廣字106010203","1060116","1070115","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“西門子”助聽器〈未滅菌〉","理工科技工程顧問有限公司","北市衛器廣字106010204","1060116","1070115","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","保力達B液","保力達股份有限公司","北市衛藥廣字106010205","1060116","1070115","電影、電視"
"臺北市","藥品","愛喜活麗晳顆粒","台灣武田藥品工業股份有限公司","北市衛藥廣字106010206","1060116","1070115","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","大正百保能感冒顆粒","台灣大正製藥股份有限公司","北市衛藥廣字106010202","1060116","1070115","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","司多安止咳膜衣錠","佐藤製藥股份有限公司","北市衛藥廣字106010203","1060116","1070115","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“西門子”助聽器〈未滅菌〉","理工科技工程顧問有限公司","北市衛器廣字106010204","1060116","1070115","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","保力達B液","保力達股份有限公司","北市衛藥廣字106010205","1060116","1070115","電影、電視"
"臺北市","醫療器材","＂康威＂愛康膚－銀 抗菌親水性纖維敷料","新加坡商康威特股份有限公司台灣分公司","北市衛器廣字106010251","1060116","1070123","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“康威” 愛康膚–銀 泡棉敷料","新加坡商康威特股份有限公司台灣分公司","北市衛器廣字106010252","1060116","1070123","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","愛喜活麗晳顆粒","台灣武田藥品工業股份有限公司","北市衛藥廣字106010206","1060116","1070115","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“克洛瑪”菲瑞斯公主玻尿酸","沃醫學有限公司","北市衛器廣字106020030","1060116","1070215","學術性醫療刊物"
"臺北市","醫療器材","＂美納里尼＂ 愛妥麗保濕敷料 (未滅菌)","新加坡商美納里尼醫藥有限公司台灣分公司","北市衛器廣字106010211","1060116","1070118","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂美納里尼＂ 愛妥麗敷料(未滅菌),＂美納里尼＂ 愛妥麗保濕敷料 (未滅菌)","新加坡商美納里尼醫藥有限公司台灣分公司","北市衛器廣字106010212","1060116","1070121","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","護那酷涼液","台灣興和通商股份有限公司","北市衛藥廣字106010254","1060116","1070123","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","博士倫睛緻美彩色每日拋棄式隱形眼鏡","博士倫股份有限公司","北市衛器廣字106020032","1060116","1070215","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","泰格莎膜衣錠80毫克","臺灣阿斯特捷利康股份有限公司","北市衛藥廣字106020082","1060116","1070201","學術性醫療刊物"
"臺北市","藥品","煩多閃膜衣錠25毫克","新加坡商施維雅股份有限公司台灣分公司","北市衛藥廣字106020155","1060116","1070205","學術性醫療刊物"
"桃園縣","醫療器材","水滋養彩色日拋軟性隱形眼鏡水滋養日拋軟性隱形眼鏡水滋養彩色日拋軟性隱形眼鏡水滋養彩色日拋軟性隱形眼鏡","晶碩光學股份有限公司","桃衛器字10608018","1060921","1070921","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","醫療器材","百靈耳溫槍","集德醫材管理顧問有限公司","衛部器廣字10608024","1060824","1070824","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","1.台塑生醫迅知快速驗孕試劑2.台塑生醫迅知快速驗排卵試劑(未滅菌)等2項產品","台塑生醫科技股份有限公司","北市衛器廣字106080071","1060824","1070823","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂綠能奈米＂非動力式治療床墊(未滅菌)","綠能奈米科技有限公司","北市衛器廣字106080072","1060824","1070823","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂目立康＂五合一硬式隱型眼鏡清潔液、＂目立康＂PROGENT去蛋白液等2項產品","嘉盛聯合股份有限公司","北市衛器廣字106080111","1060824","1070823","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂目立康＂五合一硬式隱型眼鏡清潔液、＂目立康＂PROGENT去蛋白液等2項產品","嘉盛聯合股份有限公司","北市衛器廣字106080112","1060824","1070823","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","柏克肢體裝具(未滅菌)","台灣邦妮有限公司","北市衛器廣字106080167","1060824","1070823","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","大正百寶能感冒顆粒","台灣大正製藥股份有限公司","北市衛藥廣字106080285","1060824","1070823","電影、電視"
"臺北市","藥品","保力達B液","保力達股份有限公司","北市衛藥廣字106080287","1060824","1070823","電影、電視"
"臺北市","藥品","保力達B液","保力達股份有限公司","北市衛藥廣字106080288","1060824","1070823","電影、電視"
"臺北市","藥品","曼秀雷敦止癢消炎乳膏","台灣曼秀雷敦股份有限公司","北市衛藥廣字106080083","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","曼秀雷敦止癢消炎乳膏","台灣曼秀雷敦股份有限公司","北市衛藥廣字106080084","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂美賓＂矯正鞋墊(未滅菌)","美賓興業有限公司","北市衛器廣字106080114","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“斯達克”助聽器(未滅菌)","利凌科技股份有限公司","北市衛器廣字106080125","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“斯達克”助聽器(未滅菌)","利凌科技股份有限公司","北市衛器廣字106080126","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂恩特科＂優潔疤痕護理凝膠(未滅菌)","登偉生技顧問有限公司","北市衛器廣字106080153","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","婦潔液","婦潔藥品有限公司","北市衛藥廣字106080295","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","1、安立復美達持續性藥效肌肉注射用懸浮劑400毫克/預充填注射筒 2、安立復美達持續性藥效肌肉注射用懸浮劑300毫克/預充填注射筒","台灣大塚製藥股份有限公司","北市衛藥廣字106080303","1060829","1070828","學術性醫療刊物"
"臺北市","藥品","1、＂佐藤＂視朗點眼液 2、視樂明點眼液 3、＂佐藤＂視樂優點眼液 4、＂佐藤＂視敏寧點眼液 5、樂得護咀嚼錠","佐藤製藥股份有限公司","北市衛藥廣字106080304","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","曼秀雷敦止癢消炎乳膏","台灣曼秀雷敦股份有限公司","北市衛藥廣字106080083","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","曼秀雷敦止癢消炎乳膏","台灣曼秀雷敦股份有限公司","北市衛藥廣字106080084","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂美賓＂矯正鞋墊(未滅菌)","美賓興業有限公司","北市衛器廣字106080114","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“斯達克”助聽器(未滅菌)","利凌科技股份有限公司","北市衛器廣字106080125","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“斯達克”助聽器(未滅菌)","利凌科技股份有限公司","北市衛器廣字106080126","1060829","1070828","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","醫療器材","華歌爾體外用義乳(未滅菌)","臺灣華歌爾股份有限公司","桃衛器字10608026","1060904","1070904","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","欣表飛鳴錠","台灣大正製藥股份有限公司","北市衛藥廣字106090023","1060905","1070904","電影、電視"
"臺北市","藥品","大正百保能感冒顆粒","台灣大正製藥股份有限公司","北市衛藥廣字106090024","1060905","1070904","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","可拿糖膜衣錠100毫克","台田藥品股份有限公司","北市衛藥廣字106090177","1060905","1070904","學術性醫療刊物"
"臺北市","藥品","＂愛爾康法國廠＂淚然 人工淚液點眼液","瑞士商愛爾康大藥廠股份有限公司台灣分公司","北市衛藥廣字106050201","1060425","1070507","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","愛爾康法國廠視舒坦單支裝人工淚液點眼液","瑞士商愛爾康大藥廠股份有限公司台灣分公司","北市衛藥廣字106050202","1060425","1070507","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","樂指利抗甲癬油劑5%","香港商高德美有限公司台灣分公司","北市衛藥廣字106050219","1060425","1070508","電台"
"臺北市","藥品","樂指利抗甲癬油劑5%","香港商高德美有限公司台灣分公司","北市衛藥廣字106050220","1060425","1070508","電台"
"臺北市","藥品","安肺樂易利達55/22mcg乾粉吸入劑","荷商葛蘭素史克藥廠股份有限公司台灣分公司","北市衛藥廣字106050254","1060425","1070510","學術性醫療刊物"
"臺北市","藥品","瑞和密爾諾易筆","台灣諾和諾德藥品股份有限公司","北市衛藥廣字106050310","1060425","1070523","學術性醫療刊物"
"新北市","藥品","＂克風邪＂止疼加強感冒液","澳斯麗國際股份有限公司淡水廠","北衛藥廣字10604014","1060427","1070427","電影、電視(秒數:5);;電台(秒數:5秒);;網路"
"新北市","藥品","＂克風邪＂止疼加強感冒液","澳斯麗國際股份有限公司淡水廠","北衛藥廣字10604015","1060427","1070427","電影、電視(秒數:5);;電台(秒數:5秒);;網路"
"新北市","藥品","＂克風邪＂止疼加強感冒液","澳斯麗國際股份有限公司淡水廠","北衛藥廣字10604016","1060427","1070427","電影、電視(秒數:5);;電台(秒數:5秒);;網路"
"新北市","醫療器材","明星遠紅外線治療儀","凱樂斯股份有限公司","北衛器廣字10604029","1060503","1070503","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","1.多水潤日拋隱形眼鏡2.多水潤散光日拋隱形眼鏡3.多水潤多焦點日拋隱形眼鏡","瑞士商愛爾康大藥廠股份有限公司台灣分公司","北衛器廣字10604030","1060428","1070428","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","多水潤散光日拋隱形眼鏡","瑞士商愛爾康大藥廠股份有限公司台灣分公司","北衛器廣字10604031","1060505","1070505","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","＂漢碧＂醫療彈性襪(未滅菌)","貝絲特國際貿易有限公司","北衛器廣字10605012","1060504","1070504","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","＂貝絲特＂醫療彈性襪(未滅菌)","貝絲特國際貿易有限公司","北衛器廣字10605011","1060504","1070504","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","醫療器材","家樂美遠紅外線燈","家樂美健康事業有限公司","中市衛器廣字10604047","1060428","1070428","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺中市","醫療器材","歐瑟若體脂計","啟德電子股份有限公司","中市衛器廣字10604049","1060520","1070520","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","醫療器材","電位王電位治療器","金龍俊科技股份有限公司","中市衛器廣字10605075","1060523","1070523","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","醫療器材","雅笛助聽器(未滅菌)","世鴻貿易股份有限公司","中市衛器廣字10604050","1060524","1070524","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺中市","醫療器材","善鼻脈動式鼻腔水療器(未滅菌)","世鴻貿易股份有限公司","中市衛器廣字10604051","1060524","1070524","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","＂明通＂治痛丹散","明通化學製藥股份有限公司第二廠","中市衛藥廣字10604015","1060509","1070509","電影、電視(秒數:10);;電台(秒數:10秒);;網路"
"臺中市","藥品","＂明通＂治傷風顆粒","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604016","1060513","1070513","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","＂明通＂治傷風顆粒","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604017","1060525","1070525","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","＂明通＂治傷風顆粒","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604019","1060525","1070525","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","＂明通＂治痛單液","明通化學製藥股份有限公司第二廠","中市衛藥廣字10604020","1060525","1070525","電影、電視(秒數:15);;電台(秒數:15秒);;網路"
"臺中市","藥品","＂明通＂治痛丹散","明通化學製藥股份有限公司","中市衛藥廣字10604021","1060525","1070525","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","＂明通＂治痛丹散","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604022","1060525","1070525","電台(秒數:30秒)"
"臺中市","藥品","＂明通＂治傷丹散","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604023","1060525","1070525","電影、電視(秒數:20);;電台(秒數:20秒);;網路"
"臺中市","藥品","＂明通＂治傷丹散","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604024","1060525","1070525","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","＂明通＂治痛丹散","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604025","1060525","1070525","電影、電視(秒數:15);;電台(秒數:15秒);;網路"
"臺中市","醫療器材","1.優梨雅彩色日拋隱形眼鏡2.女主角彩色日拋隱形眼鏡","永勝光學股份有限公司","中市衛器廣字10605067","1060513","1070513","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺中市","醫療器材","1.優梨雅彩色日拋隱形眼鏡2.女主角彩色日拋隱形眼鏡","永勝光學股份有限公司","中市衛器廣字10605070","1060527","1070527","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺南市","藥品","沛骨力加強型口服溶液用粉劑","溫士頓醫藥股份有限公司","南市衛藥廣字1060510031","1060518","1070518","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺南市","藥品","＂正和＂養骨素膠囊250毫克(硫酸固可沙明)","正和製藥股份有限公司新營廠","南市衛藥廣字1060510010","1060520","1070520","電台(秒數:200秒秒);;網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","藥品","“正和”醫克痛糖衣錠200公絲(伊普)","正和製藥股份有限公司新營廠","南市衛藥廣字1060510011","1060525","1070525","電台(秒數:90秒秒);;網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","藥品","“正和”愛新軟膏","正和製藥股份有限公司新營廠","南市衛藥廣字1060510020","1060525","1070525","電影、電視(秒數:20秒)"
"臺南市","藥品","“正和”愛新軟膏","正和製藥股份有限公司新營廠","南市衛藥廣字1060510021","1060525","1070525","電影、電視(秒數:30秒);;電台(秒數:30秒秒);;網路"
"臺南市","藥品","“正和”愛新軟膏","正和製藥股份有限公司新營廠","南市衛藥廣字1060510022","1060525","1070525","電影、電視(秒數:20秒);;電台(秒數:20秒秒);;網路"
"臺南市","藥品","“正和”愛新軟膏","正和製藥股份有限公司新營廠","南市衛藥廣字1060510023","1060525","1070525","電影、電視(秒數:20秒);;電台(秒數:20秒秒);;網路"
"臺南市","藥品","“正和”愛新軟膏","正和製藥股份有限公司新營廠","南市衛藥廣字1060510024","1060525","1070525","電影、電視(秒數:20秒);;電台(秒數:20秒秒);;網路"
"臺南市","藥品","“正和”愛新軟膏","正和製藥股份有限公司新營廠","南市衛藥廣字1060510025","1060525","1070525","電影、電視(秒數:20秒);;電台(秒數:20秒秒);;網路"
"臺南市","藥品","“天良”天地嗽TIANDISOU POWDER“T.L.B”","正和製藥股份有限公司新營廠","南市衛藥廣字1060510026","1060525","1070525","電影、電視(秒數:30秒);;電台(秒數:30秒秒);;網路"
"臺南市","藥品","“天良”天地嗽TIANDISOU POWDER“T.L.B”","正和製藥股份有限公司新營廠","南市衛藥廣字1060510027","1060525","1070525","電影、電視(秒數:15秒);;電台(秒數:15秒秒);;網路"
"臺南市","藥品","“天良”天地嗽TIANDISOU POWDER“T.L.B”","正和製藥股份有限公司新營廠","南市衛藥廣字1060510028","1060525","1070525","電影、電視(秒數:30秒);;電台(秒數:30秒秒);;網路"
"臺南市","藥品","“正和”快安感冒液,“正和”鎮痛寧軟膏10公絲/公克(吲哚美洒辛),＂正和＂拔痛錠,“正和”愛新軟膏,“正和”醫克痛糖衣錠200公絲(伊普)","正和製藥股份有限公司新營廠","南市衛藥廣字1060510029","1060525","1070525","電台(秒數:1800秒秒);;網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","藥品","“佛記”安樂敏糖衣錠","正和製藥股份有限公司新營廠","南市衛藥廣字1060510013","1060525","1070525","電台(秒數:200秒秒);;網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","藥品","“佛記”安樂敏糖衣錠","正和製藥股份有限公司新營廠","南市衛藥廣字1060510014","1060525","1070525","電台(秒數:200秒秒);;網路"
"臺南市","藥品","“佛記”安樂敏糖衣錠","正和製藥股份有限公司新營廠","南市衛藥廣字1060510015","1060525","1070525","電影、電視(秒數:200秒);;電台(秒數:200秒秒);;網路"
"臺南市","藥品","“佛記”安樂敏糖衣錠","正和製藥股份有限公司新營廠","南市衛藥廣字1060510016","1060525","1070525","電影、電視(秒數:20秒);;電台(秒數:20秒秒);;網路"
"臺南市","藥品","“佛記”安樂敏糖衣錠","正和製藥股份有限公司新營廠","南市衛藥廣字1060510017","1060525","1070525","電台(秒數:100秒秒);;網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","藥品","“佛記”安樂敏糖衣錠","正和製藥股份有限公司新營廠","南市衛藥廣字1060510018","1060525","1070525","電影、電視(秒數:20秒);;網路"
"臺南市","藥品","“佛記”安樂敏糖衣錠","正和製藥股份有限公司新營廠","南市衛藥廣字1060510019","1060525","1070525","電影、電視(秒數:20秒);;網路"
"衛福部","藥品","’’中國化學’’骨營膠囊250毫克(硫酸固可沙明)","中國化學製藥股份有限公司新豐工廠","衛部藥廣字10605003","1060504","1070519","電台(秒數:20秒)"
