標題,發布日期,連結
"09003 食用紅色七號鋁麗基","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2826&t=s"
"09004 食用黃色四號","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2827&t=s"
"09005 食用黃色四號鋁麗基","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2828&t=s"
"09007 食用黃色五號鋁麗基","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2829&t=s"
"09008 食用綠色三號","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2830&t=s"
"09009 食用綠色三號鋁麗基","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2831&t=s"
"09010 食用藍色一號","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2832&t=s"
"09011 食用藍色一號鋁麗基","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2833&t=s"
"09012 食用藍色二號","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2834&t=s"
"09013 食用藍色二號鋁麗基","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2835&t=s"
"09014 β-胡蘿蔔素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2836&t=s"
"09015 β-衍-8’-胡蘿蔔醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2837&t=s"
"09016 β-衍-8’-胡蘿蔔酸乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2838&t=s"
"09017 4,4-二酮-β-胡蘿蔔素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2839&t=s"
"09020 蟲漆酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2840&t=s"
"09021 銅葉綠素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2841&t=s"
"09022 銅葉綠素鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2842&t=s"
"09023 鐵葉綠素鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2843&t=s"
"09024 氧化鐵","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2844&t=s"
"09028 核黃素 (維生素B2)","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2845&t=s"
"09029 核黃素磷酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2846&t=s"
"09030 二氧化鈦","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2847&t=s"
"09031 食用紅色四十號鋁麗基","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2848&t=s"
"10001 乙酸乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2849&t=s"
"10002 乙酸丁酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2850&t=s"
"10003 乙酸苄酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2851&t=s"
"10004 乙酸苯乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2852&t=s"
"10005 乙酸松油腦酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2853&t=s"
"10006 乙酸桂皮酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2854&t=s"
"10007 乙酸香葉草酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2855&t=s"
"10008 乙酸香茅酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2856&t=s"
"10009 乙酸沉香油酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2857&t=s"
"10010 乙酸異戊酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2858&t=s"
"10011 乙酸環己酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2859&t=s"
"10012 乙酸L－ 薄荷酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2860&t=s"
"10013 乙基香莢蘭醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2861&t=s"
"10014 乙醯乙酸乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2862&t=s"
"10015 丁香醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2863&t=s"
"10016 丁酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2864&t=s"
"10017 丁酸乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2865&t=s"
"10018 丁酸丁酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2866&t=s"
"10019 丁酸異戊酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2867&t=s"
"10020 丁酸環己酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2868&t=s"
"10021 十一酸內酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2869&t=s"
"10022 大茴香醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2870&t=s"
"10023 己酸乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2871&t=s"
"10024 己酸丙烯酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2872&t=s"
"10025 壬酸內酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2873&t=s"
"10026 甲酸香葉草酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2874&t=s"
"10027 甲酸異戊酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2875&t=s"
"10028 甲酸香茅酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2876&t=s"
"10029 水楊酸甲酯 (冬綠油)","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2877&t=s"
"10030 丙酸乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2878&t=s"
"10031 丙酸苄酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2879&t=s"
"10032 丙酸異戊酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2880&t=s"
"10033 甲基β－萘酮","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2881&t=s"
"10034 N-甲基胺基苯甲酸甲酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2882&t=s"
"10035 向日花香醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2883&t=s"
"10036 庚酸乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2884&t=s"
"10037 辛醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2885&t=s"
"10038 辛酸乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2886&t=s"
"10039 沉香醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2887&t=s"
"10040 苯甲醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2888&t=s"
"10041 苯甲醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2889&t=s"
"10042 苯乙酮","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2890&t=s"
"10043 苯乙酸乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2891&t=s"
"10044 苯乙酸異丁酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2892&t=s"
"10045 苯乙酸異戌酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2893&t=s"
"10046 香茅醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2894&t=s"
"10047 香茅醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2895&t=s"
"10048 香葉草醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2896&t=s"
"10049 香莢蘭醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2897&t=s"
"10050 桂皮醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2898&t=s"
"10051 桂皮醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2899&t=s"
"10052 桂皮酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2900&t=s"
"10053 桂皮酸甲酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2901&t=s"
"10054 桂皮酸乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2902&t=s"
"10055 癸醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2903&t=s"
"10056 癸醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2904&t=s"
"10057 桉葉精油","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2905&t=s"
"10058 異丁香醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2906&t=s"
"10059 異戊酸乙酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2907&t=s"
"10060 異戊酸異戊酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2908&t=s"
"10061 異硫氰酸丙烯酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2909&t=s"
"10062 麥芽醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2910&t=s"
"10064 胺基苯甲酸甲酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2911&t=s"
"10065 羥香茅醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2912&t=s"
"10066 羥香茅二甲縮醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2913&t=s"
"10067 l-紫蘇醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2914&t=s"
"10068 紫羅蘭酮","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2915&t=s"
"10069 對甲基苯乙酮","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2916&t=s"
"10070 dl－薄荷腦","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2917&t=s"
"10071 l－薄荷腦","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2918&t=s"
"10072 α-戊基桂皮醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2919&t=s"
"10073 檸檬油醛","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2920&t=s"
"10074 環己丙酸丙烯酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2921&t=s"
"10075 d－龍腦","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2922&t=s"
"11-1-001 D-山梨醇","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2926&t=s"
"11003 L－天門冬酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2927&t=s"
"11004 反丁烯二酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2928&t=s"
"11005 反丁烯二酸一鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2929&t=s"
"11-1-003 D-木糖醇","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2930&t=s"
"11010 琥珀酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2932&t=s"
"11011 琥珀酸一鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2933&t=s"
"11012 琥珀酸二鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2934&t=s"
"11013 L-麩酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2935&t=s"
"11014 L-麩酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2936&t=s"
"11015 d-酒石酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2937&t=s"
"11015 dl-酒石酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2938&t=s"
"11016 dl-酒石酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2939&t=s"
"11016 d-酒石酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2940&t=s"
"11017 乳酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2941&t=s"
"11018 乳酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2942&t=s"
"11019 乳酸鈉液","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2943&t=s"
"11020 醋酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2944&t=s"
"11021 冰醋酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2945&t=s"
"11022 DL－ 蘋果酸 (羥基丁二酸)","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2946&t=s"
"11023 DL-蘋果酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2947&t=s"
"11027 葡萄糖-δ-內脂","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2948&t=s"
"11029 DL-胺基丙酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2950&t=s"
"11030 5’-次黃嘌呤核苷磷酸二鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2951&t=s"
"11031 5’-鳥嘌呤核苷磷酸二鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2952&t=s"
"11032 磷酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2953&t=s"
"11-1-004 甘草素","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2954&t=s"
"11036 氯化鉀","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2955&t=s"
"11-1-007 糖精","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2956&t=s"
"11-1-008 糖精鈉鹽","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2957&t=s"
"11-1-009 環己基 (代) 磺醯胺酸鈉","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2958&t=s"
"11-1-010 環己基 (代) 磺醯胺酸鈣","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2959&t=s"
"11-1-011 阿斯巴甜","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2960&t=s"
"11-1-013 甘草萃","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2961&t=s"
"11045 5’－核糖核苷酸鈣","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2962&t=s"
"11-1-015 甘草酸銨","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2963&t=s"
"11-1-018 麥芽糖醇糖漿 (氫化葡萄糖漿)","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2965&t=s"
"11052 咖啡因","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2966&t=s"
"11-1-020 乳糖醇","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2967&t=s"
"12001 海藻酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2968&t=s"
"12002 海藻酸丙二醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2969&t=s"
"12003 乾酪素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2970&t=s"
"12004 乾酪素鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2971&t=s"
"12007 羧甲基纖維素鈣","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2972&t=s"
"12008 食用化製澱粉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2973&t=s"
"12009 甲基纖維素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2974&t=s"
"12010 多丙烯酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2975&t=s"
"12012 鹿角菜膠","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2976&t=s"
"12018 海藻酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2977&t=s"
"12019 海藻酸鉀","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2978&t=s"
"12020 海藻酸鈣","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2979&t=s"
"12021 海藻酸銨","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2980&t=s"
"12022 羥丙基纖維素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2981&t=s"
"12023 羥丙基甲基纖維素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2982&t=s"
"12024 聚糊精","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2983&t=s"
"12025 卡德蘭熱凝膠","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2984&t=s"
"12026 結蘭膠","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2985&t=s"
"13001 焦磷酸鉀","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2986&t=s"
"13002 焦磷酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2987&t=s"
"13003 焦磷酸鈉 (無水)","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2988&t=s"
"13004 多磷酸鉀","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2989&t=s"
"13005 多磷酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2990&t=s"
"13006 偏磷酸鉀","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2991&t=s"
"13007 偏磷酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2992&t=s"
"13008 磷酸二氫鉀","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2993&t=s"
"13009 磷酸二氫鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2994&t=s"
"13010 磷酸二氫鈉 (無水)","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2995&t=s"
"13011 磷酸氫二鉀","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2996&t=s"
"13012 磷酸氫二鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2997&t=s"
"13013 磷酸氫二鈉 (無水)","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2998&t=s"
"13014 磷酸鉀","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=2999&t=s"
"13015 磷酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3000&t=s"
"13016 磷酸鈉 (無水)","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3001&t=s"
"14001 氫氧化鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3002&t=s"
"14003 氫氧化鈉液","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3003&t=s"
"14005 鹽酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3004&t=s"
"14006 硫酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3005&t=s"
"14007 草酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3006&t=s"
"14008 離子交換樹脂","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3007&t=s"
"14009 碳酸鉀","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3008&t=s"
"15001 丙二醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3009&t=s"
"15002 甘油","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3010&t=s"
"15003 己烷","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3011&t=s"
"15004 異丙醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3012&t=s"
"16001 脂肪酸甘油酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3013&t=s"
"16002 脂肪酸蔗糖酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3014&t=s"
"16003 脂肪酸山梨醣酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3015&t=s"
"16005 脂酸丙二醇酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3016&t=s"
"16007 鹼式磷酸鋁鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3018&t=s"
"16008 聚山梨醇酯二十","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3019&t=s"
"16009 聚山梨醇酐脂肪酸酯六十","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3020&t=s"
"16010 聚山梨醇酯六十五","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3021&t=s"
"16011 聚山梨醇酯八十","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3022&t=s"
"16012 羥丙基纖維素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3023&t=s"
"16013 羥丙基甲基纖維素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3024&t=s"
"17001 胡椒基丁醚","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3025&t=s"
"17002 醋酸聚乙烯樹脂","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3026&t=s"
"17003 矽樹脂","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3027&t=s"
"17005 矽藻土","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3028&t=s"
"17007 油酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3029&t=s"
"17008 羥乙烯高級脂肪族醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3030&t=s"
"17010 石油蠟(包括精製石蠟及微晶石蠟)","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3031&t=s"
"17011 合成石油蠟 (合成蠟、乙烯聚合物)","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3032&t=s"
"17013 聚乙二醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3033&t=s"
"附錄B 試藥 試液等","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3073&t=s"
"07017 碳酸鈉、無水碳酸鈉","2013-09-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3481&t=s"
"08040 乳酸亞鐵","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3482&t=s"
"09006 食用黃色五號","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3483&t=s"
"09027 食用紅色四十號","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3484&t=s"
"11008 檸檬酸、無水檸檬酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3485&t=s"
"11-1-006 D-甘露醇","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3486&t=s"
"11-1-012 甜菊醣苷","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3487&t=s"
"11-1-014 醋磺內酯鉀","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3488&t=s"
"11-1-019 異麥芽酮糖醇(巴糖醇)","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3489&t=s"
"12006 羧甲基纖維素鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3490&t=s"
"14010 無水碳酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3491&t=s"
"01022 鏈黴菌素","2013-09-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3819&t=s"
"14002 氫氧化鉀","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3820&t=s"
"07043 矽酸鋁","2013-09-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3821&t=s"
