標題,發布日期,連結
"基因改造食品檢驗方法—玉米轉殖品項MON810 (UI: MON-ØØ81Ø-6)之構造特異性定性及定量檢驗","2011-03-21","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=4603&t=s"
"基因改造食品檢驗方法—玉米轉殖品項MON863 (UI: MON-00863-5)之構造特異性定性及定量檢驗","2011-03-21","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=4604&t=s"
"基因改造食品檢驗方法—玉米轉殖品項TC1507 (UI: DAS-Ø15Ø7-1)之構造特異性定性及定量檢驗","2011-03-21","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=4606&t=s"
"口香糖中木糖醇之檢驗方法","2011-06-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5097&t=s"
"假牙清潔劑(清潔錠)中過硫酸鹽含量之鑑別及含量測定(Persulfates)","2011-11-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5363&t=s"
"冷熱凝膠敷包中乙二醇之鑑別及含量測定(Ethylene Glycol)","2011-11-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5364&t=s"
"染髮劑中禁止使用成分之檢驗方法(Forbid Ingredients共13項)","2011-11-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5366&t=s"
"營養成分檢驗方法","2011-11-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5417&t=s"
"食品中丙烯醯胺之檢驗方法(LC/MS/MS)","2011-11-28","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5438&t=s"
"蔬菜中硝酸鹽及亞硝酸鹽之檢驗方法","2011-12-29","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5544&t=s"
"基因改造食品檢驗方法—玉米轉殖品項DAS-59122-7 (UI: DAS-59122-7)之構造特異性定性及定量檢驗","2011-12-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5547&t=s"
"基因改造食品檢驗方法—玉米轉殖品項Event3272 (UI: SYN-E3272-5) 之構造特異性定性及定量檢驗","2011-12-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5548&t=s"
"食用油中Δ9-四氫大麻酚、大麻酚及大麻二酚之檢驗方法","2011-12-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5550&t=s"
"食品中組織胺之檢驗方法","2012-03-20","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5882&t=s"
"食品中動物用藥殘留量檢驗方法－乙型受體素類多重殘留分析(20品項)","2012-02-23","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5956&t=s"
"化粧品中防曬劑成分之鑑別及含量測定(Sunscreen Agents共9項)","2012-05-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6043&t=s"
"化粧品中二苯甲酮類防曬劑成分之鑑別及含量測定(Benzophenone Groups)","2012-05-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6044&t=s"
"化粧品中重金屬檢驗方法 ─ 鍶、鋯之檢驗(Strontium and Zirconium)","2012-05-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6045&t=s"
"化粧品中禁用鄰苯二甲酸酯類之鑑別及含量測定(Forbidden Phthalate Esters共7項)(GC/MS)","2012-05-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6046&t=s"
"食品中規定外煤焦色素之檢驗方法","2012-08-23","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6594&t=s"
"食品中三聚氰胺之檢驗方法【101年8月24日第1次修正】","2012-08-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6605&t=s"
"食品中配醣生物鹼之檢驗方法","2012-09-13","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6712&t=s"
"食品器具容器包裝中塑化劑材質試驗之檢驗","2012-10-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6844&t=s"
"多環芳香族碳氫化合物之檢驗方法(檢出時需利用LC/MS/MS等進行確認)","2012-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6845&t=s"
"辣椒粉中鹼性橙及羅丹明B檢驗方法","2012-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6897&t=s"
"化粧品中甲醛之鑑別及含量測定(一)(Formaldehyde)(分光光度計)","2012-11-05","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6908&t=s"
"化粧品中dexamethasone及dexamethasone sodium phosphate之鑑別及含量測定","2012-11-05","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6909&t=s"
"食品微生物之檢驗方法—乳酸菌—嗜熱鏈球菌之檢驗","2012-11-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6946&t=s"
"食品微生物之檢驗方法—乳酸菌—糞腸球菌之檢驗","2012-11-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6947&t=s"
"化粧品中甲醛之鑑別及含量測定(二)(Formaldehyde)(HPLC)","2012-11-19","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6975&t=s"
"醬油及飲料中4-甲基咪唑及2-甲基咪唑檢驗方法","2012-12-21","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7076&t=s"
"食品中鄰苯二甲酸酯類塑化劑檢驗方法【102年3月25日第2次修正】","2013-03-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7479&t=s"
"化粧品中抗菌劑檢驗方法－ Salicylic Acid, Zinc Pyrithione, Ketoconazole, Climbazole及Piroctone Olamine之鑑別及含量測定","2013-04-26","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7541&t=s"
"化粧品中防腐劑檢驗方法－ DMDM Hydantoin及Bronopol之鑑別及含量測定","2013-04-26","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7542&t=s"
"化粧品中抗菌劑檢驗方法－葡萄糖酸洛赫西定、氯化本索寧及氯化鯨蠟吡啶之鑑別及含量測定","2013-04-26","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7543&t=s"
"奶粉中雙氰胺之檢驗方法【102年5月16日修正】","2013-05-16","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7579&t=s"
"食品中順丁烯二酸與順丁烯二酸酐總量之檢驗方法【102年5月30日修正】","2013-05-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7817&t=s"
"食品微生物之檢驗方法—乳酸菌—雙叉乳酸桿菌之檢驗","2013-06-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7871&t=s"
"食品微生物之檢驗方法—乳酸菌—短雙叉乳酸桿菌之檢驗","2013-06-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7872&t=s"
"食品微生物之檢驗方法—乳酸菌—乳酸雙叉乳酸桿菌之檢驗","2013-06-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7873&t=s"
"食品微生物之檢驗方法—乳酸菌—長雙叉乳酸桿菌之檢驗","2013-06-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7874&t=s"
"化粧品中硫之鑑別及含量測定(Sulfur)","2013-06-10","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7887&t=s"
"食品中動物用藥殘留量檢驗方法－抗生素及其代謝物多重殘留分析(二)","2013-06-20","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7935&t=s"
"食品中動物性寄生蟲之檢驗方法","2013-08-08","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8071&t=s"
"紙製餐具中殘留甲苯之檢驗方法【102年11月26日修正】","2013-11-26","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8097&t=s"
"免洗筷中聯苯及鄰苯基苯酚之檢驗方法","2013-09-03","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8134&t=s"
"免洗筷中腐絕及依滅列之檢驗方法","2013-09-03","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8135&t=s"
"食品中維生素A之檢驗方法","2013-10-01","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8187&t=s"
"食品中維生素D之檢驗方法","2013-10-01","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8188&t=s"
"基因改造食品檢驗方法—黃豆轉殖品項40-3-2 (RRS) (UI: MON-Ø4Ø32-6)之轉殖品項特異性定性及定量檢驗","2013-10-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8190&t=s"
"化粧品中微生物檢驗方法(Microbiological Methods)","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8292&t=s"
"基因改造食品檢驗方法—玉米轉殖品項LY038 (UI: REN-ØØØ38-3)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8295&t=s"
"基因改造食品檢驗方法—玉米轉殖品項MIR604 (UI: SYN-IR6Ø4-5)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8296&t=s"
"基因改造食品檢驗方法—玉米轉殖品項MON88017 (UI: MON-88Ø17-3)之構造品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8297&t=s"
"基因改造食品檢驗方法—玉米轉殖品項MON89034 (UI: MON-89Ø34-3)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8298&t=s"
"基因改造食品檢驗方法—玉米轉殖品項NK603 (UI: MON-ØØ6Ø3-6)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8299&t=s"
"基因改造食品檢驗方法—玉米轉殖品項T25 (UI: ACS-ZMØØ3-2)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8300&t=s"
"基因改造食品檢驗方法—黃豆轉殖品項A2704-12 (UI: ACS-GMØØ5-3)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8301&t=s"
"基因改造食品檢驗方法—黃豆轉殖品項A5547-127 (UI: ACS-GMØØ6-4)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8302&t=s"
"基因改造食品檢驗方法—黃豆轉殖品項DP-305423-1 (UI: DP-3Ø5423-1)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8303&t=s"
"基因改造食品檢驗方法—黃豆轉殖品項DP-356043-5 (UI: DP-356Ø43-5)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8304&t=s"
"基因改造食品檢驗方法—黃豆轉殖品項MON87705 (UI: MON-877Ø5-6)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8305&t=s"
"基因改造食品檢驗方法—黃豆轉殖品項MON87708 (UI: MON-877Ø8-9)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8306&t=s"
"基因改造食品檢驗方法—黃豆轉殖品項MON89788 (UI: MON-89788-1)之轉殖品項特異性定性及定量檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8307&t=s"
"基因改造食品檢驗方法—玉米轉殖品項MON87427 (UI: MON-87427-7)之轉殖品項特異性定性檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8310&t=s"
"基因改造食品檢驗方法—黃豆轉殖品項MON87701 (UI: MON-877Ø1-2)之轉殖品項特異性定性檢驗","2013-10-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8311&t=s"
"基因改造食品檢驗方法—玉米轉殖品項DAS-40278-9 (UI: DAS-4Ø278-9)之轉殖品項特異性定性及定量檢驗","2013-11-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8357&t=s"
"基因改造食品檢驗方法—玉米轉殖品項Event 5307 (UI: SYN-Ø53Ø7-1)之轉殖品項特異性定性及定量檢驗","2013-11-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8358&t=s"
"基因改造食品檢驗方法—玉米轉殖品項MIR162 (UI: SYN-IR162-4)之轉殖品項特異性定性及定量檢驗","2013-11-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8359&t=s"
"基因改造食品檢驗方法—玉米轉殖品項MON87460 (UI: MON-8746Ø-4)之轉殖品項特異性定性及定量檢驗","2013-11-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8360&t=s"
"食用油中游離棉籽酚之檢驗方法(LC/MS/MS)","2013-11-08","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8363&t=s"
"食品中脂溶性維生素之檢驗方法","2014-08-21","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9546&t=s"
"油脂中多環芳香族碳氫化合物之檢驗方法","2014-10-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9781&t=s"
"油脂中丙烯醯胺之檢驗方法","2014-10-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9782&t=s"
