製造廠名稱,製造廠地址,登錄號碼,登錄品項,國別,藥商名稱,是否在3年有效期間內,有效期限
"Vasamed, Inc.","7615 Golden Triangle Drive, Suite A, Eden Prairie, MN 55344, U.S.A.","QSD7576","Cardiovascular blood flowmeter","US","興東藥品器材有限公司","Y","2019-08-14"
"Technomed Europe","Amerikalaan 71, 6199 AE Maastricht-Airport, The Netherlands","QSD7580","Cutaneous electrode","NL","春杏醫療儀器有限公司","Y","2019-09-13"
"Technomed Europe","Amerikalaan 71, 6199 AE Maastricht-Airport, The Netherlands","QSD7580","Diagnostic electromyograph needle electrode","NL","春杏醫療儀器有限公司","Y","2019-09-13"
"Technomed Europe","Amerikalaan 71, 6199 AE Maastricht-Airport, The Netherlands","QSD7580","Needle electrode","NL","春杏醫療儀器有限公司","Y","2019-09-13"
"Technomed Europe","Amerikalaan 71, 6199 AE Maastricht-Airport, The Netherlands","QSD7580","Electrode cable","NL","春杏醫療儀器有限公司","Y","2019-09-13"
"Anika Therapeutics, Inc.","32 Wiggins Avenue, Bedford, MA 01730, U.S.A.","QSD7581","Hyalobarrier Gel","US","雅力信股份有限公司","Y","2019-09-11"
"Anika Therapeutics, Inc.","32 Wiggins Avenue, Bedford, MA 01730, U.S.A.","QSD7581","Hyalobarrier Gel-Endo","US","雅力信股份有限公司","Y","2019-09-11"
"Anika Therapeutics, Inc.","32 Wiggins Avenue, Bedford, MA 01730, U.S.A.","QSD7581","Hyaloglide Anti-adhesion Gel","US","雅力信股份有限公司","Y","2019-09-11"
"Tianjin Huahong Technology Co., Ltd.","Air Port Industrial Park No.1 Plant, Building C, Jing’Er Road No.225, Airport Economic Area 300308, Tianjin, China","QSD7585","Blood Lancet (Sterile)","CN","華廣生技股份有限公司大慶廠","Y","2019-08-26"
"SI-Bone, Inc.","3055 Olin Avenue, Suite 2200, San Jose, CA 95128, U.S.A.","QSD7588","Smooth or threaded metallic bone fixation fastener","US","埃默高有限公司","Y","2019-08-26"
"SI-Bone, Inc.","3055 Olin Avenue, Suite 2200, San Jose, CA 95128, U.S.A.","QSD7588","Orthopedic manual surgical instrument(Sterile)","US","埃默高有限公司","Y","2019-08-26"
"SI-Bone, Inc.","3055 Olin Avenue, Suite 2200, San Jose, CA 95128, U.S.A.","QSD7588","Manual surgical instrument for general use(Sterile)","US","埃默高有限公司","Y","2019-08-26"
"Clearstream Technologies Ltd.","Moyne Upper, Enniscorthy, Co. Wexford, Ireland","QSD7589","Percutaneous catheter","IE","壯生醫療器材股份有限公司","Y","2019-09-09"
"Sagemax Bioceramics, Inc.","34210 9th Avenue South, Suite 118, Federal Way, WA. 98003, U.S.A.","QSD7590","Porcelain powder for clinical use","US","山哆利國際貿易有限公司","Y","2019-08-26"
"HOYA Corporation PENTAX Yamagata Factory","4-1 Hinode-cho, Nagai-shi, Yamagata, 993-0012 Japan","QSD7592","Endoscope Video Processor","JP","新加坡商賓得醫療器材器械有限公司台灣分公司","Y","2019-09-17"
"HOYA Corporation PENTAX Yamagata Factory","4-1 Hinode-cho, Nagai-shi, Yamagata, 993-0012 Japan","QSD7592","Endoscopic Electrosurgical Unit and Accessories","JP","新加坡商賓得醫療器材器械有限公司台灣分公司","Y","2019-09-17"
"Cella Vision AB","Ideon Science Park, SE-223 70 Lund, Sweden","QSD7594","Automated Cell-Locating Device","SE","西門子醫療設備股份有限公司","Y","2019-08-28"
"Dynex Technologies Inc.","14340 Sullyfield Circle, Chantilly, VA20151, U.S.A.","QSD7597","Enzyme analyzer for clinical use","US","普生股份有限公司","Y","2019-09-01"
"Maanshan Bond Medical Instruments Co., Ltd.","1358 Meishan Road, Maanshan Ecnomic & Technology Development Zone, 243041 Maanshan, Anhui Province, China","QSD7599","Acupuncture needles","CN","桂台興業有限公司","Y","2019-08-29"
"Network Medical Products Ltd.","Coronet House, Kearsley Road, Ripon, North Yorkshire, HG4 2SG, U.K.","QSD7600","Manual ophthalmic surgical instrument(Sterile)","GB","鈦沅股份有限公司","Y","2019-08-29"
"Network Medical Products Ltd.","Coronet House, Kearsley Road, Ripon, North Yorkshire, HG4 2SG, U.K.","QSD7600","Ophthalmic sponge","GB","鈦沅股份有限公司","Y","2019-08-29"
"Network Medical Products Ltd.","Coronet House, Kearsley Road, Ripon, North Yorkshire, HG4 2SG, U.K.","QSD7600","Keratome(Sterile)","GB","鈦沅股份有限公司","Y","2019-08-29"
"Aalba Dent, Inc.","400 Watt Drive, Fairfield, CA, 94534, U.S.A.","QSD7614","Gold based alloys and precious metal alloys for clinical use","US","崧達企業股份有限公司","Y","2019-09-04"
"Aalba Dent, Inc.","400 Watt Drive, Fairfield, CA, 94534, U.S.A.","QSD7614","Base metal alloy","US","崧達企業股份有限公司","Y","2019-09-04"
"Streck","7002 South 109th Street, La Vista, NE 68128, U.S.A.","QSD7615","Quality control material (assayed and unassayed)","US","瑞翰有限公司","Y","2019-10-16"
"Streck","7002 South 109th Street, La Vista, NE 68128, U.S.A.","QSD7615","Automated sedimentation rate device","US","瑞翰有限公司","Y","2019-10-16"
"Streck","7002 South 109th Street, La Vista, NE 68128, U.S.A.","QSD7615","Erythrocyte sedimentation rate test","US","瑞翰有限公司","Y","2019-10-16"
"Streck","7002 South 109th Street, La Vista, NE 68128, U.S.A.","QSD7615","Blood specimen collection device","US","瑞翰有限公司","Y","2019-10-16"
"Streck","7002 South 109th Street, La Vista, NE 68128, U.S.A.","QSD7615","Blood mixing devices and blood weighing devices","US","瑞翰有限公司","Y","2019-10-16"
"Shengzhou Xingwang Dental Materials Factory","Ganlin Town, Shengzhou, Zhejiang, China","QSD7616","Preformed plastic denture tooth","CN","山哆利國際貿易有限公司","Y","2019-09-13"
"Advanced Brain Monitoring, Inc.","2237 Faraday Avenue, Suite 100, Carlsbad, CA 92008, U.S.A.","QSD7621","Electroencephalograph","US","嘉杏股份有限公司","Y","2019-09-09"
"Advanced Brain Monitoring, Inc.","2237 Faraday Avenue, Suite 100, Carlsbad, CA 92008, U.S.A.","QSD7621","Intraoral devices for snoring and intraoral devices for snoring and obstructive sleep apnea","US","嘉杏股份有限公司","Y","2019-09-09"
"Great Glove (Xinghua) Co., Ltd.","South of Wei Wu Road, Economic Development District, Xinghua 225700, Jiangsu Province, China","QSD7622","Patient examination glove","CN","中國衛生材料生產中心股份有限公司","Y","2019-09-09"
"OPTOS Plc","Queensferry House, Carnegie Business Campus, Dunfermline, Fife, KY11 8GR, United Kingdom","QSD7623","Ophthalmoscope","GB","永明儀器有限公司","Y","2019-09-16"
"inno-train Diagnostik GmbH","Niederhöchstädter Straße 62, 61476 Kronberg, Germany","QSD7625","Analyte specific reagents (ABO Blood Grouping)","DE","瀚揚有限公司","Y","2019-09-12"
"inno-train Diagnostik GmbH","Niederhöchstädter Straße 62, 61476 Kronberg, Germany","QSD7625","Analyte specific reagents (CDE Blood Grouping)","DE","瀚揚有限公司","Y","2019-09-12"
"inno-train Diagnostik GmbH","Niederhöchstädter Straße 62, 61476 Kronberg, Germany","QSD7625","Analyte specific reagents (KKD and MNS Phenotyping)","DE","瀚揚有限公司","Y","2019-09-12"
"inno-train Diagnostik GmbH","Niederhöchstädter Straße 62, 61476 Kronberg, Germany","QSD7625","Analyte specific reagents (Rare Blood Typing)","DE","瀚揚有限公司","Y","2019-09-12"
"inno-train Diagnostik GmbH","Niederhöchstädter Straße 62, 61476 Kronberg, Germany","QSD7625","Analyte specific reagents (Platelet Antigen Typing)","DE","瀚揚有限公司","Y","2019-09-12"
"inno-train Diagnostik GmbH","Niederhöchstädter Straße 62, 61476 Kronberg, Germany","QSD7625","Analyte specific reagents(Neutrophil Antigen Typing)","DE","瀚揚有限公司","Y","2019-09-12"
"inno-train Diagnostik GmbH","Niederhöchstädter Straße 62, 61476 Kronberg, Germany","QSD7625","Human leukocyte antigen typing system","DE","瀚揚有限公司","Y","2019-09-12"
"inno-train Diagnostik GmbH","Niederhöchstädter Straße 62, 61476 Kronberg, Germany","QSD7625","Quality control material (assayed and unassayed)","DE","瀚揚有限公司","Y","2019-09-12"
"inno-train Diagnostik GmbH","Niederhöchstädter Straße 62, 61476 Kronberg, Germany","QSD7625","Fluorometer for clinical use","DE","瀚揚有限公司","Y","2019-09-12"
"Zhangjiagang Huayuan Plastic Co., Ltd.","Hengjing Village, Tangqiao Town, Zhangjiagang City, JiangSu Province, 215615, China","QSD7626","Patient examination glove","CN","興朝企業有限公司","Y","2019-09-10"
"SIE AG, Surgical Instrument Engineering","Allmendstrasse 11, 2562 Port, Switzerland","QSD7631","Ophthalmic Laser Systems and Procedure Packs","CH","理工科技工程顧問有限公司","Y","2019-09-22"
"OraSure Technologies, Inc.","220 East First Street, Bethlehem, Pennsylvania 18015, U.S.A.","QSD7632","HIV Test","US","洋森生物科技有限公司","Y","2019-09-22"
"DIO Corporation","66, Centum seo-ro, Haeundae-gu, Busan, 612-020, Korea","QSD7634","Endosseous Dental Implant Abutment","KR","帝歐科技股份有限公司","Y","2018-12-13"
"DIO Corporation","66, Centum Seo-ro, Haeundae-gu, Busan, 48058, Korea","QSD7634","Endosseous Dental Implant Abutment","KR","帝歐科技股份有限公司","Y","2018-12-13"
"DIO Corporation","66, Centum Seo-ro, Haeundae-gu, Busan, 48058, Republic of Korea","QSD7634","Endosseous Dental Implant Abutment","KR","帝歐科技股份有限公司","Y","2018-12-13"
"DIO Corporation","66, Centum seo-ro, Haeundae-gu, Busan, 612-020, Korea","QSD7634","Endosseous Implant","KR","帝歐科技股份有限公司","Y","2018-12-13"
"DIO Corporation","66, Centum Seo-ro, Haeundae-gu, Busan, 48058, Korea","QSD7634","Endosseous Implant","KR","帝歐科技股份有限公司","Y","2018-12-13"
"DIO Corporation","66, Centum Seo-ro, Haeundae-gu, Busan, 48058, Republic of Korea","QSD7634","Endosseous Implant","KR","帝歐科技股份有限公司","Y","2018-12-13"
"DIO Corporation","66, Centum seo-ro, Haeundae-gu, Busan, 612-020, Korea","QSD7634","Endosseous Dental Implant Accessories","KR","帝歐科技股份有限公司","Y","2018-12-13"
"DIO Corporation","66, Centum Seo-ro, Haeundae-gu, Busan, 48058, Korea","QSD7634","Endosseous Dental Implant Accessories","KR","帝歐科技股份有限公司","Y","2018-12-13"
"DIO Corporation","66, Centum Seo-ro, Haeundae-gu, Busan, 48058, Republic of Korea","QSD7634","Endosseous Dental Implant Accessories","KR","帝歐科技股份有限公司","Y","2018-12-13"
"DIO Corporation","66, Centum seo-ro, Haeundae-gu, Busan, 612-020, Korea","QSD7634","Base Metal Alloy","KR","帝歐科技股份有限公司","Y","2018-12-13"
"DIO Corporation","66, Centum Seo-ro, Haeundae-gu, Busan, 48058, Korea","QSD7634","Base Metal Alloy","KR","帝歐科技股份有限公司","Y","2018-12-13"
"DIO Corporation","66, Centum Seo-ro, Haeundae-gu, Busan, 48058, Republic of Korea","QSD7634","Base Metal Alloy","KR","帝歐科技股份有限公司","Y","2018-12-13"
"Xuchang Zhende Surgical Dressing CO., LTD.","Yanling County, Private-owned Enterprises Industrial, Area, 461200 Xuchang, Henan, China","QSD7635","Medical absorbent fiber(Sterile)","CN","中國衛生材料生產中心股份有限公司","Y","2019-09-22"
"Xuchang Zhende Surgical Dressing CO., LTD.","Yanling County, Private-owned Enterprises Industrial, Area, 461200 Xuchang, Henan, China","QSD7635","Nonresorbable gauze/sponge for external use(Sterile)","CN","中國衛生材料生產中心股份有限公司","Y","2019-09-22"
"Xuchang Zhende Surgical Dressing CO., LTD.","Yanling County, Private-owned Enterprises Industrial, Area, 461200 Xuchang, Henan, China","QSD7635","Nonabsorbable gauze for internal use(Sterile)","CN","中國衛生材料生產中心股份有限公司","Y","2019-09-22"
"Opto Circuits (India) Ltd.","No.83, Electronics City, Bengaluru-560 100, Karnataka, India","QSD7639","Oximeter","IN","台灣飛利浦股份有限公司","Y","2019-10-01"
"P.T. CIBA Vision Batam","JL. Beringin Lot #204 Batamindo Industrial Park, Muka Kuning, Batam Island 29433, Indonesia","QSD7640","Soft (hydrophilic) contact lens","ID","瑞士商愛爾康大藥廠股份有限公司台灣分公司","Y","2019-09-17"
"Celestica Electronics (S) Pte. Ltd.","6 Serangoon North Avenue 5, #05-03/04, 08, 11/12 Singapore 554910, Singapore","QSD7642","Cutaneous electrode","SG","美敦力醫療產品股份有限公司","Y","2019-09-22"
"Becton, Dickinson and Company Limited","Donore Road, Drogheda Co. Louth, Ireland","QSD7647","Prefilled Syringe for Irrigation (Sterile)","IE","新加坡商必帝股份有限公司台灣分公司","Y","2019-09-24"
"Manatec","10 bis Rue Jacob Courant 78300 Poissy, France","QSD7649","Impedance plethysmograph)","FR","傳永有限公司","Y","2019-10-20"
"Pos-T-Vac Inc.","500 Park Street, Dodge City, KS 67801, U.S.A.","QSD7650","External penile rigidity devices","US","永奇醫藥生技有限公司","Y","2019-10-01"
"CurveBeam, LLC","175 Titus Avenue, Suite 300, Warrington, Pennsylvania, 18976, U.S.A.","QSD7651","Computed tomography x-ray system","US","友信行股份有限公司","Y","2019-10-03"
"PRODUITS DENTAIRES PIERRE ROLLAND SAS(ACTEON Group)","ZI (Zone Industrielle) du Phare - 17 avenue Gustave Eiffel - 33700 MERIGNAC, FRANCE","QSD7652","Calcium hydroxide cavity liner","FR","鐳富實業有限公司","Y","2019-10-15"
"PRODUITS DENTAIRES PIERRE ROLLAND SAS(ACTEON Group)","ZI (Zone Industrielle) du Phare - 17 avenue Gustave Eiffel - 33700 MERIGNAC, FRANCE","QSD7652","Cavity varnish","FR","鐳富實業有限公司","Y","2019-10-15"
"PRODUITS DENTAIRES PIERRE ROLLAND SAS(ACTEON Group)","ZI (Zone Industrielle) du Phare - 17 avenue Gustave Eiffel - 33700 MERIGNAC, FRANCE","QSD7652","Dental cement","FR","鐳富實業有限公司","Y","2019-10-15"
"PRODUITS DENTAIRES PIERRE ROLLAND SAS(ACTEON Group)","ZI (Zone Industrielle) du Phare - 17 avenue Gustave Eiffel - 33700 MERIGNAC, FRANCE","QSD7652","Impression material","FR","鐳富實業有限公司","Y","2019-10-15"
"PRODUITS DENTAIRES PIERRE ROLLAND SAS(ACTEON Group)","ZI (Zone Industrielle) du Phare - 17 avenue Gustave Eiffel - 33700 MERIGNAC, FRANCE","QSD7652","Pulp tester","FR","鐳富實業有限公司","Y","2019-10-15"
"PRODUITS DENTAIRES PIERRE ROLLAND SAS(ACTEON Group)","ZI (Zone Industrielle) du Phare - 17 avenue Gustave Eiffel - 33700 MERIGNAC, FRANCE","QSD7652","Root canal filling resin","FR","鐳富實業有限公司","Y","2019-10-15"
"PRODUITS DENTAIRES PIERRE ROLLAND SAS(ACTEON Group)","ZI (Zone Industrielle) du Phare - 17 avenue Gustave Eiffel - 33700 MERIGNAC, FRANCE","QSD7652","Resin tooth bonding agent","FR","鐳富實業有限公司","Y","2019-10-15"
"PRODUITS DENTAIRES PIERRE ROLLAND SAS(ACTEON Group)","ZI (Zone Industrielle) du Phare - 17 avenue Gustave Eiffel - 33700 MERIGNAC, FRANCE","QSD7652","Dental Chair Accessories (Disposable Air/Water Syringe Tips)(Sterile)","FR","鐳富實業有限公司","Y","2019-10-15"
"PRODUITS DENTAIRES PIERRE ROLLAND SAS(ACTEON Group)","ZI (Zone Industrielle) du Phare - 17 avenue Gustave Eiffel - 33700 MERIGNAC, FRANCE","QSD7652","Absorbable hemostatic agent and dressing","FR","鐳富實業有限公司","Y","2019-10-15"
"HTL-STREFA S.A.","ul. Adamówek 7, 95-035 Ozorków, Poland","QSD7655","Blood Lancets","PL","台灣羅氏醫療診斷設備股份有限公司","Y","2019-11-05"
"Medtronic AFT","8200 Coral Sea Street, Moundsview, MN 55112, U.S.A.","QSD7656","Electrosurgical cutting and coagulation device and accessories","US","美敦力醫療產品股份有限公司","Y","2019-10-02"
"B. Braun Medical Kft Production Division","Déli-Külhatár út 2-4, 3200 Gyöngyös, Hungary","QSD7659","Intravascular administration set","HU","台灣柏朗股份有限公司","Y","2019-10-20"
"B. Braun Medical Kft Production Division","Déli-Külhatár út 2-4, 3200 Gyöngyös, Hungary","QSD7659","Gastrointestinal tube and accessories(Sterile)","HU","台灣柏朗股份有限公司","Y","2019-10-20"
"Waters Corporation","34 Maple Street, Milford, Massachusetts 01757, U.S.A.","QSD7663","High pressure liquid chromatography system for clinical use","US","埃默高有限公司","Y","2019-09-26"
"Waters Corporation","34 Maple Street, Milford, Massachusetts 01757, U.S.A.","QSD7663","Mass spectrometer for clinical use","US","埃默高有限公司","Y","2019-09-26"
"Chuo Medical System Co., Ltd.","1-9-32 Nakasuji, Takarazuka-shi, Hyogo, 665-0874, Japan","QSD7664","Hot Magner","JP","聯興儀器股份有限公司","Y","2019-10-01"
"Vention Medical Costa Rica","Parque Zona Franca Metropolitana, Edificio 2C, Barreal de Heredia 40101, Costa Rica","QSD7666","Electrosurgical cutting and coagulation device and accessories","CR","美敦力醫療產品股份有限公司","Y","2019-10-24"
"Vention Medical Costa Rica, S.A.","Parque Zona Franca Metropolitana, Edificio 2C, Barreal de Heredia 40101, Costa Rica","QSD7666","Electrosurgical cutting and coagulation device and accessories","CR","美敦力醫療產品股份有限公司","Y","2019-10-24"
"Asahi Intecc Hanoi Co., Ltd.","Thang Long Industrial Park, Dong Anh District, Hanoi, Vietnam","QSD7668","Catheter guide wire","VN","杏昌生技股份有限公司","Y","2019-10-06"
"Schölly Fiberoptic GmbH","Robert-Bosch-Straße 1-3, D-79211 Denzlingen, Germany","QSD7669","Endoscope and accessories","DE","信文達股份有限公司","Y","2019-10-06"
"PT. Nipro Indonesia Jaya","Kawasan Industri Suryacipta, JL. Surya Utama Kav. I 22B, 23&24, Desa Kutamekar, Kec. Ciampel, Karawang, Jawa Barat, Indonesia","QSD7673","Blood access device and accessories","ID","華江醫療儀器股份有限公司","Y","2019-10-23"
"PT. Nipro Indonesia Jaya","Kawasan Industri Suryacipta, JL. Surya Utama Kav. I 22B, 23&24, Desa Kutamekar, Kec. Ciampel, Karawang, Jawa Barat, Indonesia","QSD7673","Intravascular administration set","ID","華江醫療儀器股份有限公司","Y","2019-10-23"
"PT. Nipro Indonesia Jaya","Kawasan Industri Suryacipta, JL. Surya Utama Kav. I 22B, 23&24, Desa Kutamekar, Kec. Ciampel, Karawang, Jawa Barat, Indonesia","QSD7673","Piston syringe","ID","華江醫療儀器股份有限公司","Y","2019-10-23"
"PT. Nipro Indonesia Jaya","Kawasan Industri Suryacipta, JL. Surya Utama Kav. I 22B, 23&24, Desa Kutamekar, Kec. Ciampel, Karawang, Jawa Barat, Indonesia","QSD7673","Hypodermic single lumen needle","ID","華江醫療儀器股份有限公司","Y","2019-10-23"
"Micro-Tech(Nanjing)Co.,Ltd.","No. 10 Gaoke Third Road, Nanjing National Hi-Tech. Industrial Development Zone, 210032 Nanjing, Jiangsu Province, China","QSD7675","Esophageal prosthesis","CN","春菖貿易有限公司","Y","2019-10-07"
"Micro-Tech(Nanjing)Co.,Ltd.","No. 10 Gaoke Third Road, Nanjing National Hi-Tech. Industrial Development Zone, 210032 Nanjing, Jiangsu Province, China","QSD7675","Biliary catheter and accessories","CN","春菖貿易有限公司","Y","2019-10-07"
"Micro-Tech(Nanjing)Co.,Ltd.","No. 10 Gaoke Third Road, Nanjing National Hi-Tech. Industrial Development Zone, 210032 Nanjing, Jiangsu Province, China","QSD7675","Tracheal prosthesis","CN","春菖貿易有限公司","Y","2019-10-07"
"Micro-Tech(Nanjing)Co.,Ltd.","No. 10 Gaoke Third Road, Nanjing National Hi-Tech. Industrial Development Zone, 210032 Nanjing, Jiangsu Province, China","QSD7675","Endoscopic electrosurgical unit and accessories","CN","春菖貿易有限公司","Y","2019-10-07"
"Micro-Tech(Nanjing)Co.,Ltd.","No. 10 Gaoke Third Road, Nanjing National Hi-Tech. Industrial Development Zone, 210032 Nanjing, Jiangsu Province, China","QSD7675","Ureteral stone dislodger (Sterile)","CN","春菖貿易有限公司","Y","2019-10-07"
"Micro-Tech(Nanjing)Co.,Ltd.","No. 10 Gaoke Third Road, Nanjing National Hi-Tech. Industrial Development Zone, 210032 Nanjing, Jiangsu Province, China","QSD7675","Endoscope and accessories","CN","春菖貿易有限公司","Y","2019-10-07"
"Ivoclar Vivadent Manufacturing, Inc","500 Memorial Drive, Somerset, NJ 08873, U.S.A.","QSD7678","Porcelain powder for clinical use","US","邁偉國際有限公司","Y","2019-11-20"
"Integral Medical Products Co., Ltd.","No.2 Dongshan Road Shaoxing Economic Development Zone 312000 Shaoxing, Zhejiang, China","QSD7684","Urological catheter and accessories (Sterile)","CN","毅升有限公司","Y","2019-10-13"
"Integral Medical Products Co., Ltd.","No.2 Dongshan Road Shaoxing Economic Development Zone 312000 Shaoxing, Zhejiang, China","QSD7684","Gastrointestinal tube and accessories (Sterile)","CN","毅升有限公司","Y","2019-10-13"
"Integral Medical Products Co., Ltd.","No.2 Dongshan Road Shaoxing Economic Development Zone 312000 Shaoxing, Zhejiang, China","QSD7684","Continent ileostomy catheter (Sterile)","CN","毅升有限公司","Y","2019-10-13"
"Integral Medical Products Co., Ltd.","No.2 Dongshan Road Shaoxing Economic Development Zone 312000 Shaoxing, Zhejiang, China","QSD7684","Oropharyngeal airway (Sterile)","CN","毅升有限公司","Y","2019-10-13"
"Integral Medical Products Co., Ltd.","No.2 Dongshan Road Shaoxing Economic Development Zone 312000 Shaoxing, Zhejiang, China","QSD7684","Tracheal tube (Sterile)","CN","毅升有限公司","Y","2019-10-13"
"Integral Medical Products Co., Ltd.","No.2 Dongshan Road Shaoxing Economic Development Zone 312000 Shaoxing, Zhejiang, China","QSD7684","Tracheobronchial suction catheter","CN","毅升有限公司","Y","2019-10-13"
"Integral Medical Products Co., Ltd.","No.2 Dongshan Road Shaoxing Economic Development Zone 312000 Shaoxing, Zhejiang, China","QSD7684","Urine collector and accessories (Sterile)","CN","毅升有限公司","Y","2019-10-13"
"Collagen Matrix, Inc.","15 Thornton Road Oakland New Jersey 07436, U.S.A.","QSD7687","Bone Grafting Material","US","國華牙材股份有限公司","Y","2019-12-10"
"Siam Sempermed Corp., Ltd.","110 Kanjanavanit Road, Pahtong, Hatyai, Songkhla 90230, Thailand","QSD7688","Patient Examination Glove（Powdered & Powder-Free）（Sterile）","TH","觀達股份有限公司","Y","2019-10-16"
"SRI TRANG GLOVES (THAILAND) CO., LTD.","110 Kanjanavanit Road, Pahtong, Hatyai, Songkhla 90230, Thailand","QSD7688","Patient Examination Glove（Powdered & Powder-Free）（Sterile）","TH","觀達股份有限公司","Y","2019-10-16"
"ConMed Corporation","525 French Road, Utica, New York13502, U.S.A.","QSD6026","Biliary catheter and accessories","US","春菖貿易有限公司","Y","2020-04-13"
"ConMed Corporation","525 French Road, Utica, New York13502, U.S.A.","QSD6026","Hemorrhoidal ligator","US","春菖貿易有限公司","Y","2020-04-13"
"ConMed Corporation","525 French Road, Utica, New York13502, U.S.A.","QSD6026","Esophageal dilator","US","春菖貿易有限公司","Y","2020-04-13"
"ConMed Corporation","525 French Road, Utica, New York13502, U.S.A.","QSD6026","Rectal dilator(Sterile)","US","春菖貿易有限公司","Y","2020-04-13"
"ConMed Corporation","525 French Road, Utica, New York13502, U.S.A.","QSD6026","Bronchoscope (flexible or rigid) and accessories","US","春菖貿易有限公司","Y","2020-04-13"
"ConMed Corporation","525 French Road, Utica, New York13502, U.S.A.","QSD6026","Manual Gastroenterology-urology Surgical Instrument and Accessories(Sterile)","US","春菖貿易有限公司","Y","2020-04-13"
"ConMed Corporation","525 French Road, Utica, New York13502, U.S.A.","QSD6026","Gastrointestinal tube and accessories(Sterile)","US","春菖貿易有限公司","Y","2020-04-13"
"ConMed Corporation","525 French Road, Utica, New York13502, U.S.A.","QSD6026","Removable skin staple(Sterile)","US","春菖貿易有限公司","Y","2020-04-13"
"Olympus Vietnam Co., Ltd.","8 Street, Long Thanh Industrial Zone, Dong Nai Province, Vietnam","QSD6084","Endoscope and accessories (Sterile)","VN","元佑實業有限公司","Y","2019-11-20"
"Olympus Vietnam Co., Ltd.","8 Street, Long Thanh Industrial Zone, Dong Nai Province, Vietnam","QSD6084","Endoscope and accessories (Sterile)","VN","元佑實業有限公司","Y","2019-11-20"
"MIS Implants Technologies Ltd.","P.O. Box 7, Bar Lev Industrial Park, 2015600, Israel","QSD6224","Endosseous dental implant accessories (Sterile)","IL","中信國際企業有限公司","Y","2020-07-14"
"Hemoteq AG","Adenauerstrasse 15, 52146 Würselen, Germany","QSD8293","Percutaneous transluminal coronary angioplasty catheter","DE","荷商波士頓科技有限公司台灣分公司","Y","2020-11-27"
"Hemoteq AG","Adenauerstrasse 15, 52146 Würselen, Germany","QSD8293","Percutaneous catheter","DE","荷商波士頓科技有限公司台灣分公司","Y","2020-11-27"
"Amity Limited","Libra House, West Street, Worsbrough Dale, Barnsley, S70 5PG, United Kingdom","QSD8318","Liquid chemical sterilants/high level disinfectants","GB","久億生醫科技股份有限公司","Y","2020-11-24"
"Boston Scientific Corporation","780 Brookside Drive, Spencer, IN 47460, U.S.A.","QSD6049","Biliary catheter and accessories","US","荷商波士頓科技有限公司台灣分公司","Y","2020-04-21"
"Ulthera, Inc.","1840 South Stapley Drive, Suite 200 Mesa, AZ 85204, U.S.A.","QSD8320","Electrosurgical cutting and coagulation device and accessories","US","新加坡商莫氏亞太有限公司台灣分公司","Y","2020-11-24"
"Ulthera, Inc.","1840 South Stapley Drive, Suite 200 Mesa, AZ 85204, U.S.A.","QSD8320","Focused ultrasound stimulator system","US","新加坡商莫氏亞太有限公司台灣分公司","Y","2020-11-24"
"B. Braun Vietnam Co., Ltd.","Thanh Oai Industrial Complex, Thanh Oai District, 156800 Hanoi, Vietnam","QSD8338","Intravascular administration set","VN","台灣柏朗股份有限公司","Y","2020-12-01"
"Beckman Coulter India Private Limited","#50-B, II Phase, (Near TVS Cross) Peenya Industrial Area, Peenya, Bangalore 560058, India","QSD8335","Human leukocyte antigen typing system","IN","美商貝克曼庫爾特有限公司台灣分公司","Y","2020-12-01"
"FE Unomedical Ltd.","Zavodskaya Str. 50, Fanipol 222750, Dzerzhinsk District, Minsk Region, Belarus","QSD8343","Empty container for the collection and processing of blood and blood components","BY","新加坡商康威特股份有限公司台灣分公司","Y","2020-12-03"
"FE Unomedical Ltd.","Zavodskaya Str. 50, Fanipol 222750, Dzerzhinsk District, Minsk Region, Belarus","QSD8343","Tracheobronchial suction catheter","BY","新加坡商康威特股份有限公司台灣分公司","Y","2020-12-03"
"FE Unomedical Ltd.","Zavodskaya Str. 50, Fanipol 222750, Dzerzhinsk District, Minsk Region, Belarus","QSD8343","Endoscope and accessories","BY","新加坡商康威特股份有限公司台灣分公司","Y","2020-12-03"
"FE Unomedical Ltd.","Zavodskaya Str. 50, Fanipol 222750, Dzerzhinsk District, Minsk Region, Belarus","QSD8343","Urine flow or volume measuring system","BY","新加坡商康威特股份有限公司台灣分公司","Y","2020-12-03"
"FE Unomedical Ltd.","Zavodskaya Str. 50, Fanipol 222750, Dzerzhinsk District, Minsk Region, Belarus","QSD8343","Introduction/drainage catheter and accessories","BY","新加坡商康威特股份有限公司台灣分公司","Y","2020-12-03"
"FE Unomedical Ltd.","Zavodskaya Str. 50, Fanipol 222750, Dzerzhinsk District, Minsk Region, Belarus","QSD8343","Nonpowered,single patient,portable suction apparatus","BY","新加坡商康威特股份有限公司台灣分公司","Y","2020-12-03"
"FE Unomedical Ltd.","Zavodskaya Str. 50, Fanipol 222750, Dzerzhinsk District, Minsk Region, Belarus","QSD8343","Vacuum-powered body fluid suction apparatus","BY","新加坡商康威特股份有限公司台灣分公司","Y","2020-12-03"
"FE Unomedical Ltd.","Zavodskaya Str. 50, Fanipol 222750, Dzerzhinsk District, Minsk Region, Belarus","QSD8343","Nasal oxygen cannula","BY","新加坡商康威特股份有限公司台灣分公司","Y","2020-12-03"
