標題,發布日期,連結
"食品中動物用藥殘留量檢驗方法－畜福之檢驗","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6198&t=s"
"食品微生物之檢驗方法－乳酸菌之檢驗","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6226&t=s"
"食品中動物用藥殘留量檢驗方法—多重殘留分析(二)(48品項)","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6300&t=s"
"免洗筷中二氧化硫之檢驗方法","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6320&t=s"
"食品中二氧化硫之檢驗方法","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6321&t=s"
"食品中硼酸及其鹽類之檢驗方法","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6640&t=s"
"食品中動物用藥殘留量檢驗方法－β-內醯胺類抗生素之檢驗","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6834&t=s"
"食用油脂中維生素E之檢驗方法","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6835&t=s"
"食品中殘留農藥檢驗方法－殺菌劑二硫代胺基甲酸鹽類之檢驗(二)","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6892&t=s"
"食品中異物之檢驗方法","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6964&t=s"
"食品中著色劑之檢驗方法","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6965&t=s"
"食品中過氧化氫之檢驗方法","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6967&t=s"
"食品中亞硝酸鹽之檢驗方法","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6968&t=s"
"食品微生物之檢驗方法－生菌數之檢驗","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6969&t=s"
"食品微生物之檢驗方法－大腸桿菌群之檢驗","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=6971&t=s"
"食品中海洋生物毒素之檢驗方法－河豚毒素之檢驗(一)","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7021&t=s"
"食品中海洋生物毒素之檢驗方法－河豚毒素之檢驗(二)","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7022&t=s"
"食品中海洋生物毒素之檢驗方法－麻痺性貝毒之檢驗(二)","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7048&t=s"
"食品中動物性成分檢驗方法－蟹成分之定性檢驗","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7388&t=s"
"食品中動物性成分檢驗方法－黑鰓兔頭魨成分之定性檢驗","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7390&t=s"
"包裝飲用水及盛裝飲用水中重金屬檢驗方法－汞之檢驗","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7455&t=s"
"水產動物類中重金屬檢驗方法－鉛及鎘之檢驗","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7470&t=s"
"食品微生物之檢驗方法－霍亂弧菌之檢驗","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=7796&t=s"
"醬油類中3-單氯丙二醇之檢驗方法","2013-08-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8070&t=s"
"食品中動物用藥殘留量檢驗方法－Avermectin類抗生素之檢驗","2013-08-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8082&t=s"
"食品中黴菌毒素之檢驗方法－脫氧雪腐鐮刀菌烯醇及其乙醯衍生物之檢驗","2013-09-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8167&t=s"
"食品中動物用藥殘留量檢驗方法－離子型抗球蟲藥之檢驗","2013-09-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8168&t=s"
"食品器具、容器、包裝檢驗方法－聚偏二氯乙烯塑膠類之檢驗","2013-10-09","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8206"
"食品器具、容器、包裝檢驗方法－金屬罐之檢驗","2013-10-11","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8215"
"食品中動物用藥殘留量檢驗方法－硝基呋喃代謝物之檢驗","2013-10-25","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8248"
"食品器具、容器、包裝檢驗方法－聚氯乙烯塑膠類之檢驗","2013-10-31","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8317"
"食品器具、容器、包裝檢驗方法－以甲醛為合成原料之塑膠類之檢驗","2013-11-04","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8318"
"食用藻類中脫鎂葉綠酸鹽之檢驗方法","2013-11-13","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8404&t=s"
"食品器具、容器、包裝檢驗方法－塑膠類之檢驗","2013-11-13","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8405"
"食品器具、容器、包裝檢驗方法－以甲醛-三聚氰胺為合成原料之塑膠類之檢驗","2013-11-13","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8406"
"食品器具、容器、包裝檢驗方法－聚苯乙烯塑膠類之檢驗","2013-11-26","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8449"
"食品中動物性成分檢驗方法－定性篩選檢驗","2013-11-27","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8451&t=s"
"食品中植物性成分檢驗方法－花生成分之定性檢驗","2013-11-27","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8452&t=s"
"食品中動物性成分檢驗方法－金絲燕成分之定性檢驗","2013-11-27","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8456&t=s"
"食品中動物性成分檢驗方法－牛成分之定性檢驗","2013-11-27","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8457&t=s"
"食品中動物性成分檢驗方法－豬成分之定性檢驗","2013-11-27","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8458&t=s"
"食品中動物性成分檢驗方法－雞成分之定性檢驗","2013-11-27","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8459&t=s"
"食品中脂肪酸之檢驗方法","2013-11-28","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8461&t=s"
"食品中植物性成分檢驗方法－韭成分之定性檢驗","2013-11-28","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8462&t=s"
"食品中植物性成分檢驗方法－蔥成分之定性檢驗","2013-11-28","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8463&t=s"
"食品中植物性成分檢驗方法－洋蔥成分之定性檢驗","2013-11-28","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8464&t=s"
"食品中植物性成分檢驗方法－蒜成分之定性檢驗","2013-11-28","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8465&t=s"
"食品中植物性成分檢驗方法－蕎成分之定性檢驗","2013-11-28","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8466&t=s"
"食品中動物用藥殘留量檢驗方法－乙型受體素類多重殘留分析","2013-12-10","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8487"
"食品微生物之檢驗方法－包裝飲用水及盛裝飲用水中大腸桿菌群檢驗","2013-12-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8517&t=s"
"食品微生物之檢驗方法－乳品中單核球增多性李斯特菌之檢驗","2013-12-17","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8518"
"食品微生物之檢驗方法－包裝飲用水及盛裝飲用水中糞便性鏈球菌之檢驗","2013-12-19","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8524"
"食品微生物之檢驗方法－大腸桿菌之檢驗","2013-12-20","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8528"
"食品微生物之檢驗方法－包裝飲用水及盛裝飲用水中綠膿桿菌之檢驗","2013-12-20","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8529"
"食品微生物之檢驗方法－沙門氏桿菌之檢驗","2013-12-23","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8533"
"食品微生物之檢驗方法－單核球增多性李斯特菌之檢驗","2014-01-09","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8585"
"食品中動物用藥殘留量檢驗方法－胺基醣苷類抗生素之檢驗(一)(自103年8月1日生效)【肌肉、內臟、蛋】","2014-05-15","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9202"
"食品中動物用藥殘留量檢驗方法－氯黴素類抗生素之檢驗(自103年7月1日生效)","2014-06-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9265&t=s"
"食品中微生物之檢驗方法－A型肝炎病毒之檢驗(自103年9月1日生效)","2014-06-16","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9276&t=s"
"食品中微生物之檢驗方法－諾羅病毒之檢驗(自103年10月1日生效)","2014-06-27","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9350"
"食品中微生物之檢驗方法－星狀病毒之檢驗(自103年10月1日生效)","2014-06-27","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9351"
"食品中殘留農藥檢驗方法－多重殘留分析方法(五)(310品項)","2014-07-03","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9373"
"食品中黴菌毒素檢驗方法－赭麴毒素A之檢驗","2014-07-22","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9430"
"食品中動物用藥殘留量檢驗方法－胺基醣苷類抗生素之檢驗(二)【蜂蜜牛奶】","2014-08-12","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9495"
"重金屬檢驗方法總則","2014-08-25","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9533"
"食米中重金屬檢驗方法－汞之檢驗","2014-08-25","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9534"
"食米中重金屬檢驗方法－鉛及鎘之檢驗","2014-08-25","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9535"
"食品器具、容器、包裝檢驗方法－哺乳器具除外之橡膠類之檢驗(自104年2月1日生效)","2014-10-24","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9901"
"食品器具、容器、包裝檢驗方法－聚醯胺(尼龍)塑膠類之檢驗(自104年2月1日生效)","2014-11-11","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9982"
"食品器具、容器、包裝檢驗方法－聚甲基丙烯酸甲酯塑膠類之檢驗(自104年2月1日生效)","2014-11-11","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9983"
"食品中動物用藥殘留量檢驗方法－四環黴素類抗生素之檢驗","2014-12-10","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=10101"
"食品微生物之檢驗方法－病原性大腸桿菌之檢驗","2014-12-10","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=10102"
"食品微生物之檢驗方法－阪崎腸桿菌之檢驗","2015-01-07","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=10383"
"嬰兒穀物類輔助食品中黃麴毒素B1之檢驗方法(MOHWT0017.00)","2015-04-22","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=12275"
"食品微生物之檢驗方法－志賀氏桿菌之檢驗(MOHWM0003.02)","2015-04-29","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=13314"
"食品器具、容器、包裝檢驗方法－哺乳器具橡膠類之檢驗(MOHWU0010.02)","2015-05-01","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=13315"
"食品器具、容器、包裝檢驗方法－聚丙烯塑膠類之檢驗(MOHWU0007.02)","2015-05-04","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=13316"
"食品器具、容器、包裝檢驗方法－聚甲基戊烯塑膠類之檢驗(MOHWU0003.02)","2015-05-04","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=13317"
"食品器具、容器、包裝檢驗方法－聚乙烯塑膠類之檢驗(MOHWU0008.02)","2015-05-11","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=13339"
"食品中黴菌毒素檢驗方法－黃麴毒素之檢驗(MOHWT0001.03)","2015-09-23","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=14090"
"食品微生物之檢驗方法－曲狀桿菌之檢驗(MOHWM0007.02)","2015-10-02","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=14118"
"食品微生物之檢驗方法－金黃色葡萄球菌之檢驗(MOHWM0002.02)","2015-10-13","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=14170"
"食品器具、容器、包裝檢驗方法－聚苯碸樹酯塑膠類嬰兒奶瓶之檢驗(MOHWU0018.02)","2015-10-19","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=14193"
"食品器具、容器、包裝檢驗方法－聚碳酸酯塑膠類之檢驗(MOHWU0019.02)","2015-10-20","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=15197"
"魚油中二十碳五烯酸及二十二碳六烯酸之檢驗方法","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=1640&t=s"
"魚肉中一氧化碳之檢驗方法","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=1650&t=s"
"包裝飲用水及盛裝飲用水中溴酸鹽之檢驗方法","2013-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=1651&t=s"
