機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","文安藥局","新北市","新莊區","褔壽街１１６號","徐志賢","男","02-9978477","Y"
"開業","苗園健保特約藥局","新北市","泰山區","全興路161號1樓","黃介宏","男","02-22970736","Y"
"開業","泰安藥局","新北市","泰山區","明志路二段六十二號二樓","吳芳娥","女","","Y"
"開業","健康藥師藥局","新北市","泰山區","明志路二段３２３號","邵雅萍","女","0022972121","Y"
"開業","仁安藥局","新北市","泰山區","明志路三段174號","廖燕男","男","29015586、0920077973","Y"
"開業","紅葉藥局","新北市","泰山區","楓江路8號2樓","陳慶堂","男","","Y"
"開業","旭晨藥局","新北市","泰山區","仁愛路90號1樓","陳志源","男","","Y"
"開業","善耕藥局","新北市","泰山區","明志路二段三百六十二號","李佩玲","女","29086656","Y"
"開業","千家藥局","新北市","泰山區","明志路二段１９９號","林玉燕","女","0022962319","Y"
"開業","泰林中西藥局","新北市","泰山區","泰林路二段２０６號","陳昭元","","0222978367","Y"
"開業","台灣藥局","新北市","泰山區","明志路1段282-286號","陳智宗","男","","Y"
"開業","華特藥局","新北市","泰山區","明志路一段二六Ｏ號","劉宗翰","男","29095662","Y"
"開業","得安藥師藥局","新北市","泰山區","仁愛路128號1樓","鄧孟婷","","0229000992","Y"
"開業","孚功藥局","新北市","泰山區","民權街2號1樓","陳蒨榆","女","",""
"開業","日泰藥局","新北市","泰山區","泰林路二段２２７號","黃志忠","男","0229095989","Y"
"開業","全成藥局","新北市","泰山區","明志路一段８３號","陳麗珠","","02-9096529","Y"
"開業","北安藥妝藥局","新北市","泰山區","明志路二段61號","吳羽旋","女","22967199","Y"
"開業","林口啄木鳥藥局","新北市","林口區","仁愛路二段80號","陳長志","男","02-26027547","Y"
"開業","龍點藥局","新北市","林口區","民族路67號1樓","陳寶玉","","0226080636","Y"
"開業","安心藥局","新北市","林口區","文化二路一段577號1樓","陳澄偉","男","0226029090","Y"
"開業","綠園藥局","新北市","林口區","仁愛路二段105號1樓","黃于真","女","0286012258","Y"
"開業","林康藥局","新北市","林口區","文化二路一段222號1樓","歐貴仁","男","(02)26088869","Y"
"開業","欣穎藥局","新北市","林口區","文化二路1段535號1樓","翁夢林","男","(02)26069786","Y"
"開業","蛋寶寶藥局","新北市","林口區","民有街158號1樓","謝勝宇","男","(02)26097371","Y"
"開業","榮新藥局","新北市","林口區","忠孝路383號1樓","黃昭儒","女","0226089789","Y"
"開業","普生藥局","新北市","林口區","中山路188號1樓之1","王秀珠","","(02)26024105","Y"
"開業","安禾藥局","新北市","林口區","中山路534號1樓","黃鈺婷","女","86012205","Y"
"開業","大心藥局","新北市","林口區","公園路19號1樓","陳志瑋","男","(02)26089305","Y"
"開業","康旭藥局","新北市","林口區","麗園一街6巷9號1樓之3","楊宗和","男","02-26007807","Y"
"開業","榮昌藥局","新北市","林口區","仁愛路一段410號","王偉帆","男","(02)26011312","Y"
"開業","長康藥局","新北市","林口區","中山路166號1樓","李玉棣","女","26012661","Y"
"開業","茂晟藥局","新北市","林口區","文化三路二段328號1樓","王惠玲","女","26020593、26003482","Y"
"開業","存明藥局","新北市","林口區","中山路９１號","劉明勝","男","026035658","Y"
"開業","宏宇藥局","新北市","林口區","中正路288號1樓","劉福生","男","0026011878","Y"
"開業","麗園藥局","新北市","林口區","東勢里麗園一街六巷一之四號一樓","李曉群","女","0026009405","Y"
"開業","安康藥局","新北市","林口區","仁愛路二段60號","吳家銓","","","Y"
"開業","狀元葯師藥局","新北市","林口區","文化二路1段六十二號一樓之一","徐麗華","","26096215","Y"
"開業","旺林藥局","新北市","林口區","文化二路1段228號","何俊儒","男","26000186","Y"
"開業","喜樂藥師藥局","新北市","林口區","公園路15號1樓","李文杰","男","","Y"
"開業","安豐藥局","新北市","林口區","竹林路395號1樓","蔡繼銘","男","0226012373","N"
"開業","龍安藥局","新北市","蘆洲區","復興路67號1樓","李堂閔","男","22850310","Y"
"開業","廷升藥局","新北市","蘆洲區","中正路122號1樓","謝樺劻","男","02-22827670","Y"
"開業","中原春天生活藥局","新北市","蘆洲區","中原路46、48-1號","楊宗翰","男","8285-6188",""
"開業","躍獅蘆洲藥局","新北市","蘆洲區","長安街329號1樓","王聖豪","男","(02)82824906","Y"
"開業","康得健藥局","新北市","蘆洲區","長安街260號1樓","邵俊憲","男","02-8282-1862","Y"
"開業","宏祐藥局","新北市","蘆洲區","復興路202號1樓","張榮晉","","02-8281-5252","Y"
"開業","幸安藥局","新北市","蘆洲區","中山二路53號1樓","許博超","男","02-8283-5389","Y"
"開業","華安大藥局","新北市","蘆洲區","長安街48號1樓","陳文禎","女","(02)22881168","Y"
"開業","常喜藥局","新北市","蘆洲區","中正路140號","王品喬","女","","Y"
"開業","全家藥粧藥局","新北市","蘆洲區","光華路6號1樓","陳宏駿","男","02-22811215","Y"
"開業","康群生活藥局","新北市","蘆洲區","中正路105號1樓","楊惠雯","女","0282835630","Y"
"開業","芯聯藥局","新北市","蘆洲區","民族路210號","簡蘭孋","女","(02)8286-6873","Y"
"開業","陽光中正藥局","新北市","蘆洲區","中正路52號1-2樓","吳心瑋","女","(02)82835955",""
"開業","健群藥局","新北市","蘆洲區","中華街71號2樓","林文就","","2848-3575","Y"
"開業","好美麗健康藥局","新北市","蘆洲區","光明路6號1樓","吳佩軒","女","02-82826209","Y"
"開業","華粲藥局","新北市","蘆洲區","民族路90號2樓","邱俊瑋","男","(02)82822026","Y"
"開業","成安藥局","新北市","蘆洲區","長安街二五七號一樓","李日長","男","0222892918","Y"
"開業","三信堂藥局","新北市","蘆洲區","復興路１５６號","梁秀民","","0022814722","N"
"開業","福您安中西藥局","新北市","蘆洲區","長安街246巷6號1樓","李建勳","男","82858322","Y"
"開業","泰明藥局","新北市","蘆洲區","長榮路67號","陳新強","男","22898655","Y"
"開業","蓁美健康藥局","新北市","蘆洲區","九芎街90巷21號","林經訓","男","","Y"
"開業","蘋果藥妝藥局","新北市","蘆洲區","光華路172號1樓","黃政源","男","22812162","Y"
"開業","明月藥局","新北市","五股區","工商路89號","黃鉅霖","男","8295-6028","Y"
"開業","信恆藥局","新北市","五股區","中興路一段七十四號一樓","陳家彥","男","0289882077","Y"
"開業","東興藥局","新北市","五股區","成泰路2段69號2樓","商元貝","男","8292-2718","Y"
"開業","虹元藥局","新北市","五股區","自強路56號","洪若夆","男","22925067","Y"
"開業","成泰藥局","新北市","五股區","成泰路一段143號1樓","邱湘榕","女","0022924305","Y"
"開業","三合藥局","新北市","五股區","中興路一段75號1樓","劉雲琴","女","","Y"
"開業","杏軒藥局","新北市","五股區","貿商里自強路152號1F","黃天佑","男","2292-1193","Y"
"開業","闔安藥局","新北市","五股區","成德里成泰路三段579號1樓","林承志","男","0920225281","Y"
"開業","立豪藥師藥局","新北市","五股區","工商路189號1樓","楊宗錡","男","22952479","Y"
"開業","慶鴻藥師藥局","新北市","五股區","凌雲路1段68號1樓","傅謨哲","","8295-6335",""
"開業","陽光樂活藥局","新北市","五股區","成泰路2段101-2號1樓","黃育晨","男","","Y"
"開業","百成中西藥師藥局","新北市","五股區","五福里五福路20號1樓","張書豪","男","","Y"
"開業","德泰藥局","新北市","五股區","成泰路一段九號","陳弘熙","男","0229093927","Y"
"開業","五股聯成藥局","新北市","五股區","成泰路二段一一八號","江和結","男","22942767","Y"
"開業","永任藥局","新北市","五股區","水碓路九號一樓","劉紹騰","男","0222911093","Y"
"開業","凌雲藥局","新北市","五股區","凌雲路一段七十三號二樓","陳良和","男","0222919463","Y"
"開業","宏安藥局","新北市","五股區","成泰路二段一三六號","魏松福","男","0222915932","Y"
"開業","清松藥局","新北市","五股區","四維路133號","張鳳如","女","29886892","N"
"開業","和泰藥局","新北市","五股區","中興路一段１３３號","葉文貴","男","02-9850281","Y"
"開業","常安藥局","新北市","五股區","工商路７１號","葉瑞添","男","02-2917912","Y"
"開業","三好連鎖藥師藥局","新北市","五股區","西雲路86號1樓","陳品惠","女","","Y"
"開業","祐康藥師藥局","新北市","五股區","五福路36號1樓","潘素貞","女","8292-1335","Y"
"開業","長佑藥局","新北市","淡水區","新市一路三段36號","張涵怡","女","","Y"
"開業","璉恩藥局","新北市","淡水區","北新路一三一.一三三號","陳貞璉","","0026298454","Y"
"開業","淡水聯合藥局","新北市","淡水區","英專路九十四號二樓","林美玲","女","","Y"
"開業","伯聯藥局","新北市","淡水區","清水街九之十號一樓","簡玉佩","女","","Y"
"開業","天文大藥局","新北市","淡水區","新春街136號","王玥玓","女","","Y"
"開業","松和大藥局","新北市","淡水區","英專路９２號","郭麗珠","","02-6203369","Y"
"開業","伯宇藥局","新北市","淡水區","新春街103號-8","彭偉?","男","26236006","Y"
"開業","文川藥局","新北市","淡水區","中山北路1段93號1樓","林麗燕","女","02-86319033","Y"
"開業","聖天藥局","新北市","淡水區","重建街218號","蔡宜樺","女","02-26215677","Y"
"開業","良順藥局","新北市","淡水區","中山北路一段24號1樓","陳榮燿","男","02-26218111",""
"開業","淡水春天生活藥局","新北市","淡水區","中山北路一段49號","白國正","男","26257059","Y"
"開業","躍獅竹圍藥局","新北市","淡水區","民生路46號","李佳蓉","","02-28090565","Y"
"開業","優德仕藥局","新北市","淡水區","中山北路二段167號1樓","郭貞君","女","","Y"
"開業","淡水健康人生藥局","新北市","淡水區","清水街9-2號1樓","戴秀如","女","","Y"
"開業","護鄰藥局","新北市","淡水區","油車里淡海路47號","魏志遠","男","","Y"
"開業","淡海藥師藥局","新北市","淡水區","淡海路85號","曾詠駿","男","02-28052668","Y"
"開業","池慶藥局","新北市","淡水區","中山北路二段176號一樓","邱志勇","男","02-26238852、0981-106329","Y"
"開業","匯民藥局","新北市","淡水區","中山北路一段101號2F","陳光和","男","26202620","Y"
"開業","池佑藥局","新北市","淡水區","民族路46號","李庭毅","","88093531","Y"
"開業","四季寶健保藥局","新北市","淡水區","新市一路三段117-1號(含夾層)","林怡君","女","02-2628-3199","Y"
"開業","富康輝藥局","新北市","三芝區","中正路1段86.88號1樓","徐秉暉","男","02-26363836、02-26363836","Y"
"開業","三芝藥師藥局","新北市","三芝區","中正路一段43號1樓","溫財智","男","86353982","Y"
"開業","佳音健保藥局","桃園市","中壢區","興仁路一段１４４號２樓","陳姵如","女","03-4516813","Y"
"開業","中北藥妝藥局","桃園市","中壢區","中北路二段５０１號","陳瑞成","男","03-4366918","Y"
"開業","過嶺藥師藥局","桃園市","中壢區","民族路五段四八三號","盤孟宗","男","03-4200488","N"
"開業","立昇藥局","桃園市","中壢區","成功路１２３號","彭壬河","男","034557032","Y"
"開業","健豐藥局","桃園市","中壢區","中正路４７７號","林德豐","","034926265","Y"
"開業","仁信藥局","桃園市","中壢區","正神路１１７號","林鳳珠","女","034637858","N"
"開業","美十藥局","桃園市","中壢區","健行路七九號一樓","徐鈺涵","女","03-2840520","Y"
"開業","一心藥局","桃園市","中壢區","環北路184號2樓","鄭淑卿","","03-4250560","Y"
"開業","中力藥局","桃園市","中壢區","復興路５４號","賴政宜","女","03-4273119","Y"
"開業","益昌藥局","桃園市","中壢區","龍岡路二段一二五號","戴佳倚","女","03-2842802","Y"
"開業","德泰藥局","桃園市","中壢區","健行路１２７號","林明德","男","034585410","Y"
"開業","弘福大藥局","桃園市","中壢區","日新路五五號一樓","薛常良","","034658002","N"
"開業","新生藥師藥局","桃園市","中壢區","民權路５２號","張碧霞","女","034935388","Y"
"開業","康林藥局","桃園市","中壢區","龍東路３５４號","蔡素妃","女","４６５９６９６","Y"
"開業","佳泰藥局","桃園市","中壢區","民族路五段３４６號","許應湧","男","4201367","N"
"開業","福德藥局","桃園市","中壢區","福德路三Ｏ號","陳渲琝","女","03-4511208","Y"
"開業","安克藥局","桃園市","中壢區","興平路２２０號","楊素真","女","034512047","Y"
"開業","廖安生中西藥局","桃園市","中壢區","興仁路一段６２號","林芝羽","女","034551260","N"
"開業","安甯藥局","桃園市","中壢區","中明路２號","董聖藻","男","034930071","Y"
"開業","新象藥局","桃園市","中壢區","元化路六十二號","黃能敏","男","034277585","Y"
"開業","愛康藥師藥局","桃園市","中壢區","龍岡路一段２３０號１樓","呂紹康","男","03-4285907","Y"
"開業","仁民藥局","桃園市","中壢區","福州一街２２８號","許至良","男","03-4516268","N"
"開業","優健藥局","桃園市","中壢區","中山東路三段九號","邵誠中","男","4364006","Y"
"開業","康博藥局","桃園市","中壢區","元化路二七二號一樓","謝侑芸","女","03-4256302","Y"
"開業","回生藥局","桃園市","中壢區","福州二街四０八號","黃錦堂","男","034616483","Y"
"開業","壽榮藥局","桃園市","中壢區","龍昌路二四六號一樓","藍昭發","男","03-4650854","Y"
"開業","健康生活藥局","桃園市","中壢區","中山路二五號","謝慧祝","女","03-4272729","Y"
"開業","中央藥局","桃園市","中壢區","中北路二段５６號","范智敏","女","03-4579676","Y"
"開業","健生大藥局","桃園市","中壢區","中華路一段２２５號","林昆旭","男","034559578","N"
"開業","國泰藥局","桃園市","中壢區","中正路３４２號","劉淑美","","034937136","Y"
"開業","連春藥局","桃園市","中壢區","中央西路一段１２７號","徐清海","男","034256900","N"
"開業","佳佑藥局","桃園市","中壢區","環中東路二四一號","陳武宏","男","03-4635000","Y"
"開業","日和藥局","桃園市","中壢區","興農路９８號","郭鈞森","男","034556863","Y"
"開業","大同藥局","桃園市","中壢區","中美路一段４９號","劉婉妹","女","034225789","Y"
"開業","全美藥局","桃園市","中壢區","後寮一路１３６號１樓","蕭惠貞","女","０３－４６６９４３１",""
"開業","正翰藥師藥局","桃園市","中壢區","龍東路４９８號","翁珮嘉","女","03-4664171","Y"
"開業","藥臣氏藥師藥局","桃園市","中壢區","中山東路二段１５７號","簡子傑","男","03-4567220",""
"開業","和新藥局","桃園市","中壢區","中正路２１３號","溫永名","男","034278266","Y"
"開業","躍獅新明藥局","桃園市","中壢區","新明路６６號１樓","曹力文","男","032813361","Y"
"開業","九禾藥局","桃園市","中壢區","九和五街９號１樓","陳昭蘭","女","03-2805283","Y"
"開業","好生活藥師藥局","桃園市","中壢區","龍岡路二段１１６號","陳宗華","男","03-4683698","Y"
"開業","佳佳藥局","桃園市","中壢區","中央西路二段２１０號１樓","鄧軒婷","女","03-4028216","Y"
"開業","慧中健保藥局","桃園市","中壢區","成章二街１４１號１樓","黃鳳英","女","03-4557569","Y"
"開業","億源藥局","桃園市","中壢區","林森路１７６號","邱議功","男","03-4595111","Y"
"開業","敏康藥局","桃園市","中壢區","福德路３４號之１樓","彭嘉鈺","女","03-4611961","Y"
"開業","得康藥局","桃園市","中壢區","龍岡路二段８９、９１號","劉勝銘","男","03-4686738","Y"
"開業","內壢忠孝藥局","桃園市","中壢區","忠孝路３６號","劉姵忻","女","03-4636641","Y"
"開業","安利藥局","桃園市","中壢區","龍東路５０４號","黃菁蕙","","03-4562824","Y"
"開業","嘉嘉康藥局","桃園市","中壢區","中山東路二段５６２號１樓","蔡秉晃","","03-4656558",""
"開業","宜美大藥局","桃園市","中壢區","莊敬路７１６號","蕭可益","男","03-4637687","Y"
"開業","新家福藥局","桃園市","中壢區","福州二街419號","李依秦","女","03-4621658","Y"
"開業","東南藥局","桃園市","中壢區","慈惠三街１３７號","謝瓊蕊","女","03-4273116","Y"
"開業","惠博藥師藥局","桃園市","中壢區","環北路３９１號","陸慧敏","女","03-4518884","Y"
"開業","丁丁藥局","桃園市","中壢區","延平路310、312號1、2樓","廖仁吉","男","03-4270188",""
"開業","新資生福州大藥局","桃園市","中壢區","福州二街４０９號","賴思辰","女","03-3885095","Y"
"開業","立安藥局","桃園市","中壢區","中華路一段302號2樓","沈映良","女","","Y"
"開業","內壢成章藥局","桃園市","中壢區","忠孝路１９８號","盧山峰","男","03-4524123","Y"
"開業","天晟社區藥局","桃園市","中壢區","新街里延平路１５１號１樓","陳柏軒","","03-4629292#22825","Y"
"開業","中民社區藥局","桃園市","中壢區","民族路二段１８２號","黃珮如","女","03-4922642","Y"
"開業","中國藥師藥局","桃園市","中壢區","中央西路二段３４號","詹?鷺","女","03-4930405","Y"
"開業","聖康藥局","桃園市","中壢區","洽溪里永平街６３號１樓","劉洪梅","女","03-2871491","Y"
"開業","晟康健保藥局","桃園市","中壢區","永光里環北路４號１樓桃園市中壢區民權路二段３４號１樓","洪明芳","男","03-4950218","Y"
"開業","裕翔藥局","桃園市","中壢區","榮民路４８號１樓","游象壽","男","03-4355499","Y"
"開業","龍東藥局","桃園市","中壢區","龍東路２０５號","張博森","","03-4383088","Y"
"開業","新健康藥局","桃園市","中壢區","元化路５號１樓","童成鍾","男","03-4266541","Y"
"開業","惠安藥局","桃園市","中壢區","中山路４５２號１樓","蔡百裕","男","03-4926750","Y"
"開業","金陵藥局","桃園市","中壢區","龍岡路三段２００號","宋美蘭","女","034589097","Y"
"開業","彤顏醫美藥局","桃園市","中壢區","元化路２７５之５號","鄭富元","男","03-4272798","Y"
"開業","鴻安中西藥局","桃園市","中壢區","新中北路二段１９１號１樓","花嘉鴻","男","03-4520615","Y"
"開業","宏奇藥局","桃園市","中壢區","延平路２４９號","徐紹華","男","03-4635979","Y"
"開業","健行藥局","桃園市","中壢區","健行路１３９號","郭麗蘭","女","03-4681988","Y"
"開業","佳愷藥局","桃園市","中壢區","中北路４７號","林妍庭","女","03-4664735、0987939052","Y"
"開業","美德中壢藥局","桃園市","中壢區","中華路二段３３０號","林芝吟","","03-4635185",""
"開業","新資生榮民大藥局","桃園市","中壢區","興仁里榮民路１０３號","徐煥照","男","03-463-6831","Y"
"開業","長偕社區藥局","桃園市","中壢區","環中東路１６０號","游家冠","男","03-4631995","Y"
"開業","杏一中壢天晟藥局","桃園市","中壢區","延平路１７３號１樓","黃翊航","","03-4554517","Y"
"開業","文化藥局","桃園市","平鎮區","文化街９２號１樓","黃呈梁","男","03-4951356","Y"
"開業","正豐藥局","桃園市","平鎮區","新榮路２５０號","蘇渼●","","034937259","Y"
"開業","名康藥局","桃園市","平鎮區","金陵路二段７２號","陳姚臻","男","03-4577559","Y"
"開業","美得藥局","桃園市","平鎮區","湧豐里南豐路３０－１號２樓","劉美吟","女","03-4697120","Y"
"開業","旭安藥局","桃園市","平鎮區","民族路三段８９號１樓","黃瑩瑩","女","03-4026260","Y"
"開業","新英藥局","桃園市","平鎮區","中豐路２０８號１樓","莊吉永","","03-4687729","Y"
"開業","雙林藥師藥局","桃園市","平鎮區","民族路二段187號","林晏妤","女","03-4913210、092451338","Y"
"開業","三立藥局","桃園市","平鎮區","金陵路二段五一二號","鄭君傑","男","03-4599230","N"
"開業","源興藥局","桃園市","平鎮區","中興路平鎮段３５７號","陳宗興","男","03-4699395",""
"開業","唯康藥局","桃園市","平鎮區","中豐路南勢二段１４４號","歐光國","男","03-4396051","Y"
"開業","大天藥局","桃園市","平鎮區","金陵路二段６號","田嘉惠","女","03-4570818","Y"
"開業","欣弘藥局","桃園市","平鎮區","中豐路山頂段２８４一１號","郭瑞蘭","","034697078","Y"
"開業","優達藥局","桃園市","平鎮區","廣明路六六號","葉煥榮","男","03-4943488","Y"
"開業","如泓藥局","桃園市","平鎮區","金陵路二段五二六號二樓","王信生","男","03-4571107","Y"
"開業","建新藥局","桃園市","平鎮區","湧光路２４號","謝新展","男","4693820","Y"
"開業","康健複合式連鎖藥局","桃園市","平鎮區","金陵路三段九一號","曹宏倫","男","03-4684601","Y"
"開業","合辰藥局","桃園市","平鎮區","自由街八號","戴明珠","女","03-4692275","N"
"開業","仁良藥局","桃園市","平鎮區","大仁街１１７號","劉華鐘","男","034576658","N"
"開業","信泰藥局","桃園市","平鎮區","南豐路３３號","游象來","男","034695253","Y"
"開業","錦興行藥局","桃園市","平鎮區","振興路１３號","彭碧紋","女","034572842","Y"
"開業","嘉新藥局","桃園市","平鎮區","中豐路山頂段２９８號","謝新瑞","男","034695086","N"
"開業","建德藥局","桃園市","平鎮區","金陵路１０３號","賴傳善","男","03-4686662","Y"
"開業","佑安藥局","桃園市","平鎮區","關爺西路４９號","劉力嘉","男","034589786","Y"
"開業","良合藥局","桃園市","平鎮區","平東路一段２３９巷６號","張金花","女","034501589","N"
"開業","裕康藥局","桃園市","平鎮區","忠孝路一九八號","徐寶操","男","03-4946678","Y"
"開業","億安藥局","桃園市","平鎮區","南豐路六十七號","林淑貞","女","03-4192487","N"
"開業","晨安藥局","桃園市","平鎮區","振興西路九十九號","魏振乾","男","034925202","Y"
"開業","鼎祥藥局","桃園市","平鎮區","關爺北路四二號","黃培芬","男","03-4679124","Y"
"開業","大益藥局","桃園市","平鎮區","金陵路２２４號","羅政明","男","034572842","Y"
"開業","天健示範藥局","桃園市","平鎮區","文化街２５２號","葉月琴","女","034937169","Y"
"開業","大乙藥局","桃園市","平鎮區","文化街３７號","徐茂誠","男","034945346","N"
"開業","仁星藥局","桃園市","平鎮區","民族路雙連二段一Ｏ六號","劉興財","男","03-4902653","Y"
"開業","譽達藥局","桃園市","平鎮區","育達路２４０號１樓","林孟翰","男","03-4922990","Y"
"開業","關西第一藥局","桃園市","龍潭區","東龍路３０３巷２號","邱來福","男","034791580","Y"
"開業","宏光藥局","桃園市","龍潭區","中興路九龍段２５３號","曾盛來","男","034798003","Y"
"開業","民和藥局","桃園市","龍潭區","中正路三林段２２５號","黃代銓","男","034892045","Y"
"開業","龍星藥局","桃園市","龍潭區","中正路２８４號２樓","陳春昭","女","03-4707390","Y"
"開業","弘安育藥局","桃園市","龍潭區","北龍路一四四號","蕭新怡","女","4808824","Y"
"開業","杏林藥師藥局","桃園市","龍潭區","龍元路２８號","鍾少雲","","03-4792550","Y"
"開業","埔心藥局","桃園市","楊梅區","永美路２２５號","卓睿靖","男","03-4311539","Y"
"開業","源鑫藥局","桃園市","楊梅區","新榮路５５號","李金星","男","034904918","Y"
"開業","永真藥局","桃園市","楊梅區","大成路３４號","李子英","男","034782918","N"
"開業","群康中西藥局","桃園市","楊梅區","民族路五段二Ｏ一巷七號","黃清溪","男","03-4906488","N"
"開業","華泰健康藥局","桃園市","楊梅區","武營街一三之一號","張秀珠","女","03-4754900","Y"
"開業","得康美藥局","桃園市","楊梅區","環南路１２８號１樓","陳蒼洲","男","0927-972-929","Y"
"開業","醫通藥局","桃園市","楊梅區","大成路１１０號","楊惠珠","女","03-4882649","Y"
"開業","家康藥師藥局","桃園市","楊梅區","文化街二三二之一號","何秋鈴","","03-4810893","Y"
"開業","新天成社區藥局","桃園市","楊梅區","中山里中山北路一段３５０號１樓","傅美惠","女","03-4782350#68821",""
"開業","華生藥局","桃園市","楊梅區","中興路８９號","莊錦萍","男","034821839","Y"
"開業","杏福藥局","桃園市","楊梅區","新興街１１８號","曾德標","男","034828178","Y"
"開業","寶生藥局","桃園市","楊梅區","楊新路一段４０４號","曾兆隆","男","034786761","Y"
"開業","中美藥局","桃園市","楊梅區","中興路７７號","謝新明","男","034822483","Y"
"開業","弘大藥局","桃園市","楊梅區","大華街十三號","羅勝財","男","","Y"
"開業","百健藥局","桃園市","楊梅區","楊江里光華街１４號１樓","李錫燦","","03-4852081",""
"開業","合康美藥局","桃園市","楊梅區","中山北路二段７９號","徐志文","男","03-4812578","Y"
"開業","成安藥局","桃園市","楊梅區","信義街一六、一八號","黃麗芳","女","03-4725462","Y"
"開業","良華藥局","桃園市","楊梅區","大成路一九二號一樓","熊克偉","男","4855458","Y"
"開業","佳禾藥局","桃園市","楊梅區","永美路３３３號","林翠槿","女","03-4827805","Y"
"開業","佑健藥師藥局","桃園市","楊梅區","中山北路二段一Ｏ八號一樓","古富美","女","03-4828225","Y"
"開業","德美藥局","桃園市","楊梅區","中正路8號","孫美蘭","女","03-2821668、0931063758","Y"
"開業","新康藥局","桃園市","楊梅區","成功路二二之一號二樓","賴玉琴","女","03-2821766","Y"
"開業","新德安藥局","桃園市","楊梅區","新成路１５１號１樓","徐俊榮","男","03-4751676","Y"
"開業","一間藥局","桃園市","新屋區","中山路三一二號","徐傑相","","03-4772355","Y"
"開業","仁福藥局","桃園市","新屋區","三角堀三四之一號","徐同享","男","0334768377","N"
"開業","廖回春藥局","桃園市","新屋區","中山路二九八之二之三號","廖經國","男","034772315","Y"
"開業","達生藥局","桃園市","新屋區","中正路９０號","林章義","男","034770150","Y"
"開業","新屋藥局","桃園市","新屋區","中華路２９４號","賴怡伶","女","03-4971008","Y"
"開業","新光藥師藥局","桃園市","新屋區","中山路三八五號","曾發佑","男","034770600","Y"
"開業","刁隆藥局","桃園市","新屋區","永安村中山西路三段四十二號","劉麗貞","女","034762869","N"
"開業","謝氏藥局","桃園市","新屋區","新屋村中華路二九Ｏ號","邱廖聰","男","4779233","Y"
"開業","宏興藥局","桃園市","新屋區","中山路４０８號","姜鳳源","","034773181","Y"
"開業","金永生藥局","桃園市","觀音區","甘泉街７號","廖文脩","","034732072","Y"
"開業","弘宗藥局","桃園市","觀音區","中山路１５號","廖經弘","男","03-4735659","Y"
"開業","廣鴻藥局","桃園市","觀音區","草漯村四維路２號１樓","徐千秋","女","03-4833015",""
"開業","甘泉藥局","桃園市","觀音區","中正路２４２號","鍾琇玲","女","","Y"
"開業","健康藥局","桃園市","觀音區","新坡里中山路二段６２５號１樓","黃永金","男","03-4989952、0910366766","Y"
"開業","廣福藥局","桃園市","觀音區","新生路４１號","黃兆標","男","034984488","Y"
"開業","敏安藥局","桃園市","桃園區","永安路６５２號","林玉香","女","03-356-3077",""
"開業","妮妮藥局","桃園市","桃園區","天祥三街３８號","鄭經玲","女","03-3585982","Y"
"開業","高特中路藥局","桃園市","桃園區","中正里廈門街９１號１樓","黃玉珊","女","0956580699","Y"
"開業","方一健保藥局","桃園市","桃園區","中山北路１３３號","陳嘉慶","男","03-3364226","Y"
"開業","大業丁丁藥局","桃園市","桃園區","大業路ㄧ段１３６號","姚乃菁","女","03-3359960",""
"開業","樂安藥局","桃園市","桃園區","經國路２０６號１樓","周郁蘭","女","03-3355169","Y"
"開業","北醫藥局","桃園市","桃園區","中正路８５４號","楊佳玲","女","0982455422","Y"
"開業","愛兒康藥局","桃園市","桃園區","龍安街１４７號１樓","劉佳幸","女","03-3789142","Y"
"開業","富仕康藥局","桃園市","桃園區","中華路１１８號地下１樓","蔡東隆","男","03-3391318","Y"
"開業","世興藥局","桃園市","桃園區","桃鶯路４５２號２樓","林康媺","女","03-3635470","Y"
"開業","維美藥局","桃園市","桃園區","成功路二段８７號１樓","溫劭宜","女","03-3359033","Y"
"開業","德吉藥師藥局","桃園市","桃園區","忠二路４３號","曾士芬","女","03-3382160",""
"開業","大愛藥師藥局","桃園市","桃園區","中正路４３５號","李湄芳","女","03-3376771","Y"
"開業","幸運草健保藥局","桃園市","桃園區","縣府路２８０號","紀乃鈞","","03-3379977、03-","Y"
"開業","宏偉藥師藥局","桃園市","桃園區","上海路５５號","劉博華","","03-3698551","Y"
"開業","均康藥局","桃園市","桃園區","中聖里國鼎一街２７號１樓之４","陳占杰","男","03-2170172","Y"
"開業","冠欣藥局","桃園市","桃園區","中正路１１４１之１號","張桂英","女","03-3179163","Y"
"開業","怡合藥局","桃園市","桃園區","大業路一段３１８號","汪百軒","男","03-3150782","Y"
"開業","七加恩聯合藥局","桃園市","桃園區","中埔二街１２３號１樓","陳朝煌","男","03-3029302","Y"
"開業","壽安藥局","桃園市","桃園區","介壽路４０２號","葉昶均","女","03-3666252",""
"開業","縣府仰望藥局","桃園市","桃園區","中山路３２３號","李芳瑜","","03-3348494","Y"
"開業","安泰藥局","桃園市","桃園區","中正路６３３號２樓","施義凱","男","03-3169685、0919-060-623","Y"
"開業","蘇蔡藥局","桃園市","桃園區","昆明路９號１樓","陳建興","男","03-3639319","Y"
"開業","新生藥局","桃園市","桃園區","新民街４號１樓","黃欽源","男","03-3354011","Y"
