年度,月份,分類,檢體名稱,農藥殘留量,抽樣衛生局,抽樣地點
"106","07~08","小葉菜類","莧菜","第滅寧Deltamethrin 0.3 (0.2)、普拔克Propamocarb hydrochloride 1.47 (不符使用規定)、百克敏Pyraclostrobin 0.02 (不符使用規定)","桃園市政府衛生局","三和行/桃園市桃園區中州街59號"
"106","07~08","小葉菜類","有機紅莧菜","合格","新北市政府衛生局","家樂福北大店/新北市樹林區大雅路288號B1樓"
"106","07~08","小葉菜類","台灣油麥菜","合格","新北市政府衛生局","大潤發(景平店)/新北市中和區景平路182號B1樓"
"106","07~08","小葉菜類","大陸妹","合格","新北市政府衛生局","義足蔬果行/新北市五股區民義路1段145號"
"106","07~08","小葉菜類","莧菜","普拔克Propamocarb hydrochloride 0.02 (不符使用規定)","新北市政府衛生局","三友黃昏市場/新北市淡水區大忠街65號"
"106","07~08","小葉菜類","溫室白杏菜（白莧菜）","合格","新北市政府衛生局","大潤發/新北市新店區環河路22號B1"
"106","07~08","小葉菜類","白莧菜","合格","新北市政府衛生局","復興蔬果行/新北市汐止區秀峰街60號"
"106","07~08","小葉菜類","莧菜","普拔克Propamocarb hydrochloride0.55 (不符使用規定)、祿芬隆Lufenuron 1.3 (1.0)","彰化縣衛生局","溪湖施家班青菜大賣場/彰化縣溪湖鎮俗俗賣綜合市場"
"106","07~08","小葉菜類","有機紅莧菜","合格","彰化縣衛生局","興業建設股份有限公司員林分公司/彰化縣埔心鄉中山路319號"
"106","07~08","小葉菜類","莧菜","普拔克Propamocarb hydrochloride 0.29 (不符使用規定)","彰化縣衛生局","施家班青菜大賣場/彰化縣員林市興學二街18號"
"106","07~08","小葉菜類","有機莧菜(紅)","合格","彰化縣衛生局","台灣楓康超市股份有限公司員林分公司/彰化縣員林市莒光路560號"
"106","07~08","小葉菜類","小芥菜","合格","臺東縣衛生局","東裕/果菜市場"
"106","07~08","小葉菜類","紅鳳菜","合格","新竹縣政府衛生局","竹東市場(韓福琮)/"
"106","07~08","小葉菜類","紅鳳菜","合格","新竹縣政府衛生局","竹北市場/"
"106","07~08","小葉菜類","刈菜","合格","高雄市政府衛生局","愛國百貨股份有限公司/高雄市仁武區仁忠路149號1樓"
"106","07~08","小葉菜類","紅莧菜","合格","臺北市政府衛生局","菜攤/臺北市內湖區民權東路6段90巷31弄7號"
"106","07~08","小葉菜類","紅莧菜","合格","臺北市政府衛生局","世冠蔬果行/臺北市內湖區江南街22號"
"106","07~08","小葉菜類","有機莧菜(白)(A)","合格","南投縣政府衛生局","台灣楓康超市/南投縣南投市中興路501號"
"106","07~08","小葉菜類","紅鳳菜","歐滅松Omethoate 0.06 (不得檢出)","桃園市政府衛生局","興達蔬菓行/桃園市龜山區南祥路70號"
"106","07~08","小葉菜類","紅鳳菜","陶斯松Chlorpyrifos 1.4 (1.0)","桃園市政府衛生局","無市招菜攤/桃園市桃園區和平路41號攤位"
"106","07~08","小葉菜類","有機莧菜(紅)(A)","合格","臺中市政府衛生局","楓康超市大連分公司/台中市北屯區大連路三段23號"
"106","07~08","小葉菜類","莧菜","待克利Difenoconazole 0.02 (不符使用規定)、草殺淨Ametryn 0.02 (不得檢出)、賽座滅Cyazofamid 0.02 (不符使用規定)、普拔克Propamocarb hydrochloride 0.03 (不符使用規定)","南投縣政府衛生局","周彥邦/南投縣草屯鎮中山街383號"
"106","07~08","小葉菜類","有機紅莧菜","合格","臺中市政府衛生局","奇美生活本舖有機食品/台中市豐原區府前街129號"
"106","07~08","小葉菜類","有機紅莧菜","合格","臺中市政府衛生局","全聯實業股份有限公司雅環分公司/台中市大雅區雅環路二段87號"
"106","07~08","小葉菜類","紅莧菜","合格","臺中市政府衛生局","大雅蔬果行/台中市大雅區永和路237號"
"106","07~08","小葉菜類","紅鳳菜","合格","新北市政府衛生局","嘉和行-408攤/蘆洲區復興路411巷10號"
"106","07~08","小葉菜類","紅鳳菜","滅草胺Metazachlor 0.03 (不得檢出)","新北市政府衛生局","無市招菜攤/新北市板橋區文化路1段435巷34號攤商"
"106","07~08","小葉菜類","芥菜","合格","屏東縣政府衛生局","東來生鮮超市/屏東縣內埔鄉勝利路232號"
"106","07~08","小葉菜類","芥菜","合格","屏東縣政府衛生局","西螺網室蔬菜/屏東縣內埔鄉中興路66號"
"106","07~08","小葉菜類","芥菜","合格","屏東縣政府衛生局","蔬菜攤商-吳俊良(內埔黃昏市場)/屏東縣內埔鄉中興路175號前攤商"
"106","07~08","小葉菜類","大陸妹(大A)","合格","嘉義縣衛生局","佳美農產行/嘉義縣朴子市平和里市東路9號"
"106","07~08","小葉菜類","大陸妹","合格","嘉義縣衛生局","36彥宏蔬菜攤/嘉義縣民雄鄉中樂市場"
"106","07~08","小葉菜類","芥菜","合格","嘉義縣衛生局","攤販-陳羿成/嘉義縣民雄鄉中樂市場"
"106","07~08","小葉菜類","芥菜","合格","嘉義縣衛生局","菜攤-武氏秋/嘉義縣溪口鄉溪東村忠孝街33號旁"
"106","07~08","小葉菜類","大陸妹","合格","嘉義縣衛生局","菜攤-何意婷/嘉義縣溪口鄉溪東村忠孝街31號附1"
"106","07~08","小葉菜類","芥菜","合格","高雄市政府衛生局","林園早市場/高雄市林園區福興街攤商與林園北路交叉口"
"106","07~08","小葉菜類","芥菜","合格","高雄市政府衛生局","林園早市場/高雄市林園區福興街攤商與林園北路交叉口"
"106","07~08","小葉菜類","大陸妹","合格","高雄市政府衛生局","北海道生鮮超市/高雄市彌陀區中正西路261巷39-5號"
"106","07~08","小葉菜類","大陸妹","合格","高雄市政府衛生局","金昭商行/高雄市永安區維新路30號"
"106","07~08","小葉菜類","大陸A菜","合格","高雄市政府衛生局","全聯實業股份有限公司/高雄市阿蓮區民族路38巷13號"
"106","07~08","小葉菜類","油菜","合格","金門縣衛生局","金門縣農會特產中心/金門縣金城鎮民生路6號"
"106","07~08","小葉菜類","青江菜","佈飛松Profenophos 2.23 (1.0)","宜蘭縣政府衛生局","亞端果菜行/宜蘭縣宜蘭市黎明二路1號42攤"
"106","07~08","小葉菜類","青江菜","合格","宜蘭縣政府衛生局","江淑玲攤商(北門江春記)/宜蘭縣宜蘭市舊城北路121號"
"106","07~08","小葉菜類","青江菜","合格","宜蘭縣政府衛生局","金是金股份有限公司/宜蘭縣員山鄉永同路3段20號"
"106","07~08","小葉菜類","青江菜","合格","屏東縣政府衛生局","全聯實業股份有限公司屏東勝利分公司/屏東縣屏東市勝利東路41號"
"106","07~08","小葉菜類","油菜","合格","新北市政府衛生局","清水素食館/新北市土城區清水路183號"
"106","07~08","小葉菜類","油菜","脫芬瑞Tolfenpyrad 2.18 (0.5)","新北市政府衛生局","石二鍋新莊輔大店/新北市新莊區建國一路61號"
"106","07~08","小葉菜類","油菜","合格","新北市政府衛生局","全國素食/新北市新店區民權路46之3號"
"106","07~08","小葉菜類","油菜","合格","新北市政府衛生局","無市招菜攤/新北市板橋區民有街1號"
"106","07~08","小葉菜類","油菜","合格","新北市政府衛生局","無市招菜攤/新北市三重區力行路1段"
"106","07~08","小葉菜類","青江菜","合格","臺中市政府衛生局","台灣楓康超市三民店/台中市北區三民路三段345號"
"106","07~08","小葉菜類","小白菜","合格","臺中市政府衛生局","台灣楓康超市三民店/台中市北區三民路三段345號"
"106","07~08","小葉菜類","有機-白菜(小松)","合格","臺中市政府衛生局","台灣楓康超市三民店/台中市北區三民路三段345號"
"106","07~08","小葉菜類","美國蘿美心2入/袋","合格","臺中市政府衛生局","愛買/台中市南區復興路1段359號1樓及地下2樓"
"106","07~08","小葉菜類","有機紅莧菜","合格","嘉義縣衛生局","全聯實業股份有限公司/嘉義縣太保市中興路一段609號"
"106","07~08","小葉菜類","韭菜","合格","嘉義縣衛生局","佳美農產/嘉義縣朴子市光復新路292號"
"106","07~08","小葉菜類","青江菜","合格","新竹縣政府衛生局","千葉火鍋竹北店/新竹縣竹北市自強北路20號"
"106","07~08","小葉菜類","豌豆苗","合格","臺北市政府衛生局","蔬果攤/台北市松山區八德路3段74巷25號"
"106","07~08","小葉菜類","青蔥","合格","臺北市政府衛生局","潤泰創新國際股份有限公司中崙分公司/台北市中山區八德路2段306號"
"106","07~08","小葉菜類","履歷青江菜(全聯)","合格","臺北市政府衛生局","全聯實業股份有限公司中山興安分公司/台北市中山區興安街55號地下樓"
"106","07~08","小葉菜類","青江菜","合格","臺北市政府衛生局","臺北農產運銷股份有限公司-第二果菜批發市場/台北市中山區民族東路336號"
"106","07~08","小葉菜類","油菜","得克利Tebuconazole 0.11 (不符使用規定)","臺北市政府衛生局","臺北農產運銷股份有限公司-第二果菜批發市場/台北市中山區民族東路336號"
"106","07~08","小葉菜類","韭菜","合格","臺北市政府衛生局","臺北農產運銷股份有限公司-第二果菜批發市場/台北市中山區民族東路336號"
"106","07~08","小葉菜類","韭菜","合格","嘉義縣衛生局","大盤大朴子商行/嘉義縣朴子市文化南路42號"
"106","07~08","小葉菜類","有機轉型青江菜","合格","基隆市政府衛生局","愛買量販/基隆市信義區深溪路53號B1"
"106","07~08","小葉菜類","油菜","合格","臺北市政府衛生局","台北農產運銷股份有限公司第一果菜批發市場/台北市萬華區萬大路533號"
"106","07~08","小葉菜類","韭菜","合格","臺北市政府衛生局","台北農產運銷股份有限公司第一果菜批發市場/台北市萬華區萬大路533號"
"106","07~08","小葉菜類","芥藍菜","合格","臺北市政府衛生局","台北農產運銷股份有限公司第一果菜批發市場/台北市萬華區萬大路533號"
"106","07~08","小葉菜類","青江菜","合格","基隆市政府衛生局","南興市場-蔬菜攤/基隆市七堵區南興路072號前"
"106","07~08","小葉菜類","青江白菜","合格","新竹縣政府衛生局","全聯/新竹縣新埔鎮中正路137號"
"106","07~08","小葉菜類","大陸妹","合格","連江縣衛生福利局","市攤-劉好金/連江縣南竿鄉介壽村100號"
"106","07~08","小葉菜類","有機油菜","合格","新北市政府衛生局","棉花田/新北市中和區中和路422號"
"106","07~08","小葉菜類","韮菜","合格","桃園市政府衛生局","自由聯盟/桃園市中壢區環北路161號1樓"
"106","07~08","小葉菜類","韭菜","合格","連江縣衛生福利局","榮興商店/連江縣南竿鄉介壽村361號"
"106","07~08","小葉菜類","地瓜葉","合格","連江縣衛生福利局","鮮集斯/連江縣南竿鄉介壽村84號"
"106","07~08","小葉菜類","青江菜","合格","苗栗縣政府衛生局","大潤發頭份店/苗栗縣頭份市東庄里自強路230號"
"106","07~08","小葉菜類","美國芹菜","合格","苗栗縣政府衛生局","大潤發頭份店/苗栗縣頭份市東庄里自強路230號"
"106","07~08","小葉菜類","萵苣","合格","高雄市政府衛生局","濰克早午餐/高雄市旗山區中華路1012號"
"106","07~08","小葉菜類","萵苣","合格","高雄市政府衛生局","千葉火鍋(大桔發企業有限公司)/高雄市鳳山區(二)一甲里鳳南路165號"
"106","07~08","小葉菜類","青江白菜","芬普尼Fipronil 0.036 (不符使用規定)","高雄市政府衛生局","好市多股份有限公司/高雄市前鎮區中華五路656號"
"106","07~08","小葉菜類","小白菜-K白","合格","高雄市政府衛生局","好市多股份有限公司/高雄市前鎮區中華五路656號"
"106","07~08","小葉菜類","西芹","合格","高雄市政府衛生局","我家牛排小吃部/高雄市岡山區大德一路26號"
"106","07~08","小葉菜類","大陸妹","合格","基隆市政府衛生局","好康蔬果店/基隆信義區義七路7號"
"106","07~08","小葉菜類","大陸妹","合格","基隆市政府衛生局","復興蔬果行/基隆市仁愛區仁五路8號1樓"
"106","07~08","小葉菜類","大陸妹","合格","基隆市政府衛生局","富源蔬果店/基隆市仁愛區愛九路1號"
"106","07~08","小葉菜類","莧菜","達特南Dinotefuran 0.66 (不得檢出)","基隆市政府衛生局","蔬菜攤/基隆市安樂區樂一路52號"
"106","07~08","小葉菜類","白莧菜","合格","基隆市政府衛生局","東逸企業股份有限公司八堵物流中心/基隆市安樂區安和二街15號B棟"
"106","07~08","小葉菜類","莧菜","合格","基隆市政府衛生局","宏昌生鮮蔬果行/基隆市安樂區樂利三街112號"
"106","07~08","小葉菜類","福山萵苣","達克利Diniconazole 0.07 (不得檢出)、普克利Propiconazole 0.35 (不符使用規定)、護矽得Flusilazole 0.20 (不得檢出)","基隆市政府衛生局","惠康百貨股份有限公司常青分公司/基隆市安樂區安樂路二段164號地下一樓"
"106","07~08","小葉菜類","有機莧菜","合格","基隆市政府衛生局","全聯實業股份有限公司基隆信義所/基隆市信義區義六路5號地下一樓"
"106","07~08","小葉菜類","大陸妹","合格","基隆市政府衛生局","美華軒企業有限公司/基隆市仁愛區仁一路281號"
"106","07~08","小葉菜類","芥菜","合格","澎湖縣衛生局","來珠號/北辰市場1A12號(住家:澎湖縣馬公市三多路300號)"
"106","07~08","小葉菜類","小葉芥菜","護矽得Flusilazole 0.03 (不得檢出)、芬普尼Fipronil 0.012 (不符使用規定)","澎湖縣衛生局","蔡青果商行/澎湖縣馬公市大智街19號"
"106","07~08","小葉菜類","莧菜","合格","苗栗縣政府衛生局","榮新果菜行/苗栗縣頭份市中山路10號"
"106","07~08","小葉菜類","莧菜","合格","苗栗縣政府衛生局","南苗市場唐媽媽果菜小舖/苗栗市綠苗里中正路740巷內"
"106","07~08","小葉菜類","有機白莧菜","合格","苗栗縣政府衛生局","大潤發/頭份市自強路230號"
"106","07~08","小葉菜類","白莧菜","合格","苗栗縣政府衛生局","成興生鮮超市/苗栗縣苑裡鎮客庄里新興路41號"
"106","07~08","小葉菜類","大陸妹","合格","臺南市政府衛生局","大潤發流通事業股份有限公司台南佳里店分公司/臺南市佳里區民安里同安寮80-2號"
"106","07~08","小葉菜類","大陸妹","合格","臺南市政府衛生局","大潤發流通事業股份有限公司台南佳里店分公司/臺南市佳里區民安里同安寮80-2號"
"106","07~08","小葉菜類","大陸妹","合格","臺南市政府衛生局","淑淑的賣商行有限公司/臺南市北區西門路4段40號"
"106","07~08","小葉菜類","小芥菜","合格","臺南市政府衛生局","淑淑的賣商行有限公司/臺南市北區西門路4段40號"
"106","07~08","小葉菜類","芥菜","合格","臺南市政府衛生局","吉野樂有限公司/台南市永康區復國一路322巷6號"
"106","07~08","小葉菜類","小芥菜","合格","臺南市政府衛生局","惠康百貨股份有限公司永康分公司/台南市永康區中華路181號1樓"
"106","07~08","小葉菜類","紅鳳菜","合格","基隆市政府衛生局","好康蔬果店/基隆市信義區義七路7號"
"106","07~08","小葉菜類","紅鳳菜","合格","基隆市政府衛生局","復鑫蔬果店/基隆市信義區仁一路61號1樓"
"106","07~08","小葉菜類","有機小芥菜","合格","彰化縣衛生局","大潤發員林分公司(興業建設股份有限公司員林分公司)/彰化縣埔心鄉瓦南村中山路319號2-3樓"
"106","07~08","小葉菜類","紅鳳菜","合格","彰化縣衛生局","家樂福(家福股份有限公司彰化分公司)/彰化市茄南里金馬路二段321號"
"106","07~08","小葉菜類","芥菜","貝芬替Carbendazim 1.8 (1.0)","彰化縣衛生局","鴻福商行/彰化縣福興鄉沿海路5段154號"
"106","07~08","小葉菜類","紅鳳菜","貝芬替Carbendazim 1.83 (1.0)、賓克隆Pencycuron 2.6 (2.5)、畢達本Pyridaben 1.40 (不得檢出)、得芬諾Tebufenozide 9.9 (5.0)","彰化縣衛生局","大盤大百貨(大盤百貨有限公司)/彰化縣北斗鎮復興路366號"
"106","07~08","小葉菜類","白莧菜","普拔克Propamocarb hydrochloride 0.45 (不符使用規定)","花蓮縣衛生局","花蓮縣遠東愛買量販店/花蓮縣花蓮市富吉路104號"
"106","07~08","小葉菜類","省產蘿美(大陸妹)","合格","花蓮縣衛生局","花蓮縣家樂福/花蓮縣新城鄉嘉里路15號"
"106","07~08","小葉菜類","白萈菜","合格","花蓮縣衛生局","花蓮市農會自強超市/花蓮市國富里富國路20號"
"106","07~08","小葉菜類","萈菜","合格","花蓮縣衛生局","菓峰果菜行/花蓮縣光復鄉中正路1段115號"
"106","07~08","小葉菜類","大陸妹","合格","花蓮縣衛生局","宏佳果菜行/花蓮縣玉里鎮玉里市場果菜類第9號"
"106","07~08","小葉菜類","萈菜","合格","花蓮縣衛生局","順竟行/花蓮縣玉里鎮玉里市場14鋪"
"106","07~08","小葉菜類","A菜","合格","臺東縣衛生局","大潤發/台東市中興路三段592號"
"106","07~08","小葉菜類","小芥菜","合格","臺東縣衛生局","丸周商號/台東果菜批發市場/台東市濟南街61巷180號"
"106","07~08","小葉菜類","莧菜","合格","臺東縣衛生局","陳順利/台東果菜批發市場/台東市濟南街61巷180號"
"106","07~08","小葉菜類","大陸妹","合格","臺東縣衛生局","呂國卿/台東果菜批發市場/台東市濟南街61巷180號"
"106","07~08","小葉菜類","小割菜","合格","嘉義縣衛生局","大盤大朴子商行/嘉義縣朴子市文化南路42號"
"106","07~08","小葉菜類","莧菜","普拔克Propamocarb hydrochloride 0.10 (不符使用規定)","澎湖縣衛生局","大億號/澎湖縣馬公市大智街24巷5號"
"106","07~08","小葉菜類","紅莧菜","賽座滅Cyazofamid 0.04 (不符使用規定)","澎湖縣衛生局","大億號/澎湖縣馬公市大智街24巷5號"
"106","07~08","小葉菜類","大陸妹","合格","澎湖縣衛生局","大億號/澎湖縣馬公市大智街24巷5號"
"106","07~08","小葉菜類","省產蘿美","合格","宜蘭縣政府衛生局","家福股份有限公司宜蘭分公司/宜蘭縣宜蘭市民權路二段38巷2號B2"
"106","07~08","小葉菜類","有機白莧菜","合格","宜蘭縣政府衛生局","家福股份有限公司宜蘭分公司/宜蘭縣宜蘭市民權路二段38巷2號B2"
"106","07~08","小葉菜類","芥菜","合格","南投縣政府衛生局","南投縣智障者家長協會/南投縣集集鎮文心街206號"
"106","07~08","小葉菜類","有機紅鳳菜","合格","臺中市政府衛生局","大買家股份有限公司台中北屯分公司/台中市北屯區北屯路370號"
"106","07~08","小葉菜類","芥菜","合格","臺中市政府衛生局","大買家國光店/台中市大里區國光路二段710號"
"106","07~08","小葉菜類","台灣有機小芥菜","合格","臺中市政府衛生局","遠百愛買/台中市南區復興路1段359號1樓及地下2樓"
"106","07~08","小葉菜類","莧菜","合格","宜蘭縣政府衛生局","陳建良菜攤/宜蘭縣羅東鎮民族路9-7號旁攤"
"106","07~08","小葉菜類","大陸妹","合格","宜蘭縣政府衛生局","家福股份有限公司宜蘭分公司/宜蘭縣宜蘭市民權路二段38巷2號B2"
"106","07~08","小葉菜類","紅鳳菜","合格","臺中市政府衛生局","金喜美公司中清營業所/台中市大雅區中清路4段747號"
"106","07~08","小葉菜類","紅莧菜","合格","屏東縣政府衛生局","和生市場陳秀枝菜販/屏東市和生路二段221號"
"106","07~08","小葉菜類","莧菜","合格","屏東縣政府衛生局","建國市場洪月華菜販/屏東市建華一街114號"
"106","07~08","小葉菜類","莧菜","合格","屏東縣政府衛生局","建國市場王林招蕊菜販/屏東市建國里光明街102號旁(轉角)"
"106","07~08","根莖菜類","原味百合","合格","金門縣衛生局","存仁/金門縣金城鎮莒光路59號"
"106","07~08","根莖菜類","百合","合格","金門縣衛生局","存德中藥房/金門縣金城鎮莒光路38號"
"106","07~08","根莖菜類","百合","合格","雲林縣衛生局","大潤發流通事業股份有限公司斗南分公司/雲林縣斗南鎮西歧里文化街119巷21號1樓"
"106","07~08","根莖菜類","紅羅蔔","合格","高雄市政府衛生局","席緣企業社/高雄市楠梓區德賢路378號"
"106","07~08","根莖菜類","紅蘿蔔","合格","嘉義市政府衛生局","全聯友愛分公司/嘉義市西區友愛路402-406號1樓"
"106","07~08","根莖菜類","胡蘿蔔","合格","雲林縣衛生局","全聯實業股份有限公司雲林斗六分公司/雲林縣斗六市莊敬路43號"
"106","07~08","根莖菜類","紅蘿蔔","合格","苗栗縣政府衛生局","三義市場外攤商-陳玲如/苗栗縣三義鄉新生路39號門口"
"106","07~08","根莖菜類","北海道百合根(1入)","扶吉胺Fluazinam 0.31 (不得檢出)","桃園市政府衛生局","家樂福中壢店/桃園市中壢區中山東路二段510號"
"106","07~08","根莖菜類","百合","合格","新竹縣政府衛生局","老大生中西藥局/新竹縣竹東鎮大同路36號"
"106","07~08","根莖菜類","地瓜","合格","雲林縣衛生局","郭春燕/雲林縣西螺鎮果菜市場第一棟66號"
"106","07~08","根莖菜類","紅蘿蔔","合格","雲林縣衛生局","斗六文化分公司/雲林縣斗六市文化路65號"
"106","07~08","根莖菜類","胡蘿蔔","合格","雲林縣衛生局","里仁事業股份有限公司斗六分公司/雲林縣斗六市慶生路8號1樓"
"106","07~08","根莖菜類","筊白筍","合格","雲林縣衛生局","全聯雲林斗南分公司/雲林縣斗南鎮東仁里12鄰中山路32巷6號1樓"
"106","07~08","根莖菜類","蘿蔔","二硫代胺基甲酸鹽類Dithiocarbamates 1.0 (0.5)","雲林縣衛生局","斗六文化分公司/雲林縣斗六市文化路65號"
"106","07~08","根莖菜類","馬鈴薯","合格","雲林縣衛生局","全聯雲林斗南分公司/雲林縣斗南鎮東仁里12鄰中山路32巷6號1樓"
"106","07~08","根莖菜類","鮮百合片","合格","彰化縣衛生局","中華素料超市/彰化縣彰化市文化里中正路1段250號"
"106","07~08","根莖菜類","日本百合","合格","彰化縣衛生局","興業建設股份有限公司員林分公司/彰化縣埔心鄉瓦南村中山路319號2-3樓"
"106","07~08","根莖菜類","玉米筍","合格","雲林縣衛生局","台灣糖業股份有限公司量販事業部北港量販店/雲林縣北港鎮華南路101號"
"106","07~08","根莖菜類","蘆筍","合格","雲林縣衛生局","台灣糖業股份有限公司量販事業部北港量販店/雲林縣北港鎮華南路101號"
"106","07~08","根莖菜類","胡蘿蔔","合格","雲林縣衛生局","台灣糖業股份有限公司量販事業部北港量販店/雲林縣北港鎮華南路101號"
"106","07~08","根莖菜類","美國有機胡蘿蔔","合格","臺北市政府衛生局","統健實業股份有限公司天母門市(聖德科斯)/台北市士林區天母西路28號1樓"
"106","07~08","根莖菜類","玉米筍","合格","臺南市政府衛生局","全聯實業股份有限公司台南小東分公司/台南市東區小東路246號1、2樓"
"106","07~08","根莖菜類","有機甜菜根","合格","臺南市政府衛生局","全聯實業股份有限公司永康永大分公司/台南市永康區永大路三段39號"
"106","07~08","根莖菜類","有機玉米筍","合格","臺南市政府衛生局","全聯實業股份有限公司永康永大分公司/台南市永康區永大路三段39號"
"106","07~08","根莖菜類","有機(轉型期)紅鬚玉米筍","合格","臺南市政府衛生局","(家福)便利購台南開元店/台南市北區開元路501號503號505號507號"
"106","07~08","根莖菜類","三安胡蘿蔔","合格","臺中市政府衛生局","家樂福崇德店/台中市北區崇德路一段635號"
"106","07~08","根莖菜類","有機馬鈴薯","合格","花蓮縣衛生局","光豐農會生鮮超市/花蓮縣光復鄉大華村華新街1號"
"106","07~08","根莖菜類","洋蔥","合格","苗栗縣政府衛生局","永揚果菜行/苗栗縣頭份市東興路38號"
"106","07~08","根莖菜類","有機玉米筍","合格","苗栗縣政府衛生局","全聯實業股份有限公司/苗栗縣銅鑼鄉大同路51.53號"
"106","07~08","根莖菜類","北海道百合根","合格","宜蘭縣政府衛生局","家福股份有限公司宜蘭分公司/宜蘭縣宜蘭市民權路2段38巷2號B2"
"106","07~08","根莖菜類","3級龍牙百合","合格","宜蘭縣政府衛生局","寶元堂蔘藥行/宜蘭縣羅東鎮民生路25號"
"106","07~08","根莖菜類","國產馬鈴薯","合格","嘉義市政府衛生局","全聯竹圍門市/嘉義市西區四維路368號"
"106","07~08","根莖菜類","美國洋蔥","合格","新北市政府衛生局","頂好惠康超市汐止店/新北市汐止區建成路39號1樓"
"106","07~08","根莖菜類","有機甜菜根","合格","嘉義縣衛生局","全聯實業股份有限公司/嘉義縣太保市中興路一段609號"
"106","07~08","根莖菜類","進口馬鈴薯","合格","嘉義縣衛生局","全聯實業股份有限公司/嘉義縣太保市中興路一段609號"
"106","07~08","根莖菜類","進口蘿蔔","合格","新竹縣政府衛生局","全聯/新竹縣新埔鎮中正路137號"
"106","07~08","根莖菜類","蘿蔔","合格","臺南市政府衛生局","全聯實業股份有限公司台南湖美分公司/台南市北區和緯路5段30號1樓"
"106","07~08","根莖菜類","日本葵遙甘藷","合格","臺南市政府衛生局","全聯實業股份有限公司台南仁德分公司/台南市仁德區後壁村民安路一段402號"
"106","07~08","根莖菜類","進口蘿蔔","合格","臺南市政府衛生局","全聯實業股份有限公司台南仁德分公司/台南市仁德區後壁村民安路一段402號"
"106","07~08","根莖菜類","玉米筍","合格","臺南市政府衛生局","大潤發流通事業股份有限公司-安平分公司/台南市安平區郡平路42號"
"106","07~08","根莖菜類","進口洋蔥","合格","臺南市政府衛生局","全聯實業股份有限公司台南湖美分公司/台南市北區和緯路5段30號1樓"
"106","07~08","根莖菜類","進口馬鈴薯","合格","臺南市政府衛生局","全聯實業股份有限公司台南湖美分公司/台南市北區和緯路5段30號1樓"
"106","07~08","根莖菜類","日本山藥","合格","臺南市政府衛生局","全聯實業股份有限公司台南湖美分公司/台南市北區和緯路5段30號1樓"
"106","07~08","根莖菜類","山東白蘿蔔","合格","臺南市政府衛生局","大潤發流通事業股份有限公司台南佳里店分公司/台南市佳里區民安里同安寮80-2號"
"106","07~08","根莖菜類","日本山藥","合格","臺南市政府衛生局","大潤發流通事業股份有限公司台南佳里店分公司/台南市佳里區民安里同安寮80-2號"
"106","07~08","根莖菜類","蘿蔔","合格","桃園市政府衛生局","全聯福利中心龜山萬壽分公司/桃園市龜山區中和南路40號42號"
"106","07~08","根莖菜類","生機龍牙百合","合格","桃園市政府衛生局","米倉雜糧行/桃園市中壢區忠孝路70號"
"106","07~08","根莖菜類","白蘿蔔","合格","苗栗縣政府衛生局","家福股份有限公司苗栗分公司/苗栗縣苗栗市文聖里國華路599號"
"106","07~08","蕈菜類","善美的有機杏鮑菇","合格","臺南市政府衛生局","全聯實業股份有限公司台南小東分公司/台南市東區小東路246號1、2樓"
"106","07~08","蕈菜類","有機杏鮑菇","合格","臺南市政府衛生局","全聯實業股份有限公司永康永大分公司/台南市永康區永大路三段39號"
"106","07~08","蕈菜類","有機白精靈菇","合格","臺南市政府衛生局","全聯實業股份有限公司中華西分公司/台南市南區中華西路一段306號"
"106","07~08","蕈菜類","有機鴻禧菇","合格","臺南市政府衛生局","全聯實業股份有限公司中華西分公司/台南市南區中華西路一段306號"
"106","07~08","蕈菜類","有機杏鮑菇","合格","臺南市政府衛生局","全聯實業股份有限公司中華西分公司/台南市南區中華西路一段306號"
"106","07~08","蕈菜類","有機金針菇","合格","臺南市政府衛生局","全聯實業股份有限公司中華西分公司/台南市南區中華西路一段306號"
"106","07~08","蕈菜類","有機金針菇","合格","宜蘭縣政府衛生局","家福股份有限公司宜蘭分公司/宜蘭縣宜蘭市民權路2段38巷2號B2"
"106","07~08","蕈菜類","有機黑美人蠔菇","合格","宜蘭縣政府衛生局","家福股份有限公司宜蘭分公司/宜蘭縣宜蘭市民權路2段38巷2號B2"
"106","07~08","蕈菜類","鮮香菇","合格","宜蘭縣政府衛生局","喜互惠龍德店(蘭陽福利事業股份有限公司)/宜蘭縣蘇澳鎮福德路440.442.444號"
"106","07~08","蕈菜類","善美的有機杏鮑菇","合格","嘉義縣衛生局","全聯實業股份有限公司/嘉義縣太保市中興路一段609號"
"106","07~08","蕈菜類","善美的有機白精靈菇","合格","嘉義縣衛生局","全聯實業股份有限公司/嘉義縣太保市中興路一段609號"
"106","07~08","蕈菜類","有機白精靈菇","合格","嘉義縣衛生局","台糖蜜鄰便利超市/嘉義縣太保市安仁里嘉朴東路一段108號~110號"
"106","07~08","蕈菜類","鮮採有機黑木耳","合格","嘉義縣衛生局","台糖蜜鄰便利超市/嘉義縣太保市安仁里嘉朴東路一段108號~110號"
"106","07~08","蕈菜類","新社有機杏鮑菇","合格","苗栗縣政府衛生局","卓蘭街生鮮超市/苗栗縣卓蘭鎮復興路1號"
"106","07~08","果菜類","甜椒","合格","金門縣衛生局","全聯實業股份有限公司金門慈湖分公司/金門縣金寧鄉下埔下56-1號"
