燈號,標題名稱,事件過程,處置建議,附檔,更新日期
"紅燈","有關歐盟發布訊息，Coppola品牌「Keratin Complex Repair Therapy – Intense RX (Hair treatment products)」化粧品含甲醛乙事","◎有關歐盟發布訊息，Coppola品牌「Keratin Complex Repair Therapy – Intense RX (Hair treatment products)」化粧品含甲醛，可能對人體產生危害。 ◎本署已於94年公告甲醛為化粧品禁止使用之成分。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.fda.gov.tw，通報專線02-23960100","為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2013-06-10"
"紅燈","有關歐盟(奧地利)發布訊息，象牙海岸Skin Light廠牌Lightening cream - Aufhellercreme, La Creme Traitante Eclaircissante, Skin Light化粧品擅自添加藥品成分「Hydroquinone」而回收乙事：","◎奧地利發布消費警訊，有關象牙海岸Skin Light廠牌Lightening cream - Aufhellercreme, La Creme Traitante Eclaircissante, Skin Light化粧品，Type/number of model: Lot: CSL DI5, tube seam: 01122011，因檢出含有藥品成分Hydroquinone 6.6± 0.2%，可能對人體產生危害，故回收此產品。◎Hydroquinone為藥品成分，衛生署未核准可添加在化粧品中，如違法添加，係違反藥事法之規定，可處十年以下有期徒刑，並得併科新台幣1千萬以下罰金。◎衛生署並未核准該產品進口販售，呼籲消費者不要自國外、網路或其他通路商購買該產品使用。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2010-05-24"
"黃燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルアートペン」，因產品中檢出甲醛，故進行回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルアートペン (１３７　レッド、１３８　ピンク、１３９　イエロー，批號：ＰＥ１５０６０１) 」，因產品中檢測到不被允許添加的甲醛，故進行回收。 ◎ 按甲醛成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。。◎為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2015-10-21"
"黃燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルメタリック」，因產品中檢出甲醛，故進行回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルメタリック(１３１　ピンク，批號：ＰＥ１５０６０１，因該產品未符合化粧品基準，被查出含有甲醛，故回收。 ◎ 按甲醛成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。","","2015-11-04"
"紅燈","有關歐盟（United Kingdom）發布訊息中國Creative Play廠牌之Children’s make up set-Creative Play 3 in 1 Cosmetics-Create a Face化粧品遭重金屬污染乙事：","◎中國Creative Play廠牌之Children’s make up set-Creative Play 3 in 1 Cosmetics-Create a Face化粧品，Item number 137034，因產品中綠色蠟筆含重金屬鉛1747 mg及鉻224 mg，可能影響人體健康。 ◎按「鉛」及「鉻」是為重金屬，經人體吸收後，會影響人體健康，為確保消費者健康，我國化粧品衛生管理法令規定不得擅自添加鉛、鉻及其化合物於化粧品中，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎ 衛生署呼籲消費者勿自行由國外、網路或其他通路商購買該產品使用，以保障消費者之健康與權益。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2009-10-21"
"紅燈","有關歐盟（捷克）發布訊息，產地不明之Lucci品牌「Nail Polish ＂Lak na nehty＂ (Nail polish)」化粧品含Di(2-ethylhexyl)phthalate (DEHP) 塑化劑而回收乙事","◎有關歐盟（捷克）發布訊息，產地不明之Lucci品牌「Nail Polish ＂Lak na nehty＂ (Nail polish)」化粧品，Type/number of model: Lucci Colour 38，因含「Di(2-ethylhexyl)phthalate (DEHP)」塑化劑0.09%，故回收此產品。 ◎按「鄰苯二甲酸二（2-乙基己基）酯(Di(2-ethylhexyl)phthalate (DEHP)」是一種塑化劑，經人體吸收後，會影響人體內分泌系統，為維護國民健康，依我國化粧品衛生管理規定，「鄰苯二甲酸二（2-乙基己基）酯(Di(2-ethylhexyl)phthalate (DEHP)」不得擅自添加在化粧品中，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。◎衛生署並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2012-03-13"
"黃燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルグローインザダーク」，因產品中檢出甲醛，故進行回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルグローインザダーク(１１７　パープル，批號：ＰＥ１５０６０１，因該產品未符合化粧品基準，被查出含有甲醛，故回收。 ◎ 按甲醛成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。","","2015-11-04"
"黃燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルスモールグリッター」，因產品中檢出甲醛，故進行回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルスモールグリッター(２３　クリスタルヌード、２６　１９７０ｓ、２７　クリスタルピンク、２９　クリスタルレッド、３０　マンゴーシャーベット、３３　エメラルド、７９　ミルキーウェイ、８０　ミラクル、８１　バイオレット　スパークル、８３　ブリリアントパープル、８８　スパーク、８９　クリスタルブラック，批號：ＰＥ１５０６０１，因該產品未符合化粧品基準，被查出含有甲醛，故回收。 ◎ 按甲醛成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。","","2015-11-04"
"紅燈","有關歐盟(荷蘭)發布消費警訊，原產地巴西INOAR professional品牌之「G.Hair, Formula Original Alema (Hair treatment product)」化粧品含甲醛乙事","◎荷蘭發布消費警訊，原產地巴西INOAR professional品牌之「G.Hair, Formula Original Alema (Hair treatment product)」化粧品，批號: 7898277570028 batch 10.2012 L.0421，因含甲醛7.0%，可能對人體產生危害。 ◎按甲醛（Formaldehyde）成分，衛生署已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎衛生署並未核准該產品進口販售，呼籲消費者不要自國外、網路或其他通路商購買該產品使用。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.fda.gov.tw，通報專線：02-2396-0100。","為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2013-05-27"
"黃燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイル」，因產品中檢出甲醛，故進行回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイル(５４　ヌードグリーン、５９　サファイア，批號：ＰＥ１５０６０１，因該產品未符合化粧品基準，被查出含有甲醛，故回收。 ◎ 按甲醛成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。","","2015-11-04"
"黃燈","日本PMDA發布消費警訊，Zuii品牌之ズイ　フローラ　クリアプライマー化粧品，盛裝容器檢測出甲醛，並在產品成分中驗出未在全成分中出現之苯氧乙醇，故進行回收銷毀乙事。","◎日本PMDA發布消費警訊，Zuii品牌之「ズイ　フローラ　クリアプライマー化粧品（批號：14Ｉ1、14Ｋ1、14Ｌ1、15Ｂ1、15Ｃ1、15Ｅ1、15Ｇ1）」，盛裝容器檢測出甲醛，並在產品成分中驗出未在全成分中出現之苯氧乙醇，故業者自主性回收銷毀乙事。另外14L1之後的所產出的批號，為了確保產品之品質一併回收處理。 ◎按甲醛成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。◎為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，呼籲消費者，勿自國外、網路或其他通路商購買該產品使用。","","2015-11-04"
"黃燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイル」，因產品中檢出甲醛，故進行回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルシマー(１５　イノセント、１７　スウィートキャンディ、６６　オーシャン，批號：ＰＥ１５０６０１，因該產品未符合化粧品基準，被查出含有甲醛，故回收。 ◎ 按甲醛成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。","","2015-11-04"
"黃燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルサンドエフェクト」，因產品中檢出甲醛，故進行回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルサンドエフェクト(１２６　グリーン、１２７　ブルー、１２８　パープル、１２９　シルバー，批號：ＰＥ１５０６０１，因該產品未符合化粧品基準，被查出含有甲醛，故回收。 ◎ 按甲醛成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。","","2015-11-04"
"黃燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルビッググリッター」，因產品中檢出甲醛，故進行回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルビッググリッター(５０　ハンギングアウト、５１　エレクトリックショック、５２　レッツダンシング！、５３　キャンディ、９１　プリンセス、９３　エンジェルブリス、９４　サルサ、９５　ジパング、９６　ワンダーランド、９７　サーカス、９８　イントゥーザブルー、９９　グラデュエーション、１００　アフタ‐スクール、１０１　ワンダフル、１０２　ナイトカーニバル、１０３　ポップ！、１０４　ヨーグルト、１０５　ラブレボリューション、１０６　ストロベリーアイス、１０７　ポップガール、１０８　ブルーベリーヨーグルト、１０９　ライムミックス、１１０　メロンソーダ、１１１　ファンキーブルー，批號：ＰＥ１５０６０１，因該產品未符合化粧品基準，被查出含有甲醛，故回收。 ◎ 按甲醛成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。","","2015-11-04"
"綠燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「ウインマックス　パールルージュエスポルールネイルシマー」，該產品全成分標示錯誤，故業者進行自主回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「ウインマックス　パールルージュエスポルールネイルシマー(コーラルオレンジ，批號：F3A1、H3A1、J3A1、A4A1、C4A1、F4A1、B5A1、C5A1、E5A1、G5A1；ヌードピーチ，批號：F3B1、H3B1、J3B1、A4B1、C4B1、F4B1、J4B1、K4B1、B5B1、C5B1、E5B1、G5B1；ベリーローズ(，批號：F3C1、H3C1、J3C1、A4C1、C4C1、F4C1、J4C1、K4C1、B5C1、C5C1、E5C1、G5C1；ベージュピンク，批號：F3D1、H3D1、J3D1、A4D1、C4D1、F4D1、K4D1、B5D1、C5D1、E5D1；チェリーピンク，批號：F3E1、H3E1、J3E1、A4E1、C4E1、F4E1、A5E1、B5E1、C5E1、E5E1)」，因該產品全成分標示錯誤，故業者進行自主回收。 ◎ 化粧品衛生管理條例規定化粧品須標示全成分，標示不實者，可處新台幣十萬元以下罰鍰，妨礙衛生之物品沒入銷毀之。◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","本案經初步評估，判定列屬綠燈，消費者勿需恐慌。","","2015-11-09"
"綠燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「ルージュジェル」，該產品全成分標示錯誤，故業者進行自主回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「ルージュジェル(ベージュ，批號：KA0711R、KB2112R、KE1813R、LA0615R、LE2116R、LH2417R、LK0918R、MG2919R、NB1920R、NE2321R、NH2622R；ピンク，批號：KB2112R、KE1813R、KJ0314R、LA0615R、LE2116R、LH2417R、LK0918R、MG2919R、NB1920R、NE2321R、NH2622R；ダークピンク，批號：KA0711R、KE1813R、LA0615R、LE2116R、LH2417R、LK0918R、MG2919R、NB1920R、NE2321R、NH2622R)」，因該產品全成分標示錯誤，故業者進行自主回收。 ◎ 化粧品衛生管理條例規定化粧品須標示全成分，標示不實者，可處新台幣十萬元以下罰鍰，妨礙衛生之物品沒入銷毀之。◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","本案經初步評估，判定列屬綠燈，消費者勿需恐慌。","","2015-11-09"
"綠燈","有關日本(PMDA)發布消費警訊，株式会社　セントラル・メディック製造之「ＷＬファンデーション」、「キューティクルクリームＣＣ」系列化粧品及「すっきりパック」、「ブラシ付アイブローＫ２　ナチュラルブラウン」因產品成分標示錯誤而回收乙事。","◎有關日本發布消費警訊，株式会社　セントラル・メディック製造之化粧品「ＷＬファンデーション （１）オークル ＮＯ.１(批號：NH2613FD、NE2911FD、NC0310FD、MG2909FD、LK2610FD、KE186FD、KB215FD、KA074FD、JJ213FD)、（２）ピンクベージュ ＮＯ.２(批號：NH2613FD、NC0310FD、MG2909FD、LK2608FD、LH2407FD、KE186FD、KB215FD、KA074FD、JJ213FD)、（３）ナチュラルベージュ ＮＯ.３(批號：NH2613FD、NE2911FD、NC0310FD、MG2909FD、LK2610FD、LH2407FD、KE186FD、KB215FD、KA074FD、JJ213FD)、（４）ベージュ ＮＯ.４(批號：NH2613FD、NH1112FD、NE2911FD、MH1112FD、MG2909FD、LK2608FD、LH2407FD、KE186FD、KB215FD、KA074FD、JJ213FD)」、 「キューティクルクリームＣＣ（５）（Ｎ）(批號：N-278-107)、（６）（Ｍ）(批號：N-278-108)」、 （７）「すっきりパック(批號：DA16A、DA15L、DA15K、DA15J、DA15I、DA15H、DA15G、DA15E、DA15C、DA15A、DA14K、DA14J、DA14I、DA14G、DA14F、DA1311、DA1310、2013.03.11、130823、130724、130603、130214、130103、121015、120622、120521)」、 （８）「ブラシ付アイブローＫ２　ナチュラルブラウン (批號：DA15K、DA15G、DA15B、DA14H、130807)」，產品因成分標示錯誤，故進行回收。 ◎化粧品衛生管理條例規定化粧品須標示全成分，標示不實者可處新台幣十萬元以下罰鍰，妨礙衛生之物品沒入銷燬之。 ◎為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及為民服務諮詢專線02-2787-8080或02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「藥物食品化粧品上市後品質管理系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，呼籲消費者勿自國外、網路或其他通路商購買該產品使用。","","2016-06-14"
"綠燈","有關日本(PMDA)發布消費警訊，株式会社 セントラル・メディック製造之「チーク」、「ハートネイルエナメル」系列化粧品及「シャイニーアイシャドウ（ＮＯ.２　スイートピンク）」，因產品成分標示錯誤而回收乙事。","◎有關日本發布消費警訊，株式会社セントラル・メディック製造之化粧品「（１）シャイニーアイシャドウ（ＮＯ.２　スイートピンク）(批號：OK2709SE、OH2107SE、OE2706SE、NE2304SE、NB1903SE、MG1902SE、LF2801SE、JC2505SE)」、 「チーク　（２）ピンク(批號：MG2919C、LK2618C、LH2417C、LE2116C、LA0615C、KE1814C)、（３）ベージュ(批號：MG2919C、LK2618C、LH2417C、LE2116C、LA0615C、KE1814C ) 、（４）スモーキーピンク(批號：MG2919C、LK2618C、LH2417C、LE2116C、LA0615C、KE1814C)、（５）ナチュラルピンク(批號：MG2919C、LK2618C、LE2116C、LA0615C、KE1814C)」、 「ハートネイルエナメル （６）（(3)クリーミーピンク）(批號：NG2920N、MG2920N、LK0919N、LH2418N、LA0616N、KJ0315N)、（７）（(4)パールピンク）(批號：MG2920N、LK0919N、LH2418N、LE2117N、KJ0315N)、（８）（(5)ラブリーピーチ）(批號：LK0919N、LH2418N、KJ0315N)、（９）（(6)マリーゴールド）(批號：MG2920N、LK0919N、LH2418N、LE2117N、KJ0315N)、（１０）（(7)ハッピーピンク）(批號：MG2920N、LK0919N、LH2418N、LA0616N、KJ0315N)、（１１）（(8)キュートチェリー）(批號：MG2920N、LK0919N、LH2418N、LA0616N、KJ0315N)、（１２）（(10)セクシーココア）(批號： MG2920N、LK0919N、LE2117N、LA0616N、KJ0315N)」，產品因成分標示錯誤，故進行回收。 ◎化粧品衛生管理條例規定化粧品須標示全成分，標示不實者可處新台幣十萬元以下罰鍰，妨礙衛生之物品沒入銷燬之。 ◎為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及為民服務諮詢專線02-2787-8080或02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「藥物食品化粧品上市後品質管理系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，呼籲消費者勿自國外、網路或其他通路商購買該產品使用。","","2016-06-14"
