核備函字號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分,簽審文件編號
"1036052436","活寧錠食品","SERIN-P TABLETS","1081014","1031014","佑眾貿易有限公司","02-3970295","桃園市楊梅區瑞塘里中山北路二段351巷1弄11號","DEER BLOOD POWDER;;L-GLUTAMIC ACID;;PORCINE PLACENTA POWDER;;GLYCINE;;CALCIUM CARBONATE;;RIBOFLAVIN;;STEARIC ACID;;SILICON DIOXIDE;;TITANIUM DIOXIDE;;HYDROXYPROPYL METHYLCELLULOSE;;FD & C YELLOW #6;;FD & C RED #40;;FD & C BLUE #1","DHC0A360524361"
"1036039798","晶亮膠囊保健食品","HITOMIURUOU SUPPLEMENT","1081021","1031021","養生堂康沛有限公司","02-22185015","新北市新店區建國路257號8樓之11","VACCINIUM ULIGINOSUM L. FRUIT EXTRACT;;LYCIUM CHINENSE MILLER EXTRACT;;LIGUSTRUM LUCIDUM AITON EXTRACT;;CHRYSANTHEMUM MORIFOLIUM RAMATUELLE FLOWER EXTRACT;;CASSIA OBTUSIFOLIA L.SEED EXTRACT;;PLANTAGO ASIATICA L. SEED HUSK;;DIOSCOREA VILLOSA L. ROOT EXTRACT;;LUMBRICUS RUBELLUS;;MICROCRYSTALLINE CELLULOSE;;POTATO STARCH;;MARIGOLD EXTRACT;;L-ASCORBYL PALMITATE;;SOYBEAN;;GRAPE SEED;;GELATIN;;SUCROSE;;MUSTARD SEED (BRASSICA ALBA);;GELATIN;;COCHINEAL RED A;;WATER;;ASTRAGALI RADIX EXTRACT;;SORBITAN FATTY ACID ESTER","DHC0A360397983"
"1036039849","能采蔬果膠囊食品","NUTRIA","1081028","1031028","麗泰國際股份有限公司","02-27185400","宜蘭縣羅東鎮純精路二段81號","GREEN TEA EXTRACT;;BLUEBERRY POWDER;;GRAPE SEED EXTRACT;;BROCCOLI POWDER;;TOMATO POWDER;;APPLE POWDER;;BEET POWDER;;CABBAGE POWDER;;CARROT POWDER;;CAULIFLOWER POWDER;;CHERRY POWDER;;GARLIC POWDER;;GRAPEFRUIT POWDER;;MANGO POWDER;;ONION POWDER;;ORANGE PEEL POWDER;;PARSLEY POWDER;;PINEAPPLE POWDER;;PRUNE POWDER;;RASPBERRY POWDER;;ROSE HIPS;;SPINACH POWDER;;STRAWBERRY POWDER;;BETA CAROTENE;;VITAMIN A PALMITATE;;VITAMIN C;;D-ALPHA-TOCOPHERYL ACETATE;;FOLIC ACID;;ZINC SULPHATE;;CHROMIUN PICOLINATE;;SODIUM MOLYBDATE;;SELENIUM YEAST;;MICROCRYSTALLINE CELLULOSE;;GELATIN","DHC0A360398490"
"1036039850","鈣膠囊食品","CALCIUM CAPSULE","1080814","1030814","安利行有限公司","02-27622244","台北市松山區民生東路五段153號15樓之14","CALCIUM CITRATE;;RED CLOVER;;DIOSCOREAE RHIZOMA;;ZINC GLUCONATE;;VITAMIN D3 (CHOLECALCIFEROL);;EVENING PRIMROSE OIL;;FERROUS SULFATE;;GELATIN;;GLYCERIN;;WATER;;TITANIUM DIOXIDE","DHC0A360398503"
"1036039851","新健固力錠狀食品","NEW-GEN GLUCOSAMINE TABLET","1080814","1030814","安利行有限公司","02-27622244","台北市松山區民生東路五段153號15樓之14","GLUCOSAMINE HCL;;CHONDROITIN;;COLLAGEN;;PINE BARK EXTRACT;;CAT’S CLAW EXTRACT;;CALCIUM GLUCONATE;;CHOLECALCIFEROL;;MAGNESIUM STEARATE;;HYDROXYPROPYL CELLULOSE;;TITANIUM DIOXIDE;;SUNSET YELLOW FCF;;COCHINEAL RED A","DHC0A360398514"
"1036039852","百優膠囊食品","BIO-L ESSENCE CAPSULE","1080814","1030814","安利行有限公司","02-27622244","台北市松山區民生東路五段153號15樓之14","PHYLLANTHUS URINARIA EXTRACT;;BLESSED THISTLE LEAF EXTRACT;;TURMERIC ROOT;;ARTICHOKE;;SUBERIHIYU EXTRACT;;ASHITABA LEAF;;FOLIC ACID;;SOYBEAN PROTEIN ISOLATE;;DESSICATED LIVER;;L-TAURINE;;NICOTINIC ACID;;THIAMINE HCL;;RIBOFLAVIN;;PYRIDOXINE HCL;;CYANOCOBALAMIN;;SHARK LIVER OIL(CONTAINS 60% SQUALENE);;AGARICUS BLAZEI MURILL;;SELENIUM YEAST;;PUERARIA LOBATA OHWI ROOT EXTRACT;;SOYBEAN OIL;;BEESWAX;;GELATIN;;GLYCERIN;;WATER;;IRON OXIDES BLACK;;FD & C RED #40","DHC0A360398525"
"0910057288","容顏素食物膠囊","IMAGE HNS","1061205","911205","美商如新華茂股份有限公司","02-87528888","台北市內湖區舊宗路二段189號7樓之1","","DHC09100572882"
"0910057337","倍力源大蒜油膠囊","SUPER PERIGEN GARLIC OIL SOFTGELS","1061205","911205","台灣保立康藥業有限公司","03-5897540","桃園市中壢區松平路37號1樓","GARLIC OIL;;SOYBEAN OIL;;GELATIN;;GLYCERIN;;PURIFIED WATER","DHC09100573377"
"0910057338","特益鈣錠","PREGNER CALCIUM TABLETS","1061213","911213","台灣保立康藥業有限公司","03-5897540","桃園市中壢區松平路37號1樓","CALCIUM CARBONATE;;VITAMIN D3;;XANTHAN GUM;;MAGNESIUM STEARATE;;SODIUM CARBOXYMETHYL CELLULOSE;;STEARIC ACID;;HYDROXYPROPYL METHYLCELLULOSE;;SOYBEAN PROTEIN;;FD & C BLUE # 2;;FD & C YELLOW #6;;FD & C RED #40;;TITANIUM DIOXIDE;;PURIFIED WATER","DHC09100573388"
"1015026039","濃縮蜂王漿膠囊食品","ROYAL JELLY SOFTGELS","1110706","1010719","台灣健而婷生化科技股份有限公司","04-23113199","台中市西屯區甘肅路二段25號2樓","ROYAL JELLY CONCENTRATE;;YELLOW BEESWAX;;RICE BRAN OIL;;GELATIN;;GLYCERIN;;SILICON DIOXIDE;;PURIFIED WATER","DHC0A150260399"
"1025010717","神敏寧錠狀食品","QUINERVE TABLETS","1070403","1020403","德效國際有限公司","03-3219568","桃園市蘆竹區南興村南福街169-1號","BREWERE’S YEAST;;SACCHARUM OFFICINARUM;;CANDIDA UTILIS;;VITAMIN B1;;VITAMIN B2;;VITAMIN B6;;VITAMIN B12;;VITAMIN E;;CALCIUM PANTOTHENATE;;RICE BRAN;;HYDROXYPROPYL METHYLCELLULOSE;;BEET RED COLOR;;SAFFLOWER YELLOW;;TITANIUM DIOXIDE","DHC0A250107173"
"1026005660","新佳麗芙錠","HYPER-SKIN TABLETS","1071008","1021008","加美康企業有限公司","02-25580686","台北市大同區南京西路113號6樓","L-CYSTEINE MONOHYDROCHLORIDE;;L-ARGININE;;ASCORBIC ACID;;ZINC OXIDE;;PINE BARK EXTRACT;;GRAPE SEED EXTRACT;;CALCIUM PANTOTHENATE;;DICALCIUM PHOSPHATE;;MAGNESIUM STEARATE;;MICROCRYSTALLINE CELLULOSE;;TITANIUM DIOXIDE;;SUNSET YELLOW FCF ALUMINUM LAKE;;INDIGO CARMINE ALUMINUM LAKE","DHC0A260056602"
"1036000958","必賜力鋅加強膠囊","BESTVITE ZINC GLYCINATE WITH COPPER CAPSULE","1080224","1030224","摩斯達有限公司","03-3245282","桃園市蘆竹區山腳村富貴街2巷1號1樓","ZINC BISGLYCINATE;;COPPER HVP(II) CHELATE;;RICE FLOUR;;GLYCEROL ESTERS OF FATTY ACIDS;;HYDROXYPROPYL METHYLCELLULOSE","DHC0A360009582"
"1036022018","FANCL 大豆卵磷脂膠囊","FANCL SOY LECITHIN","1080630","1030630","香港商無添加化粧品股份有限公司台灣分公司","02-87220680","台北市信義區松仁路36號12樓","LECITHIN;;GELATIN;;GLYCEROL;;ETHANOL","DHC0A360220181"
"1036038582","舒展易固錠","JOEANT-P TABLETS","1081014","1031014","萬寧生物科技有限公司","02-77088870","新北市汐止區康寧街169巷27號11樓","NATURAL GLUCOSAMINE;;CHONDROITIN;;CAT’S CLAW EXTRACT;;MSM(METHYLSULFONYL METHANE);;PINE BARK EXTRACT;;FISH COLLAGEN;;BROMELAIN;;SHEA BUTTER EXTRACT;;VITAMIN B12;;SEAWEED POWDER;;VITAMIN D3;;STEARIC ACID;;MAGNESIUM STEARATE;;CORN STARCH;;TITANIUM DIOXIDE","DHC0A360385821"
"1036051487","適立康膠囊","LUTEIN CAPSULES","1080930","1030930","良鴻有限公司","02-22349345","台北市內湖區麗山街348巷10弄25號1樓","BILLBERRY EXTRACT;;BLUEBERRY POWDER;;LUTEIN;;ZEAXANTHIN;;GRAPE SEED EXTRACT;;ZINC OXIDE;;ASCORBIC ACID;;VITAMIN A PALMITATE;;TAURINE;;EYEBRIGHT POWDER;;COPPER SULFATE;;MANGANESE SULFATE;;CITRUS BIOFLAVONOIDS;;VITAMIN B1 (THIAMINE MONONITRATE);;VITAMIN B2 (RIBOFLAVIN);;NIACINAMIDE;;VITAMIN B6 (PYRIDOXINE HCL);;D-CALCIUM PANTOTHENATE;;FOLIC ACID;;VITAMIN B12 (CYANOCOBALAMIN);;BIOTIN;;CHOLINE BITARTRATE;;SOYBEAN OIL;;LECITHIN;;BEEWAX;;GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE;;FD & C BLUE #1;;FD & C RED #40;;FD & C YELLOW #6","DHC0A360514878"
"0930416367","新保麗能軟膠囊","NEW PREG CAPSULES","1090215","940215","大楠有限公司","02-5511915","台北巿長安東路一段43巷4號1樓","VITAMIN E;;CALCIUM CARBONATE;;MAGNESIUM OXIDE;;FERROUS FUMARATE;;COPPER SULFATE;;ZINC SULFATE MONOHYDRATE;;MANGANESE SULFATE,MONOHYDRATE;;CHROMIC CHLORIDE;;VITAMIN C;;VITAMIN B1;;VITAMIN B2;;VITAMIN B6;;FOLIC ACID;;NIACINAMIDE;;CALCIUM PANTOTHENATE;;BETA CAROTENE;;BIOTIN;;VITAMIN B12;;VITAMIN A PALMITATE;;VITAMIN D2 (ERGOCALCIFEROL);;POTASSIUM IODIDE;;LECITHIN;;RAPESEED OIL,;;ETHYL VANILLIN;;CORN OIL;;DIBASIC CALCIUM PHOSPHATE ANHYDROUS;;GELATIN;;ARACHIS OIL;;YELLOW BEES WAX;;SOYABEAN OIL-HYDROGENATED;;PARTIALLY HYDROGENATED SOYA-BEAN OIL;;LACTOSE MONOHYDRATE;;GLYCEROL;;IRON OXIDE BROWN;;IRON OXIDE BLACK;;IRON OXIDE RED;;TITANIUM DIOXIDE;;IRON OXIDE YELLOW","DHC09304163673"
"1036065492","褐藻醣膠錠","FUCOIDAN TABLETS","1090402","1040402","翰亨實業股份有限公司","02-25074999","台北市中山區民生東路二段174號3樓","OKINAWA MOZUKU EXTRACT;;DEXTRIN;;REDUCED MALTOSE SYRUP;;MICROCRYSTALLINE CELLULOSE;;BRAZIL MUSHROOM;;SUCROSE FATTY ACID ESTER;;RAPESEED OIL","DHC0A360654920"
"1046002781","品信螺旋藻-1000","PINSHIN SPIRULINA 1000 MG TABLETS","1090213","1040213","克勞麗莎國際貿易有限公司","06-2251933","台南市中西區衛民街106-50號","SPIRULINA;;MICROCRYSTALLINE CELLULOSE;;SOY LECITHIN;;SILICON DIOXIDE","DHC0A460027811"
"1046011194","山桑子配方植物膠囊食品","BILBERRY COMPLEX","1090410","1040410","台灣健而婷生化科技股份有限公司","04-23113199","台中市西屯區甘肅路二段25號2樓","CARROT POWDER;;CITRUS BIOFLAVONOIDS;;BILBERRY FRUIT;;BETA CAROTENE;;RIBOFLAVIN;;MICROCRYSTALLINE CELLULOSE;;VEGETABLE MAGNESIUM STEARATE;;SILICA;;HYDROXYPROPYL METHYLCELLULOSE","DHC0A460111942"
"1046017964","適覺清軟膠囊食品","VASCULAX CAPSULES","1090806","1040806","佑眾貿易有限公司","02-3970295","桃園市楊梅區瑞塘里中山北路二段351巷1弄11號","HAEMATOCOCCUS PLUVIALIS EXTRACT;;ONION EXTRACT;;CRYPTHECODINIUM COHNII EXTRACT;;MARIGOLD EXTRACT;;MEDIUM CHAIN TRIGLYCERIDES;;VITAMIN A PALMITATE;;DL-ALPHA-TOCOPHEROL;;FISH GELATIN;;CORN STARCH;;SUCROSE;;VITAMIN C (SODIUM ASCORBATE);;DL-ALPHA-TOCOPHERYL ACETATE;;CORN STARCH;;MALTODEXTRIN;;SILICON DIOXIDE;;VITAMIN B1 (THIAMINE MONONITRATE);;VITAMIN B2 (RIBOFLAVIN);;VITAMIN B12 (CYANOCOBALAMIN);;ZINC OXIDE;;COPPER SULFATE;;MANGANESE SULFATE;;SODIUM SELENATE;;SOYBEAN OIL;;BEESWAX;;GELATIN;;GLYCERIN;;PURE WATER;;TITANIUM DIOXIDE;;FD & C RED #40","DHC0A460179642"
"1015026144","維他命C錠","VITAMIN C","1100103","1010927","台灣小林藥業股份有限公司","02-23131227","台北市中正區衡陽路51號11樓之4","VITAMIN B2 ( AS RIBOFLAVIN );;METHYL HESPERIDIN;;CORN STARCH;;MICROCRYSTALLINE CELLULOSE;;SUCROSE ESTERS OF FATTY ACIDS;;VITAMIN C(AS ASCORBIC ACID)","DHC0A150261449"
"1015026146","野菜粒錠","VEGETABLE TABLET","1100103","1000907","台灣小林藥業股份有限公司","02-23131227","台北市中正區衡陽路51號11樓之4","CARROT POWDER;;ONION POWDER;;PUMPKIN POWDER;;SOYBEAN PEPTIDE;;CABBAGE POWDER;;TURMERIC POWDER;;TOMATO POWDER;;GARLIC POWDER;;PURPLE SWEET POTATO POWDER;;JEW’S MALLOW MOLOKHEIYA POWDER;;BARLEY LEAF POWDER;;KALE POWDER;;SPINACH POWDER;;BROCCOLI POWDER;;RED CABBAGE POWDER;;PARSLEY POWDER;;GINGER POWDER;;CELERY POWDER;;MALTOSE;;GLYCEROL ESTERS OF FATTY ACIDS;;SILICON DIOXIDE","DHC0A150261461"
"1015026951","綠雅純椰子油膠囊食品","ORIFERA VIRGIN COCONUT OIL SOFTGELS 1300MG","1061011","1011011","綠雅素有限公司","07-6518128","高雄市大寮區明德路57巷2樓","COCONUT OIL;;CARRAGEENAN","DHC0A150269516"
"1015027206","狄吉酶 錠狀食品","GEST-AID TABLETS","1110823","1010823","翰昆國際有限公司","02-5461010","台北巿南京東路四段95號9樓之2","PAPAIN;;AMYLASE;;LIPASE;;BROMELAIN;;MICROCRYSTALLINE CELLULOSE;;SILICON DIOXIDE;;OIL OF PEPPERMINT;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE","DHC0A150272060"
"1015027207","馬蓋維 錠狀食品","MEGA-VITA TABLETS","1110724","1010724","翰昆國際有限公司","02-5461010","台北巿南京東路四段95號9樓之2","CALCIUM PHOSPHATE, DIBASIC;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;RIBOFLAVIN;;CALCIUM D-PANTOTHENATE;;PYRIDOXINE HCL;;THIAMINE MONONITRATE;;VITAMIN B12;;FOLIC ACID;;D-BIOTIN;;HYDROXYPROPYL METHYLCELLULOSE;;CALCIUM PHOSPHATE DIBASIC;;HYDROXYPROPYL METHYLCELLULOSE;;MINERAL PEPTIDES(FROM RICE)BLEND;;ASCORBIC ACID;;NICOTINAMIDE","DHC0A150272071"
"1015027208","馬蓋元 錠狀食品","MEGA-MINE TABLETS","1110724","1010724","翰昆國際有限公司","02-5461010","台北巿南京東路四段95號9樓之2","MINERAL PEPTIDES(FROM RICE)BLEND;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;HYDROXYPROPYLMETHYLCELLULOSE(VEGETABLE)CAPSULE","DHC0A150272082"
"1015027209","普樂鋅 錠狀食品","MEGA-ZINC TABLETS","1110725","1010725","翰昆國際有限公司","02-5461010","台北巿南京東路四段95號9樓之2","MULTIMINERAL PEPTIDE FROM RICE BLE;;CALCIUM PHOSPHATE DIBASIC ( ANHYDROUS );;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE","DHC0A150272090"
"0088072092","厚隆舒寶魚油膠囊食品","KEVIN-SUPRA CAPSULES","1090201","850201","厚隆貿易有限公司","02-89414168","台北市忠孝東路六段225巷2弄7號4樓","","DHC00880720920"
"0088072093","厚隆德康鈣錠狀食品","KEVIN-GLUCO TABLETS","1090216","850216","厚隆貿易有限公司","02-89414168","台北市忠孝東路六段225巷2弄7號4樓","","DHC00880720931"
"0088072100","朴協通膠囊","SALCON-S CAPSULES","1090122","850122","朴元企業有限公司","02-2311457","新北市五股區民義路一段63巷2號5樓","","DHC00880721009"
"0088072101","益普膠囊","NUTRA-EP CAPSULES","1090129","890113","朴元企業有限公司","02-2311457","新北市五股區民義路一段63巷2號5樓","","DHC00880721010"
"0088072106","朴希清卵磷脂膠囊","PUCITHIN CAPSULES","1090122","850122","朴元企業有限公司","02-2311457","新北市五股區民義路一段63巷2號5樓","","DHC00880721062"
"0088072109","衛寶片(錠狀食品)","VIVA GUARD","1090331","820331","維達有限公司","02-25701900","台北市八德路3段30號3樓","","DHC00880721095"
"0088079340","逸適民錠狀食品","GRAND EASE TABLETS","1090326","850326","翰昆國際有限公司","02-5461010","台北巿南京東路四段95號9樓之2","","DHC00880793402"
"0088079360","達姿寧膠囊(食品)","DAKON CAPSULES","1090112","890112","元聖企業股份有限公司","02-25968953","台北巿民權西路27號5樓之1","","DHC00880793603"
"0089001550","利健錠狀食品","LIVGUARD","1090309","890309","維達有限公司","02-25701900","台北市八德路3段30號3樓","","DHC00890015502"
"0089007982","吉福酵母粉膠囊食品","G-FERON YEAST","1090514","850514","維達有限公司","02-25701900","台北市八德路3段30號3樓","","DHC00890079824"
"0089010491","普木晶膠囊食品","NUTRA-AD CAPSULES","1090418","870418","朴元企業有限公司","02-2311457","新北市五股區民義路一段63巷2號5樓","","DHC00890104916"
"0089010527","保健錠狀食品","CHLOSTANIN HOKEN","1090304","890401","龍登興業有限公司","02-27565091","台北市松山區南京東路5段70號7樓之1","","DHC00890105271"
"0089010630","沛康咀嚼錠食品","GRAND IG CHEWABLE TABLETS","1090403","870403","翰昆國際有限公司","02-5461010","台北巿南京東路四段95號9樓之2","","DHC00890106302"
"0089014823","明旻優－ＡＤ膠囊食品","GRACE-AD CAPSULES","1090324","890324","明旻企業有限公司","07-7801991","高雄鳳山巿濱山街55巷8弄2-3號","","DHC00890148239"
"0089016092","格秘舒錠狀食品","GRAND LAXA TABLETS","1090614","890410","翰昆國際有限公司","02-5461010","台北巿南京東路四段95號9樓之2","","DHC00890160926"
"1025010719","克絡紓錠狀食品","MERIFLOW TABLETS","1070403","1020403","德效國際有限公司","03-3219568","桃園市蘆竹區南興村南福街169-1號","BREWERE’S YEAST;;SACCHARUM OFFICINARUM;;CANDIDA UTILIS;;VITAMIN B1;;VITAMIN B2;;VITAMIN B6;;VITAMIN B12;;VITAMIN E;;CALCIUM PANTOTHENATE;;RICE BRAN;;HYDROXYPROPYL METHYLCELLULOSE;;BEET RED COLOR;;SAFFLOWER YELLOW;;TITANIUM DIOXIDE","DHC0A250107195"
"1025010812","鈣 800(錠狀食品)","TAHITI TRIM® PLAN40® CALCIUM PLUS 800","1070411","1020411","美商慕立達國際股份有限公司台灣分公司","02-87881988","台北市信義區信義路五段108號2樓","CALCIUM CARBONATE;;MAGNESIUM OXIDE;;MICROCRYSTALLINE CELLULOSE;;MALTODEXTRIN;;CALCIUM CITRATE;;CROSCARMELLOSE SODIUM;;MORINDA CITRIFOLIA L.(FRUIT);;HYDROXYPROPYL METHYLCELLULOSE;;MALTODEXTRINE;;FRACTIONATED COCONUT OIL;;MAGNESIUM STEARATE;;SILICON DIOXIDE;;VITAMIN D","DHC0A250108121"
"1025010813","奧米加 3, 6, 9 膠囊(食品)","TAHITI TRIM® PLAN40® OMEGA3, 6, 9 BLEND","1070411","1020411","美商慕立達國際股份有限公司台灣分公司","02-87881988","台北市信義區信義路五段108號2樓","CARAMEL;;FISH OIL;;FLAX SEED OIL;;SHARK LIVER OIL;;EVENING PRIMROSE SEED OIL;;MIXED TOCOPHEROLS;;GRAPE SEED OIL;;GELATIN;;PARTIALLY HYDROGENATED SOYBEAN OIL;;GLYCERIN;;WATER","DHC0A250108132"
"1025010951","綜合維他命軟膠囊狀食品","MULTIVITAMINS SOFTGEL CAPSULE","1070423","1020423","嵩平貿易有限公司","07-3958388","高雄市三民區民壯路65號5樓","VITAMIN A;;VITAMIN B1;;VITAMIN B2;;VITAMIN B6;;VITAMIN C;;VITAMIN D2;;VITAMIN E;;VITAMIN B12;;NICOTINAMIDE;;CALCIUM PHOSPHATE, DIBASIC;;FERROUS FUMARATE;;MAGNESIUM SULFATE;;ZINC SULFATE;;MANGANESE SULFATE;;FOLIC ACID;;BIOTIN;;CALCIUM PANTOTHENATE;;INOSITOL;;CHOLINE BITARTRATE;;DL-METHIONINE;;POTASSIUM CHLORIDE;;POTASSIUM IODIDE;;COPPER SULFATE;;SELENIUM YEAST;;L-GLUTAMIC ACID;;TOMATO EXTRACT;;SIBERIAN GINSENG EXTRACT;;SOYA OIL;;SOY LECITHIN;;SILICON DIOXIDE;;BEESWAX;;GELATIN;;GLYCEROL;;PURIFIED WATER;;TITANIUM DIOXIDE;;FD & C RED #40;;FD & C YELLOW #6;;FD & C YELLOW #5;;FD & C BLUE #1","DHC0A250109511"
"1015034471","QH 活芯軟膠囊","QH POTENT PLUS SOFT CAPSULES","1061218","1011218","杏輝藥品工業股份有限公司","03-9581101","宜蘭縣冬山鄉中山村中山路84號","COENZYME Q10;;GRAPE SEED EXTRACT;;L-GLUTATHIONE;;FISH OIL;;VITAMIN B1;;VITAMIN B2;;VITAMIN B6;;NICOTINAMIDE;;MAGNESIUM OXIDE;;SOYBEAN LECITHIN;;CARAMEL;;GLYCERIN;;GELATIN;;PURIFIED WATER","DHC0A150344715"
"1025011793","利克清魚油軟膠囊食品","SUPER VANQUISH SOFT CAPSULES","1070411","1020411","亞鎂塔企業有限公司","02-27251208","台北市信義路5段5號","FISH BODY OIL;;SAFFLOWER OIL;;NATTO EXTRACT;;RED YEAST RICE;;EVENING PRIMROSE OIL;;GARLIC POWDER;;HAWTHORN BERRIES EXTRACT;;SOYBEAN OIL;;PORCINE GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE;;FD & C RED #40 ALUMINUM LAKE;;FD & C YELLOW #6 ALUMINUM LAKE;;FD & C BLUE #1 ALUMINUM LAKE","DHC0A250117936"
"1026006312","康得健錠(食品)","CARE HEALTH TABLETS","1071021","1021021","萬寧生物科技有限公司","02-77088870","新北市汐止區康寧街169巷27號11樓","NATURAL GLUCOSAMINE;;CHONDROITIN;;CAT’S CLAW EXTRACT;;MSM(METHYLSULFONYL METHANE);;CHICKEN COMB EXTRACT;;COLLAGEN TYPE II;;VITAMIN B12;;CALCIUM CITRATE;;VITAMIN D3;;POLYETHYLENE GLYCOL;;HYDROXYPROPYL METHYLCELLULOSE;;TITANIUM DIOXIDE;;POLYDEXTROSE;;TRIACETIN;;FD & C BLUE #2;;FD & C YELLOW #6;;FD & C RED #40","DHC0A260063122"
"1036002940","感謝膠囊食品","THANK YOU (CAPSULE)","1080310","1030310","英屬維京群島商臻佳股份有限公司","02-87713211","臺北市大安區正聲里忠孝東路4段270號11樓","SOLID CULTURED MYCELIA OF CORDYCEPS SP.;;CORDYCEPS SINENSIS BERK. SACC.;;AGARICUS BLAZEI MURILL;;CORIOLUS VERSICOLOR;;GRIFOLA FRONDOSA;;GANODERMA LUCIDUM(LEYSS.EX FR.)KAR;;LENTINUS EDODES;;HYPROMELLOSE","DHC0A360029400"
"1036022237","東洋憶康軟膠囊","PHOSPHATIDYLSERINE CAPSULE","1080805","1030805","威志貿易有限公司","06-3356566","台南市東區崇文里崇德十九街88號1樓","VITAMIN B12 (CYANOCOBALAMIN);;SODIUM CITRATE;;CITRIC ACID;;DEXTRIN;;PHOSPHATIDYLSERINE;;GAMMA-ORYZANOL;;L-CARNITINE;;EGG YOLK OIL;;SOYBEAN OIL;;BEEWAX;;GLYCEROL ESTERS OF FATTY ACIDS;;GELATIN;;GLYCERIN;;WATER","DHC0A360222377"
"1036039216","鈣固立第二代螯合釋放膜衣錠(食品)","COMEABONE NO.2 CHELATED RELEASE FILM TABLETS","1080825","1030825","冠泰藥業有限公司","04-22297778","台中市民權路185號10樓之11","CALCIUM CITRATE;;MAGNESIUM CHELATED FROM HVP;;ACACIA GUM;;SUCROSE;;CORN STARCH;;MEDIUM CHAIN TRIGLYCERIDES;;VITAMIN D3 (CHOLECALCIFEROL);;DL-ALPHA-TOCOPHEROL;;ZINC CHELATED FROM HVP;;COPPER CHELATED FROM HVP;;MANGANESE CHELATED FROM HVP;;CASEIN PHOSPHO PEPTIDE;;VITAMIN K2;;ACACIA GUM;;SUNFLOWER OIL;;L-ASCORBYL PALMITATE;;SILICON DIOXIDE;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE;;TITANIUM DIOXIDE","DHC0A360392169"
"1036039217","冠泰鈣滿多第二代螯合釋放膜衣錠(食品)","KA+ FULL NO.2 CHELATED RELEASE FILM TABLETS","1080825","1030825","冠泰藥業有限公司","04-22297778","台中市民權路185號10樓之11","CALCIUM CITRATE;;MAGNESIUM CHELATED FROM HVP;;ACACIA GUM;;SUCROSE;;CORN STARCH;;MEDIUM CHAIN TRIGLYCERIDES;;VITAMIN D3 (CHOLECALCIFEROL);;DL-ALPHA-TOCOPHEROL;;ZINC CHELATED FROM HVP;;COPPER CHELATED FROM HVP;;MANGANESE CHELATED FROM HVP;;CASEIN PHOSPHO PEPTIDE;;VITAMIN K2;;ACACIA GUM;;SUNFLOWER OIL;;L-ASCORBYL PALMITATE;;SILICON DIOXIDE;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE;;TITANIUM DIOXIDE","DHC0A360392170"
"1036039218","鈣康健第二代螯合釋放膜衣錠(食品)","KA+ POWER NO.2 CHELATED RELEASE FILM TABLETS","1080825","1030825","冠泰藥業有限公司","04-22297778","台中市民權路185號10樓之11","CALCIUM CITRATE;;MAGNESIUM CHELATED FROM HVP;;ACACIA GUM;;SUCROSE;;CORN STARCH;;MEDIUM CHAIN TRIGLYCERIDES;;VITAMIN D3 (CHOLECALCIFEROL);;DL-ALPHA-TOCOPHEROL;;ZINC CHELATED FROM HVP;;CALCIUM CHELATED FROM HVP;;MANFANESE CHELATED FROM HVP;;CASEIN PHOSPHO PEPTIDE;;VITAMIN K2;;ACACIA GUM;;SUNFLOWER OIL;;L-ASCORBYL PALMITATE;;SILICON DIOXIDE;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE;;TITANIUM DIOXIDE","DHC0A360392181"
"0910057377","益必好月見草油膠囊","EPOTENCY CAPSULES","1090806","911213","旭印有限公司","02-22784733","台北市中山區新生北路一段23號1樓","GELATIN;;GLYCERIN;;WATER;;EVENING PRIMROSE OIL","DHC09100573772"
"0910057379","菁薏旨膠囊","CHINYUCHU CAPSULES","1090902","911211","旭印有限公司","02-22784733","台北市中山區新生北路一段23號1樓","FISH BODY OIL;;GELATIN;;GLYCERIN;;WATER;;VITAMIN E","DHC09100573794"
"0910057380","甲極魚油膠囊","MAX Ⅱ EPA CAPSULES","1091211","911211","旭印有限公司","02-22784733","台北市中山區新生北路一段23號1樓","MARINE LIPID CONCENTRATE;;VITAMIN E (AS D-ALPHA TOCOPHEROL );;WHEAT GERM OIL;;GELATIN;;GLYCERIN;;PURIFIED WATER","DHC09100573800"
"0910057424","健兒錠","CHIEN-ERH TABLET","1061226","911226","富彰行貿易有限公司","02-25673456","台北市中山區民生東路1段42號5樓之1","","DHC09100574245"
