102.4.24	署授食字第1020014528號	OSO Biopharmaceuticals Manufacturing, LLC	美國	4272 Balloon Park Road NE, Albuquerque, NM 87109, USA	100年3月17日署授食字第1005010807號：凍晶注射劑(無菌製備)	美商默沙東藥廠股份有限公司台灣分公司	自請註銷	
102.4.23	署授食字第1025017119號	Apotex Inc.	加拿大	150 Signet Drive, Toronto (Weston), Ontario, Canada M9L 1T9	99年11月9日署授食字第0991103481號函：錠劑	華安藥品股份有限公司	自請註銷	
102.4.23	署授食字第1025016030號	OMJ Pharmaceuticals Inc.	波多黎各	Carr 362 Km 0.5, Industrial Park N., San German, Puerto Rico	99年5月26日署授食字第0991102090號函：乳膏劑-基因工程及單株抗體製劑	嬌生股份有限公司	自請註銷	
102.4.3	署授食字第1015046673號	Teva Czech Industeries	捷克	Ostravska 29, 747 70 Opava,-Komarov, Czech Republic	100年4月13日署授食字第1005008344號函：膜衣錠、軟膠囊劑及溶液劑	海喬國際股份有限公司	逾期未辦理工廠定期檢查	
102.4.1	署授食字第1025015016號	Patheon Inc.	加拿大	865 York Mills Road, Toronto, Ontario, M3B 1Y5, Canada	99年5月11日署授食字第0990003990號函:錠劑（不含分裝及包裝作業）	輝瑞大藥廠股份有限公司	自請註銷	
102.3.28	署授食字第1025013793號	OSO Biopharmaceuticals Manufacturing, LLC	美國	4272 Balloon Park Road NE, Albuquerque, NM 87109, USA	100年3月28日署授食字第0990082217號函：乾粉注射劑（無菌製備）	荷商葛蘭素史克藥廠股份有限公司台灣分公司	自請註銷	
102.3.19	署授食字第1020010784號	Burgeon Pharmaceuticals Private Limited	印度	No.83, Sengundram Village, Gokulapuram, Singaperumal Koil, Chengalpattu, 603204 Kanchipuram District, Tamil Nadu, India	99年7月12日署授食字第0991102464號函：膜衣錠(含腸衣錠、錠劑)、膠囊劑、懸液劑(含溶液劑)	元聖企業股份有限公司	自請註銷	
102.3.18	署授食字第1020007574號	Ben Venue Laboratories, Inc.	美國	300 Northfield Road, Bedford, Ohio 44146, U.S.A.	99年12月31日署授食字第0991103181號函：注射液劑（無菌製備）	台灣協和發酵麒麟股份有限公司	自請註銷	
102.3.14	署授食字第1025008883號	Ben Venue Laboratories, Inc.	美國	300 Northfield Road, Bedford, Ohio 44146, U.S.A.	100年1月4日署授食字第0991103452號函：注射液劑（無菌製備）	美商惠氏藥廠(亞洲)股份有限公司台灣分公司	自請註銷	
102.3.14	署授食字第1025008960號	Ben Venue Laboratories, Inc.	美國	300 Northfield Road, Bedford, Ohio 44146, U.S.A.	100年1月4日署授食字第0991103272號函：凍晶注射劑（無菌製備）	新加坡商赫士睿股份有限公司台灣分公司	自請註銷	
102.3.1	署授食字第1025008959號	Mayne Pharma International Pty Ltd.	澳洲	1538 Main North Road, Salisbury South, South Australia 5106, Australia	99年3月12日署授食字第0990005153號函：膠囊劑	新加坡商赫士睿股份有限公司台灣分公司	自請註銷	
102.2.23	署授食字第1020006798號	OMRIX Biopharmaceuticals, Ltd.	以色列	MDA Blood Bank, Sheba Hospital, Ramat Gan, POB 888, Kiryat Ono 55000, Israel	99年8月19日署授食字第0990003660號函：注射液劑(無菌製備)-血液製劑Omri-Hep-B (Hepatitis B Human Immunoglobulin Solution, for IV administration)	安強藥業股份有限公司	自請註銷	
102.2.6	署授食字第1020004560號	Rohto Pharmaceutical Co., Ltd. Osaka Plant	日本	8-1 Tatsumi-nishi 1-chome,Ikuno-ku,Osaka 544-8666, Japan	100年3月25日署授食字第0990081440號函：顆粒劑	台灣曼秀雷敦股份有限公司	自請註銷	
102.1.16	署授食字第1020001602號	INPAC AS	挪威	Gjellebekkstubben 10, N-3420 Lierskogen, Norway	99年5月19日署授食字第0991102031號函：溶液劑	台灣美強股份有限公司	自請註銷	
102.1.16	署授食字第1020001601號	Osmopharm S.A.	瑞士	Via alle Fornaci, CH-6930, Bedano, Switzerland	98年12月21日署授食字第0980012943號函：膠囊劑	德譽貿易有限公司	自請註銷	
101.11.15	署授食字第1010075334號	Marlyn Nutraceuticals, Inc. dba Naturally Vitamins	美國	4404 E. Elwood Street, Phoenix, Arizona 85040, U.S.A.	99年10月5日署授食字第0990056330號函：糖衣錠及膠囊劑	成記藥品有限公司	自請註銷	
101.11.15	署授食字第1011102694號	Gamma Service Produktbestrahlung GmbH	德國	Juri-Gagarin-Str.15 01454 Radeberg, Germany	98年8月24日署授食字第0970025072號函：γ-ray滅菌作業	台灣諾華股份有限公司	逾期未辦理工廠定期檢查	
101.11.14	署授食字第1010074545號	The Kitasato Institute Research Center for Biologicals	日本	6-111 Arai, Kitamoto City, Saitama Prefecture, Japan	100年1月26日署授食字第0990036236號函："國光/北里"流感疫苗原液製造（不含分裝及包裝作業）	國光生物科技股份有限公司	自請註銷	
101.11.13	署授食字第1010074347號	Nycomed Danmark ApS	丹麥	Langebjerg 1, DK-4000 Roskilde, Denmark	100年4月15日署授食字第1005011656號函：包裝、標示及倉儲作業	大統貿易股份有限公司	自請註銷	
101.11.2	署授食字第1015053196號	Boehringer Ingelheim Limited	英國	Ellesfield Avenue, Bracknell, Berkshire RG12 8YS, United Kingdom	98年12月31日署授食字第0980019941號函：溶液劑	台灣百靈佳殷格翰股份有限公司	國外工廠關廠	
101.11.2	署授食字第1015052946號	DSM Pharmaceuticals Inc.	美國	5900 Martin Luther King JR. Highway, Greenville, NC 27834, U.S.A.	100年1月24日署授食字第0991104358號函：凍晶注射劑（無菌製備）-基因工程及單株抗體製劑Enbrel（不含原料藥製造及包裝作業）	美商惠氏藥廠（亞洲）股份有限公司台灣分公司	自請註銷	
101.10.29	署授食字第1015026047號	Baxter Oncology GmbH	德國	Kantstrasse 2, D-33790 Halle-Kunsebeck, Germany	100年7月18日署授食字第1005018028號函：凍晶注射劑(無菌製備)	台灣默克股份有限公司	自請註銷	
101.10.18	署授食字第1015047303號	Sanofi-Aventis U.S. LLC	美國	10236 Marion Park Drive, Kansas City, Missouri 64137, U.S.A.	98年7月30日署授食字第0970021639號函：膜衣錠 (含錠劑)	賽諾菲安萬特股份有限公司	自請註銷	
101.10.17	署授食字第1015048624號	Antibioticos Do Brasil Ltda	巴西	Rod. Gal.Milton Tavares de Souza SP-332, Km135 Cosmopolis-SP, Brazil	100年4月7日署授食字第1005011915號函：乾粉注射劑(無菌製備)	香港商英維達有限公司台灣分公司	自請註銷	
101.9.26	署授食字第1015046106號	Aegis Ltd. Buliding 2	賽普勒斯	17, Athinon Str., Ergates Industrial Area, 2643, Nicosia, Cyprus	99年2月24日署授食字第0980019454號函：錠劑	香港商英維達有限公司台灣分公司	自請註銷	
101.9.24	署授食字第1015045768號	Schering Plough S.P.A.	義大利	Via Fratelli Kennedy 5, 26833 Comazzo (LO), Italy	99年5月5日署授食字第0980026140號函:膜衣錠	先靈葆雅企業股份有限公司	自請註銷	
101.9.20	署授食字第1010062385號	Abbott GmbH & Co. KG	德國	Knollstraße50, 67061 Ludwigshafen, Germany	99年5月6日署授食字第0991101743號函:膠囊劑	博茂股份有限公司	自請註銷	
101.8.20	署授食字第1010037175號	Actavis UK Limited	英國	Whiddon Valley, Barnstaple N. Devon EX32 8NS, United Kingdom	97年11月11日署授食字第0970009666號函:糖衣錠（含膜衣錠、腸衣錠、錠劑、顆粒劑及散劑）、膠囊劑及栓劑	台灣美強股份有限公司	自請註銷	
101.8.20	署授食字第1015037817號	Madaus GmbH	德國	Lutticher Strase 5, 53842 Troisdorf, Germany	99年1月21日署授食字第0991100199號函:凝膠劑及膠囊劑	禾利行股份有限公司	自請註銷	
101.8.8	署授食字第1011101484號	Actavis Limited	馬爾他	BLB 016 Bulebel Industrial Estate Zejtun Ztn 3000, Malta	一、99年12月24日署授食字第0991101580號函:膜衣錠(含腸衣錠)	台聯藥物有限公司	逾期未辦理工廠定期檢查	
					二、98年10月12日署授食字第0981401022號函:錠劑			
101.8.8	署授食字第1011101483號	Abbott Bioreserch Center	美國	100 Reseaarch Drive, Worcester, MA 01605-4314, U.S.A.	99年4月22日署授食字第0991101655號函:基因工程及單株抗體製劑之原料藥Recombinant human thrombin (Fermentation, recovery and purification製造階段)	台灣拜耳股份有限公司	逾期未辦理工廠定期檢查	
101.8.8	署授食字第1011101482號	Contract Pharmaceuticals Limited Niagara	美國	100 Forest Avenue, Buffalo, New York 14213, U.S.A.	97年9月9日署授食字第0970000054號函:懸液劑(含溶液劑)	台灣必治妥施貴寶股份有限公司	逾期未辦理工廠定期檢查	
101.7.17	署授食字第1010046804號	McNeil Healthcare LLC	波多黎各	State Road 183 Km. 19.8 BO. Monotones Las Piedras, Puerto Rico 00771	100年1月21日署授食字第0990080840號函:錠劑(不含分裝及包裝作業)	嬌生股份有限公司	自請註銷	
101.7.17	署授食字第1010047201號	Novo Nordisk Producao Farmaceutica do Brasil Ltda	巴西	Av. "C", 1413, Distrito Industrial - 39 404 004, Montes Claros, Minas Gerais, Brazil	97年8月26日署授食字第0960016717號函:錠劑之分包裝作業	台灣諾和諾德藥品股份有限公司	自請註銷	
101.7.17	署授食字第1015033213號	Valpharma S.A.	聖馬利諾	Via Ranco, 112, 47899 Serravalle-Rep. San Marino, Italy	97年9月24日署授食字第0960018994號函:膜衣錠及膠囊劑(均不含分包裝作業)	台灣諾華股份有限公司	自請註銷	
101.7.17	署授食字第1011101449號	Tanabe Seiyaku Yoshiki Factory Co., Yoshiki Plant	日本	1-1-27, Koreshige, Furukawa-cho, Hida City, Gifu, 509-4244, Japan	98年12月17日署授食字第0980012303號函:錠劑之分包裝作業	台田藥品股份有限公司	自請註銷	
101.7.17	署授食字第1015033242號	Mitsubishi Tanabe Pharma Corporation, Osaka plant	日本	16-89, Kashima 3-chome,Yodogawa-ku, Osaka 532-8505, Japan	98年5月5日署授食字第0970003126號函:錠劑(不含分包裝作業)	台田藥品股份有限公司	自請註銷	
101.7.17	署授食字第1015033214號	Jenahexal Pharma GmbH	德國	Otto- Schott -Strasse 15, 07745 Jena, Germany	98年4月14日署授食字第0970020335號函:植入劑	台灣諾華股份有限公司	自請註銷	
101.7.17	署授食字第1015033215號	Hexal AG	德國	Industriestr.25, 83607 Holzkirchen, Germany	97年8月21日署授食字第0970004723號函:貼劑	台灣諾華股份有限公司	自請註銷	
101.7.16	署授食字第1010046915號	Center for Molecular Immunology（CIM）	古巴	Calle 216, esq 15 Atabey, Playa C. Havana, Republic of Cuba	一、98年9月29日署授食字第0980001629號函:基因工程及單株抗體製劑之原料藥Nimotuzmab monoclonal antibody製造階段(Fermentation and Purification)	漢佑股份有限公司	自請註銷	
					二、98年9月29日署授食字第0980005199號函:注射液劑-基因工程及單株抗體製劑			
101.7.4	署授食字第1010044514號	Patheon Inc.	加拿大	865 York Mills Road, Toronto, Ontario, M3B 1Y5, Canada	98年11月12日署授食字第0980003582號函:錠劑	天義企業股份有限公司	國外工廠關廠	
101.7.4	署授食字第1010041894號	Korea Otsuka Pharmaceutical Co., Ltd. Hyangnam Factory	韓國	903 Sangsin-ri, Hyangnam-eup, Hwaseong-si, Gyeonggi-do, Korea 445-746, Korea	98年3月13日署授食字第0960024692號函:吸入粉劑	台灣大塚製藥股份有限公司	自請註銷	
101.6.22	署授食字第1005054442號	DSM Pharmaceutical Inc.	美國	5900 Martin Luther King JR. Highway, Greenville, NC 27834, U.S.A.	100年3月4日署授食字第0990078141號函:凍晶注射劑(無菌製備)-基因工程及單株抗體製劑（不含包裝作業）	台灣禮來股份有限公司	自請註銷	
101.6.22	署授食字第1005052195號	Lonza Biologics Inc., U.S.A.	美國	101 International Drive, Pease International Tradeport, Portsmouth, New Hampshire 03801, U.S.A.	97年12月31日署授食字第0970007888號函:基因工程及單株抗體製劑之原料藥Recombinant Human Activated Protein C（簡稱rhAPC），從主細胞庫（Master Cell Bank）至原料藥（Drug Substance)之製造階段	台灣禮來股份有限公司	自請註銷	
101.3.27	署授食字第1015013055號	Taiyo Pharmaceutical Industry Co., Ltd.	日本	1040-22, Matsunoki-cho, Takayama-city, Gifu, Japan	97年12月10日署授食字第0960012916號函其中所列之(一)乾粉注射劑及(二)注射液劑	新加坡商赫士睿股份有限公司台灣分公司	自請註銷	
101.3.16	署授食字第1010016207號	Seudai Kobayashi Pharmaceutical Co., Ltd.	日本	4-3, Matsusakadaira, Taiwa-cho, Kurokawa-gun, Miyagi, Japan	98年8月12日署授食字第0970021822號函:溶液劑	三河貿易有限公司	自請註銷	
