素味香素吳郭魚	素味香食品有限公司	雲林縣	營養標示不符	台中市政府衛生局	2011-02-17	1000217府衛食字1007000155號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
愛羅莉植物性奶油	奕瑪國際行銷股份有限公司	新北市	營養標示不符	全聯實業股份有限公司	2011-02-14	1000214北府衛食藥字10000009061號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
草莓麵包	大地福食品股份有限公司	雲林縣	營養標示不符	南投縣政府衛生局	2011-02-24	1000224府衛食字1007000149號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
銀杏粉	福興堂	新北市	未標示內容物重量、容量或數量、有效日期	假日農市	2011-02-18	1000218北府衛食藥字1000012699號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
茉香綠茶	茶鄉園企業有限公司	新北市	未標示原產地之製造廠及廠址及營養標示	富鄉宜蘭名產	2011-03-07	1000307北府衛藥食字1000019394號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
鹹葡萄乾	喜禾食品有限公司	新北市	標示不符	新光三越百貨公司	2011-03-07	1000307北府衛食藥字1000019981號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
鮮穀小吧進糧點心-糙米杏仁	揚鶴國際股份有限公司	新北市	標示不符	家樂福公司	2011-03-07	1000307北府衛食藥字1000024022號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
高山金針	弘大昌貿易有限公司	新北市	標示不符	惠康百貨公司	2011-03-07	1000307北府衛食藥字1000019980號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
纖美C	竹源實業有限公司	新北市	營養標示不符	七美大藥房	2011-03-07	1000307北府衛食藥字1000019982號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
益體E膠囊食品	千禾藥品有限公司	台中市	無營養標示	三峰西藥房	2011-03-09	1000309府授衛食藥字1000041927號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
杮餅	漢聯食品有限公司	新北市	未標示原產地	家樂福公司	2011-03-04	1000304北府衛食藥字1000019894號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
永津日月木耳露	陳○惠	彰化市	標示不符	民眾檢舉	2011-03-08	1000308府授衛食字1000002136號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
辣橄欖	甜果珍食品有限公司	新北市	標示不符	歡喜商行	2011-03-02	1000302北府衛食藥字1000020676號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
椰子粩 、花生粩、麻粩	宜珍香餅行	台中市	無營養標示	新雙溪水上股份有限公司	2011-02-25	1000225府授衛食藥字1000033749號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
黑金剛落花生	北港鎮農會糧食工廠	雲林縣	營養標示不符	基隆市衛生局	2011-03-01	1000301府衛食字1007000195號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
補血嚴選四物棗	漢坤國際醫藥股份有限公司	台中市	營養標示不符及未標示廠商地址	仁安堂中醫診所	2011-03-03	1000303府授衛食藥字1000036695號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
藍色小精靈膠囊	台妍生化科技有限公司	桃園縣	營養標示不符及未標示廠商地址、有效日期	現場	2011-03-04	1000304府食藥字1000013526號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
巴西蘑菇紅薏仁粉	強祥農產加工廠	雲林縣	營養標示不符	民眾申訴	2011-03-11	1000311府衛食字1007000238號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
香脆花生	北港福昌食品有限公司	雲林縣	未標示原產地	嘉義縣衛生局	2011-03-09	1000309府授衛食藥字1007000217號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
綠茶梅	祥禾食品有限公司	新北市	未標示食品添加物名稱及品名	崇光百貨公司忠孝超市	2011-03-08	1000308北府衛食藥字1000021546號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
綠豆糕、沙其瑪	新勝發餅店	新北市	標示不符	大伊統百貨公司五福第二分公司	2011-03-21	1000321北府衛食藥字1000027168號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
牛奶鈣片	羅得國際有限公司	新北市	未標示原產之製造廠及廠址	廣益藥局	2011-03-21	1000321北府衛食藥字1000027293號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
印尼魚餅	劉媽媽食品行	新北市	未標示有效日期	東南亞食品行	2011-03-21	1000321北府衛食藥字1000025630號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
蛍光棒棒糖	日日旺貿易有限公司	新北市	未標示內容物名稱及重量、容量或數量、食品添物名稱、廠商名稱、電話號碼及地址	瑞彬商行	2011-03-21	1000321北府衛食藥字1000030245號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
永好天然薑母黑糖塊、永好天然桂圓黑糖塊	永好食品廠有限公司	新北市	未標示有效日期	野味食品企業有限公司	2011-03-18	1000318北府衛食藥字1000025632號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
根好乳鐵蛋白蜂膠20合一	陞峰實業有限公司	新北市	營養標示不符	厚生藥局	2011-03-17	1000317北府衛食藥字1000023381號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
香港黑瓜子	台友行銷企業有限公司	彰化縣	未標示食品添加物名稱	上盛有限公司	2011-03-21	1000321府授衛字1000060930號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
蜂蜜蛋糕分享包	陳○青	桃園縣	營養標示不符	全聯東明店	2011-03-29	1000329府衛食藥字1000013232號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
蓮發蛋餅皮	華盈食品有限公司	彰化縣	未標示有效日期	國良青菜	2011-04-01	1000401府授衛食字1000061070號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
糖酥洛神乾	泰泉食品股份有限公司	彰化縣	標示不符	龍旺旺大賣場	2011-03-24	1000324府授衛食字10000060953號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
可美健膠囊	茂新藥品有限公司	基隆市	標示不符	現場	2011-03-31	1000331府授衛食貳字1000030898號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
梅粉	堉華香料企業有限公司	彰化縣	無營養標示	鴻響肉品有限公司	2011-03-24	1000324府授衛食字10000060931號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
港式腊肉	廣昌商行	新北市	營養標示不符	惠康百貨公司	2011-04-08	1000408北府衛食藥字1000041682號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
晶鑽低gi營養配方低鈉、低乳糖成人營養素	達譽生物科技有限公司	高雄市	營養標示不符	民眾檢舉	2011-04-12	1000412高市衛食字1000021597號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
滋養奶油	新玉園食品廠股份有限公司	新北市	標示不符	泓文便利商店	2011-04-12	1000412府授衛食字第1000200703號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
蕃茄醬	品高企業股份有限公司	雲林縣	無營養標示	高雄市政府衛生局	2011-04-12	1000412府衛食字1007000356號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
薑母茶	大湖草莓農場	苗栗縣	標示不符	關西鎮農會	2011-04-12	1000412府衛食字1007700297號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
彘皮	吳○賜	高雄市	無營養標示	旺來發有限公司	2011-04-13	1000413高市衛食字1000028184號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
巧巧曲線腸囊	冠穎生技貿易有限公司	台中市	標示不符	高雄市政府衛生局	2011-04-14	1000414府授衛食字1000066495號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
酸豆	松西農產行	雲林縣	未標示有效日期	彰化縣衛生局	2011-04-18	1000418府衛食字1007000383號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
克洛婷	米陽國際網訊有限公司	桃園縣	未標示廠商名稱、電話號碼及地址	桃園縣衛生局	2011-04-18	1000418北府衛食藥字1000044681號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
紅燒牛小排湯	洪龍有限公司	新北市	未標示廠商名稱、電話號碼及地址、營養標示及原產地	錦泓國際有限公司	2011-04-18	1000418北府衛食藥字1000044684號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
赤八仙果	哲崙攤販	基隆市	未加註食品添加名稱及無營養標示	現場	2011-04-19	1000419府授衛食貳字1000037673號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
葡萄籽前花青素精緻調理油、綠豆	松鼎實業股份有限公司	雲林縣	營養標示不符	花蓮縣衛生局	2011-04-25	1000425府衛食字1007000390號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
醃的酸菜	李○風	台中市	未標示有效日期及營養標示	現場	2011-04-21	1000421北市衛藥食字10032079900號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
polichine	元益化工行	新北市	未標示中文品名、內容物名稱、食品添加物名稱、廠商名稱、電話及地址、有效日期、原產地	豬血糕製造業許進興營業處所	2011-04-22	1000422北府衛食藥字1000047297號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
關山純蜂蜜	光輝養蜂場	新北市	未標示廠商名稱、電話號碼及地址	新東盛國藥房	2011-04-25	1000425北府衛食藥字1000049704號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
純正韓國辣椒粉	亞樂有限公司	新北市	未標示內容物名稱、食品添物名稱、原產地、營養標示	萬客來食品原料行	2011-04-26	1000426北府衛食藥字1000047885號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
可味苦茶油	虎尾農產生物科技生產合作社	雲林縣	營養標示不符及無製造日期	南投縣衛生局	2011-04-28	1000428府衛食字1007000414號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
鹽酥花生	洪吉亞企業有限公司	新北市	營養標示不符	新竹縣衛生局	2011-04-28	1000428府授衛食字1000200744號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
九降風烏魚子	許○隆	新北市	中文標示不符	永安漁港陳媽媽蟹腳專賣店	2011-04-28	1000428府授衛食字1000200743號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
高級蜜餞-橄欖	宏達蔘藥签	苗栗縣	營養標示不符	現場	2011-04-27	1000427府衛食字1007700361號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
古坑咖啡糖、黑糖咖啡餅	永騰國際企業社	雲林縣	營養標示不符	南投縣衛生局	2011-04-29	1000429府衛食字1007000421號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
茶葉蛋滷包	義峰食品有限公司	新北市	本標示原產地之製造廠及廠址及營養標示	和省錢有限公司	2011-04-28	1000428北府衛食藥字100053737號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
二代御的來福軟膠	福乘實業有限公司	新北市	未標示食品字樣及營養標示不符	益大千西藥房	2011-04-27	1000427北府衛食藥字1000049627號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
芝麻醬	迦南園實業有限公司	台中市	未標示有效日期	羅東鎮年貨大街	2011-04-29	1000429府授衛食字1000077394號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
枸杞糯米粉	明好企業有限公司	新竹市	標示不符	關西鎮農會	2011-05-03	1000503府授衛食字1000200749號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
剝皮脆辣椒	展群食品實業有限公司	新北市	雙重標示	名家商行	2011-05-03	1000503北府衛食藥字1000052776號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
傳統桶子雞	清芳實業股份有限公司	新北市	無營養標示	現場	2011-04-08	1000408北府衛藥食字1000042225號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
養生三色年糕條	韓英國際有限公司	新北市	未標示食品添加物用途名稱及品名	全聯實業股份有限公司	2011-05-03	1000503北府授衛食藥字1000049705號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
誠泰醬油	誠泰醬油食品行	雲林縣	營養標示不符	花蓮縣衛生局	2011-05-09	1000509府衛食字1007000451號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
玫瑰鹽	元氣興業有限公司	新北市	營養標示不符	良源素食坊	2011-05-06	1000506北府衛食藥字1000058200號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
峰山真豆奶	南洋汽水工廠	台中市	無營養標示	現場	2011-05-10	1000510府授衛食字1000085810號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
冠泰樂樂通緩釋素膠囊	冠泰藥業有限公司	台中市	標示不符	台北市政府衛生局	2011-05-09	1000509府授衛食字1000084755號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
鱈魚粄條、大仙李、蜜汁沙茶	優之品商行	台中市	未標示食品添加物用途	巨象網路科技館	2011-05-09	1000509府授衛食字1000084859號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
野冬花蜜	程○讚	新北市	無營養標示	原新蔘藥行	2011-05-04	1000504北府衛食藥字1000053050號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
泰式碳烤麻辣香魷片	欣和食品行	新北市	未標示中文廠商名稱、電話號碼及地址、營養標示、原產地	現場	2011-05-04	1000504北府衛食藥字1000055707號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
鎮江醋	一品醬園有限公司	新北市	無營養標示	愛買蔬果行	2011-05-10	1000510北府衛食藥字1000060957號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
彩花菓	郭○杰	新北市	未標示內含動物性成分之原料	歡喜素食品行	2011-05-10	10004510北府衛食藥字1000060248號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
谷路鈣寶軟骨素鈣錠	嵩平貿易有限公司	高雄市	營養標示不符	新北市衛生局	2011-05-13	1000513高市衛食字1000032291號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
苿莉綠茶	永發茶葉有限公司	宜蘭縣	標示不符	花蓮縣農會豐演民生供應中心	2011-05-13	1000513府授衛食字1000008915號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
心勁喉糖	捷安司國際有限公司	新北市	營養標示不符	全國大藥局	2011-05-16	1000516北府衛食藥字1000060960號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
幾分甜土鳯梨酥	藍海國際餐飲股份有限公司	新北市	未標示保存期限、有效日期	民眾陳情	2011-05-20	1000520北府衛食藥字1000064608號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
乳酸菌梅	陳○晴	新北市	未標示廠商地址、未加註用途名稱	格子趣豐原廟東店	2011-05-23	1000523北府衛食藥字1000066341號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
牛蒡排	米加食品有限公司	台中市	無營養標示	民眾陳情	2011-05-31	1000531府授衛食藥字10000101901號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
甘草粉	簡○成	彰化市	未標示品名、重量、成分、廠商名稱及電話等	第一科大開喜小館	2011-06-01	1000601府授衛食字1000118323號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
通脈膠囊	巴斯德實業有限公司	彰化縣	無營養標示	詹藥局	2011-06-14	1000614府授衛食字1000118331號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
豆鼓小魚辣椒	誠泰醬油食品行	雲林縣	未標示用途	基隆市衛生局	2011-06-16	1000616府衛食字1007000638號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
油切纖維（健姿膠囊）	華泰中草藥生化科技有限公司	台中市	未標示全成分	台中市衛生局	2011-06-15	1000615府授衛食字1000113378號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
甘草瓜子	福源商行	新北市	營養標示不符	秘密基地餐飲店	2011-06-21	1000621府授衛食字1000200861號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
上群養生冰糖雪耳燕窩	東鄉食品股份有限公司	彰化縣	無營養標示	鴻興中藥房	2011-06-28	1000628府授衛食字1000118475號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
六鵬蜂膠鈣粉	六鵬貿易股份有限公司	新北市	標示及營養標示不符	德芳藥局	2011-06-27	1000627北府衛食藥字1000082832號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
素順通膠囊食品	捷安司國際有限公司	新北市	未標示製造廠及廠址、原產地及營養標示不符	沛廣藥局	2011-06-27	1000627北府衛食字1000082792號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
芝麻醬、桔醬	華泰食品行	新北市	未標示有效日期及營養標示不符	六六製麵店	2011-07-04	1000704北府衛食藥字1000088225號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
東北酸白菜	億長御坊有限公司	新北市	營養標示不符	現場	2011-07-06	1000706北府衛食藥字1000089061號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
普威固本飲品	樺佳實業有限公司	新北市	未標示食品添加物用途名稱及品名	長虹藥局	2011-07-08	1000708北府衛食藥字1000089058號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
特等香菇酥	後龍鎮農會雜糧產銷班開發部	苗栗縣	營養標示不符	東和蜂業股份有限公司	2011-07-11	1000711府衛食字1007700589號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
味新醬油	鑫山食品廠	屏東縣	未標示廠商地址及使用食品添加物「焦糖色素」而標示「醬色」	嘉義市松江街6號	2011-07-13	1000713屏府授衛食字1000176496號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
元滿young兒寶葡萄籽萃取+ 蘋果多酚+蜂膠-青蘋果口味	沛方生物科技有限公司	新北市	營養標示不符	現場	2011-07-12	1000712北府衛食藥字1000088193號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
甘草梅	海龍王食品有限公司	台中市	標示不符	盈均商行	2011-07-15	1000715府授衛食字1000136411 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
珍珠圓	建美食品有限公司	新北市	未標示廠商名稱、電話號碼及地址、有效日期及營養標示不符	聰明素料店	2011-07-19	1000719北府衛食藥字1000097159號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
福粒糕	福綠行	新竹市	未標示製造日期及營養標示不符	星寶商店	2011-07-21	1000721府衛食字1007700640號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
豆腐乳	十全食品廠	新竹市	營養標示不符	現場	2012-01-02	府授衛食字1010200501號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
渡邊元氣隆盛液	人生製藥股份有限公司	台中市	營養標示不符	惠佑藥局	2012-01-03	中市衛食藥字1000707124 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
豆漿	嘉鄉豆腐店	台中市	無中文標示	現場	2012-01-03	中市衛食藥字1000707123 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
蜜爾樂水果薄荷糖	海太國際貿易有限公司	新北市	營養標示不符	現場	2012-01-06	北府衛食藥字1011040548 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
ivenor-333主張美味餐	百正研化食品有限公司	新北市	營養標示不符	台灣屈臣氏個人用品商店	2012-01-09	北府衛食藥字1011054407號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
diva life巧克力珍珠	巧蕾國際貿股份有限公司	新北市	未標示內容物重量、容量或數量	新光三越台北南西店	2012-01-09	北府衛食藥字1011034594 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
紫錐花+維他命c	薛○盈	新北市	中文標示及營養標示不符	網站	2012-01-10	北府衛食藥字101062067 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
即溶咖啡	知典食品有限公司	新北市	中文標示不符	福記食品有限公司	2012-01-11	北府衛食藥字1011066222 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
酢醬	金葉肉燥食品行	新北市	未標示製造廠及地址	大龍市場第113攤	2012-01-16	北府衛食藥字1011093631 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
樂關膜依錠	威志貿易有限公司	台南市	標示不符	捷登藥局	2012-01-18	南市府衛食藥字1010004316 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
芋香牛奶粉	泓林商行	台中市	僅標示品名	健豐餐具行	2012-01-20	中市衛食藥字1010004951 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
雞塊	大城長城企業股份有限公司	台南市	一般標示及營養標示不符	民眾扳訴	2012-01-30	府衛食字1010014066 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
柴魚紫菜湯	丸豐食品行	台中市	營養標示不符	幸福超市	2011-11-23	中市衛食藥字1000706478 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
你滋美得鈣咀嚼錠	景華生技股份有限公司	新北市	標示不符	大葉高島屋	2011-11-23	北府衛食藥字1001713451 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
小魚干粉	韓濟貿易社	新北市	無中文標示及營養標示	韓泰商行	2011-11-22	北府衛食藥字100169282 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
純正麥芽	建春行	台中市	無營養標示	中華免洗餐具	2011-11-25	中市衛食藥字1000706434 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
蜆伯鹹蜆	賴○丹	雲林縣	無營養標示	現場	2011-11-28	府衛食字1007001258 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
御品豆干	紅景天養生御品股份有限公司	台中市	一般標示及營養標示不符	苗栗縣衛生局	2011-11-28	中市衛食藥字1000706301號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
中興純米米粉	國際米粉有限公司	新竹市	營養標示不符	屏東縣衛生局	2011-12-14	府授衛食字1000201331號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
香麥茶	永發茶葉有限公司	宜蘭縣	標示不符	皓亮商行	2011-12-08	府授衛食字1000061000 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
金桔餅、精選薏仁	隆源商行	台中市	無營養標示	成興企業商行	2011-12-19	中市衛食藥字1000706717 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
腊肉	利利號食品行	新竹市	標示不符	現場	2011-12-28	府授衛食字1000201355 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
菊苣菜濃縮製顆粒	李○財	新北市	標示不符	捷利國際開發有限公司	2011-12-27	北府衛食藥字1001861468 號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
虱目魚丸	聖元食品廠	雲林縣	外包裝無電話標示	金豐年購物行	2012-03-03	府衛食字1017000210號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
利馬草莓夾心餅乾、利馬香蕉夾心餅乾、利馬雞蛋布丁心餅乾	殷茂貿易有限公司	高雄市	標示不符	歡喜商行	2012-03-05	高市衛食字10131750600號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
嚴選鮮力鐵蛋	邱○崇	彰化縣	一般標示及營養標示不符	竹北市樺仔店	2012-03-05	府授衛食字1010058861號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
辣味乳酪絲	廖○緯	彰化縣	未標示廠商名稱、電話號碼、地址及保存期限	菇菇的家攤	2012-03-05	府授食字1010059213號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
味源紅油	味源股份有限公司	台中市	複方食品添加物	苑裡高級中學	2012-03-06	中市衛食藥字1010018483號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
台灣糖蔥	輝勵食品廠	新北市	未標示廠商地址	大湖觀光草莓園	2012-03-07	北府衛食藥字1011357223號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
熟成黑蒜頭	保證責任雲林縣崙東合作農場	雲林縣	營養標示不符	童年渡假飯店	2012-03-14	府衛食字1017000254號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
三牲	佳昇豆皮行	雲林縣	無營養標示及重量標示	戴記素食行	2012-03-14	府衛食字1017000257號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
馬玉山芝麻燕麥	馬玉山食品工業有限公司	高雄市	營養標示不符	現場	2012-03-12	高市衛食字10132085500號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
新加維加補維他錠	世欣生物科技有限公司	台中市	無中文營養標示	信安正藥局	2012-03-15	中市衛食藥字1010022345號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
黃油麵	新連茂食品有限公司	新北市	外包裝無中文標示及營養標示	頭份鎮黃昏市場	2012-03-21	北府衛食藥字1011410100號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
票子	茂喜股份有限公司	新北市	外包裝未標示廠商名稱、電話及地址	遠百企業股份有限公司景美分公司	2012-03-21	北府衛食藥字1011448666號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
土雞	禽農產業股份有限公司	屏東縣	檢出動物用藥	林園衛生所	2012-03-22	屏府授衛食字1010038337號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
紫蘇香梅	定芳食品股份有限公司	高雄市	營養標示不符	基隆市衛生局、新竹市衛生局	2012-03-26	高市衛食字10132637200號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
香辣花生	新健美食品有限公司	台中市	未標示有效日期、營養標示	艋舺杏仁酥土豆糖商行	2012-03-26	中市衛食藥字1010027119號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
五印醋	高印企業有限公司	新北市	營養標示不符	政泰商號	2012-03-23	北府衛食藥字1011465938號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
花蓮薯糬	洄瀾薯道	花蓮縣	營養標示不符	現場	2012-03-28	府衛藥字1010052143號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
汫榨菜	游○桃	高雄市	營養標示不符	南投縣衛生局	2012-03-29	高市衛食字10132918200號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
酸菜	全鄉農產行	雲林縣	標示不符	台北市政府衛生局	2012-02-03	府衛食字1017000087號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
南薑茶	臻好有限公司	新北市	營養標示不符	平雲山都一樓販賣部	2012-02-02	北府衛食藥字10111153191號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
墨魚黑胡淑香腸	蝦冰蟹醬國際有限公司	台北市	營養標示不符	現場	2012-02-08	府授衛食貳字1010011264號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
佛祖米粉	吉泰米粉工業有限公司	新竹市	標示不符	新竹縣政府衛生局	2012-02-08	府授食字1010200567號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
甜酥花生	洪吉亞企業有限公司	新竹市	標示不符	新竹縣政府衛生局	2012-02-08	府衛食字1010200568號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
護力勇股液態複方葡萄糖胺	永杏生技有限公司	新竹縣	未標示用途名稱	現場	2012-02-08	府授衛食字1010200569號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
乳酪三明治餅乾	順禾國際有限公司	新北市	外包裝無有效日期	日盛糖果行	2012-02-08	北府衛食藥字1011188606號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
腰子貝	日通開發水產有限公司	台中市	無標示有效日期	穩讚漁業行	2012-02-14	中市衛食藥字1010010122號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
麵包	黃金蟻食品行	高雄市	未標示內容物重量、廠商電話號碼及有效日期	現場	2012-02-17	高市衛食字10131220900號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
意麵	朱○玉	彰化縣	外包裝有效日期模糊無法辨識	埔心新館村新路1 巷80號	2012-01-20	府授衛食字1010045400號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
黑糖桃酥	合香製菓廠	彰化縣	外包裝未標示有效日期	通霄市場錦和商行	2012-02-20	府授衛食字1010045556號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
津津蘆筍汁、綠蘆筍汁	禾林食品有公司	新北市	外包裝標示不符	新北市政府衛生局	2012-02-16	北府衛食藥字1011249055號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
黑麻油	許○堂	雲林縣	營養標示不符	基隆市衛生局	2012-02-23	府衛食字1017000191號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
果凍	上欣水果有限公司	新北市	無中文標	富源蔬果店	2012-02-24	北府衛食藥字1011294776號	食品衛生管理法第十七條	處新台幣三萬元罰鍰	
