衛署健食字第A00033號	衛署健食字	健康調和油	2003/2/11	台灣第一生化科技股份有限公司	核可	油酸、 亞麻油酸、 次亞麻油酸	調節血脂功能	經動物實驗證實： 有助於降低血清中三酸甘油酯。	1.三少（少鹽、少糖、少油）的飲食原則，有助身體健康。2.本品為一般食用油，係供調理使用，非為膳食補充品，不宜直接食用。3.請依使用方式及建議攝取量調理，多食無益。		
衛署健食字第A00034號	衛署健食字	洛神花保健膠囊	2003/3/20	愛健生命科學股份有限公司(95/8/11核准將許可證由寰生公司轉移給愛健)	核可	類黃酮素、多酚酸、花青素	調節血脂功能,護肝功能（針對化學性肝損傷）	(一)經動物實驗證實:可降低血中三酸甘油酯。(二)根據動物試驗結果，對四氯化碳誘發大鼠肝臟損傷可降低血清中GOT、GPT值。		●請洽詢醫師或營養師有關食用本品之意見。●均衡飲食及適當運動為身體健康之基礎。●食用前開封，如發現包裝破損或任何品質異常，請將整瓶產品交回公司更換新品。	
衛署健食字第A00035號	衛署健食字	如新華茂超級靈芝	2003/4/15	美商如新華茂股份有限公司台灣分公司	併証	靈芝三帖類、 靈芝多醣體	免疫調節功能,護肝功能（針對化學性肝損傷）	(1)根據動物及體外試驗結果顯示具有下列功效： 1.有助於促進抗體生成。 2.有助於促進免疫細胞增生能力。 3.有助於調節T細胞功能。 (2)根據動物試驗結果，對四氯化碳誘發之大鼠肝臟損 傷，具有下列功效：有助於降低血清中GPT和GOT 值。」		●請小心存放，避免兒童自行取用，若正值懷孕、授乳、服用藥物者，請洽詢醫師意見，再決定是否食用。●如發現包裝破損或品質異常，請將整瓶產品交由直銷商送回公司更換新品。●請洽詢醫師或營養師有關食用本品之意見；均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00036號	衛署健食字	維力康膠囊	2003/5/15	震達科技股份有限公司	核可	甘草素	護肝功能（針對化學性肝損傷）	根據動物試驗結果： 對四氯化碳誘發大鼠肝臟損傷可能具有降低血清GOT、GPT值。	1.GOT、GTP持續異常升高可能是肝病變所引起，應立即就醫。2.本品含甘草素，可能會與藥物產生交互作用，需服用其他藥物時，應請教醫師或藥師。3.本產品請勿長期或大量食用。4.孕婦忌食。		
衛署健食字第A00037號	衛署健食字	林鳳營優酪乳	2003/6/20	味全食品工業股份有限公司	核可	總乳酸菌（包含Streptococcus thermophilus、Lactobacillus delbrueckii subsp. bulgaricus、Lactobacillus acidophilus、Bifidobacterium longum）	胃腸功能改善	「(1)有助於增加腸內益生菌。  (2)有助於減少腸內害菌(Clostridium perfringens)。」		1.請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。2.依建議攝取量所含精緻糖24.63公克，請注意熱量攝取。3.本產品含牛奶可能導致過敏症狀，對牛奶及其製品過敏者不宜使用。	
衛署健食字第A00038號	衛署健食字	可果美100％蕃茄汁（無添加食鹽）	2003/8/8	臺灣可果美股份有限公司	核可	蕃茄汁（品質管制指標：苯萃取物指標值）	調節血脂功能	經動物實驗證實，有助於降低血清中三酸甘油酯含量。			
衛署健食字第A00039號	衛署健食字	品名:高鈣低脂三益菌全家奶粉	2003/8/20	佳格食品股份有限公司	核可	乳酸桿菌（含Lactobacillus acidophilus 與Lactobacillus casei）、 比菲德氏菌（Bifidobacterium lactis）	胃腸功能改善	有助於 1.增加腸內益菌。 2.減少腸內害菌（Clostridium perfringens）。 3.改善腸內細菌菌相。		請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00040號	衛署健食字	微庫醇紅麴膠囊	2003/11/18	生達化學製藥股份有限公司	核可	HMG-COA還原酵素抑制劑-Monacolin K	調節血脂功能	經動物實驗證實： 1.有助於降低血中總膽固醇。 2.有助於降低血中三酸甘油酯。 3.有助於降低血中低密度脂蛋白膽固醇。		1.請放置兒童不易拿取處。2.若正值懷孕、服用藥物或授乳等情形，請先洽詢醫師意見，再決定是否服用。3.請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00041號	衛署健食字	奧利多纖維飲	2004/2/5	金車股份有限公司	核可	難消化性麥芽糊精	胃腸功能改善	本產品 1.有助於促進腸道運動。 2.有助於增加排便量。			
衛署健食字第A00042號	衛署健食字	TCELL-1乳酸菌粉	2004/2/20	鼎健生物科技食品股份有限公司	核可	Lactobacillus rhamnosus Tcell-1	胃腸功能改善	本產品有助於增加腸內益生菌。		請洽詢醫師或營養師食用本品之意見；均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00043號	衛署健食字	葡萄王靈芝王	2004/2/25	葡萄王生技股份有限公司	核可	靈芝粗多醣體	免疫調節功能	根據動物及體外試驗結果顯示具有下列功效： 1.有助於促進抗體生成。 2.有助於調節Ｔ細胞功能。 3.有助於促進自然殺手細胞活性。		請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00044號	衛署健食字	甘蔗原素錠POLICOSANOL	2004/3/1	連騏企業有限公司	核可	甘蔗原素(Sugar Cane Policosanol)	調節血脂功能	本產品 1.有助於降低血液中總膽固醇（TC）含量。2.有助於降低血液中低密度脂蛋白膽固醇（LDL-C）含量。 3.有助於增加高密度脂蛋白膽固醇（HDL-C）。 4.有助於延緩血液中低密度脂蛋白（LDL）的氧化。 5.有助於減少發生動脈粥狀硬化的危險因子。	1.本品含甘蔗原素，食用本品前或需服用其他藥物時，請先洽醫師或營養師之意見。2.孕婦，授乳婦女及十二歲以下之兒童不宜食用。3.請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。		
衛署健食字第A00045號	衛署健食字	順康500香菇菌絲體萃取物	2004/3/15	宗信燦股份有限公司	核可	香菇菌絲體萃取物 （品質管制指標成分：木質素）	護肝功能（針對化學性肝損傷）	根據動物試驗結果，對四氯化碳誘發大鼠肝臟的損傷可降低血清GOT、GPT值。		請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00046號	衛署健食字	洛神花保健膠囊	2004/4/5	愛健生命科學股份有限公司(95/8/11核准將許可證由寰生公司轉移給愛健)	併証	類黃酮素、總多酚、花青素	調節血脂功能,護肝功能（針對化學性肝損傷）	(一)經動物實驗證實:可降低血中三酸甘油酯。 (二)根據動物試驗結果，對四氯化碳誘發大鼠肝臟損傷可降低血清中GOT、GPT值。		●請洽詢醫師或營養師有關食用本品之意見。●均衡飲食及適當運動為身體健康之基礎。●食用前開封，如發現包裝破損或任何品質異常，請將整瓶產品交回公司更換新品。	
衛署健食字第A00047號	衛署健食字	益品年食用油	2004/7/18	花王(台灣)股份有限公司	核可	二酸甘油酯	不易形成體脂肪功能	減少餐後血中中性脂肪(三酸甘油酯)的上升。較不易形成體脂肪。	1.三少（少鹽、少糖、少油）的飲食原則，有助身體健康。2.本品為一般食用油，係供調理使用，非為膳食補充品，不宜直接食用。3.請依使用方式及建議攝取量調理，多食無益。	●油加熱過度會產生濃煙甚至燃燒。加溫時請小心爐火，欲離開時請關閉火源。本品的引火點溫度比一般食用油約低20度(一般食用油約350度)。●加溫時的油，若不慎滲入水氣，會有噴油及灼傷情形，請小心。●低溫時會有白色混著、凝結情形，室溫下即可回復，無品質之顧慮請安心使用。●請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00048號	衛署健食字	好菌多顆粒	2004/9/17	生達化學製藥股份有限公司	核可	龍根雙歧桿菌(Bifidobacterium longum)、有胞子性乳酸菌(Lactobacillus sporogenes)	胃腸功能改善	有助於增加腸內益生菌。		1.請勿以40度以上之熱開水沖泡。2.請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00049號	衛署健食字	好顧醇錠10mg	2004/10/1	連騏企業有限公司	核可	甘蔗原素(Sugar Cane Policosanol)	調節血脂功能	本產品 1.有助於降低血液中總膽固醇（TC）含量。 2.有助於降低血液中低密度脂蛋白膽固醇（LDL-C）含量。 3.有助於增加高密度脂蛋白膽固醇（HDL-C）。 4.有助於延緩血液中低密度脂蛋白（LDL）的氧化。 5.有助於減少發生動脈粥狀硬化的危險因子。	1.本品含甘蔗原素，食用本品前或需服用其他藥物時，請先洽醫師或營養師之意見。2.孕婦，授乳婦女及十二歲以下之兒童不宜食用。		
衛署健食字第A00050號	衛署健食字	得意的一天健康三益葵花油	2004/11/12	佳格食品股份有限公司	核可	單元不飽和脂肪酸。	調節血脂功能	經動物實驗證實： 1.有助於降低血清中三酸甘油酯。 2.可延緩血清中低密度脂蛋白氧 化。 3.可減少發生動脈粥狀硬化的危險因子。	1.三少（少鹽、少糖、少油）的飲食原則，有助身體健康。2.本品為一般食用油，係供調理使用，非為膳食補充品，不宜直接食用。3.請依使用方式及建議攝取量調理，多食無益。		
衛署健食字第A00052號	衛署健食字	統一陽光低糖高纖豆漿	2005/1/7	統一企業股份有限公司	核可	黃豆蛋白質；菊苣纖維	調節血脂功能	(1)有助於降低血中總膽固醇。 (2)有助於增加血中高密度脂蛋白膽固醇。 (3)有助於減少發生心血管疾病的危險因子。	痛風及腎臟病人請洽詢醫師或營養師有關食用本品之意見。	均衡的飲食及適當的運動為身體健康之基礎；本品含有菊苣纖維，飲用後會促進腸道蠕動，若有脹氣不適者請停止飲用。	
衛署健食字第A00053號	衛署健食字	威望常寶寧(飲品)	2004/12/31	維達有限公司	核可	嗜乳酸桿菌及保加利亞乳酸桿菌(lactobacillius acidophilus & lactobacillus bulgaricus)、雙岐雙叉桿菌及龍根菌(bifidobacterium bifidum & bifidobacterium longum)、嗜熱性鏈球菌(streptococcus thermophilus)	胃腸功能改善	有助於增加腸內益生菌。		請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00054號	衛署健食字	黑松LGG優酪乳（原味）	2005/1/25	黑松股份有限公司	失效	LGG菌（Lactobacillus rhamnosus GG）、B菌（Bifidobacterium bifidum）	胃腸功能改善	有助於增加腸內益生菌。			
衛署健食字第A00055號	衛署健食字	健康新胺-水溶性殼醣胺	2005/1/25	台灣愛買有限公司	核可	水溶性幾丁聚醣-(水溶性殼醣胺)	調節血脂功能	有助於降低血中總膽固醇。	1.對魚蝦過敏者建議不可食用。2.糖尿病患者請遵循專業醫事人員建議食用。3.兒童及患有腸胃疾病或腸胃功能差者請勿食用、或食用前應先洽詢醫師或營養師意見。4.請勿過量食用，以免造成腸胃功能受損。5.嬰兒不得食用。	1.請小心存放，避免孩童拿取。2.請保有健康飲食習慣，維持適當體重。3.請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。4.若正值懷孕、授乳或服用藥物等情形，請先洽詢醫師意見，再決定是否服用。	
衛署健食字第A00056號	衛署健食字	統一活力寶典極品靈芝	2005/2/1	統一企業股份有限公司	核可	靈芝酸a(ganoderic acid a)、靈芝酸b(ganoderic acid b)	護肝功能（針對化學性肝損傷）	根據動物試驗結果，對四氯化碳誘發大鼠肝臟損傷具有下列功效： 1. 可降低血清GPT值。 2. 可增加血清中白蛋白含量。	正值懷孕、授乳或服用藥物者，請先洽詢醫師意見，再決定是否服用本品。		
衛署健食字第A00057號	衛署健食字	益品年食用油	2005/2/25	花王(台灣)股份有限公司	併証	二酸甘油酯	不易形成體脂肪功能	較不易形成體脂肪。	1.三少（少鹽、少糖、少油）的飲食原則，有助身體健康。2.本品為一般食用油，係供調理使用，非為膳食補充品，不宜直接食用。3.請依使用方式及建議攝取量調理，多食無益；4.即使大量攝取也無法治療疾病恢復健康。		
衛署健食字第A00058號	衛署健食字	益齒達®無糖口香糖-薄荷	2005/2/26	台灣留蘭香股份有限公司	核可	木糖醇	牙齒保健功能	1.可減少口腔內的牙菌斑。 2.可減少牙菌斑內突變形鏈球菌數量(Streptococcus mutans)。 3.有助於降低蛀牙的發生率。	1. 少吃甜食，維持口腔衛生是防止蛀牙的最基本要素。2. 幼童食用本產品時請特別小心，切勿將其吞食。3. 食用本品如有任何過敏及不適，請立即停止食用。	1.包裝不全，請勿食用。2.請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00059號	衛署健食字	養氣人蔘	2005/3/15	佳格食品股份有限公司	核可	人蔘皂 Rg2	護肝功能（針對化學性肝損傷）	根據動物試驗結果，對四氯化碳誘發大鼠肝臟損傷具有下列功效： 1. 可降低血清GOT、GPT值。 2. 可增加血清中白蛋白含量。		請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00060號	衛署健食字	茶裏王日式無糖綠茶	2005/4/15	統一企業股份有限公司	核可	兒茶素	調節血脂功能	經動物實驗證實：有助於延緩低密度脂蛋白之氧化。		請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00061號	衛署健食字	御茶園每朝健康綠茶	2005/4/20	維他露食品股份有限公司	核可	1.兒茶素(catechins) 2. 菊苣纖維(inulin)		一、經動物實驗證實：1.有助於降低血中總膽固醇。2.有助於降低血中低密度脂蛋白膽固醇。3.有助於降低血中三酸甘油酯。二、有助於增加腸內益生菌。三、有助於減少體脂肪之形成。	1、 本品含有菊苣纖維，飲用後會促進腸道蠕動，並產生脹氣及排氣等現象，若有不適者，請停止飲用。2、高血壓及心臟病患者不宜飲用。	請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00062號	衛署健食字	養生液	2005/4/20	中天生物科技股份有限公司	核可	大豆發酵液（以Daidzein及乳酸為品管指標成分）	調節血脂功能,免疫調節功能,胃腸功能改善	(一)有助於增加腸內益生菌。 (二)有助於延緩血中低密度脂蛋白氧化。 (三)根據動物及體外試驗結果顯示具有下列功效： 1.可促進脾臟細胞增生。 2.可促進自然殺手細胞活性。	1.請依建議量食用，食用過量可能造成短暫間歇流涎現象。2.若正值懷孕、服用藥物或授乳等情形，請先洽詢醫師意見再決定是否服用。	1.請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。2.本品為天然發酵之高被濃縮液，若於瓶口或瓶底產生黑色固狀結晶之現象，請取出後以熱水沖泡即可飲用。3.飲用時滴管請勿接觸到水，並避免將水滲入瓶中。	
衛署健食字第A00063號	衛署健食字	白蘭氏雞精	2005/4/21	馬來西亞商食益補國際股份有限公司台灣分公司	核可	雞精（以總支鏈胺基酸－「Leucine白胺酸、Isoleucine異白胺酸、Valine纈胺酸」為品管指標成分）	抗疲勞功能	可加速運動後恢復期血乳酸及血氨濃度下降，有助於增進運動後疲勞的消除。		1.攝取量:每日建議使用兩瓶(68毫升*2)2.請洽詢醫師或營養師有關食用本品之意見;均衡的飲食及適當的運動為身體健康之基礎，請依個人體質酌量使用。3.支鏈有機酸尿症(遺傳性疾病，例如:楓糖尿症)患者應避免食用。	
衛署健食字第A00064號	衛署健食字	田中寶養生液	2005/6/10	中天生物科技股份有限公司	併証	大豆發酵液（以Daidzein及果寡糖nystose為品管指標成分）	調節血脂功能,免疫調節功能,胃腸功能改善	(一)有助於增加腸內益生菌。 (二)有助於延緩血中低密度脂蛋白氧化。 (三)根據動物及體外試驗結果顯示具有下列功效： 1.可促進脾臟細胞增生。 2.可促進自然殺手細胞活性。	1.請依建議量食用，食用過量可能造成短暫間歇流涎現象。2.若正值懷孕、服用藥物或授乳等情形，請先洽詢醫師意見再決定是否服用。	1.請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。2.本品為天然發酵之高被濃縮液，若於瓶口或瓶底產生黑色固狀結晶之現象，請取出後以熱水沖泡即可飲用。3.飲用時滴管請勿接觸到水，並避免將水滲入瓶中。	
衛署健食字第A00065號	衛署健食字	統一活力寶典特級蜂膠	2005/6/25	統一企業股份有限公司	核可	總類黃酮(以chrysin、pinocembrin為品質指標成分)	免疫調節功能	經動物實驗結果證實，食用本產品有助於： 1. 促進免疫細胞增生能力。 2. 促進吞噬細胞活性。	嬰兒、孕婦及對蜂膠產品過敏者不宜使用；如欲使用者，請先諮詢醫師或營養師之建議。	請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00066號	衛署健食字	引藻™片(小球藻W-87)	2005/7/5	國際引藻生物科技股份有限公司	核可	小球藻（以次亞麻油酸為品管指標成分）	調節血脂功能,調節血糖功能,免疫調節功能	(一)調節血脂功能    經動物實驗結果證實：    1.有助於降低血中三酸甘油酯。    2.有助於降低血中低密度脂蛋白膽固醇。(二)調節血糖功能    經動物實驗結果證實：對禁食血糖值偏高者，有助於輔助調節作用。(三)免疫調節功能    經動物實驗結果證實：    1.有助於促進免疫細胞增生能力。    2.有助於促進吞噬細胞活性。    3.有助於促進自然殺手細胞活性。    4.有助於促進IFN-γ細胞激素分泌。	1.本產品非屬治療及矯正疾病用藥品，糖尿病患者仍需就醫治療。2.有過敏體質或自體免疫疾病者，請洽詢醫師意見小心使用。	1.請洽詢醫師或營養師有關食用本品之意見。2.均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00067號	衛署健食字	統一綺麗健康油	2005/7/17	統一企業股份有限公司	核可	中鏈脂肪酸	不易形成體脂肪功能	有助於不易囤積體脂肪。	1.三少（少鹽、少糖、少油）的飲食原則，有助身體健康。2.本品為一般食用油，係供調理使用，非為膳食補充品，不宜直接食用。3.請依使用方式及建議攝取量調理，多食無益。4.即使大量攝取也無法治療疾病恢復健康。	●依衛福部「每日飲食指南」建議每日油脂類的攝取份量為15~35公克。●低溫時可能導致產生白色混濁狀，此現象於常溫中可恢復。●勿將熱油倒入塑膠瓶中。●請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00068號	衛署健食字	如新華茂蟲草精沛膠囊	2005/7/18	美商如新華茂股份有限公司台灣分公司	核可	冬蟲夏草菌絲體粉末 (以腺Adenosine和甘露醇Mannitol為品管指標成分)	抗疲勞功能	有助於延緩運動中疲勞之產生，並加速運動後體能之恢復。		●請小心存放，避免兒童自行取用，若正值懷孕、服用藥物或授乳等情況，請先洽詢醫師意見。●為了要維護產品品質，如發現包裝破損或有任何品質異常，請將整瓶產品交由直銷商送回公司更換產品。●請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00069號	衛署健食字	雙鶴御品靈芝	2005/9/15	勇健工業股份有限公司	核可	靈芝酸 (A,B,C…等九種)、多醣肽(分子量20萬以上)	輔助調整過敏體質功能,延緩衰老功能	1. 經動物實驗結果顯示: 有助於增加易老化鼠之存活率。 2. 經動物實驗結果顯示: (1)有助於減少過敏反應相關細胞激素之分泌。(2) 有助於減少抗原特異性免疫細胞增生。		請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎	
衛署健食字第A00070號	衛署健食字	如新華茂益生菌配方（膠囊食品）	2005/9/28	美商如新華茂股份有限公司台灣分公司	核可	乳酸桿菌 （Lactobacillus fermentum）	胃腸功能改善	1.可通過胃酸和膽鹽之考驗。 2.增加腸內益生菌。 3.減少腸內有害菌 （Clostridium perfringens）。 4. 改善腸內細菌菌相。		●請小心存放，避免兒童自行取用，若正值懷孕、服用藥物或授乳等情況，請先洽詢醫師意見。●請洽詢醫師或營養師食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00071號	衛署健食字	桂格紅麴養生穀粉	2005/10/1	佳格食品股份有限公司	核可	Monakolin K	調節血脂功能	經動物實驗證實 1. 有助於降低血中三酸甘油酯 2.有助於降低血中低密度脂蛋白膽固醇。	警語：1.患有嚴重疾病、感染症、肝病或經外科手術等情況，請勿食用。2.是否適用於膽固醇之控制，應先諮詢醫師。3.本產品不得替代藥品使用。		
衛署健食字第A00072號	衛署健食字	賜多利奶粉	2005/10/18	連法國際實業股份有限公司	併証	總免疫球蛋白G、 特定免疫球蛋白G	調節血脂功能,免疫調節功能,胃腸功能改善	1.可降低血中總膽固醇。 2.可降低血中低密度脂蛋白膽固醇。 3.可減少動脈硬化之危險因子。	對牛乳過敏者不適用。乳糖不耐者請遵詢專業醫事人員建議飲用。輕微乳糖不耐者可每次減量飲用，待適應後再逐漸增量。		
衛署健食字第A00073號	衛署健食字	統一四物雞精	2005/10/20	統一企業股份有限公司	核可	Anserine、Carnosine	抗疲勞功能	經動物實驗結果，可改善血液中尿素氮與乳酸代謝，具有延緩疲勞發生之功效	支鏈有機酸尿症（例如楓糖尿症）患者應避免食用。	使用本品前請先諮詢醫師或營養師建議，尤其是患有糖尿病及腎臟病者；.均衡的飲食及適當的運動，是維持健康的基礎。	
衛署健食字第A00074號	衛署健食字	御茶園每朝健康綠茶	2005/11/1	維他露食品股份有限公司	併証	1.兒茶素(catechins) 2. 菊苣纖維(inulin)	胃腸功能改善	有助於增加腸內益生菌。	警語：本品含有菊苣纖維，飲用後會促進腸道蠕動，並產生脹氣及排氣等現象，若有不適者，請停止飲用。		
衛署健食字第A00075號	衛署健食字	賜多利奶粉	2005/11/1	連法國際實業股份有限公司	併証	總免疫球蛋白G、 特定免疫球蛋白G	調節血脂功能,免疫調節功能,胃腸功能改善	經動物實驗結果證實，食用本產品有助於： 1. 促進吞噬細胞活性。 2. 促進自然殺手細胞活性。	對牛乳過敏者不適用。乳糖不耐者請遵詢專業醫事人員建議飲用。輕微乳糖不耐者可每次減量飲用，待適應後再逐漸增量。		
衛署健食字第A00076號	衛署健食字	炳翰人參粉	2006/2/15	炳翰製藥廠股份有限公司	核可	人參皂 （Ginsenoside Rb2）	調節血糖功能	經動物實驗證實，本產品對禁食血糖值偏高者，具有輔助調節作用。	1. 本產品不具第一型糖尿病患者之血糖調節作用。2. 本產品並非治療及矯正疾病的藥品。3. 糖尿病患者仍須就醫治療。請依建議攝取量食用，多食無益。		
衛署健食字第A00077號	衛署健食字	威脂100粉末飲品	2006/3/15	友華生技醫藥股份有限公司	核可	L-arginine	調節血脂功能	有助於增加血中高密度脂蛋白膽固醇。	1. 孕婦或哺乳婦，食用前請先洽醫療專業人員。2. 內含苯丙胺酸；本品使用人工甘味料阿斯巴甜、醋磺內酯鉀，苯酮尿症患者不得使用。3. 嬰兒不得食用。		
衛署健食字第A00078號	衛署健食字	天然紅麴	2006/4/12	味全食品工業股份有限公司	核可	HMG-COA還原酵素抑制劑Monacolin K	調節血脂功能	根據動物實驗結果證實： 1.有助於降低血中總膽固醇。 2.有助於降低血中三酸甘油酯。	患有嚴重疾病、感染症、肝病或經外科手術等情況，請勿食用。是否適用於膽固醇之控制，應先諮詢醫師。本產品不應替代藥品使用。懷孕及授乳期間，請勿食用。		
衛署健食字第A00079號	衛署健食字	凝態活性發酵乳(大粒果實)	2006/4/25	台灣比菲多食品股份有限公司	核可	總乳酸菌（含Streptococcus thermophilus、Lactobacillus delbrueckii subsp. Bulgaricus ）	胃腸功能改善	有助於增加腸內益生菌。			
衛署健食字第A00081號	衛署健食字	桂格黃金麩片燕麥片	2006/6/25	佳格食品股份有限公司	核可	β-聚葡萄醣	調節血脂功能	經動物實驗證實：有助於降低血中總膽固醇。			
衛署健食字第A00082號	衛署健食字	田中寶養生液	2006/7/14	中天生物科技股份有限公司	併証	大豆發酵液（以Daidzein及果寡糖nystose為品管指標成分）	胃腸功能改善	(一)有助於增加腸內益生菌。 (二)有助於延緩血中低密度脂蛋白氧化。 (三)根據動物及體外試驗結果顯示具有下列功效： 1.可促進脾臟細胞增生。 2.可促進自然殺手細胞活性。	食用過量可能造成短暫間歇流涎現象。		
衛署健食字第A00088號	衛署健食字	葡萄王益菌王	2007/1/5	葡萄王生技股份有限公司	核可	總乳酸菌、比菲德氏菌（B. longum）	胃腸功能改善	「有助於增加腸內益生菌」。			
衛署健食字第A00083號	衛署健食字	白蘭氏五味子芝麻錠	2006/8/8	馬來西亞商食益補國際股份有限公司台灣分公司	核可	芝麻素 (Sesamin)、五味子素B (Schisandrin B)	護肝功能（針對化學性肝損傷）	「根據動物試驗結果，對四氯化碳誘發之大鼠肝臟損傷，有助於降低血清中GOT和GPT值」。			
衛署健食字第A00084號	衛署健食字	養生茶	2006/9/4	台灣可爾必思股份有限公司	核可	難消化性麥芽糊精	調節血脂功能	「可降低血中三酸甘油酯」			
衛署健食字第A00085號	衛署健食字	統一植醇牛奶	2006/9/28	統一企業股份有限公司	失效	植物固醇	調節血脂功能	「經動物實驗證實：可降低血中總膽固醇。」			
衛署健食字第A00086號	衛署健食字	愛之味蕃茄汁(強化膳食纖維)	2006/10/27	愛之味股份有限公司嘉義食品廠	核可	難消化性麥芽糊精 (Resistant Maltodextrin；商品名：Fibersol-2)	調節血脂功能	「經動物實驗證實：可降低血中總膽固醇。」			
衛署健食字第A00087號	衛署健食字	震達北蟲草(蛹蟲草)膠囊	2006/11/1	優生製藥廠股份有限公司	失效	品質管制指標成分 Adenosine Cordycepin	護肝功能（針對化學性肝損傷）	根據動物試驗結果，對四氯化碳誘發大鼠肝臟的損傷，可降低血清中GPT值。			
衛署健食字第A00089號	衛署健食字	愛之味兒茶素健康綠茶	2007/2/15	愛之味股份有限公司	核可	兒茶素(Catechins)	調節血脂功能	1.有助於增加血中高密度脂蛋白膽固醇。2.有助於延緩低密度脂蛋白氧化。3.有助於減少發生動脈粥狀硬化的危險因子。			
衛署健食字第A00090號	衛署健食字	統一陽光山藥薏仁高纖豆奶	2007/4/2	統一企業股份有限公司	核可	黃豆蛋白質;菊糖	調節血脂功能	1. 有助於降低血中總膽固醇。                2. 有助於降低血中三酸甘油酯。3. 有助於降低血中低密度脂蛋白膽固醇。4. 有助於減少發生心血管疾病的危險因子。			
衛署健食字第A00091號	衛署健食字	活靈芝滋補液	2007/3/30	佳格食品股份有限公司	核可	靈芝粗多醣	免疫調節功能	根據動物及體外試驗結果顯示，有助於促進吞噬細胞活性。			
衛署健食字第A00092號	衛署健食字	元氣豆®納豆萃取膠囊	2007/4/9	懷特生技新藥科技股份有限公司	核可	以HMG-COA還原酵素抑制劑-Monacolin K作為品管指標成份， 每粒軟膠囊含量大於0.15mg。	調節血脂功能	（1）有助於降低血中總膽固醇。（2）有助於降低血中低密度脂蛋白膽固醇。（3）有助於減少發生心血管疾病的危險因子。			
衛署健食字第A00093號	衛署健食字	泰山葵花油	2007/4/15	泰山企業股份有限公司	核可	植物固醇	調節血脂功能	經動物實驗證實，有助於降低血中總膽固醇。	1.三少（少鹽、少糖、少油）的飲食原則，有助身體健康。 2.本品為一般食用油，係供調理使用；非為膳食補充品，不宜直接食用。 3.請依使用方式及建議攝取量調理，多食無益。		
衛署健食字第A00094號	衛署健食字	木糖醇+2無糖口香糖-蘋果薄荷	2007/4/18	台灣樂天製菓股份有限公司	失效	木糖醇	牙齒保健功能	（1）有助於減少口腔內的牙菌斑；（2）有助於減少牙菌斑內突變形鏈球菌數量(Streptococcus mutans)；（3）有助於降低蛀牙的發生率。	警語：「1. 少吃甜食，維持口腔衛生是防止蛀牙的最基本要素；2. 幼童食用本產品時請特別小心，切勿將其吞食；3. 食用本品如有任何過敏及不適，請立即停止食用。」		
衛署健食字第A00095號	衛署健食字	木糖醇+2無糖口香糖-清涼薄荷	2007/4/18	台灣樂天製菓股份有限公司	失效	木糖醇	牙齒保健功能	（1）有助於減少口腔內的牙菌斑；（2）有助於減少牙菌斑內突變形鏈球菌數量(Streptococcus mutans)；（3）有助於降低蛀牙的發生率。	警語：「1. 少吃甜食，維持口腔衛生是防止蛀牙的最基本要素；2. 幼童食用本產品時請特別小心，切勿將其吞食；3. 食用本品如有任何過敏及不適，請立即停止食用。」		
