查驗登記證號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分
"1005039189","活泉-莓麗康膠囊","FOUNTAIN-CRANBERRY CAPSULES","1101031","1001031","永信藥品工業股份有限公司","0426875100","台中市大甲區中山路一段1191號","小紅莓萃取物;;核黃素（維生素B2）;;維生素 C 97%;;乳酸菌粉（嗜熱乳桿菌、比菲德氏龍根菌、乾酪乳酸桿菌）;;二氧化矽;;硬脂酸鎂;;乳糖;;羥丙基纖維素;;酒精;;明膠;;純水;;食用紅色六號;;二氧化鈦;;食用黃色四號"
"1005039196","悠康-莓康蔓越莓膠囊","YO’COME CRANBERRY CAPSULES","1101031","1001031","永信藥品工業股份有限公司","0426875100","台中市大甲區中山路一段1191號","蔓越莓抽出物;;硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;維生素C 97%;;二氧化矽;;硬脂酸鎂;;滑石粉;;羥丙基纖維素;;酒精;;乳糖;;羥丙基甲基纖維素;;純水;;二氧化鈦;;卡拉膠;;氯化鉀;;紅色氧化鐵"
"1005049134","富爾維生素B錠","FULL-B TABLETS","1101209","1001209","健業生物科技有限公司","02-86471113","新北市汐止區大同路3段196之7號8樓","鹽酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸口比哆辛（維生素B6）;;維生素B12 0.1%;;菸鹼醯胺;;本多酸鈣;;重酒石酸膽鹼;;葉酸;;生物素;;碳酸鈣;;二氧化鈦;;食用紅色6號;;食用黃色4號;;食用藍色1號"
"1005050796","維他命C＋鈣","","1110102","1010102","濟生化學製藥廠股份有限公司","03-5983811","新竹縣湖口鄉新竹工業區實踐路3號","蔗糖素;;蔗糖;;D-山梨醇;;硬脂酸鎂;;L-抗壞血酸（維生素C）;;食用黃色五號鋁麗基;;碳酸鈣;;鳳梨香料"
"1005056671","渡邊維他命Ｂ群糖衣錠","Watanabe-B Complex","1110301","1010301","人生製藥股份有限公司","04-23592345","台中巿工業區五路3號","維生素B1;;維生素B2;;維生素B6;;維生素B12;;菸鹼醯胺;;本多酸鈣;;葉酸;;乳糖;;澱粉;;硬脂酸鎂;;聚乙烯口比咯烷酮;;明膠;;蔗糖;;棕櫚臘;;碳酸鈣;;滑石粉;;食用黃色四號;;食用黃色五號;;蟲膠;;二氧化鈦"
"1005059403","我的維他命+鋅膜衣錠","","1110307","1010307","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","微結晶狀ALPHA-纖維素;;牛磺酸;;菸鹼醯胺;;維生素 B1;;綠茶萃取物;;黨蔘萃取物;;紅景天萃取物;;羥丙基甲基纖維素;;二氧化鈦;;食用紅色40號;;食用藍色1號;;鉻酵母;;維生素B2;;維生素B6;;維生素C;;本多酸鈣;;維生素E(50%);;乾燥維生素A醋酸鹽(17.25%);;聚乙烯口比咯烷酮;;焦磷酸鐵;;生物素;;氧化鎂;;葉酸;;維生素B12( 0.1%);;硬脂酸鎂;;碘化鉀;;維生素D3(0.25%);;硫酸錳;;葡萄糖酸銅;;葡萄糖酸鋅;;肌醇;;乳酸鈣;;馬卡乾燥粉末"
"1010019831","“榮民”菸鹼醯胺錠","Nicotinamide Tablets “VPP”","1060821","1010821","榮民製藥股份有限公司","03-4651190","桃園市中壢區中山東路三段447號","食用藍色一號鋁麗基;;滑石粉;;硬脂酸鎂;;菸鹼醯胺;;乳糖;;纖維素;;澱粉;;預糊化澱粉;;羧甲基澱粉鈉"
"1010028864","月見草油軟膠囊","","1060927","1010927","榮民製藥股份有限公司","03-4651190","桃園市中壢區中山東路三段447號","月見草油;;琉璃苣油;;海藻DHA油;;維生素E醋酸鹽;;明膠;;甘油;;純水"
"1010050677","健維他糖衣錠","Gain-vita S.C. Tablets","1061001","1011001","明大化學製藥股份有限公司","04-26870115","台中市外埔區水美里水美路52號","維生素B2;;維生素B6;;維生素B1;;維生素B12;;菸鹼醯胺;;維生素C;;食用黃色5號;;乳糖;;馬鈴薯澱粉;;磷酸氫鈣;;硬脂酸鎂;;滑石粉;;低取代羥丙基纖維素;;羧甲基澱粉鈉;;蟲膠;;蔗糖;;明膠;;阿拉伯膠;;食用黃色4號;;泛酸鈣"
"1046004904","Avance 維生素C錠狀食品","Avance Vitamin C","1090306","1040306","全美世界健康科技股份有限公司","04-36018188","台中市西區民龍里台灣大道二段218號31樓","麥芽糖;;微結晶狀α-纖維素;;食用黃色四號;;抗壞血酸（維生素C）;;抗壞血酸鈉（維生素C）;;水蜜桃香料粉（香料、丙二醇、氧化澱粉、二氧化矽）;;蔗糖素;;二氧化矽;;硬脂酸鎂"
"1046006102","保力達草莓優格C錠","Paolyta Strawberry Yogurt C","1090316","1040316","保力達股份有限公司","02-27733821","台北市大安區仁愛路四段99號3樓","砂糖;;草莓粉（草莓果實固形物、木薯麥芽糊精））;;維生素C;;草莓香料粉（麥芽糊精、乳糖、阿拉伯膠、二氧化矽、香料）;;優格香料粉（葡萄糖、微晶纖維素、二氧化矽、95%乙醇、丙二醇、天然香料、香料）;;微晶纖維素;;檸檬酸;;硬脂酸鎂;;乳酸菌（Lactobacillus acidophilus、Bifidobacterium longum、Bacillus coagulans）;;葡萄皮色素（葡萄果皮抽出物、麥芽糊精）"
"1046010171","Diamond Power 營養強化錠","Diamond Power","1090428","1040428","鑽石生活有限公司","02-23131133","台北市中正區衡陽路51號9樓","維生素B1;;維生素B2;;維生素B6;;維生素B12;;乾燥維生素D3 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;乾燥維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;葉酸;;生物素;;菸鹼醯胺;;本多酸鈣;;丁烯二酸亞鐵;;葡萄糖酸鋅;;酵母硒;;葡萄糖酸錳;;硫酸銅;;酵母鉬;;酵母鉻;;聚乙烯吡咯烷酮;;阿拉伯膠;;羥丙基甲基纖維素;;乳糖;;麥芽糊精;;二氧化矽;;硬脂酸鎂;;水性膜衣（羥丙基甲基纖維素、聚乙二醇、食用紅色四十號鋁麗基、二氧化鈦、食用藍色一號鋁麗基）"
"1046012768","維補鋅-微粒緩釋膠囊","","1090428","1040428","永捷藥品股份有限公司","04-22548855","台中市西屯區潮祥里黎明路二段860巷51號1樓","維生素B1;;維生素B2;;菸鹼醯胺;;維生素B6;;葉酸;;維生素B12;;維生素C;;氧化鋅;;綠咖啡及綠茶萃取（綠咖啡萃取物、綠茶萃取物、糊精）;;微晶纖維素;;明膠;;食用黃色四號;;食用藍色一號;;硫酸月桂酯鈉"
"1046018388","go明亮軟膠囊食品","","1090603","1040603","星譜生物科技股份有限公司","02-27221001","台北市信義區忠孝東路五段358號11樓","金盞草萃取物(含葉黃素);;金盞草萃取物(含玉米黃素);;亞麻籽油;;維生素A棕櫚酸鹽酯 (維生素A棕櫚酸鹽、葵花籽油、生育醇);;鹽酸硫胺明（維生素B1，鹽酸色噻胺）;;維生素B2;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;醋酸DL-ALPHA-生育醇酯;;葡萄糖酸鋅;;酵母硒;;硫酸銅;;山桑子萃取物;;柑橘生物類黃酮;;卵磷脂;;蜜臘;;明膠;;甘油;;純水;;食用藍色1號;;食用紅色6號;;食用紅色40號;;食用黃色4號;;矽酸鋁鉀珠光色素"
"1046021106","B加五味子膠囊PLUS","","1090616","1040616","生達化學製藥股份有限公司","06-636-1516","台南市新營區土庫里土庫6之20號","牛磺酸;;五味子萃取物;;甘草萃;;維生素B1;;維生素B2;;維生素C;;維生素B6;;玉米澱粉;;肌醇;;本多酸鈣;;菸鹼醯胺;;二氧化矽;;硬脂酸鎂;;瓜拿那萃取物;;葉酸;;維生素B12;;生物素2%(麥芽糊精、生物素);;明膠;;二氧化鈦;;食用黃色四號;;硫酸月桂酯鈉;;食用紅色六號;;食用藍色一號"
"1046028198","三多血紅素鐵複方軟膠囊","","1090626","1040626","三多士股份有限公司","02-27080888","台北市大安區四維路208巷3之1號1樓","(豬)血紅素鐵;;葡萄糖酸亞鐵;;鹽酸吡哆辛（維生素B6）;;葉酸;;氰鈷胺明（維生素B12）;;乾燥維生素A醋酸鹽(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;L-抗壞血酸（維生素C）;;維生素E醋酸鹽;;酪蛋白磷酸胜肽;;硫酸鋅;;葡萄糖酸銅;;月見草油;;明膠;;甘油;;純水;;二氧化鈦;;食用藍色一號;;食用黃色四號;;食用紅色六號"
"1046031134","赫而司多多C高單位維生素C膜衣錠","","1090626","1040626","台灣赫而司有限公司","02-26333810","台北市內湖區成功路五段460號15樓","抗壞血酸;;麥芽糊精;;白砂糖;;微結晶狀α-纖維素;;二氧化矽;;硬脂酸鎂;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;滑石粉;;丙二醇"
"1046034180","“歐美”服他寧加強膜衣錠","Fu Ta Ning Strength Tablets","1090714","1040714","歐美醫藥生物科技股份有限公司","07-7355113","高雄市鳥松區松埔路11之10號","維生素B1;;維生素B2;;維生素B6;;維生素B12;;維生素E粉劑 51%(維生素E、滑石粉、二氧化矽);;菸鹼醯胺;;泛酸鈣;;γ-穀維素;;乳糖;;玉米澱粉;;聚乙烯吡咯烷酮;;羧甲基澱粉鈉;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;二氧化矽;;食用黃色四號;;食用黃色五號"
"1046036403","精神100B+牛磺酸膜衣錠","","1091019","1041019","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","牛磺酸;;L-天冬胺酸;;本多酸鈣;;L-苯丙胺酸;;菸鹼醯胺;;L-精胺酸;;維生素B2;;磷酸氫鈣(無水);;二氧化矽;;乳糖;;硬脂酸鎂;;聚乙烯吡咯烷酮;;生物素;;葉酸;;維生素B1;;維生素B6;;微結晶狀α-纖維素;;維生素B12 (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用藍色一號;;食用黃色四號"
"1046036405","高俲100B膜衣錠","","1091019","1041019","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","二氧化矽;;硬脂酸鎂;;聚乙烯吡咯烷酮;;生物素;;葉酸;;維生素B1;;維生素B6;;維生素B12 (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用藍色一號;;食用黃色四號;;L-苯丙胺酸;;菸鹼醯胺;;L-精胺酸;;維生素B2;;磷酸氫鈣(無水);;乳糖;;微結晶狀α-纖維素;;牛磺酸;;L-天冬胺酸;;本多酸鈣"
"1010050678","“明大”比路沙錠（磷酸口比哆醛）","Pyrixal Tablets “M.T.”(Pyridoxal Phosphate)","1061019","1011019","明大化學製藥股份有限公司","04-26870115","台中市外埔區水美里水美路52號","磷酸口比哆醛;;馬鈴薯澱粉;;乳糖;;微結晶狀ALPHA-纖維素;;硬脂酸鎂;;低取代羥丙基纖維素;;鄰苯二甲酸醋酸纖維素;;蔗糖;;明膠;;磷酸氫鈣"
"1046041360","TOP-LIFE活力生命B群膜衣錠","","1090817","1040817","豐生製藥生物科技股份有限公司","06-6987396","台南市官田區二鎮里成功街60號","維生素B2;;維生素B6;;維生素B12;;維生素C;;菸鹼醯胺;;葉酸;;泛酸鈣;;肌醇;;麥芽糊精;;二氧化矽;;硬脂酸鎂;;羥丙基甲基纖維素(羥丙基甲基纖維素、純水、氯化鈉);;二氧化鈦;;食用黃色4號;;食用紅色40號;;食用藍色1號;;維生素B1"
"1015020948","“大豐”美顏維美喜口含錠","Beauty Vemeicy Troches “T.F.”","1061016","1011016","大豐製藥股份有限公司","04-7236912","彰化市延平里岸頭巷11號","維生素C;;抗壞血酸鈉;;本多酸鈣;;維生素B6;;生物素;;二氧化矽;;食用黃色四號鋁麗基;;葡萄糖;;鳳梨香料;;橘皮粉末;;D-甘露醇;;乳糖;;環己基（代）磺醯胺酸鈉;;酒石酸;;食用黃色四號;;糖精鈉鹽;;糊化澱粉;;微結晶狀ALPHA-纖維素;;硬脂酸鎂"
"1015023026","日本味王綜合維他命軟膠囊","","1060920","1010920","東阪國際有限公司","02-32348041","新北市中和區立德街148巷38號7樓","大豆油;;磷酸氫鈣（無水）;;維生素E;;卵磷脂;;丁烯二酸亞鐵;;維生素C;;重酒石酸膽鹼+1%二氧化矽;;L-二胺基己酸;;維生素B1;;維生素B2;;菸鹼醯胺;;泛酸鈣;;氧化鎂;;葡萄糖酸鋅;;柑橘生物類黃酮;;維生素A;;維生素B6;;檸檬酸鉀;;人蔘葉萃取物;;葡萄糖酸錳;;硫酸銅;;紅景天萃取物;;維生素D;;碘化鉀;;葉酸;;維生素B12;;生物素;;明膠;;甘油;;純水;;食用藍色1號;;食用紅色6號;;食用紅色40號;;食用黃色4號;;肌醇"
"1015030795","星譜 活力元素膜衣錠","","1060919","1010919","星譜生物科技股份有限公司","02-27221001","台北市信義區忠孝東路五段358號11樓","微結晶狀ALPHA-纖維素;;磷酸氫鈣;;氧化鎂;;氯化鉀;;抗壞血酸 90%（維生素C）;;聚乙烯醇;;二氧化鈦;;滑石粉;;聚乙二醇;;鹽酸口比哆辛（維生素B6）;;菸鹼醯胺;;維他命E粉 50%;;丁烯二酸亞鐵;;核黃素（維生素B2）;;甘醇酸澱粉鈉;;氧化鋅;;瓜拿納抽出物;;硬脂酸鎂;;硝酸硫胺明（維生素B1）;;西伯利亞人參粉末;;維生素A醋酸鹽 17.25%;;本多酸鈣;;二氧化矽;;維生素B12 0.1%;;酵母硒;;硫酸銅;;維生素D3;;硫酸錳;;β-胡蘿蔔素 20%;;維生素K1 5%;;葉酸;;食用藍色一號鋁麗基;;碘酸鉀;;生物素"
"1015032239","VITALPLUS韻補鈣（膜衣錠）","","1061102","1011102","康盛藥品股份有限公司","02-26597888","台北市內湖區港墘路183號12樓","海藻鈣;;葡萄糖酸鋅;;玉米鬚萃取物;;氧化鎂;;磷酸氫鈣(無水);;柑橘萃取物(含柑橘類黃酮);;L-抗壞血酸（維生素C）;;乾燥維生素D3 (0.25%);;硫酸銅;;葡萄糖酸錳;;菊糖;;乳糖;;硬脂酸鎂;;二氧化鈦;;食用藍色一號鋁麗基;;羥丙基甲基纖維素"
"1015033848","雙倍B群錠","","1060914","1010914","崴達國際股份有限公司","07-5378628","高雄市前鎮區復興四路12號6樓之20","難消化性麥芽糊精;;微結晶狀ALPHA-纖維素;;芝麻萃取物;;五味子萃取物;;蜆萃取物;;硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;菸鹼醯胺;;鹽酸口比哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;本多酸鈣（泛酸鈣）;;葉酸;;綜合酵素（蛋白酵素4.5;;澱粉酵素;;脂解酵素;;葡萄糖水解酵素;;轉化酵素;;鳳梨酵素;;蛋白酵素3.0;;纖維素分解酵素;;難消化性麥芽糊精）"
"1015038584","綜合維他命B群膠囊","","1060927","1010927","志旻貿易有限公司","05-2855059","嘉義巿西區光路里新民路468號","鹽酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸口比哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;L-抗壞血酸細粉（維生素C）;;菸鹼醯胺;;葉酸;;生物素;;氧化鎂;;葡萄糖酸銅;;葡萄糖酸鋅;;葡萄糖酸亞鐵;;重酒石酸膽鹼;;肌醇;;本多酸鈣;;L-異白胺酸;;L-組胺酸;;L-色胺酸;;L-ALPHA 胺基異戊酸;;鹽酸L-二胺基己酸;;DL-蛋胺酸;;小麥胚芽油;;甘油;;明膠;;食用藍色1號;;食用紅色6號;;食用黃色4號"
"1015038807","美天健巧巧B群錠","Vitamin B Complex","1060918","1010918","美天健股份有限公司","1911/07/22","高雄市前鎮區新生路804號3樓","維生素B1;;維生素B2;;維生素B6;;葉酸;;生物素;;本多酸鈣;;菸鹼醯胺;;肌醇;;重酒石酸膽鹼;;牛磺酸;;綠藻萃取物(含DHA);;大豆萃取物(含磷脂醯絲胺酸);;微結晶纖維素;;麥芽糊精;;二氧化矽;;硬脂酸鎂;;維生素B12 0.1%"
"1015038967","活力寶B群微粒膠囊","Vigor-B Vitamin B complex Microencapsulated Capsules","1060907","1010907","嘉林藥品有限公司","02-28816518","台北市士林區通河東街一段110號","鹽酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸口比哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;L-抗壞血酸（維生素C）;;菸鹼醯胺;;葉酸;;本多酸鈣;;生物素;;牛磺酸;;瓜拿納萃取物;;蔗糖;;羥丙基甲基纖維素;;二氧化鈦;;二氧化矽;;食用紅色六號;;明膠;;純水;;食用黃色五號"
"1015050912","羅得天然納豆紅麴軟膠囊","","1061113","1011113","羅得國際有限公司","02-89541923","新北市板橋區干城路158號8樓之1","納豆粉末(含納豆激?);;紅麴粉末;;銀杏果粉末;;鹽酸口比哆辛（維生素B6）;;月見草油;;紅花籽油;;脂肪酸甘油酯;;明膠;;甘油;;純水"
"1015052828","福適他命軟膠囊","","1061123","1011123","盛悅貿易有限公司","07-3500122","高雄市三民區鼎泰里明賢街32號1樓","鹽酸口夫喃硫胺（維生素B1）;;本多酸鈣;;氰鈷胺明（維生素B12）;;醋酸DL-ALPHA-生育醇酯（維生素E）;;米糠萃取物;;大豆油;;脂肪酸甘油酯;;甘油;;食用紅色六號;;二氧化鈦;;維生素B2;;鹽酸口比哆辛（維生素B6）;;碳酸鈣;;卵磷脂;;明膠;;純水;;食用藍色一號"
"1015053399","美嘉寶 大豆萃取物複方膠囊","Mega-plus Capsules","1061122","1011122","嘉林藥品有限公司","02-28816518","台北市士林區通河東街一段110號","大豆萃取物 (含大豆異黃酮);;牡蠣殼粉末 (含鈣);;維生素D3 0.27%;;鹽酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸口比哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;抗壞血酸（維生素C）;;醋酸DL-ALPHA-生育醇酯50%;;葡萄糖酸亞鐵;;乳糖;;馬鈴薯澱粉;;二氧化矽;;硬脂酸鎂;;明膠;;純水;;二氧化鈦"
"1015053938","益婷美E膠囊","","1061119","1011119","松裕實業股份有限公司","07-6140178","高雄市燕巢區安林四街8號1樓","維生素E醋酸鹽;;大豆油;;明膠;;純水"
"1046045241","新女性綺麗維他命膜衣錠","","1091019","1041019","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號",""
"1046045242","美麗100維他命+鐵膜衣錠","","1091019","1041019","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號",""
"1046046753","歐瑞納美綜合維他命膠囊","ORIENT NATURE Multiple Vitamin Capsule","1090909","1040909","東方神仙有限公司","02-25770036","新北市泰山區仁義路1號7樓","麥芽糊精;;羥丙基甲基纖維素;;純水;;維生素A醋酸鹽 11.5%(麥芽糊精、阿拉伯膠、玉米澱粉、維生素A醋酸鹽、生育醇);;維生素E醋酸鹽50% (維生素E醋酸鹽、辛烯基丁二酸鈉澱粉、麥芽糊精、二氧化矽);;維生素B1;;維生素B2;;維生素B6;;維生素B12;;葡萄糖酸鋅;;菸鹼醯胺;;本多酸鈣;;維生素C 97.5%(維生素C、乙基纖維素);;維生素D3 0.25% (維生素D3、辛烯基丁二酸鈉澱粉、蔗糖、L-抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇);;葉酸;;生物素;;二氧化矽;;微結晶狀α-纖維素"
"1046054774","鈣輕鬆咀嚼錠","","1090919","1040919","向天貿易有限公司","02-25115510","台北市中山區中山北路2段79號10樓","碳酸鈣;;羥丙基甲基纖維素;;乳糖;;微結晶纖維素;;硬脂酸;;DL-蘋果酸;;酪蛋白磷酸胜肽;;膽鈣化醇(維生素D3)(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;優格香料【二氧化矽、酒精、水、天然香料（橘子油、檸檬油、香料）、香料、醋酸、焦糖色素）】;;氧化鋅;;鹽酸硫胺明（維生素B1）;;蔗糖素;;羧甲基纖維素鈉"
"1046057278","渡邊維他命B12膜衣錠","Watanabe Vitamin B12","1091019","1041019","人生製藥股份有限公司","04-23592345","台中巿工業區五路3號","維生素B12;;乳糖;;微結晶狀α-纖維素;;硬脂酸鎂;;二氧化矽;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;聚乙二醇（聚乙二醇、二丁基羥基甲苯）;;二氧化鈦;;食用紅色七號鋁麗基"
"1046059759","ForteCa 600 穩鈣加強錠(鋅、K、E添加)","ForteCa 600mg-Chewable (Zn、K、E Plus)","1091030","1041030","通順國際股份有限公司","02-27891068","台北市南港區成功路1段32號5樓","碳酸鈣;;羥丙基甲基纖維素;;羧甲基澱粉鈉;;乳糖;;蔗糖素;;硬脂酸鎂;;維生素D3 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;維生素K1 5%(阿拉伯膠、蔗糖、維生素K1);;氧化鋅;;維生素E 50%(維生素E、蔗糖、辛烯基丁二酸鈉澱粉、玉米澱粉、矽鋁酸鈉、水);;優格香料【二氧化矽、酒精、水、天然香料（橘子油、檸檬油、香料）、香料、醋酸、焦糖色素）】"
"1046063012","複方維他命E軟膠囊","","1091028","1041028","尚德仕生物科技股份有限公司","03-2128205","桃園市蘆竹區五福一路50巷24號","醋酸DL-ALPHA-生育醇酯;;中鏈三酸甘油酯;;大豆油;;明膠;;甘油;;純水"
"1046065411","悠活原力B立威高單位維生素B群膜衣錠","","1091118","1041118","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","硬脂酸鎂;;聚乙烯吡咯烷酮;;生物素;;葉酸;;維生素B1;;維生素B6;;維生素B12(麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;乳糖;;微結晶狀α-纖維素;;牛磺酸;;L-天冬胺酸;;本多酸鈣;;L-苯丙胺酸;;菸鹼醯胺;;L-精胺酸;;維生素B2;;磷酸氫鈣(無水);;二氧化矽;;BETA-聚葡萄糖;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用藍色一號;;食用黃色四號"
"1046072624","維生素C 1000緩釋錠","","1091218","1041218","永信藥品工業股份有限公司","0426875100","台中市大甲區中山路一段1191號","維生素C 97%(維生素C、玉米澱粉);;膠原蛋白;;羥丙基甲基纖維素;;二氧化矽;;硬脂酸鎂;;防水膜衣（羥丙基甲基纖維素、微結晶纖維素、硬脂酸、二氧化鈦）;;食用黃色四號鋁麗基"
"1046073414","“人生”克能爽糖衣錠","Kuninsan S.C. Tablets “Jen Sheng”","1100105","1050105","人生製藥股份有限公司","04-23592345","台中巿工業區五路3號","維生素C;;葡萄糖酸-δ內酯;;乳糖;;馬鈴薯澱粉;;二氧化矽;;硬脂酸鎂;;聚乙烯吡咯烷酮;;蟲膠;;明膠;;蔗糖;;棕櫚蠟;;碳酸鈣;;滑石粉;;食用黃色四號;;食用黃色五號;;二氧化鈦;;維生素B1"
"1046002401","“強生”維生素B2錠10毫克","Vitamin B2 Tablets 10mg ＂Johnson＂","1090224","1040224","強生化學製藥廠股份有限公司","02-22878405","新北市三重區三和路四段77號、79號","核黃素（維生素B2）;;乳糖;;玉米澱粉;;羧甲基澱粉鈉;;聚乙烯吡咯烷酮;;羥丙基纖維素;;硬脂酸鎂"
"1046002402","“強生”維生素B12錠30微毫克","Vitamin B12 Tablets 30 mcg ＂Johnson＂","1090224","1040224","強生化學製藥廠股份有限公司","02-22878405","新北市三重區三和路四段77號、79號","氰鈷胺明（維生素B12）;;乳糖;;玉米澱粉;;羧甲基澱粉鈉;;聚乙烯吡咯烷酮;;硬脂酸鎂"
"1046009689","go 丰華錠","","1090407","1040407","星譜生物科技股份有限公司","02-27221001","台北市信義區忠孝東路五段358號11樓","輔酵素Q10;;複方木瓜酵素（木瓜酵素、麥芽糊精）;;白高顆萃取物;;大豆抽出物（含大豆異黃酮）;;蜂王乳;;山藥抽出物;;當歸萃取粉（當歸抽出物、玉米澱粉）;;鹽酸吡哆辛（維生素B6）;;複方生物素(麥芽糊精、D-生物素);;葉酸;;維生素E 50%(乙酸dl-α-生育醇酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;啤酒酵母;;微晶纖維素;;乳糖;;玉米澱粉;;羥丙基纖維素;;二氧化矽;;硬脂酸鎂;;二代歐巴代膜衣粉（聚乙烯醇、二氧化鈦、滑石粉、聚乙二醇、大豆卵磷脂）;;食用紅色七號"
"1015055267","德氏培原健補力B活力持續錠","","1061227","1011227","拜爾汀生技營養有限公司","06-3309065","台南市歸仁區大明街3號","乳糖;;麥芽糊精;;維生素B1;;維生素B2;;維生素B6;;維生素B12 0.1%;;維生素E 50%;;泛酸鈣;;菸鹼醯胺;;葉酸;;生物素;;葡萄糖酸鋅;;重酒石酸膽鹼;;維生素C;;檸檬酸亞鐵鈉;;金盞花萃取物(含葉黃素);;牛磺酸;;綠茶抽出物;;酵素水解小麥蛋白(含天然麩醯胺酸);;丹參萃取物;;碳酸鈣;;微結晶狀ALPHA-纖維素;;硬脂酸鎂;;二氧化矽;;葡萄糖漿粉"
"1046009708","維朗糖衣錠","Vilon S.C. Tablets","1090319","1040319","永信藥品工業股份有限公司","0426875100","台中市大甲區中山路一段1191號","食用紅色七號;;磷酸氫鈣;;二氧化鈦;;滑石粉;;核黃素（維生素B2）;;硝酸硫胺明（維生素B1）;;本多酸鈣;;維生素B12;;玉米澱粉;;微結晶狀α-纖維素;;硬脂酸鎂;;二氧化矽;;羥丙基纖維素;;防水膜衣（羥丙基甲基纖維素、微結晶纖維素、硬脂酸、二氧化鈦）;;阿拉伯膠;;明膠;;蔗糖;;食用黃色五號;;鹽酸吡哆辛（維生素B6）;;菸鹼醯胺"
"1015057963","中化沛存 維他命B群+鋅膜衣錠","","1070218","1020218","中化生醫科技股份有限公司","02-23124200","台北市中正區襄陽路23號10樓","乳糖;;微結晶纖維素;;葡萄糖酸鋅;;維生素B1;;維生素B2;;維生素B6;;硬脂酸鎂;;二氧化矽;;菸鹼醯胺;;本多酸鈣;;牛磺酸;;維生素B12;;葉酸;;生物素;;食用黃色四號"
"1020020679","維他活力錠 男性Ｂ群+鋅","","1070826","1020826","遠雄生醫有限公司","04-7262909","彰化縣彰化市龍山里中山路二段944巷54弄14號1樓","硝酸硫胺明;;核黃素;;鹽酸口比哆辛;;氰鈷胺明;;菸鹼醯胺;;本多酸鈣;;葉酸;;生物素;;葡萄糖酸鋅;;硒酵母;;蕃茄粉末(含茄紅素、L-抗壞血酸棕櫚酸酯);;重酒石酸膽鹼;;肌醇;;麥芽糊精;;微結晶狀ALPHA-纖維素;;羥丙基甲基纖維素;;二氧化鈦;;食用黃色四號;;食用黃色五號"
"1020025885","正和愛福好膠囊","","1070821","1020821","正和製藥股份有限公司","066529311","台南市新營區新工路23號","維生素B2;;維生素B6;;維生素B1;;維生素B12;;菸鹼醯胺;;本多酸鈣;;維他命C;;乳糖;;馬鈴薯澱粉;;明膠;;食用紅色六號;;食用黃色五號;;二氧化鈦"
"1005013336","愛喜錠","HICEE TABLETS","1100708","1000708","台灣武田藥品工業股份有限公司","1986/02/08","台北市信義區松高路1號17樓","L-抗壞血酸鈉;;本多酸鈣;;蔗糖;;樹薯澱粉;;食用色素黃色4號;;硬脂酸鎂;;L-抗壞血酸（維生素C）"
