衛署醫器製字第000620號	EACH ML CONTAINS :	HYDROGEN PEROXIDE	30	30.0000000000	MG	
衛署醫器製字第000620號	EACH ML CONTAINS :	SODIUM STANNATE	0.05	0.0500000000	MG	
衛署醫器製字第000620號	EACH ML CONTAINS :	SODIUM NITRATE	1	1.0000000000	MG	
衛署醫器製字第000620號	EACH ML CONTAINS :	SODIUM CHLORIDE	7.4	7.4000000000	MG	
衛署醫器製字第000620號	EACH ML CONTAINS :	SODIUM PHOSPHATE DIBASIC (eq to DISOD. HYDROGEN PHOSPHATE) (eq to DISODIUM PHOSPHATE)	1.61	1.6100000000	MG	
衛署醫器製字第000620號	EACH ML CONTAINS :	SODIUM PHOSPHATE MONOBASIC (EQ TO MONOSODIUM PHOSPHATE)(EQ TO SODIUM DIHYDROGEN PHOSPHATE)	0.53	0.5300000000	MG	
衛署醫器製字第000620號	EACH ML CONTAINS :	WATER DISTILLED (EQ TO DISTILLED WATER)	(ADD TO) 1		ML	
衛署醫器製字第000624號	EACH TABLET CONTAINS :	PAPAIN	200000	200000.0000000000	IPU	
衛署醫器製字第000624號	EACH TABLET CONTAINS :	BORIC ACID	3	3.0000000000	MG	
衛署醫器製字第000624號	EACH TABLET CONTAINS :	POLYETHYLENE GLYCOL 4000	3	3.0000000000	MG	
衛署醫器製字第000624號	EACH TABLET CONTAINS :	CYSTEINE HCL (EQ TO CYSTEINE HYDROCHLORIDE)	10	10.0000000000	MG	
衛署醫器製字第000624號	EACH TABLET CONTAINS :	CITRIC ACID	22	22.0000000000	MG	
衛署醫器製字第000624號	EACH TABLET CONTAINS :	MANNITOL	12.4	12.4000000000	MG	
衛署醫器製字第000624號	EACH TABLET CONTAINS :	RASPBERRY	47	47.0000000000	MG	
衛署醫器製字第000624號	EACH TABLET CONTAINS :	SODIUM CHLORIDE	44	44.0000000000	MG	
衛署醫器製字第000624號	EACH TABLET CONTAINS :	POVIDONE (EQ TO POLYVINYL PYRROLIDONE)( EQ TO PVP ) ( EQ TO POLYVIDONE)(EQ TO POLYVINYLPYRROLIDONE)	2.6	2.6000000000	MG	
衛署醫器製字第000624號	EACH TABLET CONTAINS :	ISOPROPYL ALCOHOL (2-PROPANOL)	2.7	2.7000000000	ul	
衛署醫器製字第000624號	EACH TABLET CONTAINS :	METHYLENE CHLORIDE (DICHLOROMETHANE )	12	12.0000000000	ul	
衛署醫器製字第000625號	.	WATER DISTILLED (EQ TO DISTILLED WATER)	1	1.0000000000	ML	
衛署醫器製字第000625號	.	SODIUM CHLORIDE	9	9.0000000000	MG	
衛署醫器製字第000625號	.	POLYAMINOPROPYL BIGUANIDE	0.005	0.0050000000	MG	
衛署醫器製字第000628號	EACH ML CONTAINS:	HYDROGEN PEROXIDE		30.0000000000	MG	
衛署醫器製字第000628號	EACH ML CONTAINS:	SODIUM CHLORIDE		8.2000000000	MG	
衛署醫器製字第000628號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	(MAKE)	1.0000000000	MG	
衛署醫器製字第000629號	EACH ML CONTAINS:	SODIUM CHLORIDE		9.0000000000	MG	
衛署醫器製字第000629號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)		0.2500000000	MG	
衛署醫器製字第000629號	EACH ML CONTAINS:	POLYAMINOPROPYL BIGUANIDE		0.0005000000	MG	
衛署醫器製字第000629號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	(MAKE) 	1.0000000000	ML	
衛署醫器製字第000629號	EACH ML CONTAINS:	SODIUM BORATE (DECAHYDRATE)		0.1420000000	MG	
衛署醫器製字第000631號	EACH ML CONTAINS:	ISOPROPYL ALCOHOL (2-PROPANOL)	300	300.0000000000	MG	
衛署醫器製字第000631號	EACH ML CONTAINS:	SODIUM CHLORIDE	5.5	5.5000000000	MG	
衛署醫器製字第000631號	EACH ML CONTAINS:	POLOXAMER	(407)          5		MG	
衛署醫器製字第000631號	EACH ML CONTAINS:	HYDROCHLORIC ACID	0.174	0.1740000000	ML	
衛署醫器製字第000631號	EACH ML CONTAINS:	WATER PURIFIED ( EQ TO AQUEOUS PURIFIED OR PURIFIED WATER )	ADD TO         1		ML	
衛署醫器製字第000634號	EACH ML CONTAINS:	SODIUM CHLORIDE	8.5	8.5000000000	MG	
衛署醫器製字第000634號	EACH ML CONTAINS:	HYDROGEN PEROXIDE	0.1	0.1000000000	MG	
衛署醫器製字第000634號	EACH ML CONTAINS:	SODIUM PHOSPHATE MONOBASIC (EQ TO MONOSODIUM PHOSPHATE)(EQ TO SODIUM DIHYDROGEN PHOSPHATE)	0.089	0.0890000000	MG	
衛署醫器製字第000634號	EACH ML CONTAINS:	SODIUM PHOSPHATE DIBASIC (eq to DISOD. HYDROGEN PHOSPHATE) (eq to DISODIUM PHOSPHATE)	0.689	0.6890000000	MG	
衛署醫器製字第000634號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	MARK           1		ML	
衛署醫器製字第000641號	EACH TABLET CONTAINS:	CITRIC ACID ANHYDROUS	9	9.0000000000	MG	
衛署醫器製字第000641號	EACH TABLET CONTAINS:	SODIUM CARBONATE ANHYDROUS	17.5	17.5000000000	MG	
衛署醫器製字第000641號	EACH TABLET CONTAINS:	SODIUM CHLORIDE	5	5.0000000000	MG	
衛署醫器製字第000641號	EACH TABLET CONTAINS:	MANNITOL	15.5	15.5000000000	MG	
衛署醫器製字第000641號	EACH TABLET CONTAINS:	POVIDONE K-30 (EQ TO POLYVINYL PYRROLIDONE K30)(PVP K-30) (POVIDONE K30)	0.2	0.2000000000	MG	
衛署醫器製字第000641號	EACH TABLET CONTAINS:	ISOPROPYL ALCOHOL (2-PROPANOL)	3.3	3.3000000000	MG	
衛署醫器製字第000641號	EACH TABLET CONTAINS:	BORIC ACID	2.8	2.8000000000	MG	
衛署醫器製字第000641號	EACH TABLET CONTAINS:	POLYETHYLENE GLYCOL 3350	3	3.0000000000	MG	
衛署醫器製字第000672號	EACH SACHET CONTAINS:	SODIUM PERBORATE	0.4	0.4000000000	GM	
衛署醫器製字第000673號	EACH MO CONTAINS:	SODIUM CHLORIDE	8	8.0000000000	MG	
衛署醫器製字第000673號	EACH MO CONTAINS:	POTASSIUM CHLORIDE	0.8	0.8000000000	MG	
衛署醫器製字第000673號	EACH MO CONTAINS:	HYDROGEN PEROXIDE	30	30.0000000000	MG	
衛署醫器製字第000673號	EACH MO CONTAINS:	SODIUM PHOSPHATE MONOBASIC (EQ TO MONOSODIUM PHOSPHATE)(EQ TO SODIUM DIHYDROGEN PHOSPHATE)	0.4	0.4000000000	MG	
衛署醫器製字第000673號	EACH MO CONTAINS:	WATER FOR INJECTION	1	1.0000000000	ML	
衛署醫器製字第000676號	EACH ML CONTAINS:	SODIUM CHLORIDE	4.3	4.3000000000	MG	
衛署醫器製字第000676號	EACH ML CONTAINS:	SODIUM CITRATE (SODIUM CITRATE TRIBASIC)	9.2	9.2000000000	MG	
衛署醫器製字第000676號	EACH ML CONTAINS:	TWEEN 80 (EQ TO POLYSORBATE 80)		3.0000000000	MG	
衛署醫器製字第000676號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	0.5	0.5000000000	MG	
衛署醫器製字第000676號	EACH ML CONTAINS:	POLYQUATERNIUM -1	(50%) 0.02		MG	
衛署醫器製字第000676號	EACH ML CONTAINS:	POLOXAMER	(407) 3.0		MG	
衛署醫器製字第000676號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	1.0	1.0000000000	MG	
衛署醫器製字第000676號	EACH ML CONTAINS:	SODIUM CHLORIDE		4.3000000000	MG	
衛署醫器製字第000676號	EACH ML CONTAINS:	SODIUM CITRATE DIHYDRATE		9.2000000000	MG	
衛署醫器製字第000676號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)		0.5000000000	MG	
衛署醫器製字第000676號	EACH ML CONTAINS:	POLYQUATERNIUM -1		0.0200000000	MG	
衛署醫器製字第000677號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	2.0	2.0000000000	MG	
衛署醫器製字第000677號	EACH ML CONTAINS:	POTASSIUM SORBATE	1.3	1.3000000000	MG	
衛署醫器製字第000677號	EACH ML CONTAINS:	SODIUM CHLORIDE	5	5.0000000000	MG	
衛署醫器製字第000677號	EACH ML CONTAINS:	TRITON X-405	2.5	2.5000000000	MG	
衛署醫器製字第000677號	EACH ML CONTAINS:	POVIDONE (EQ TO POLYVINYL PYRROLIDONE)( EQ TO PVP ) ( EQ TO POLYVIDONE)(EQ TO POLYVINYLPYRROLIDONE)	(K-90)         8		MG	
衛署醫器製字第000677號	EACH ML CONTAINS:	BORIC ACID	6.77	6.7700000000	MG	
衛署醫器製字第000677號	EACH ML CONTAINS:	SODIUM BORATE (SODIUM BIBORATESODIUM TETRABORATE	1.7008	1.7008000000	MG	
衛署醫器製字第000677號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	(MAKE)         1		ML	
衛署醫器製字第000688號	EACH TABLET CONTAINS	CITRIC ACID (ANHYDROUS)	22	22.0000000000	MG	
衛署醫器製字第000688號	EACH TABLET CONTAINS	SODIUM CARBONATE ANHYDROUS	47	47.0000000000	MG	
衛署醫器製字第000688號	EACH TABLET CONTAINS	SODIUM CHLORIDE	56.4	56.4000000000	MG	
衛署醫器製字第000688號	EACH TABLET CONTAINS	POVIDONE K-30 (EQ TO POLYVINYL PYRROLIDONE K30)(PVP K-30) (POVIDONE K30)	2.4	2.4000000000	MG	
衛署醫器製字第000688號	EACH TABLET CONTAINS	METHYLENE CHLORIDE (DICHLOROMETHANE )	15.8	15.8000000000	MG	
衛署醫器製字第000688號	EACH TABLET CONTAINS	POLYETHYLENE GLYCOL 6000 (EQ TO CARBOWAX 6000)(EQ TO PEG 6000)	4	4.0000000000	MG	
衛署醫器製字第000689號	EACH ML CONTAINS:	SODIUM CHLORIDE	5.5	5.5000000000	MG	
衛署醫器製字第000689號	EACH ML CONTAINS:	POTASSIUM CHLORIDE	1.47	1.4700000000	MG	
衛署醫器製字第000689號	EACH ML CONTAINS:	BORIC ACID	3.2	3.2000000000	MG	
衛署醫器製字第000689號	EACH ML CONTAINS:	SODIUM BORATE (SODIUM BIBORATESODIUM TETRABORATE	2.35	2.3500000000	MG	
衛署醫器製字第000689號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	0.25	0.2500000000	MG	
衛署醫器製字第000689號	EACH ML CONTAINS:	POTASSIUM SORBATE	1.3	1.3000000000	MG	
衛署醫器製字第000689號	EACH ML CONTAINS:	HYDROCHLORIC ACID	0.00085	0.0009000000	ML	
衛署醫器製字第000689號	EACH ML CONTAINS:	WATER PURIFIED ( EQ TO AQUEOUS PURIFIED OR PURIFIED WATER )	1	1.0000000000	ML	
衛署醫器製字第000692號	EACH TABLET CONTAINS:	SUCROSE (SUGAR REFINED)	43.4	43.4000000000	MG	
衛署醫器製字第000692號	EACH TABLET CONTAINS:	POVIDONE K-30 (EQ TO POLYVINYL PYRROLIDONE K30)(PVP K-30) (POVIDONE K30)	2	2.0000000000	MG	
衛署醫器製字第000692號	EACH TABLET CONTAINS:	ISOPROPYL ALCOHOL (2-PROPANOL)	8	8.0000000000	MG	
衛署醫器製字第000692號	EACH TABLET CONTAINS:	POLYETHYLENE GLYCOL 6000 (EQ TO CARBOWAX 6000)(EQ TO PEG 6000)	4	4.0000000000	MG	
衛署醫器製字第000693號	EACH TABLET CONTAINS:	PAPAIN	120,000		U (UN	
衛署醫器製字第000693號	EACH TABLET CONTAINS:	BORIC ACID	3	3.0000000000	MG	
衛署醫器製字第000693號	EACH TABLET CONTAINS:	POLYETHYLENE GLYCOL 6000 (EQ TO CARBOWAX 6000)(EQ TO PEG 6000)	3	3.0000000000	MG	
衛署醫器製字第000693號	EACH TABLET CONTAINS:	CYSTEINE HCL (EQ TO CYSTEINE HYDROCHLORIDE)	10	10.0000000000	MG	
衛署醫器製字第000693號	EACH TABLET CONTAINS:	CITRIC ACID ANHYDROUS	22	22.0000000000	MG	
衛署醫器製字第000693號	EACH TABLET CONTAINS:	MANNITOL	12.4	12.4000000000	MG	
衛署醫器製字第000693號	EACH TABLET CONTAINS:	SODIUM CARBONATE ANHYDROUS	47	47.0000000000	MG	
衛署醫器製字第000693號	EACH TABLET CONTAINS:	SODIUM CHLORIDE	44	44.0000000000	MG	
衛署醫器製字第000693號	EACH TABLET CONTAINS:	POVIDONE (EQ TO POLYVINYL PYRROLIDONE)( EQ TO PVP ) ( EQ TO POLYVIDONE)(EQ TO POLYVINYLPYRROLIDONE)	(K-30)       2.6		MG	
衛署醫器製字第000693號	EACH TABLET CONTAINS:	ISOPROPYL ALCOHOL (2-PROPANOL)	2.7	2.7000000000	UI	
衛署醫器製字第000693號	EACH TABLET CONTAINS:	METHYLENE CHLORIDE (DICHLOROMETHANE )	15.8	15.8000000000	MG	
衛署醫器製字第000697號	EACH ML CONTAINS:	SODIUM CHLORIDE	8.5	8.5000000000	MG	
衛署醫器製字第000697號	EACH ML CONTAINS:	HYDROGEN PEROXIDE	(30%)        0.1		ML	
衛署醫器製字第000697號	EACH ML CONTAINS:	SODIUM PHOSPHATE MONOBASIC (EQ TO MONOSODIUM PHOSPHATE)(EQ TO SODIUM DIHYDROGEN PHOSPHATE)	0.089	0.0890000000	MG	
衛署醫器製字第000697號	EACH ML CONTAINS:	SODIUM PHOSPHATE DIBASIC (eq to DISOD. HYDROGEN PHOSPHATE) (eq to DISODIUM PHOSPHATE)	0.689	0.6890000000	MG	
衛署醫器製字第000697號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	(MAKE)         1		ML	
衛署醫器製字第000697號	EACH ML CONTAINS:	SODIUM PHOSPHATE MONOBASIC (EQ TO MONOSODIUM PHOSPHATE)(EQ TO SODIUM DIHYDROGEN PHOSPHATE)	0.088	0.0880000000	MG	
衛署醫器製字第000697號	EACH ML CONTAINS:	SODIUM PHOSPHATE DIBASIC (eq to DISOD. HYDROGEN PHOSPHATE) (eq to DISODIUM PHOSPHATE)	0.42	0.4200000000	MG	
衛署醫器製字第000697號	EACH ML CONTAINS:	PENTAMETHYLPHOSPHITE DIETHYLTRIAMINE 10%	0.0008	0.0008000000	ML	
衛署醫器製字第000702號	EACH ML CONTAINS:	SODIUM CHLORIDE	5	5.0000000000	MG	
衛署醫器製字第000702號	EACH ML CONTAINS:	SODIUM BORATE (SODIUM BIBORATESODIUM TETRABORATE	1	1.0000000000	MG	
衛署醫器製字第000702號	EACH ML CONTAINS:	BORIC ACID	6.5	6.5000000000	MG	
衛署醫器製字第000702號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	1	1.0000000000	ML	
衛署醫器製字第000703號	EACH ML CONTAINS:	SODIUM CHLORIDE	7.5	7.5000000000	MG	
衛署醫器製字第000703號	EACH ML CONTAINS:	POTASSIUM SORBATE	1.3	1.3000000000	MG	
衛署醫器製字第000703號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	0.25	0.2500000000	MG	
衛署醫器製字第000703號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	1	1.0000000000	ML	
衛署醫器製字第000706號		SODIUM CHLORIDE		6.0000000000	MG	
衛署醫器製字第000706號		NYLON (POLYAMIDE)	(11)	100.0000000000	MG	
衛署醫器製字第000706號		WATER FOR INJECTION		1.0000000000	ML	
衛署醫器製字第000706號		ETHYLENE DIAMINE TETRAACEATE DISODIUM		1.0000000000	MG	
衛署醫器製字第000706號		SODIUM BORATE DECAHYDRATE (BORAX)		2.5000000000	MG	
衛署醫器製字第000706號		BORIC ACID		3.0000000000	MG	
衛署醫器製字第000706號		TETRONIC	(1107)	5.0000000000	MG	
衛署醫器製字第000706號		NATROSOL	(250 HNF)	2.0000000000	MG	
衛署醫器製字第000706號		POLYAMINOPROPYL BIGUANIDE	(20%)	0.0050000000	MG	
衛署醫器製字第000706號		SODIUM PHOSPHATE DIBASIC ANHYDROUS (EQ TO DISODIUM HYDROGEN PHOSPHATE ANHYDROUS)(EQ TO DIBASIC SODIUM PHOSPHATE ANHYDROUS)(DISODIUM PHOSPHATE ANHYDROUS)		10.6500000000	MG	
衛署醫器製字第000706號		POTASSIUM PHOSPHATE MONOBASIC(EQ TO POTASSIUM BIPHOSPHATE)(EQ TO POTASSIUM DIHYDROGEN PHOSPHATE)		3.4000000000	MG	
衛署醫器製字第000714號	.	SODIUM CHLORIDE	4.3	4.3000000000	MG	
衛署醫器製字第000714號	.	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	0.25	0.2500000000	MG	
衛署醫器製字第000714號	.	BORIC ACID	8.0	8.0000000000	MG	
衛署醫器製字第000714號	.	BORATE (SODIUM)	0.54	0.5400000000	MG	
衛署醫器製字第000714號	.	POTASSIUM SORBATE	1.3	1.3000000000	MG	
衛署醫器製字第000714號	.	WATER FOR INJECTION ADD TO	1.0	1.0000000000	MG	
衛署醫器製字第000718號	EACH TABLET CONTAINS:	CATALASE	70	70.0000000000	U (UN	
衛署醫器製字第000718號	EACH TABLET CONTAINS:	SODIUM PHOSPHATE TRIBASIC	1.7	1.7000000000	MG	
衛署醫器製字第000718號	EACH TABLET CONTAINS:	MANNITOL	81.3	81.3000000000	MG	
衛署醫器製字第000718號	EACH TABLET CONTAINS:	POLYETHYLENE GLYCOL 6000 (EQ TO CARBOWAX 6000)(EQ TO PEG 6000)	8	8.0000000000	MG	
衛署醫器製字第000718號	EACH TABLET CONTAINS:	SILICON DIOXIDE COLLOIDAL(COLLOIDAL SILICA)	1	1.0000000000	MG	
衛署醫器製字第000721號	EACH TABLET CONTAINS:	CATALASE	1	1.0000000000	MG	
衛署醫器製字第000721號	EACH TABLET CONTAINS:	POLYETHYLENE GLYCOL (EQ TO CARBOWAX) (EQ TO MACROGOL)	1.1	1.1000000000	MG	
衛署醫器製字第000721號	EACH TABLET CONTAINS:	DICHOROMETHANE	131.51	131.5100000000	MG	
衛署醫器製字第000721號	EACH TABLET CONTAINS:	MANNITOL	15	15.0000000000	MG	
衛署醫器製字第000721號	EACH TABLET CONTAINS:	SODIUM CHLORIDE	78.232	78.2320000000	MG	
衛署醫器製字第000721號	EACH TABLET CONTAINS:	HYDROXOCOBALAMIN ACETATE	0.1	0.1000000000	MG	
衛署醫器製字第000721號	EACH TABLET CONTAINS:	SODIUM PHOSPHATE DIBASIC ANHYDROUS (EQ TO DISODIUM HYDROGEN PHOSPHATE ANHYDROUS)(EQ TO DIBASIC SODIUM PHOSPHATE ANHYDROUS)(DISODIUM PHOSPHATE ANHYDROUS)	15.455	15.4550000000	MG	
衛署醫器製字第000721號	EACH TABLET CONTAINS:	POTASSIUM PHOSPHATE MONOBASIC(EQ TO POTASSIUM BIPHOSPHATE)(EQ TO POTASSIUM DIHYDROGEN PHOSPHATE)	3.636	3.6360000000	MG	
衛署醫器製字第000721號	EACH TABLET CONTAINS:	POLYETHYLENE GLYCOL (EQ TO CARBOWAX) (EQ TO MACROGOL)	3.45	3.4500000000	MG	
衛署醫器製字第000721號	EACH TABLET CONTAINS:	ETHYL ALCOHOL 95%			Q.S.	
衛署醫器製字第000721號	EACH TABLET CONTAINS:	HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSEHYDROMELLOSE)(HPMC)	10.9	10.9000000000	MG	
衛署醫器製字第000722號	EACH ML CONTAINS:	SODIUM CHLORIDE	6.5	6.5000000000	MG	
衛署醫器製字第000722號	EACH ML CONTAINS:	BORIC ACID	5	5.0000000000	MG	
衛署醫器製字第000722號	EACH ML CONTAINS:	SODIUM BORATE (SODIUM BIBORATESODIUM TETRABORATE	0.4	0.4000000000	MG	
衛署醫器製字第000722號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	1	1.0000000000	ML	
衛署醫器製字第000732號	EACH ML CONTAINS:	SODIUM CHLORIDE	6.65	6.6500000000	MG	
衛署醫器製字第000732號	EACH ML CONTAINS:	BORIC ACID	4.12	4.1200000000	MG	
衛署醫器製字第000732號	EACH ML CONTAINS:	SODIUM BORATE (SODIUM BIBORATESODIUM TETRABORATE	0.87	0.8700000000	MG	
衛署醫器製字第000732號	EACH ML CONTAINS:	SODIUM PERBORATE	0.3	0.3000000000	MG	
衛署醫器製字第000732號	EACH ML CONTAINS:	PHOSPHORIC ACID	0.3	0.3000000000	MG	
衛署醫器製字第000732號	EACH ML CONTAINS:	WATER DISTILLED (EQ TO DISTILLED WATER)	(ADD TO)       1		ML	
衛署醫器製字第000739號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	0.5	0.5000000000	MG	
衛署醫器製字第000739號	EACH ML CONTAINS:	SODIUM CITRATE (SODIUM CITRATE TRIBASIC)	5.6	5.6000000000	MG	
衛署醫器製字第000739號	EACH ML CONTAINS:	CITRIC ACID	0.21	0.2100000000	MG	
衛署醫器製字第000739號	EACH ML CONTAINS:	SODIUM CHLORIDE	5.16	5.1600000000	MG	
衛署醫器製字第000739號	EACH ML CONTAINS:	POLYQUATERNIUM -1	0.01	0.0100000000	MG	
衛署醫器製字第000739號	EACH ML CONTAINS:	WATER DISTILLED (EQ TO DISTILLED WATER)	(ADD TO)       1		ML	
衛署醫器製字第000740號	EACH TABLET CONTAINS:	SUBTILISIN A		3000.0000000000	SPEAU	
衛署醫器製字第000740號	EACH TABLET CONTAINS:	MANNITOL		64.0000000000	MG	
衛署醫器製字第000740號	EACH TABLET CONTAINS:	SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE)		60.0000000000	MG	
衛署醫器製字第000740號	EACH TABLET CONTAINS:	TARTARIC ACID		15.0000000000	MG	
衛署醫器製字第000740號	EACH TABLET CONTAINS:	POLYETHYLENE GLYCOL 6000 (EQ TO CARBOWAX 6000)(EQ TO PEG 6000)		6.0000000000	MG	
衛署醫器製字第000740號	EACH TABLET CONTAINS:	PYRROLIDINONE POLYMER		1.5000000000	MG	
衛署醫器製字第000749號	.	SUBTILISIN A	10	10.0000000000	mAU	
衛署醫器製字第000749號	.	CITRIC ACID ANHYDROUS	22	22.0000000000	MG	
衛署醫器製字第000749號	.	SODIUM CARBONATE ANHYDROUS	47	47.0000000000	MG	
衛署醫器製字第000749號	.	SODIUM CHLORIDE	59.28	59.2800000000	MG	
衛署醫器製字第000749號	.	ISOPROPYL ALCOHOL (2-PROPANOL)	8.8	8.8000000000	MG	
衛署醫器製字第000749號	.	POLYETHYLENE GLYCOL 6000 (EQ TO CARBOWAX 6000)(EQ TO PEG 6000)	4	4.0000000000	MG	
衛署醫器製字第000750號	EACH TABLET CONTAINS	SUBTILISIN A	8	8.0000000000	mAU	
衛署醫器製字第000750號	EACH TABLET CONTAINS	CITRIC ACID ANHYDROUS	22	22.0000000000	MG	
衛署醫器製字第000750號	EACH TABLET CONTAINS	SODIUM CARBONATE ANHYDROUS	47	47.0000000000	MG	
衛署醫器製字第000750號	EACH TABLET CONTAINS	SODIUM CHLORIDE	56.4	56.4000000000	MG	
衛署醫器製字第000750號	EACH TABLET CONTAINS	POVIDONE K-30 (EQ TO POLYVINYL PYRROLIDONE K30)(PVP K-30) (POVIDONE K30)	2.4	2.4000000000	MG	
衛署醫器製字第000753號	.	2-HYDROXYETHYLMETHACRYLATE-COPOLYMER			Q.S.	
衛署醫器製字第000753號	.	WATER (AQUA)	CONTENT       42		%	
衛署醫器製字第000754號	.	2-HYDROXYETHYLMETHACRYLATE-COPOLYMER	****************		Q.S.	
衛署醫器製字第000754號	.	WATER (AQUA)	CONTENT       42		%	
衛署醫器製字第000761號	EACH ML CONTAINS:	SODIUM CHLORIDE	9	9.0000000000	MG	
衛署醫器製字第000761號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	1	1.0000000000	ML	
衛署醫器製字第000781號	EACH TABLET CONTAINS:	SUBTILISIN A	(POTENCY)      8		mAU	
衛署醫器製字第000781號	EACH TABLET CONTAINS:	CITRIC ACID ANHYDROUS	22	22.0000000000	MG	
衛署醫器製字第000781號	EACH TABLET CONTAINS:	SODIUM CARBONATE ANHYDROUS	47	47.0000000000	MG	
衛署醫器製字第000781號	EACH TABLET CONTAINS:	SODIUM CHLORIDE	56.4	56.4000000000	MG	
衛署醫器製字第000781號	EACH TABLET CONTAINS:	POVIDONE K-30 (EQ TO POLYVINYL PYRROLIDONE K30)(PVP K-30) (POVIDONE K30)	2.4	2.4000000000	MG	
衛署醫器製字第000793號		SODIUM CHLORIDE		9.0000000000	MG	
衛署醫器製字第000793號		WATER FOR INJECTION ADD TO		1.0000000000	ML	
衛署醫器製字第000799號	EACH ML CONTAINS:	HYDROGEN PEROXIDE	6	6.0000000000	MG	
衛署醫器製字第000799號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	0.2	0.2000000000	MG	
衛署醫器製字第000799號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	1	1.0000000000	ML	
衛署醫器製字第000800號	EACH ML CONTAINS:	CATALASE	120	120.0000000000	U (UN	
衛署醫器製字第000800號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	0.2	0.2000000000	MG	
衛署醫器製字第000800號	EACH ML CONTAINS:	SODIUM CHLORIDE	8.5	8.5000000000	MG	
衛署醫器製字第000800號	EACH ML CONTAINS:	POLYVINYL ALCOHOL	7	7.0000000000	MG	
衛署醫器製字第000800號	EACH ML CONTAINS:	SODIUM PHOSPHATE DIBASIC (eq to DISOD. HYDROGEN PHOSPHATE) (eq to DISODIUM PHOSPHATE)	(12H2O)     1.46		MG	
衛署醫器製字第000800號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	1	1.0000000000	ML	
衛署醫器製字第000802號	EACH ML CONTAINS:	SODIUM CHLORIDE	6.5	6.5000000000	MG	
衛署醫器製字第000802號	EACH ML CONTAINS:	BORIC ACID	5	5.0000000000	MG	
衛署醫器製字第000802號	EACH ML CONTAINS:	SODIUM BORATE (SODIUM BIBORATESODIUM TETRABORATE	0.4	0.4000000000	MG	
衛署醫器製字第000802號	EACH ML CONTAINS:	WATER FOR INJECTION ADD TO	1	1.0000000000	ML	
衛署醫器製字第000814號	EACH ML CONTAINS:	SODIUM CHLORIDE	6.37	6.3700000000	MG	
衛署醫器製字第000814號	EACH ML CONTAINS:	POTASSIUM CHLORIDE	1.85	1.8500000000	MG	
衛署醫器製字第000814號	EACH ML CONTAINS:	POTASSIUM PHOSPHATE MONOBASIC(EQ TO POTASSIUM BIPHOSPHATE)(EQ TO POTASSIUM DIHYDROGEN PHOSPHATE)	3.39	3.3900000000	MG	
衛署醫器製字第000814號	EACH ML CONTAINS:	BORIC ACID	1.64	1.6400000000	MG	
衛署醫器製字第000814號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	0.1	0.1000000000	MG	
