核備函字號,類別,中文名稱,英文名稱,同一配方品牌,發證日期,有效日期,申請商名稱,申請商電話,申請商地址,劑型,包裝規格,成分,產地,簽審文件編號
"1046037811","嬰兒配方食品","亞培心美力1 HIGH Q PLUS添加鐵質嬰兒配方食品","SIMILAC BABY 1 HIGH Q PLUS","","2016-02-26","2021-02-26","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","粉劑","400.00000公克;850.00000公克;900.00000公克","FLUID SKIM MILK;LACTOSE;HIGH OLEIC SUNFLOWER OIL;WHEY PROTEIN CONCENTRATE;SOY OIL;COCONUT OIL;GALACTOOLIGOSACCHARIDE;WHEY PROTEIN HYDROLYSATE;POTASSIUM CITRATE;ARACHIDONIC ACID (ARA) FROM MORTIERELLA ALPINA;CHOLINE BITARTRATE;CMP;GMP 2Na;UMP 2Na;AMP;MALTODEXTRIN (DILUENT);POTASSIUM HYDROXIDE;LECITHIN;CALCIUM CARBONATE;DOCOSAHEXAENOIC ACID (DHA) (FROM C.cohnii OIL);ASCORBIC ACID;TAURINE;MYO-INOSITOL;FERROUS SULFATE;ZINC SULFATE;NIACINAMIDE;CALCIUM D PANTOTHENATE;COPPER SULFATE;THIAMINE HCL;PYRIDOXINE HCL;RIBOFLAVIN;MANGANESE SULFATE;FOLIC ACID;D-BIOTIN;SODIUM SELENATE;CYANOCOBALAMINE;DILUENT DEXTROSE ANHYDROUS;MAGNESIUM CHLORIDE;LUTEIN;BETA-CAROTENE;HIGH OLEIC SAFFLOWER OIL;D-ALPHA TOCOPHERYL ACETATE;VITAMIN A PALMITATE;PHYLLOQUINONE;CHOLECALCIFEROL;SUNFLOWER OIL (DILUENT);L-TRYPTOPHAN;SODIUM CHLORIDE;ASCORBYL PALMITATE;MIXED TOCOPHEROL;DILUENT (SOY OIL);FERROUS SULFATE;L-CARNITINE;POTASSIUM IODIDE","愛爾蘭","DHD0A460378117"
"1046037810","較大嬰兒配方輔助食品","亞培心美力2 HIGH Q PLUS添加鐵質較大嬰兒配方輔助食品","SIMILAC BABY 2 HIGH Q PLUS","","2016-02-26","2021-02-26","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","粉劑","850.00000公克;900.00000公克","FLUID SKIM MILK;LACTOSE;SUCROSE;HIGH OLEIC SUNFLOWER OIL;SOY OIL;COCONUT OIL;WHEY PROTEIN CONCENTRATE;GALACTOOLIGOSACCHARIDE;ARTIFICIAL VANILLA FLAVOR;POTASSIUM CITRATE;CALCIUM CARBONATE;CHOLINE BITARTRATE;CMP;GMP 2Na;UMP 2Na;AMP;MALTODEXTRIN (DILUENT);ARACHIDONIC ACID (AA) FROM M ALPINA;LECITHIN;SODIUM CHLORIDE;ASCORBIC ACID;POTASSIUM HYDROXIDE;DOCOSAHEXAENOIC ACID (DHA) (FROM C.cohnii OIL);TAURINE;FERROUS SULFATE;ZINC SULFATE;NIACINAMIDE;CALCIUM D PANTOTHENATE;COPPER SULFATE;THIAMINE HCL;PYRIDOXINE HCL;RIBOFLAVIN;MANGANESE SULFATE;FOLIC ACID;SODIUM SELENATE;D-BIOTIN;CYANOCOBALAMIN;MALTODEXTRIN (DILUENT);LUTEIN;BETA CAROTENE;HIGH OLEIC SAFFLOWER OIL;DL-ALPHA TOCOPHERYL ACETATE;VITAMIN A PALMITATE;PHYLLOQUINONE;CHOLECALCIFEROL;SUNFLOWER OIL;ASCORBYL PALMITATE;MIXED TOCOPHEROLS;DILUENT (SOY OIL);CHOLINE CHLORIDE;FERROUS SULFATE","愛爾蘭","DHD0A460378106"
"1036062845","較大嬰兒配方輔助食品","S-26資兒樂較大嬰兒配方奶粉(全新升級配方)","S-26 PROCAL FOLLOW-ON FORMULA (NEW)","","2015-05-18","2020-05-18","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","850.00000公克","LACTOSE;NONFAT MILK POWDER;WHEY PROTEIN CONCENTRATE;PALM OIL;SOYBEAN OIL;COCONUT OIL;OLEIC SUNFLOWER OIL;OLIGOFRUCTOSE;SOYBEAN LECITHIN;MONOGLYCERIDES DISTILLED;POTASSIUM CITRATE;SODIUM CITRATE;CALCIUM HYDROXIDE;CHOLINE CHLORIDE;MAGNESIUM CHLORIDE;ASCORBIC ACID;POTASSIUM HYDROXIDE;SODIUM CHLORIDE;ARASCO (ARACHIDONIC ACID SINGLE CELL OIL);DHASCO (DOCOSAHEXAENOIC ACID SINGLE CELL OIL);CALCIUM CHLORIDE;POTASSIUM BICARBONATE;CITRIC ACID;FERROUS SULFATE;TAURINE;ETHYL VANILLIN;CALCIUM CARBONATE;INOSITOL;ZINC SULFATE;CYTIDINE 5’-MONOPHOSPHATE;DL α-TOCOPHERYL ACETATE;URIDINE-5-MONOPHOSPHATE;NICOTINAMIDE;MIXED TOCOPHEROLS CONCENTRATE;ADENOSINE 5’-MONOPHOSPHATE;ASCORBYL PALMITATE;INOSINE-5-MONOPHOSPHATE;CALCIUM PANTOTHENATE;GUANOSINE-5’-MONOPHOSPHATE;COPPER SULFATE;OLEIC SAFFLOWER OIL;VITAMIN A PALMITATE;MANGANESE SULFATE;VITAMIN B2 (RIBOFLAVIN);VITAMIN B1 (THIAMINE HYDROCHLORIDE);VITAMIN D (CHOLECALCIFEROL);MARIGOLD FLOWER LUTEIN EXTRACT;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );NATURAL CAROTENES;POTASSIUM IODIDE;FOLIC ACID;VITAMIN K (PHYTONADIONE);SODIUM SELENITE;D-BIOTIN;VITAMIN B12 (CYANOCOBALAMIN)","新加坡","DHD0A360628487"
"1036068179","嬰兒配方食品","雀巢寶兒1號嬰兒配方奶粉（創新配方）","NESTLE EXCEL 1 PREMIUM STARTER INFANT FORMULA","","2015-07-16","2020-07-16","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","800.00000公克","WHEY PROTEIN;PALM OLEIN OIL;SKIMMED MILK;LACTOSE;LOW ERUCIC RAPESEED OIL;COCONUT OIL;SUNFLOWER OIL;CALCIUM CITRATE;MALTODEXTRIN;FISH OIL;POTASSIUM HYDROXIDE;POTASSIUM CHLORIDE;SOYA LECITHIN;CITRIC ACID;POTASSIUM CITRATE;L-PHENYLALANINE;ARACHIDONIC ACID (AA) FROM M ALPINA;MAGNESIUM CHLORIDE;VITAMIN C (SODIUM ASCORBATE);SODIUM DIHYDROGEN PHOSPHATE;SODIUM CHLORIDE;CALCIUM HYDROXIDE;NUCLEOTIDE;MALTODEXTRIN;CMP;UMP;AMP;GMP;TAURINE;L-HISTIDINE;INOSITOL;FERROUS SULPHATE;ZINC SULPHATE;VITAMIN E (AS DL-ALPHA TOCOPHEROL ACETATE );ANTIOXIDANT ASCORBYL PALMITATE;VITAMIN A (RETINYL ACETATE);L-CARNITINE;NICOTINAMIDE(VIT PP);CALCIUM PANTOTHENATE;MIXED TOCOPHEROL CONCENTRATE;VITAMIN D3 (CHOLECALCIFEROL);COPPER SULPHATE;VITAMIN B1 (THIAMINE MONONITRATE);VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );MANGANESE SULPHATE;VITAMIN B2 (RIBOFLAVIN);POTASSIUM IODIDE;FOLIC ACID;VITAMIN K1 (PHYLLOQUINONE);SODIUM SELENATE;D-BIOTIN;VITAMIN B12 (CYANOCOBALAMIN);WATER","荷蘭","DHD0A360681794"
"0990042302","較大嬰兒配方輔助食品","優寶A+ 較大嬰兒配方奶粉","Enfapro A+","","2011-01-14","2021-01-14","美強生營養品股份有限公司","02-81725888","台北市松山區健康路156號5樓","粉劑","400.00000公克;900.00000公克","LACTOSE;WHEY PROTEIN CONCENTRATE;WHOLE MILK POWDER;GALACTO-OLIGOSACCHARIDES;CORN SYRUP SOLIDS;MILK SOLIDS, NONFAT;PALM OIL;COCONUT OIL;SOY OIL;OLEIC OIL;ARA & DHA OIL POWDER,(WEIGHT RATIO 2.0) ENCAPSULATED;LECITHIN;CALCIUM CARBONATE;POTASSIUM CITRATE;POTASSIUM BICARBONATE;CALCIUM CHLORIDE;CALCIUM HYDROXIDE;CHOLINE CHLORIDE;MAGNESIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CITRATE,DIHYDRATE;ASCORBYL PALMITATE;INOSITOL;FERROUS SULFATE;TAURINE;DL α-TOCOPHERYL ACETATE;ZINC SULFATE MONOHYDRATE;CYTIDINE 5’-MONOPHOSPHATE;VITAMIN A PALMITATE;ASCORBIC ACID;NIACINAMIDE;ADENOSINE 5’-MONOPHOSPHATE;URIDINE 5’-MONOPHOSPHATE,DISODIUM SALT;VIT D3 POWDER (CHOLECALCIFEROL 400;CALCIUM PANTOTHENATE;VIT K1 (1% PHYTONADIONE);CUPRIC SULFATE, POWDER;VITAMIN B12 (COBALAMIN);DISODIUM GUANOSINE-5-MONOPHOSPHATE;RIBOFLAVIN;THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;MANGANESE SULFATE;FOLIC ACID;BIOTIN;SODIUM SELENITE;SODIUM IODIDE;POTASSIUM HYDROXIDE","荷蘭","DHD09900423027"
"1051301419","嬰兒配方食品","優生A+育嬰配方奶粉(新升級)","ENFAMIL A+ STAGE 1 INFANT FORMULA POWDER","","2016-05-17","2021-05-17","美強生營養品股份有限公司","02-81725888","台北市松山區健康路156號5樓","粉劑","400.00000公克;900.00000公克","LACTOSE;WHEY PROTEIN CONCENTRATE;SKIM MILK POWDER;PALM OIL;COCONUT OIL;SOYBEAN OIL;HIGH OLEIC SUNFLOWER OIL;GALACTOOLIGOSACCHARIDE;POLYDEXTROSE;LECITHIN;SINGLE CELL OIL (ARA FROM M.alpina, DHA FROM C.cohnil );CORN SYRUP SOLIDS;CALCIUM CARBONATE;SODIUM ASCORBATE;POTASSIUM HYDROXIDE;POTASSIUM CHLORIDE;CHOLINE CHLORIDE;MAGNESIUM PHOSPHATE DIBASIC;INOSITOL;TAURINE;FERROUS SULFATE;DL-ALPHA TOCOPHERYL ACETATE;ZINC SULPHATE;ASCORBYL PALMITATE;CMP;VITAMIN A PALMITATE;L-CARNITINE;NIACINAMIDE;UMP;ASCORBIC ACID;VITAMIN K1 ( PHYTONADIONE );VITAMIN D3 (CHOLECALCIFEROL);AMP;CALCIUM PANTOTHENATE;CUPRIC SULPHATE;BIOTIN;GMP;RIBOFLAVIN;VITAMIN B1 (THIAMINE HYDROCHLORIDE);PYRIDOXIN HYDROCHLORIDE (VIT B6);MANGANESE SULFATE;VITAMIN B12 (CYANOCOBALAMIN);FOLIC ACID;SODIUM IODIDE;SODIUM SELENITE","荷蘭","DHD0A513014197"
"1015038349","特殊醫療用途嬰兒配方食品","安敏健高度水解蛋白配方奶粉","NUTRAMIGEN EXTENSIVELY HYDROLYZED PROTEIN FORMULA","","2013-12-31","2018-12-31","美強生營養品股份有限公司","02-81725888","台北市松山區健康路156號5樓","粉劑","400.00000公克","","荷蘭","DHD0A150383495"
"1015050234","嬰兒配方食品","啟賦嬰兒配方奶粉","ILLUMA 1","","2013-03-22","2018-03-22","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","720.00000公克","LACTOSE;NONFAT MILK SOLIDS;HIGH 2 PALMITIC VEGETABLE OIL;PREMIUM WHEY PROTEIN CONCENTRATE;SOYBEAN OIL;OLEIC SUNFLOWER OIL;COCONUT OIL;OLIGOFRUCTOSE (DRY BASIS);SOYBEAN LECITHIN;MAGNESIUM CHLORIDE;CALCIUM HYDROXIDE;SODIUM CITRATE;CITRIC ACID;POTASSIUM CITRATE;POTASSIUM BICARBONATE;SODIUM CHLORIDE;L-TYROSINE;VIT C (ASCORBIC ACID);CALCIUM PHOSPHATE, DIBASIC;ARASCO (ARACHIDONIC ACID SINGLE CELL OIL);DHASCO (DOCOSAHEXAENOIC ACID SINGLE CELL OIL);CHOLINE CHLORIDE;TAURINE;INOSITOL;FERROUS SULFATE;ZINC SULFATE;L-TRYPTOPHAN;CYTIDINE 5’-MONOPHOSPHATE;L-CARNITINE;DL ALPHA TOCOPHEROL 100%(VIT E);DISODIUM URIDINE-5-MONOPHOSPHATE;NICOTINAMIDE;CALCIUM PANTOTHENATE;ADENOSINE 5’-MONOPHOSPHATE;ASCORBYL PALMITATE;ANTIOXIDANT(MIXED TOCOPHEROLS);DISODIUM GUANOSINE-5-MONOPHOSPHATE;DISODIUM INOSINE-5-MONOPHOSPHATE;VITAMIN A ACETATE;COPPER SULFATE;THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;HIGH OLEIC SAFFLOWER OIL;VIT B2 RIBOFLAVIN;VITAMIN D (CHOLECALCIFEROL);BETA CAROTENE POWDER;MARIGOLD FLOWER LUTEIN EXTRACT;MANGANESE SULFATE;FOLIC ACID;POTASSIUM IODIDE;VITAMIN K (PHYTONADIONE);SODIUM SELENITE;D-BIOTIN;CYANOCOBALAMIN","愛爾蘭","DHD0A150502342"
"1015050233","較大嬰兒配方輔助食品","啟賦較大嬰兒配方奶粉","ILLUMA 2","","2013-03-22","2018-03-22","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","720.00000公克","LACTOSE;NONFAT MILK SOLIDS;PREMIUM WHEY PROTEIN CONCENTRATE;HIGH 2 PALMITIC VEGETABLE OIL;SOYBEAN OIL;OLEIC SUNFLOWER OIL;COCONUT OIL;OLIGOFRUCTOSE (DRY BASIS);MAGNESIUM CHLORIDE;SOYBEAN LECITHIN;CALCIUM HYDROXIDE;SODIUM CITRATE;CHOLINE CHLORIDE;VIT C (ASCORBIC ACID);TAURINE;POTASSIUM BICARBONATE;FERROUS SULFATE;ARASCO (ARACHIDONIC ACID SINGLE CELL OIL);SODIUM PHOSPHATE, MONOBASIC;SODIUM CHLORIDE;INOSITOL;DHASCO (DOCOSAHEXAENOIC ACID SINGLE CELL OIL);ETHYL VANILLIN;CITRIC ACID;ZINC SULFATE;CYTIDINE 5’-MONOPHOSPHATE;DISODIUM URIDINE-5-MONOPHOSPHATE;DL ALPHA TOCOPHEROL 100%(VIT E);NICOTINAMIDE;ADENOSINE 5’-MONOPHOSPHATE;ASCORBYL PALMITATE;ANTIOXIDANT(MIXED TOCOPHEROLS);DISODIUM INOSINE-5-MONOPHOSPHATE;DISODIUM GUANOSINE-5-MONOPHOSPHATE;CALCIUM PANTOTHENATE;VITAMIN A ACETATE;COPPER SULFATE;MANGANESE SULFATE;THIAMINE HYDROCHLORIDE;VIT B2 RIBOFLAVIN;VITAMIN D (CHOLECALCIFEROL);PYRIDOXINE HYDROCHLORIDE;MARIGOLD FLOWER LUTEIN EXTRACT;BETA CAROTENE POWDER;FOLIC ACID;VITAMIN K (PHYTONADIONE);POTASSIUM IODIDE;SODIUM SELENITE;D-BIOTIN;CYANOCOBALAMIN","愛爾蘭","DHD0A150502331"
"0991301751","嬰兒配方食品","卡洛塔妮A3育嬰配方奶粉添加鐵質配方","KARIHOME A3 INFANT FORMULA WITH IRON","金適兒寶嬰兒配方奶粉(全新配方)、貝比卡兒金選A添加鐵質嬰兒奶粉(許可字號0991301802)","2010-06-01","2020-06-01","友華生技醫藥股份有限公司","02-27554881","台北市大安區和安里復興南路1段368號7樓","粉劑","400.00000公克;900.00000公克","LACTOSE;COW MILK SOLIDS;VEGETAL OILS;CANOLA OIL;SOYBEAN OIL;HIGH OLEIC SUNFLOWER OIL;COCONUT OIL;SUNFLOWER OIL;MALTODEXTRIN;WHEY PROTEIN CONCENTRATE;INULIN;MINERALS;POTASSIUM CITRATE MONOHYDRATE;SODIUM CITRATE,DIHYDRATE;CALCIUM HYDROXIDE;MAGNESIUM CHLORIDE .6H2O;POTASSIUM CHLORIDE;FERROUS SULFATE,HEPTAHYDRATE;ZINC SULFATE.7H2O;COPPER SULFATE, PENTAHYDRATE;MANGANESE SULFATE,MONOHYDRATE;POTASSIUM IODIDE;SODIUM SELENITE;MARINE FISH OIL;OLIGOFRUCTOSE (DRY BASIS);MICROBIAL OIL POWDER;MONO- AND DIGLYCERIDES;VITAMINS;ASCORBIC ACID;MESO INOSITOL;DL-ALPHA TOCOPHERYL ACETATE , 50%;RETINYL-ACETATE;NIACINAMIDE;CHOLECALCIFEROL 1 000 000 IU/g(VIT D3);TOCOPHEROLS CONCENTRATE, MIXED;CALCIUM PANTOTHENATE;CYANOCOBALAMIN;PHYTONADIONE 5% SD;THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;FOLIC ACID;BIOTIN;LECITHIN;CHOLINE CHLORIDE;CITRIC ACID;TAURINE;NUCLEOTIDE;CYTIDINE 5’-MONOPHOSPHATE;URIDINE 5’-MONOPHOSPHATE,DISODIUM SALT;ADENOSINE 5’-MONOPHOSPHATE;GUANOSINE 5’-MONOPHOSPHATE,DISODIUM SALT;INOSINE 5’-MOMOPHOSPHATE, DISODIUM SALT;L-TRYPTOPHAN;L-CARNITINE;MOISTURE","紐西蘭","DHD09913017513"
"0991301802","嬰兒配方食品","貝比卡兒金選A添加鐵質嬰兒奶粉","BABECARE GOLD-A INFANT FORMULA WITH IRON","卡洛塔妮A3育嬰配方奶粉添加鐵質配方(許可字號0991301751)、金適兒寶嬰兒配方奶粉(全新配方)","2010-06-01","2020-06-01","友華生技醫藥股份有限公司","02-27554881","台北市大安區和安里復興南路1段368號7樓","粉劑","400.00000公克;900.00000公克","LACTOSE;COW MILK SOLIDS;VEGETAL OILS;CANOLA OIL;SOYBEAN OIL;HIGH OLEIC SUNFLOWER OIL;COCONUT OIL;SUNFLOWER OIL;MALTODEXTRIN;WHEY PROTEIN CONCENTRATE;INULIN;MINERALS;POTASSIUM CITRATE MONOHYDRATE;SODIUM CITRATE,DIHYDRATE;CALCIUM HYDROXIDE;MAGNESIUM CHLORIDE .6H2O;POTASSIUM CHLORIDE;FERROUS SULFATE,HEPTAHYDRATE;ZINC SULFATE.7H2O;COPPER SULFATE, PENTAHYDRATE;MANGANESE SULFATE,MONOHYDRATE;POTASSIUM IODIDE;SODIUM SELENITE;MARINE FISH OIL;OLIGOFRUCTOSE (DRY BASIS);MICROBIAL OIL POWDER;MONO- AND DIGLYCERIDES;VITAMINS;ASCORBIC ACID;MESO INOSITOL;DL-ALPHA TOCOPHERYL ACETATE , 50%;RETINYL-ACETATE;NIACINAMIDE;CHOLECALCIFEROL 1 000 000 IU/g(VIT D3);TOCOPHEROLS CONCENTRATE, MIXED;CALCIUM PANTOTHENATE;CYANOCOBALAMIN;PHYTONADIONE 5% SD;THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;FOLIC ACID;BIOTIN;LECITHIN;CHOLINE CHLORIDE;CITRIC ACID;TAURINE;NUCLEOTIDE;CYTIDINE 5’-MONOPHOSPHATE;URIDINE 5’-MONOPHOSPHATE,DISODIUM SALT;ADENOSINE 5’-MONOPHOSPHATE;GUANOSINE 5’-MONOPHOSPHATE,DISODIUM SALT;INOSINE 5’-MOMOPHOSPHATE, DISODIUM SALT;L-TRYPTOPHAN;L-CARNITINE;MOISTURE","紐西蘭","DHD09913018020"
"1005025146","嬰兒配方食品","卡洛塔妮嬰兒水解蛋白配方","KARIHOME HA1 INFANT FORMULA","","2011-10-25","2021-10-25","友華生技醫藥股份有限公司","02-27554881","台北市大安區和安里復興南路1段368號7樓","粉劑","800.00000公克","LACTOSE;PALM OIL;RAPE SEED OIL;COCONUT OIL;SUNFLOWER OIL;HYDROLYSED WHEY PROTEIN;MALTODEXTRIN;GALACTO-OLIGOSACCHARIDES;MINERALS;CALCIUM PHOSPHATE;POTASSIUM HYDROXIDE;CALCIUM CHLORIDE;SODIUM PHOSPHATE, DIBASIC;MAGNESIUM PHOSPHATE;CALCIUM HYDROXIDE;IRON LACTATE;ZINC SULPHATE;COPPER SULPHATE;MANGANESE SULPHATE;POTASSIUM IODATE;SODIUM SELENATE;CITRIC ACID ESTERS OF MONO AND DIGLYCERIDES OF FATTY ACIDS;VITAMINS;SODIUM ASCORBATE;TOCOPHEROL ACETATE;NICOTINAMIDE;CALCIUM D-PANTOTHENATE;RIBOFLAVIN;RETINOL ACETATE;THIAMINE MONONITRATE;PYRIDOXINE HYDROCHLORIDE;FOLIC ACID;PHYTONADIONE;BIOTIN;CHOLECALCIFEROL;CYANOCOBALAMIN;CHOLINE BITARTRATE;FISH OIL;ARACHIDONIC ACID (AA) FROM M ALPINA;MYO-INOSITOL;TAURINE;NUCLEOTIDE;CYTIDINE 5’-MONOPHOSPHATE;DISODIUM URIDINE-5-MONOPHOSPHATE;ADENOSINE 5’-MONOPHOSPHATE;DISODIUM INOSINE-5-MONOPHOSPHATE;DISODIUM GUANOSINE-5-MONOPHOSPHATE;ANTIOXIDANT(MIXED TOCOPHEROLS);SOY LECITHIN;ASCORBYL PALMITATE;DL-ALPHA-TOCOPHEROL;L-CARNITINE TARTRATE","瑞士","DHD0A050251460"
"0970048781","較大嬰兒配方輔助食品","貝比卡兒較大嬰兒牛奶粉","BABECARE COW FOLLOW-ON FORMULA","","2009-02-04","2019-02-04","鼎杏股份有限公司","02-27058094","台北市復興南路一段368號3樓","粉劑","900.00000公克;400.00000公克","COW MILK SOLIDS;LACTOSE;WHEY PROTEIN,(80%);HIGH OLEIC SUNFLOWER OIL;RBD SOYABEAN OIL;CANOLA OIL;COCONUT OIL;SUNFLOWER OIL;MALTODEXTRIN;TRI-SODIUM CITRATE;CALCIUM HYDROXIDE;TRI-POTASSIUM CITRATE;MAGNESIUM CHLORIDE;POTASSIUM CHLORIDE;FERROUS SULPHATE;ZINC SULPHATE;SODIUM SELENITE;COPPER SULPHATE;MANGANESE SULPHATE MONOHYDRATE;POTASSIUM IODIDE;ASCORBIC ACID;MESO INOSITOL;DL-ALPHA TOCOPHERYL ACETATE , 50%;VIT A (RETINYL ACETATE);NIACINAMIDE;CHOLECALCIFEROL 1 000 000 IU/g(VIT D3);CALCIUM D-PANTOTHENATE;TOCOPHEROLS CONCENTRATE, MIXED;CYANOCOBALAMINE 100%(VIT B12);PHYTONADIONE(VITAMIN K1, 5%);THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;FOLIC ACID;BIOTIN;CHOLINE CHLORIDE;TAURINE;L-CARNITINE;MONO-AND DIGLYCERIDES;CITRIC ACID","紐西蘭","DHD09700487813"
"0991303649","嬰兒配方食品","金茁壯初生嬰兒奶粉","MAMI LAC 1 INFANT MILK FORMULA","","2010-11-08","2020-11-08","環聯貿易有限公司","07-5311147","高雄市鼓山區大榮街90巷7之1號1樓","粉劑","900.00000公克","SKIMMED MILK POWDER;DEMINERALISED WHEY POWDER;PALM OIL;CANOLA OIL (TYPE LOW ERUCA ACID);PALM KERNEL OIL;SUNFLOWER OIL;SINGLE CELL OIL;LACTOSE;MALTODEXTRIN;WHEY PROTEIN CONCENTRATE;POTASSIUM CITRATE;SODIUM CITRATE;CALCIUM PHOSPHATE;CALCIUM CHLORIDE;MAGNESIUM CHLORIDE;ASCORBIC ACID;TAURINE;DL-ALPHA TOCOPHERYL ACETATE , 50%;FERROUS LACTATE;CALCIUM CARBONATE;L-CARNITINE;ZINC SULPHATE;VITAMIN A ACETATE;NICOTINAMIDE;CHOLECALCIFEROL;CALCIUM PANTOTHENATE;POTASSIUM CHLORIDE;PHYTONADIONE(VITAMIN K1, 5%);THIAMINE MONONITRATE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;CUPRIC SULPHATE;SODIUM SELENITE;FOLIC ACID;SODIUM CHLORIDE;MANGANESE SULPHATE;SODIUM SELENITE;BIOTIN;CYANOCOBALAMINE 100%(VIT B12)","波蘭","DHD09913036491"
"1046053868","嬰兒配方食品","金茁壯特選嬰兒配方奶粉","GM-1EC INFANT MILK FORMULA","","2016-03-28","2021-03-28","環聯貿易有限公司","07-5311147","高雄市鼓山區大榮街90巷7之1號1樓","粉劑","400.00000公克;900.00000公克","DEMINERALIZED WHEY POWDER;PALM OIL;CANOLA OIL (TYPE LOW ERUCA ACID);PALM KERNEL OIL;SUNFLOWER OIL;LACTOSE;SKIMMED MILK POWDER;GALACTOOLIGOSACCHARIDE;WHEY PROTEIN CONCENTRATE;MALTODEXTRIN;POTASSIUM CITRATE;CALCIUM CARBONATE;MAGNESIUM CHLORIDE;SODIUM CITRATE;CALCIUM PHOSPHATE;FISH OIL;ARACHIDONIC ACID (ARA) FROM MORTIERELLA ALPINA;SODIUM L-ASCORBATE;SODIUM CHLORIDE;POTASSIUM CHLORIDE;TAURINE;L-ASCORBIC ACID;CALCIUM HYDROXIDE;FERROUS SULPHATE;ZINC SULPHATE;DL-ALPHA-TOCOPHEROL ACETATE;L-CARNITINE;L-ASCORBYL PALMITATE;NICOTINAMIDE;CALCIUM D PANTOTHENATE;CUPRIC SULPHATE;VITAMIN A (RETINYL ACETATE);THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;MANGANESE SULPHATE;FOLIC ACID;POTASSIUM IODIDE;VITAMIN K1(PHYTOMENADIONE);SODIUM SELENITE;D-BIOTIN;CHOLECALCIFEROL","波蘭","DHD0A460538685"
"1046059566","較大嬰兒配方輔助食品","BABYMIK佑爾康貝親SUPER+較大嬰兒奶粉","BABYMIK SUPER+ FOLLOW-UP INFANT FORMULA","","2016-04-22","2021-04-22","佑爾康國際股份有限公司","07-3875571","高雄市三民區大昌二路65號10樓","粉劑","400.00000公克;900.00000公克","SKIMMED MILK;COCONUT OIL;SOY OIL;HIGH OLEIC SUNFLOWER OIL;ARACHIDONIC ACID (ARA) FROM MORTIERELLA ALPINA;DOCOSAHEXAENOIC ACID (DHA) (FROM C.cohnii OIL);GLUCOSE SYRUP;LACTOSE;WHEY PROTEIN CONCENTRATE;LECITHIN SOY;TAURINE;NUCLEOTIDE;CMP;UMP 2Na;AMP;IMP 2Na;GMP 2Na;MIXED TOCOPHEROL CONCENTRATE (ANTIOXIDANT);ANTIOXIDANT ASCORBYL PALMITATE;L-CARNITINE;VIT A (RETINYL ACETATE);VITAMIN B1 (THIAMINE HYDROCHLORIDE);VITAMIN B2 (RIBOFLAVIN);CALCIUM D PANTOTHENATE;PYRIDOXIN HYDROCHLORIDE (VIT B6);FOLIC ACID;VITAMIN B12 (CYANOCOBALAMIN);VITAMIN C ( ASCORBIC ACID );VITAMIN D3 (CHOLECALCIFEROL);VIT E(DL-α-TOCOPHERYL ACETATE);D-BIOTIN;VITAMIN K1 (PHYLLOQUINONE);NIACINAMIDE;CHOLINE BITARTRATE;INOSITOL;TRICALCIUM PHOSPHATE;CALCIUM CARBONATE;DIPOTASSIUM PHOSPHATE;MAGNESIUM SULFATE;TRISODIUM CITRATE;FERROUS SULFATE;ZINC SULFATE;DISODIUM PHOSPHATE;POTASSIUM IODIDE;SODIUM SELENITE;COPPER SULFATE;MANGANESE SULFATE","法國","DHD0A460595665"
