核備函字號,中文名稱,英文名稱,發證日期,有效日期,申請商名稱,申請商電話,申請商地址,劑型,包裝規格,成分,產地,簽審文件編號
"000933111","三多均衡配方（含膳食纖維）","SENTOSA CBF COMPLETE BALANCED FORMULA（WITH DIETARY FIBER）","1991-01-29","2022-01-28","三多士股份有限公司","02-27080888","台北市大安區四維路208巷3之1號1樓","粉劑","460.00000公克;1840.00000公克;57.50000公克;46.00000公克;69.00000公克;920.00000公克","SOY PROTEIN;ARTIFICIAL VANILLA FLAVOR;MCT OIL;CORN OIL;VITAMINS/MINERALS;CORN SYRUP SOLIDS;DIETARY FIBER;SODIUM CASEINATE;CALCIUM CASEINATE;SUCROSE","比利時","DHD09000798681"
"1046067156","三多補体康低蛋白營養配方","SENTOSA PROTICOME LOW PROTEIN NUTRITION FORMULA","2016-05-10","2021-05-10","三多士股份有限公司","02-27080888","台北市大安區四維路208巷3之1號1樓","液劑","240.00000毫升;1440.00000毫升","","台灣","DHD0A460671561"
"1005024900","三多補体康®均衡配方","SENTOSA PROTICOME COMPLETE NUTRITION FORMULA","2011-09-30","2021-09-30","三多士股份有限公司","02-27080888","台北市大安區四維路208巷3之1號1樓","粉劑","1035.00000公克;865.00000公克;575.00000公克;23.00000公克;46.00000公克;69.00000公克;3000.00000公克","麥芽糊精;芥花油粉;乳清蛋白濃縮物;ISOLATED SOY PROTEIN SUPRO 1610, IDENTITY;葵花油;難消化性麥芽糊精;菊苣纖維;果糖;MCT OIL;果寡糖;L-麩醯胺酸;碳酸鈣;氯化鉀;香草香料;檸檬酸鈉;關華豆膠;重酒石酸膽鹼;氧化鎂;卵磷脂;檸檬酸鉀;SODIUM METAPHOSPHATE;L-肉酸;牛磺酸;蔗糖素;維生素D3;維生素K1;MINERAL PREMIX;磷酸氫鈣;碳酸鈣;氧化鎂;焦磷酸鐵;氧化鋅;硫酸錳;硫酸銅;三氯化鉻;SODIUM MOLYBDATE;碘化鉀;SODIUM SELENATE;VITAMIN PREMIX;維生素 C;維生素E;菸鹼醯胺;維生素A;本多酸鈣;維生素B6;維生素D3;維生素B1;維生素B2;葉酸;生物素;維生素B12","台灣","DHD0A050249003"
"1025004915","培特康優纖均膳配方糖尿病適用","PAT-HEALTHY DM","2014-02-05","2018-05-17","凡事寧實業有限公司","05-2387818","嘉義市西區北社尾路293-55號","","","MALTODEXTRIN;VAGETABLE OIL POWDER (CANOLA OIL);WHEY PROTEIN CONCENTRATE;FIBERSOL-2;FRUCTOSE;SODIUM CHLORIDE;TRICALCIUM PHOSPHATE;CHOLINE BITARTRATE;MAGNESIUM OXIDE;POTASSIUM CHLORIDE;CALCIUM CARBONATE;ASCORBIC ACID FINE POWDER;MICROALGAE OIL (CONTAINING DHA);CALCIUM CITRATE;ARGININE;GLUTAMINE;VANILLA POWDER;ZINC GLUCONATE;CARNITINE;TAURINE;FERRIC PYROPHOSPHATE;DRY VITAMIN E;β-CAROTENE;SODIUM SELENATE;CHROMIUM TRICHLORIDE;MANGANESE GLUCONATE;NICOTINAMIDE;SUCRALOSE;CALCIUM D-PANTOTHENATE;COPPER GLUCONATE;VITAMIN B12;DRY VITAMIN A ACETATE;THIAMINE HYDROCHLORIDE;RIBOFLAVIN UNIVERSAL;PYRIDOXINE HYDROCHLORIDE;DRY VITAMIN D3 TYPE;DRY VITAMIN K1;FOLIC ACID;POTASSIUM IODIDE;D-BIOTIN","台灣","DHD0A250049153"
"0990051719","培特康均衡營養配方","PAT-HEALTHY","2010-11-16","2020-11-16","凡事寧實業有限公司","05-2387818","嘉義市西區北社尾路293-55號","","","MALTODEXTRIN;SAN-A-CREAN CO-002(CANOLA OIL);SOY PROTEIN;OAT FIBER;WHEY PROTEIN;CALCIUM CARBONATE;MCT;POTASSIUM CHLORIDE;SODIUM CHLORIDE;CHOLINE BITARTRATE;MAGNESIUM OXIDE;ASCORBIC ACID FINE POWDER;VANILLA POWDER;TRICALCIUM PHOSPHATE;CALCIUM CITRATE;SUCRALOSE;ZINC GLUCONATE;TAURINE;VEGETABLE DHA OIL;VEGETABLE AA OIL;DRY VITAMIN E;β-CAROTENE;FERRIC PYROPHOSPHATE;MANGANESE GLUCONATE;NICOTINAMIDE;CALCIUM D-PANTOTHENATE;CHROMIUM TRICHLORIDE;VITAMIN B12;SODIUM SELENATE;COPPER GLUCONATE;DRY VITAMIN A ACETATE;THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN UNIVERSAL;DRY VITAMIN D3 TYPE;FOLIC ACID;DRY VITAMIN K1;D-BIOTIN","台灣","DHD09900517193"
"1036024727","紅牛愛基均衡配方營養素","RED COW HEALTHING COMPLETE NUTRITION","2014-10-20","2019-10-20","奕瑪國際行銷股份有限公司","02-66251168","新北市新莊區五權一路9號7樓之3","粉劑","1000.00000公克;900.00000公克;400.00000公克;3.00000公斤;1.00000公斤;67.00000公克;56.00000公克;45.00000公克;28.00000公克;23.00000公克","麥芽糊精;芥花油粉;乳清蛋白;大豆分離蛋白;難消化性糊精;關華豆膠;氯化鉀;磷酸三鈣;綜合礦物質(SternMin FS 12857);MAGNESIUM OXIDE;TRI-CALCIUM PHOSPHATE;MALTODEXTRIN;ZINC GLUCONATE;FERRIC PYROPHOSPHATE MICRONIZED;SODIUM SELENATE;MANGANESE GLUCONATE;CALCIUM CARBONATE;SODIUM MOLYBDATE;COPPER GLUCONATE;POTASSIUM IODIDE;CHROMIUM -III-CHLORIDE;重酒石酸膽鹼;香料;綜合維生素(SternVit FS 12856);ASCORBIC ACID;DL-ALPHA TOCOPHERYL ACETATE;NICOTINAMIDE;CALCIUM-D-PANTOTHENATE;MALTODEXTRIN;PYRIDOXINE HYDROCHLORIDE;VITAMIN A (RETINYL ACETATE);VITAMIN B12 (CYANOCOBALAMIN);VITAMIN D (CHOLECALCIFEROL);THIAMINE HYDROCHLORIDE;BETA CAROTENE POWDER;RIBOFLAVIN;VITAMIN K1;FOLIC ACID;BIOTIN","台灣","DHD0A360247270"
"1005016123","紅牛愛基均衡及糖尿病配方營養素","THE HEALTHING H-FI H-PRO","2011-07-08","2021-07-08","奕瑪國際行銷股份有限公司","02-66251168","新北市新莊區五權一路9號7樓之3","粉劑","400.00000公克;900.00000公克;1000.00000公克;1.00000公斤;3.00000公斤;49.00000公克;62.00000公克;74.00000公克;31.00000公克","麥芽糊精;芥花油粉;大豆油;MCT OIL;SOY PROTEIN ISOLATE;乳清蛋白;SODIUM CASEINATE;OAT FIBER;糊精纖維(DEXTRIN FIBER);菊苣纖維;關華豆膠;天然香料;磷酸鈣;碳酸鈣;氯化鉀;氧化鎂;酵母鉬;碘化鉀;葡萄糖酸鋅;三氯化鉻;焦磷酸鐵;SODIUM SELENATE;葡萄糖酸錳;葡萄糖酸銅;重酒石酸膽鹼;維生素A;維生素B1;維生素B2;菸鹼醯胺;葉酸;維生素B6;維生素B12;維生素 C;維生素 D3;維生素E;維生素K1;生物素;本多酸鈣;蔗糖素","台灣","DHD0A050161232"
"1046002620","補體素90高蛋白質食品","PROTISON 90","2015-07-21","2020-07-21","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","粉劑","225.00000公克","CONCENTRATED MILKPROTEIN;SOY LECITHIN","德國","DHD0A460026206"
"1066007047","金補體素均衡(均衡營養)即飲配方食品(清甜)","","2017-06-13","2022-06-13","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白(含麩胺酸、支鏈胺基酸、精胺酸);紅花籽油;大豆油;難消化性麥芽糊精(Fibersol-2);黃豆纖維;卵磷脂(源自大豆);中鏈三酸甘油酯;香料;脂肪酸甘油酯;碳酸鈣;氯化鎂;磷酸鈣;磷酸氫二鉀;氯化膽鹼;氫氧化鈣;氯化鈉;肌醇;維生素C;氫氧化鈉;氫氧化鉀;氯化鉀;檸檬酸鈉;牛磺酸;氧化鎂;金盞花萃取物(Lutemax®含葉黃素);鹿角菜膠(萃自紅藻);硫酸亞鐵;蔗糖素;β-胡蘿蔔素;硫酸鋅;矽樹脂;乙酸D-ALPHA-生育醇酯（維生素E）;菸鹼酸;維生素A醋酸鹽;硫酸猛;本多酸鈣;膽鈣化醇(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);維生素B1;維生素B12;硫酸銅;維生素B6（鹽酸吡哆辛）;維生素K1;維生素B2（核黃素）;葉酸;三氯化鉻;碘化鉀;鉬酸鈉;硒酸鈉;生物素","台灣","DHD0A660070479"
"1066007048","補體素優纖A+(均衡營養)即飲配方食品(清甜)","","2017-06-13","2022-06-13","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白(含麩胺酸、支鏈胺基酸、精胺酸);紅花籽油;大豆油;難消化性麥芽糊精(Fibersol-2);黃豆纖維;卵磷脂(源自大豆);中鏈三酸甘油酯;香料;脂肪酸甘油酯;碳酸鈣;氯化鎂;磷酸鈣;磷酸氫二鉀;氯化膽鹼;氫氧化鈣;氯化鈉;肌醇;維生素C;氫氧化鈉;氫氧化鉀;氯化鉀;檸檬酸鈉;牛磺酸;氧化鎂;金盞花萃取物(Lutemax®含葉黃素);鹿角菜膠(萃自紅藻);硫酸亞鐵;蔗糖素;β-胡蘿蔔素;硫酸鋅;矽樹脂;乙酸D-ALPHA-生育醇酯（維生素E）;菸鹼酸;維生素A醋酸鹽;硫酸猛;本多酸鈣;膽鈣化醇(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);維生素B1;維生素B12;硫酸銅;維生素B6（鹽酸吡哆辛）;維生素K1;維生素B2（核黃素）;葉酸;三氯化鉻;碘化鉀;鉬酸鈉;硒酸鈉;生物素","台灣","DHD0A660070480"
"1066007049","立得康均衡(均衡營養)即飲配方食品(清甜)","","2017-06-13","2022-06-13","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白(含麩胺酸、支鏈胺基酸、精胺酸);紅花籽油;大豆油;難消化性麥芽糊精(Fibersol-2);黃豆纖維;卵磷脂(源自大豆);中鏈三酸甘油酯;香料;脂肪酸甘油酯;碳酸鈣;氯化鎂;磷酸鈣;磷酸氫二鉀;氯化膽鹼;氫氧化鈣;氯化鈉;肌醇;維生素C;氫氧化鈉;氫氧化鉀;氯化鉀;檸檬酸鈉;牛磺酸;氧化鎂;金盞花萃取物(Lutemax®含葉黃素);鹿角菜膠(萃自紅藻);硫酸亞鐵;蔗糖素;β-胡蘿蔔素;硫酸鋅;矽樹脂;乙酸D-ALPHA-生育醇酯（維生素E）;菸鹼酸;維生素A醋酸鹽;硫酸猛;本多酸鈣;膽鈣化醇(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);維生素B1;維生素B12;硫酸銅;維生素B6（鹽酸吡哆辛）;維生素K1;維生素B2（核黃素）;葉酸;三氯化鉻;碘化鉀;鉬酸鈉;硒酸鈉;生物素","台灣","DHD0A660070491"
"1015041930","立得康均衡均衡營養配方","","2013-02-25","2018-02-25","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","粉劑","1380.00000公克;900.00000公克;1800.00000公克;60.00000公克;36.00000公克;24.00000公克;3000.00000公克;780.00000公克","麥芽糊精;CANOLA OIL;大豆油;非基因改造黃豆;果糖;SODIUM CASEINATE;難消化性麥芽糊精;燕麥;大豆蛋白粉;SOY FIBER;卵磷脂;碳酸鈣;食鹽;菊糖;PHYTOSTEROL;OAT FIBER;重酒石酸膽鹼;磷酸鎂;GRAPE SEED EXTRACT;維生素C;BETA-GLUCAN;香料;鉻酵母;氯化鉀;葡萄糖酸鋅;蔓越莓萃取物;葡萄糖酸錳;焦磷酸鐵;磷酸鈣;硒酵母;維生素E;鉬酵母;菸鹼醯胺;本多酸鈣;維生素D3;維生素A;葡萄糖酸銅;維生素B12;維生素B6;維生素B1;維生素B2;維生素K1 5%;葉酸;β-胡蘿蔔素;碘化鉀;生物素","台灣","DHD0A150419302"
"1046022584","金補體素鉻100（糖尿病適用）均衡營養配方食品","","2016-01-07","2021-01-07","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白(含麩醯胺酸、精胺酸);紅花籽油(含共軛亞麻油酸);菊糖(菊苣纖維);難消化麥芽糊精;卵磷脂(源自大豆);檸檬酸鈣;中鏈三酸甘油脂(MCT);脂肪酸甘油酯;香料;氯化鉀;肌醇;氯化鈉;重酒石酸膽鹼;氧化鎂;L-抗壞血酸（維生素C）;氫氧化鈉;磷酸氫二鉀;氫氧化鈣;磷酸鈣;芥花油;牛磺酸;檸檬酸鉀;鹿角菜膠(萃自紅藻);金盞花萃取物(含葉黃素);焦磷酸鐵;矽樹脂;鉬酵母;β-胡蘿蔔素;硫酸鋅;葡萄糖酸錳;乙酸DL-ALPHA-生育醇酯 （維生素E）;硒酵母;菸鹼酸;維生素A醋酸鹽;本多酸鈣;鹽酸硫胺明（維生素B1）;維生素D3(膽化鈣醇);硫酸銅;菸鹼酸鉻;核黃素（維生素B2）;鹽酸吡哆辛（維生素B6）;維生素K1;葉酸;碘化鉀;生物素","台灣","DHD0A460225843"
"1015041931","金補體素植醇均衡營養配方","","2013-02-26","2018-02-26","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","粉劑","780.00000公克;900.00000公克;58.00000公克;35.00000公克;23.00000公克","麥芽糊精;芥籽油;大豆油;黃豆(非基因改造);果糖;乾酪素鈉;難消化性麥芽糊精(Fibersol-2);燕麥;大豆蛋白(非基因改造);黃豆纖維;卵磷脂;碳酸鈣;氯化鈉;菊糖(菊苣纖維);松樹植物固醇;燕麥纖維;重酒石酸膽鹼;磷酸鎂;紅葡萄籽萃取物;維生素C;β-聚葡萄糖;香料;鉻酵母;氯化鉀;葡萄糖酸鋅;蔓越莓萃取物;葡萄糖酸錳;焦磷酸鐵;磷酸鈣;硒酵母;維生素E;鉬酵母;菸鹼醯胺;本多酸鈣;維生素D3;維生素A;葡萄糖酸銅;維生素B12;維生素B6;維生素B1;維生素B2;維生素K1;葉酸;β-胡蘿蔔素;碘化鉀;生物素","台灣","DHD0A150419313"
"0980404534","補體素90","PROTISON90","2009-06-17","2019-06-17","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","粉劑","225.00000公克","CONCENTRATED MILKPROTEIN;SOY LECITHIN","荷蘭","DHD09804045342"
"1056051402","立得康鉻100(糖尿病適用)均衡營養配方食品(清甜)","","2016-12-21","2021-12-21","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白;紅花籽油(含共軛亞麻油酸);菊糖(菊苣纖維);難消化性麥芽糊精(Fibersol-2);卵磷脂(源自大豆);檸檬酸鈣;中鏈三酸甘油脂(MCT);脂肪酸甘油酯;香料;氯化鉀;肌醇;氯化鈉;重酒石酸膽鹼;氧化鎂;維生素C;氫氧化鈉;磷酸氫二鉀;氫氧化鈣;磷酸鈣;芥花油;牛磺酸;檸檬酸鉀;鹿角菜膠;金盞花萃取物;焦磷酸鐵;蔗糖素;矽樹脂;鉬酵母;β-胡蘿蔔素;硫酸鋅;葡萄糖酸錳;醋酸DL-ALPHA-生育醇酯（維生素E）;硒酵母;菸鹼酸;維生素A醋酸鹽;本多酸鈣;硝酸硫胺明（維生素B1）;維生素D3(膽化鈣醇);氰鈷胺明（維生素B12）;硫酸銅;菸鹼酸鉻;維生素B2（核黃素）;鹽酸吡哆辛（維生素B6）;維生素K1;葉酸;碘化鉀;生物素","台灣","DHD0A560514021"
"1056051400","補體素鉻100(糖尿病適用)均衡營養配方食品(清甜)","","2016-12-21","2021-12-21","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白;紅花籽油(含共軛亞麻油酸);菊糖(菊苣纖維);難消化性麥芽糊精(Fibersol-2);卵磷脂(源自大豆);檸檬酸鈣;中鏈三酸甘油脂(MCT);脂肪酸甘油酯;香料;氯化鉀;肌醇;氯化鈉;重酒石酸膽鹼;氧化鎂;維生素C;氫氧化鈉;磷酸氫二鉀;氫氧化鈣;磷酸鈣;芥花油;牛磺酸;檸檬酸鉀;鹿角菜膠;金盞花萃取物;焦磷酸鐵;蔗糖素;矽樹脂;鉬酵母;β-胡蘿蔔素;硫酸鋅;葡萄糖酸錳;醋酸DL-ALPHA-生育醇酯（維生素E）;硒酵母;菸鹼酸;維生素A醋酸鹽;本多酸鈣;硝酸硫胺明（維生素B1）;維生素D3(膽化鈣醇);氰鈷胺明（維生素B12）;硫酸銅;菸鹼酸鉻;維生素B2（核黃素）;鹽酸吡哆辛（維生素B6）;維生素K1;葉酸;碘化鉀;生物素","台灣","DHD0A560514002"
"1056051399","金補體素鉻100(糖尿病適用)均衡營養配方食品(清甜)","","2016-12-21","2021-12-21","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白;紅花籽油(含共軛亞麻油酸);菊糖(菊苣纖維);難消化性麥芽糊精(Fibersol-2);卵磷脂(源自大豆);檸檬酸鈣;中鏈三酸甘油脂(MCT);脂肪酸甘油酯;香料;氯化鉀;肌醇;氯化鈉;重酒石酸膽鹼;氧化鎂;維生素C;氫氧化鈉;磷酸氫二鉀;氫氧化鈣;磷酸鈣;芥花油;牛磺酸;檸檬酸鉀;鹿角菜膠;金盞花萃取物;焦磷酸鐵;蔗糖素;矽樹脂;鉬酵母;β-胡蘿蔔素;硫酸鋅;葡萄糖酸錳;醋酸DL-ALPHA-生育醇酯（維生素E）;硒酵母;菸鹼酸;維生素A醋酸鹽;本多酸鈣;硝酸硫胺明（維生素B1）;維生素D3(膽化鈣醇);氰鈷胺明（維生素B12）;硫酸銅;菸鹼酸鉻;維生素B2（核黃素）;鹽酸吡哆辛（維生素B6）;維生素K1;葉酸;碘化鉀;生物素","台灣","DHD0A560513990"
"1046022585","補體素鉻100（糖尿病適用）均衡營養配方食品","","2016-01-13","2021-01-13","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白(含麩醯胺酸、精胺酸);紅花籽油(含共軛亞麻油酸);菊糖(菊苣纖維);難消化麥芽糊精;卵磷脂(源自大豆);檸檬酸鈣;中鏈三酸甘油脂(MCT);脂肪酸甘油脂;香料;氯化鉀;肌醇;氯化鈉;重酒石酸膽鹼;氯化鎂;L-抗壞血酸（維生素C）;氫氧化鈉;磷酸氫二鉀;氫氧化鈣;磷酸鈣;芥花油;牛磺酸;檸檬酸鉀;鹿角菜膠(萃自紅藻);金盞花萃取物(含葉黃素);焦磷酸鐵;矽樹脂;鉬酵母;β-胡蘿蔔素;硫酸鋅;葡萄糖酸錳;乙酸D-ALPHA-生育醇酯（維生素E）;硒酵母;菸鹼酸;維生素A醋酸鹽;本多酸鈣;鹽酸硫胺明（維生素B1）;維生素D3(膽化鈣醇);氰鈷胺明（維生素B12）;硫酸銅;菸鹼酸鉻;維生素B2（核黃素）;鹽酸吡哆辛（維生素B6）;維生素K1;葉酸;碘化鉀;生物素","台灣","DHD0A460225854"
"1046022586","立得康鉻100（糖尿病適用）均衡營養配方食品","","2016-01-13","2021-01-13","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白(含麩醯胺酸、精胺酸);紅花籽油(含共軛亞麻油酸);菊糖(菊苣纖維);難消化麥芽糊精;卵磷脂(源自大豆);檸檬酸鈣;中鏈三酸甘油脂(MCT);脂肪酸甘油酯;香料;氯化鉀;肌醇;氯化鈉;重酒石酸膽鹼;氯化鎂;L-抗壞血酸（維生素C）;氫氧化鈉;磷酸氫二鉀;氫氧化鈣;磷酸鈣;芥花油;牛磺酸;檸檬酸鉀;鹿角菜膠(萃自紅藻);金盞花萃取物(含葉黃素);焦磷酸鐵;矽樹脂;鉬酵母;β-胡蘿蔔素;硫酸鋅;葡萄糖酸錳;乙酸DL-ALPHA-生育醇酯 （維生素E）;硒酵母;菸鹼酸;維生素A醋酸鹽;本多酸鈣;硝酸硫胺明（維生素B1）;維生素D3(膽化鈣醇);氰鈷胺明（維生素B12）;硫酸銅;菸鹼酸鉻;核黃素（維生素B2）;鹽酸吡哆辛（維生素B6）;維生素K1;葉酸;碘化鉀;生物素","台灣","DHD0A460225865"
"1056051398","立得康均衡(均衡營養)即飲配方食品","","2016-12-20","2021-12-20","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白;紅花籽油;大豆油;難消化性麥芽糊精;黃豆纖維;卵磷脂(源自大豆);中鏈三酸甘油脂(MCT);香料;脂肪酸甘油酯;碳酸鈣;氯化鎂;磷酸鈣;磷酸氫二鉀;氯化膽鹼;氫氧化鈣;氯化鈉;肌醇;維生素C;氫氧化鈉;氫氧化鉀;氯化鉀;檸檬酸鈉;牛磺酸;氧化鎂;金盞花萃取物;鹿角菜膠(萃自紅藻);硫酸亞鐵;β-胡蘿蔔素;硫酸鋅;矽樹脂;醋酸DL-ALPHA-生育醇酯（維生素E）;菸鹼酸;維生素A醋酸鹽;硫酸錳;本多酸鈣;維生素D3(膽化鈣醇);鹽酸硫胺明（維生素B1）;氰鈷胺明（維生素B12）;硫酸銅;鹽酸吡哆辛（維生素B6）;維生素K1;維生素B2（核黃素）;葉酸;三氯化鉻;碘化鉀;鉬酸鈉;硒酸鈉;生物素","台灣","DHD0A560513989"
"1036067453","補體素優纖A+均衡營養配方","","2015-08-28","2020-08-28","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","粉劑","24.00000公克;36.00000公克;60.00000公克;1800.00000公克;900.00000公克;780.00000公克;3000.00000公克;48.00000公克;72.00000公克","麥芽糊精;芥籽油;大豆油;黃豆(非基因改造);果糖;乾酪素鈉;難消化性麥芽糊精(Fibersol-2);燕麥;大豆蛋白(非基因改造);黃豆纖維;卵磷脂;碳酸鈣;氯化鈉;菊糖(菊苣纖維);松樹植物固醇;燕麥纖維;重酒石酸膽鹼;磷酸鎂;紅葡萄籽萃取物;維生素C;β-聚葡萄糖;香料;鉻酵母;氯化鉀;葡萄糖酸鋅;蔓越莓萃取物;葡萄糖酸錳;焦磷酸鐵;磷酸鈣;硒酵母;維生素E;鉬酵母;菸鹼醯胺;本多酸鈣;維生素D3;維生素A;葡萄糖酸銅;維生素B12;維生素B6;維生素B1;維生素B2;維生素K1;葉酸;β-胡蘿蔔素;碘化鉀;生物素","台灣","DHD0A360674532"
"0980406397","補體素穩定配方","PROTISON DF","2009-12-10","2019-12-08","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","粉劑","900.00000公克;450.00000公克;27.00000公克;400.00000公克;700.00000公克","INSTANT WHEY PROTEIN;INSTANT SKIM MILK POWDER;CALCIUM CASEINATE;MALTODEXTRIN;INULIN;INDIGESTIBLE MALTDEXTRIN;CARRAGEENAN;VEGETABLE OIL POWDER;FRUCTOSE CRYSTALLINE;CALCIUM PHOSPHATE TRIBASIC;SODIUM CITRATE;POTASSIUM CARBONATE;CALCIUM CARBONATE;MAGNESIUM OXIDE;CHROMIUM CHLORIDE;SODIUM SELENATE;ZINC SULFATE;POTASSIUM CHLORIDE;FERRIC PYROPHOSPHATE;MANGANESE SULFATE;COPPER SULFATE;POTASSIUM IODIDE;CORN SYRUP SOLIDS;CHOLINE BITARTRATE;VANILLIN;ASCORBIC ACID;DL α-TOCOPHERYL ACETATE;NICOTINAMIDE;VITAMIN A (DRY FORM);CALCIUM PANTOTHENATE;VITAMIN D3;PYRIDOXINE HYDROCHLORIDE;VITAMIN B12;THIAMINE NITRATE;VITAMIN K1;RIBOFLAVIN;FOLIC ACID;BIOTIN;RED GRAPE SEED EXTRACT;CITRIC ACID;TAURINE","紐西蘭","DHD09804063973"
"1056051397","補體素優纖A+(均衡營養)即飲配方食品","","2016-12-20","2021-12-20","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白;紅花籽油;大豆油;難消化性麥芽糊精;黃豆纖維;卵磷脂(源自大豆);中鏈三酸甘油脂(MCT);香料;脂肪酸甘油酯;碳酸鈣;氯化鎂;磷酸鈣;磷酸氫二鉀;氯化膽鹼;氫氧化鈣;氯化鈉;肌醇;維生素C;氫氧化鈉;氫氧化鉀;氯化鉀;檸檬酸鈉;牛磺酸;氧化鎂;金盞花萃取物;鹿角菜膠(萃自紅藻);硫酸亞鐵;β-胡蘿蔔素;硫酸鋅;矽樹脂;醋酸DL-ALPHA-生育醇酯（維生素E）;菸鹼酸;維生素A醋酸鹽;硫酸錳;本多酸鈣;維生素D3(膽化鈣醇);鹽酸硫胺明（維生素B1）;氰鈷胺明（維生素B12）;硫酸銅;鹽酸吡哆辛（維生素B6）;維生素K1;維生素B2（核黃素）;葉酸;三氯化鉻;碘化鉀;鉬酸鈉;硒酸鈉;生物素","台灣","DHD0A560513978"
"1056051396","金補體素均衡(均衡營養)即飲配方食品","","2016-12-20","2021-12-20","思耐得生技股份有限公司","02-27006001","台北市大安區仁愛路3段30號10樓","液劑","237.00000毫升","水(逆滲透水);麥芽糊精;酪蛋白;紅花籽油;大豆油;難消化性麥芽糊精;黃豆纖維;卵磷脂(源自大豆);中鏈三酸甘油脂(MCT);香料;脂肪酸甘油酯;碳酸鈣;氯化鎂;磷酸鈣;磷酸氫二鉀;氯化膽鹼;氫氧化鈣;氯化鈉;肌醇;維生素C;氫氧化鈉;氫氧化鉀;氯化鉀;檸檬酸鈉;牛磺酸;氧化鎂;金盞花萃取物;鹿角菜膠(萃自紅藻);硫酸亞鐵;β-胡蘿蔔素;硫酸鋅;矽樹脂;醋酸DL-ALPHA-生育醇酯（維生素E）;菸鹼酸;維生素A醋酸鹽;硫酸錳;本多酸鈣;維生素D3(膽化鈣醇);鹽酸硫胺明（維生素B1）;氰鈷胺明（維生素B12）;硫酸銅;鹽酸吡哆辛（維生素B6）;維生素K1;維生素B2（核黃素）;葉酸;三氯化鉻;碘化鉀;鉬酸鈉;硒酸鈉;生物素","台灣","DHD0A560513967"
